Pos,Num,Player,MT,Team,K,Avg,H,Avg,D,Avg,M,Avg,HO,Avg,T,Avg,FF,FA,G,Avg,B,SC,Rat,Avg
1,5,Josh Dunkley,1,Brisbane Lions,18,18,12,12,30,30,5,5,0,0,11,11,3,0,1,1,1,7,147,147
2,3,Caleb Serong,1,Fremantle,20,20,15,15,35,35,2,2,0,0,9,9,5,0,0,0,0,0,137,137
3,17,Finn Callaghan,1,GWS Giants,19,19,15,15,34,34,4,4,0,0,8,8,0,1,1,1,0,6,134,134
4,15,Dayne Zorko,1,Brisbane Lions,26,26,9,9,35,35,7,7,0,0,3,3,3,1,0,0,1,1,130,130
5,32,Darcy Fort,1,Brisbane Lions,10,10,5,5,15,15,4,4,52,52,5,5,1,0,0,0,0,0,125,125
6,17,Lloyd Meek,1,Hawthorn,5,5,13,13,18,18,5,5,40,40,8,8,2,3,0,0,0,0,121,121
7,6,Lachie Whitfield,1,GWS Giants,21,21,15,15,36,36,5,5,0,0,3,3,1,0,0,0,0,0,121,121
8,9,Lachie Neale,1,Brisbane Lions,14,14,18,18,32,32,9,9,0,0,3,3,0,0,0,0,0,0,117,117
9,8,Will Ashcroft,1,Brisbane Lions,19,19,11,11,30,30,5,5,0,0,6,6,0,1,0,0,0,0,115,115
10,8,Andrew Brayshaw,1,Fremantle,15,15,17,17,32,32,5,5,0,0,6,6,0,1,0,0,0,0,115,115
11,32,Kieren Briggs,1,GWS Giants,8,8,8,8,16,16,2,2,45,45,3,3,5,1,1,1,0,6,111,111
12,18,Matthew Rowell,1,Gold Coast,14,14,20,20,34,34,2,2,0,0,6,6,0,1,0,0,1,1,110,110
13,46,Mark Blicavs,1,Geelong,8,8,12,12,20,20,5,5,26,26,5,5,0,2,1,1,0,6,109,109
14,4,Jarman Impey,1,Hawthorn,22,22,6,6,28,28,7,7,0,0,2,2,0,0,0,0,1,1,108,108
15,2,Jordan de Goey,1,Collingwood,11,11,15,15,26,26,3,3,0,0,7,7,1,0,1,1,0,6,107,107
16,9,Luke Jackson,1,Fremantle,8,8,10,10,18,18,3,3,12,12,8,8,1,0,1,1,1,7,105,105
17,9,Max Holmes,1,Geelong,12,12,11,11,23,23,5,5,0,0,6,6,1,0,1,1,1,7,105,105
18,28,Oliver Dempsey,1,Geelong,13,13,12,12,25,25,6,6,0,0,3,3,0,2,3,3,0,18,105,105
19,28,Jarrod Witts,1,Gold Coast,6,6,15,15,21,21,1,1,44,44,3,3,1,2,0,0,0,0,102,102
20,44,Tom Stewart,1,Geelong,19,19,3,3,22,22,7,7,0,0,3,3,2,1,1,1,0,6,101,101
21,11,Touk Miller,1,Gold Coast,8,8,10,10,18,18,4,4,0,0,11,11,0,0,0,0,0,0,100,100
22,15,Noah Anderson,1,Gold Coast,21,21,11,11,32,32,4,4,0,0,3,3,1,4,0,0,2,2,100,100
23,30,Tom Atkins,1,Geelong,13,13,4,4,17,17,2,2,0,0,10,10,3,1,1,1,0,6,99,99
24,3,Jai Newcombe,1,Hawthorn,10,10,22,22,32,32,4,4,0,0,3,3,1,2,1,1,0,6,99,99
25,4,Brayden Maynard,1,Collingwood,15,15,5,5,20,20,8,8,0,0,4,4,2,0,0,0,0,0,97,97
26,12,Tom Green,1,GWS Giants,8,8,26,26,34,34,1,1,0,0,5,5,1,1,0,0,0,0,97,97
27,35,Nick Daicos,1,Collingwood,15,15,9,9,24,24,2,2,0,0,7,7,1,3,1,1,1,7,96,96
28,5,Jamie Elliott,1,Collingwood,12,12,1,1,13,13,7,7,0,0,2,2,2,0,4,4,1,25,94,94
29,7,Riley Thilthorpe,1,Adelaide,12,12,3,3,15,15,5,5,6,6,4,4,3,0,2,2,0,12,94,94
30,44,Ned Long,1,Collingwood,9,9,14,14,23,23,1,1,0,0,9,9,3,1,0,0,0,0,94,94
31,28,Alex Neal-Bullen,1,Adelaide,13,13,4,4,17,17,5,5,0,0,7,7,2,0,0,0,0,0,92,92
32,32,Gryan Miers,1,Geelong,13,13,6,6,19,19,7,7,0,0,5,5,0,0,0,0,0,0,92,92
