Pos,Num,Player,MT,Team,K,Avg,H,Avg,D,Avg,M,Avg,HO,Avg,T,Avg,FF,FA,G,Avg,B,SC,Rat,Avg
1,5,Jeremy Cameron,1,Geelong,18,18,4,4,22,22,9,9,0,0,0,0,1,0,11,11,1,67,157,157
2,7,Nasiah Wanganeen-Milera,1,St Kilda,25,25,9,9,34,34,5,5,0,0,4,4,1,1,4,4,1,25,147,147
3,4,Marcus Bontempelli,1,Western Bulldogs,20,20,15,15,35,35,10,10,0,0,3,3,0,0,2,2,2,14,146,146
4,35,Nick Daicos,1,Collingwood,31,31,11,11,42,42,4,4,0,0,0,0,0,0,3,3,1,19,146,146
5,18,Matthew Rowell,1,Gold Coast,17,17,20,20,37,37,4,4,0,0,12,12,3,3,0,0,0,0,145,145
6,7,Jack Viney,1,Melbourne,12,12,11,11,23,23,1,1,0,0,16,16,5,1,1,1,1,7,134,134
7,3,Bailey Smith,1,Geelong,21,21,22,22,43,43,3,3,0,0,2,2,1,0,1,1,1,7,132,132
8,4,Brodie Grundy,1,Sydney,9,9,15,15,24,24,7,7,29,29,5,5,3,2,1,1,0,6,130,130
9,8,Brayden Fiorini,1,Gold Coast,18,18,14,14,32,32,6,6,0,0,5,5,0,0,1,1,0,6,126,126
10,35,Jack Sinclair,1,St Kilda,20,20,12,12,32,32,7,7,0,0,5,5,0,0,0,0,0,0,125,125
11,9,Lachie Neale,1,Brisbane Lions,16,16,20,20,36,36,4,4,0,0,5,5,0,1,1,1,1,7,124,124
12,11,Max Gawn,1,Melbourne,10,10,7,7,17,17,8,8,45,45,2,2,2,0,0,0,0,0,123,123
13,14,Jake Soligo,1,Adelaide,21,21,14,14,35,35,2,2,0,0,4,4,2,2,2,2,0,12,121,121
14,3,Liam Baker,1,West Coast,11,11,13,13,24,24,4,4,0,0,10,10,5,3,2,2,0,12,119,119
15,9,Max Holmes,1,Geelong,17,17,12,12,29,29,9,9,0,0,4,4,2,1,0,0,1,1,118,118
16,10,Sam Darcy,1,Western Bulldogs,12,12,4,4,16,16,8,8,0,0,2,2,3,0,6,6,2,38,117,117
17,29,George Hewett,1,Carlton,15,15,10,10,25,25,6,6,0,0,8,8,3,1,0,0,1,1,116,116
18,25,James Peatling,1,Adelaide,19,19,7,7,26,26,4,4,0,0,6,6,4,1,1,1,2,8,116,116
19,7,Zach Merrett,1,Essendon,14,14,16,16,30,30,4,4,0,0,7,7,1,0,0,0,0,0,115,115
20,9,Zak Butters,1,Port Adelaide,22,22,12,12,34,34,1,1,0,0,4,4,6,0,0,0,0,0,115,115
21,19,Bailey Humphrey,1,Gold Coast,12,12,7,7,19,19,4,4,0,0,8,8,1,0,3,3,1,19,114,114
22,5,Josh Dunkley,1,Brisbane Lions,8,8,14,14,22,22,2,2,0,0,14,14,1,1,0,0,0,0,112,112
23,33,Aaron Naughton,1,Western Bulldogs,11,11,4,4,15,15,6,6,0,0,1,1,5,0,7,7,1,43,111,111
24,24,Tom Powell,1,North Melbourne,13,13,11,11,24,24,7,7,0,0,8,8,0,1,0,0,0,0,111,111
25,3,Harry Sheezel,1,North Melbourne,15,15,12,12,27,27,7,7,0,0,5,5,1,0,0,0,0,0,111,111
26,40,Tyler Sonsie,1,Richmond,12,12,16,16,28,28,10,10,0,0,3,3,1,0,0,0,0,0,111,111
27,6,Tom Mitchell,1,Collingwood,11,11,18,18,29,29,7,7,0,0,6,6,0,1,0,0,0,0,111,111
28,5,Alex Davies,1,Gold Coast,10,10,20,20,30,30,1,1,0,0,10,10,1,1,0,0,0,0,111,111
29,6,James Sicily,1,Hawthorn,17,17,8,8,25,25,11,11,0,0,3,3,1,1,0,0,0,0,110,110
30,33,Shannon Neale,1,Geelong,11,11,4,4,15,15,8,8,4,4,3,3,3,0,4,4,1,25,109,109
31,6,Lachie Whitfield,1,GWS Giants,21,21,6,6,27,27,8,8,0,0,3,3,1,1,0,0,0,0,109,109
32,40,Joel Jeffrey,1,Gold Coast,19,19,13,13,32,32,8,8,0,0,0,0,1,0,0,0,1,1,109,109
33,28,Alex Neal-Bullen,1,Adelaide,13,13,5,5,18,18,1,1,0,0,12,12,2,0,1,1,0,6,108,108
34,27,Harrison Himmelberg,1,GWS Giants,17,17,6,6,23,23,11,11,0,0,1,1,1,0,1,1,0,6,107,107
35,24,Trent Rivers,1,Melbourne,17,17,8,8,25,25,8,8,0,0,3,3,3,0,0,0,1,1,107,107
