Pos,Num,Player,MT,Team,K,Avg,H,Avg,D,Avg,M,Avg,HO,Avg,T,Avg,FF,FA,G,Avg,B,SC,Rat,Avg
1,3,Christian Salem,1,Melbourne,27,27,7,7,34,34,13,13,0,0,1,1,1,0,0,0,0,0,139,139
2,11,Max Gawn,1,Melbourne,11,11,14,14,25,25,9,9,34,34,4,4,2,1,0,0,1,1,138,138
3,3,Bailey Smith,1,Geelong,19,19,10,10,29,29,5,5,0,0,9,9,1,1,1,1,0,6,132,132
4,17,Lloyd Meek,1,Hawthorn,8,8,11,11,19,19,3,3,58,58,4,4,1,0,0,0,1,1,131,131
5,9,Patrick Cripps,1,Carlton,12,12,17,17,29,29,7,7,0,0,9,9,2,0,0,0,2,2,131,131
6,7,Nasiah Wanganeen-Milera,1,St Kilda,26,26,6,6,32,32,6,6,0,0,4,4,0,0,1,1,1,7,131,131
7,9,Lachie Neale,1,Brisbane Lions,16,16,15,15,31,31,6,6,0,0,4,4,1,1,3,3,0,18,128,128
8,8,Andrew Brayshaw,1,Fremantle,17,17,20,20,37,37,4,4,0,0,5,5,3,0,0,0,1,1,127,127
9,9,Zak Butters,1,Port Adelaide,14,14,13,13,27,27,1,1,0,0,13,13,3,0,0,0,0,0,126,126
10,44,Tim English,1,Western Bulldogs,10,10,13,13,23,23,8,8,34,34,0,0,4,0,1,1,0,6,124,124
11,15,Dayne Zorko,1,Brisbane Lions,26,26,8,8,34,34,9,9,0,0,2,2,1,2,0,0,0,0,124,124
12,17,Jake Bowey,1,Melbourne,20,20,12,12,32,32,9,9,0,0,3,3,3,1,0,0,0,0,123,123
13,38,Tristan Xerri,1,North Melbourne,10,10,13,13,23,23,2,2,39,39,3,3,6,1,1,1,0,6,122,122
14,33,Zac Bailey,1,Brisbane Lions,15,15,9,9,24,24,5,5,0,0,5,5,2,0,3,3,2,20,120,120
15,35,Nick Daicos,1,Collingwood,18,18,13,13,31,31,4,4,0,0,7,7,1,3,1,1,2,8,120,120
16,1,Chad Warner,1,Sydney,20,20,4,4,24,24,5,5,0,0,6,6,0,0,2,2,0,12,119,119
17,7,Josh Daicos,1,Collingwood,23,23,13,13,36,36,9,9,0,0,0,0,0,1,0,0,0,0,119,119
18,7,Shaun Mannagh,1,Geelong,21,21,5,5,26,26,2,2,0,0,11,11,1,2,0,0,0,0,118,118
19,12,Tom De Koning,1,Carlton,12,12,8,8,20,20,2,2,39,39,3,3,2,0,1,1,0,6,117,117
20,6,Lachie Whitfield,1,GWS Giants,22,22,8,8,30,30,11,11,0,0,0,0,2,0,0,0,0,0,117,117
21,18,Mabior Chol,1,Hawthorn,15,15,2,2,17,17,9,9,1,1,4,4,1,0,3,3,2,20,114,114
22,34,Matt Roberts,1,Sydney,20,20,8,8,28,28,7,7,0,0,4,4,1,0,0,0,0,0,114,114
23,5,Christian Petracca,1,Melbourne,11,11,17,17,28,28,7,7,0,0,4,4,1,1,2,2,0,12,114,114
24,29,George Hewett,1,Carlton,9,9,20,20,29,29,4,4,0,0,8,8,3,2,1,1,0,6,114,114
25,22,Steele Sidebottom,1,Collingwood,18,18,17,17,35,35,2,2,0,0,4,4,4,0,0,0,0,0,114,114
26,7,Jack Viney,1,Melbourne,10,10,9,9,19,19,2,2,0,0,15,15,2,1,0,0,0,0,113,113
27,10,Harry McKay,1,Carlton,14,14,5,5,19,19,12,12,4,4,2,2,1,2,3,3,0,18,113,113
28,6,Hugh McCluggage,1,Brisbane Lions,14,14,7,7,21,21,4,4,0,0,11,11,1,2,1,1,0,6,113,113
29,5,Josh Dunkley,1,Brisbane Lions,10,10,14,14,24,24,6,6,0,0,9,9,1,0,0,0,0,0,113,113
30,7,Lachlan Ash,1,GWS Giants,18,18,13,13,31,31,7,7,0,0,3,3,0,0,0,0,0,0,113,113
31,32,Tom Sparrow,1,Melbourne,12,12,4,4,16,16,6,6,0,0,11,11,2,1,1,1,0,6,111,111
32,5,Jamie Elliott,1,Collingwood,13,13,6,6,19,19,8,8,0,0,1,1,0,0,5,5,1,31,110,110
33,24,Trent Rivers,1,Melbourne,17,17,11,11,28,28,12,12,0,0,0,0,0,0,0,0,1,1,110,110
34,44,Jake Lloyd,1,Sydney,18,18,10,10,28,28,10,10,0,0,1,1,2,1,0,0,2,2,109,109
35,2,John Noble,1,Gold Coast,21,21,9,9,30,30,7,7,0,0,2,2,2,1,0,0,0,0,109,109
36,1,Connor Rozee,1,Port Adelaide,20,20,7,7,27,27,7,7,0,0,1,1,3,0,1,1,0,6,108,108
