Pos,Num,Player,MT,Team,K,Avg,H,Avg,D,Avg,M,Avg,HO,Avg,T,Avg,FF,FA,G,Avg,B,SC,Rat,Avg
1,37,Nic Martin,1,Essendon,26,26,9,9,35,35,9,9,0,0,8,8,2,1,2,2,0,12,166,166
2,7,Zach Merrett,1,Essendon,22,22,15,15,37,37,8,8,0,0,7,7,0,0,0,0,1,1,149,149
3,11,Max Gawn,1,Melbourne,10,10,11,11,21,21,3,3,35,35,9,9,4,1,1,1,1,7,140,140
4,12,Jordan Dawson,1,Adelaide,20,20,7,7,27,27,6,6,0,0,9,9,2,2,2,2,3,15,139,139
5,3,Christian Salem,1,Melbourne,20,20,11,11,31,31,11,11,0,0,4,4,1,0,1,1,1,7,139,139
6,4,Brodie Grundy,1,Sydney,7,7,16,16,23,23,2,2,41,41,9,9,4,2,0,0,0,0,134,134
7,7,Nasiah Wanganeen-Milera,1,St Kilda,28,28,8,8,36,36,3,3,0,0,4,4,2,0,1,1,1,7,134,134
8,4,Toby Greene,1,GWS Giants,19,19,9,9,28,28,9,9,0,0,4,4,3,3,3,3,3,21,133,133
9,44,Ned Long,1,Collingwood,8,8,21,21,29,29,2,2,0,0,14,14,4,0,0,0,0,0,132,132
10,18,Matthew Rowell,1,Gold Coast,13,13,11,11,24,24,4,4,0,0,15,15,0,1,0,0,0,0,130,130
11,13,Clayton Oliver,1,Melbourne,13,13,18,18,31,31,2,2,0,0,12,12,1,2,1,1,0,6,130,130
12,35,Nick Daicos,1,Collingwood,22,22,16,16,38,38,6,6,0,0,4,4,0,1,0,0,0,0,129,129
13,43,Reilly O'Brien,1,Adelaide,10,10,8,8,18,18,4,4,45,45,4,4,3,0,1,1,0,6,128,128
14,15,Dayne Zorko,1,Brisbane Lions,29,29,4,4,33,33,9,9,0,0,2,2,0,1,0,0,0,0,127,127
15,36,Kysaiah Pickett,1,Melbourne,18,18,6,6,24,24,4,4,0,0,4,4,1,1,5,5,4,34,126,126
16,3,Bailey Smith,1,Geelong,25,25,8,8,33,33,4,4,0,0,7,7,1,2,0,0,0,0,126,126
17,9,Jack Steele,1,St Kilda,12,12,21,21,33,33,7,7,0,0,5,5,1,0,1,1,0,6,126,126
18,3,Sam Berry,1,Adelaide,15,15,11,11,26,26,6,6,0,0,9,9,2,2,1,1,0,6,123,123
19,15,Ed Langdon,1,Melbourne,12,12,19,19,31,31,5,5,0,0,8,8,0,0,0,0,0,0,121,121
20,6,Jye Caldwell,1,Essendon,9,9,20,20,29,29,3,3,0,0,11,11,0,0,0,0,0,0,120,120
21,9,Lachie Neale,1,Brisbane Lions,20,20,12,12,32,32,5,5,0,0,5,5,1,0,0,0,0,0,120,120
22,35,Jack Sinclair,1,St Kilda,18,18,11,11,29,29,5,5,0,0,5,5,2,0,1,1,0,6,119,119
23,40,Joel Jeffrey,1,Gold Coast,19,19,8,8,27,27,9,9,0,0,4,4,0,2,1,1,2,8,118,118
24,15,Noah Anderson,1,Gold Coast,23,23,13,13,36,36,5,5,0,0,2,2,0,0,0,0,0,0,118,118
25,9,Max Holmes,1,Geelong,18,18,15,15,33,33,5,5,0,0,3,3,3,1,1,1,0,6,117,117
26,20,Ed Richards,1,Western Bulldogs,15,15,13,13,28,28,2,2,0,0,7,7,1,1,2,2,0,12,115,115
27,7,Lachlan Ash,1,GWS Giants,23,23,5,5,28,28,6,6,0,0,4,4,1,0,0,0,0,0,114,114
28,7,Riley Thilthorpe,1,Adelaide,13,13,4,4,17,17,7,7,11,11,4,4,3,0,2,2,3,15,113,113
29,4,Callum Ah Chee,1,Brisbane Lions,13,13,7,7,20,20,10,10,0,0,1,1,2,1,4,4,2,26,112,112
30,1,Chad Warner,1,Sydney,18,18,9,9,27,27,4,4,0,0,5,5,2,0,1,1,0,6,112,112
31,15,Sam Docherty,1,Carlton,20,20,10,10,30,30,5,5,0,0,2,2,3,0,1,1,0,6,112,112
32,20,Peter Wright,1,Essendon,14,14,4,4,18,18,5,5,18,18,4,4,0,1,2,2,3,15,111,111
33,8,Matthew Kennedy,1,Western Bulldogs,12,12,13,13,25,25,7,7,0,0,4,4,0,2,3,3,0,18,111,111
34,16,Oliver Wines,1,Port Adelaide,12,12,21,21,33,33,0,0,0,0,8,8,1,0,0,0,0,0,111,111
35,8,Josh Rachele,1,Adelaide,14,14,2,2,16,16,3,3,0,0,6,6,1,0,5,5,0,30,110,110
36,15,Dylan Stephens,1,North Melbourne,16,16,7,7,23,23,12,12,0,0,3,3,2,1,0,0,1,1,110,110
37,29,Rory Laird,1,Adelaide,17,17,10,10,27,27,11,11,0,0,2,2,1,1,0,0,0,0,110,110
38,41,Sam Banks,1,Richmond,23,23,6,6,29,29,8,8,0,0,2,2,0,1,0,0,0,0,110,110
39,21,Tom Liberatore,1,Western Bulldogs,13,13,18,18,31,31,1,1,0,0,8,8,1,1,0,0,2,2,110,110
40,10,Mitch Owens,1,St Kilda,15,15,10,10,25,25,8,8,4,4,1,1,1,1,2,2,2,14,109,109
41,5,Adam Cerra,1,Carlton,14,14,9,9,23,23,5,5,0,0,6,6,2,0,1,1,1,7,108,108
42,21,Archie Roberts,1,Essendon,20,20,14,14,34,34,6,6,0,0,0,0,1,0,0,0,1,1,108,108
43,9,Luke Jackson,1,Fremantle,10,10,11,11,21,21,1,1,38,38,2,2,1,1,1,1,1,7,106,106
44,5,Isaac Heeney,1,Sydney,8,8,14,14,22,22,4,4,0,0,6,6,0,0,3,3,0,18,106,106
45,32,Gryan Miers,1,Geelong,19,19,4,4,23,23,9,9,0,0,4,4,1,1,0,0,0,0,106,106
46,28,Xavier Duursma,1,Essendon,17,17,10,10,27,27,9,9,0,0,2,2,1,1,0,0,2,2,106,106
47,17,Riley Hardeman,1,North Melbourne,20,20,8,8,28,28,10,10,0,0,0,0,0,0,0,0,0,0,106,106
48,24,Tom Powell,1,North Melbourne,18,18,10,10,28,28,5,5,0,0,3,3,1,1,1,1,1,7,106,106
49,30,Tom Atkins,1,Geelong,11,11,5,5,16,16,2,2,0,0,12,12,2,0,1,1,0,6,105,105
50,1,Connor Rozee,1,Port Adelaide,17,17,10,10,27,27,3,3,0,0,6,6,1,0,0,0,0,0,105,105
Totals,,,50,,828,16.6,542,10.8,1370,27.4,279,5.6,192,3.8,270,5.4,66,36,51,1,35,341,5976,119.5
51,10,Karl Amon,1,Hawthorn,26,26,3,3,29,29,7,7,0,0,0,0,0,0,0,0,0,0,105,105
52,5,Christian Petracca,1,Melbourne,14,14,14,14,28,28,3,3,0,0,4,4,1,0,1,1,2,8,104,104
53,11,Touk Miller,1,Gold Coast,13,13,17,17,30,30,6,6,0,0,2,2,2,1,1,1,0,6,104,104
54,28,Jarrod Witts,1,Gold Coast,3,3,9,9,12,12,2,2,49,49,6,6,3,2,0,0,0,0,103,103
55,5,Jeremy Cameron,1,Geelong,13,13,1,1,14,14,8,8,0,0,2,2,0,2,6,6,0,36,103,103
56,7,Jarrod Berry,1,Brisbane Lions,15,15,5,5,20,20,7,7,0,0,6,6,2,0,0,0,0,0,102,102
57,28,Willem Drew,1,Port Adelaide,12,12,11,11,23,23,2,2,0,0,10,10,1,1,0,0,0,0,102,102
58,4,Marcus Bontempelli,1,Western Bulldogs,14,14,9,9,23,23,2,2,0,0,10,10,1,2,0,0,1,1,102,102
59,25,Jack Crisp,1,Collingwood,10,10,6,6,16,16,5,5,0,0,10,10,0,1,1,1,1,7,101,101
60,31,Connor Macdonald,1,Hawthorn,10,10,10,10,20,20,10,10,0,0,1,1,1,1,3,3,1,19,101,101
61,14,Tim Taranto,1,Richmond,12,12,11,11,23,23,5,5,0,0,4,4,0,0,2,2,0,12,101,101
62,9,Patrick Cripps,1,Carlton,8,8,17,17,25,25,3,3,1,1,7,7,4,2,1,1,1,7,101,101
63,1,Harry Morrison,1,Hawthorn,13,13,15,15,28,28,8,8,0,0,2,2,0,0,0,0,0,0,101,101
64,7,Josh Daicos,1,Collingwood,18,18,13,13,31,31,4,4,0,0,2,2,1,0,0,0,0,0,101,101
65,7,Shaun Mannagh,1,Geelong,17,17,4,4,21,21,3,3,0,0,4,4,3,0,2,2,1,13,100,100
66,22,Sam Durham,1,Essendon,12,12,14,14,26,26,4,4,0,0,5,5,0,1,1,1,1,7,100,100
67,3,Isaac Quaynor,1,Collingwood,12,12,11,11,23,23,8,8,0,0,5,5,0,1,0,0,0,0,99,99
68,1,Andrew McGrath,1,Essendon,14,14,17,17,31,31,5,5,0,0,2,2,0,0,0,0,0,0,99,99
69,36,Angus Clarke,1,Essendon,14,14,2,2,16,16,8,8,0,0,3,3,0,1,3,3,1,19,98,98
70,12,Will Setterfield,1,Essendon,8,8,11,11,19,19,6,6,0,0,8,8,2,0,0,0,0,0,98,98
71,44,Matthew Johnson,1,Fremantle,16,16,5,5,21,21,6,6,0,0,4,4,1,1,1,1,1,7,97,97
72,9,Luke Davies-Uniacke,1,North Melbourne,14,14,12,12,26,26,6,6,0,0,4,4,0,1,0,0,0,0,97,97
73,3,Caleb Serong,1,Fremantle,16,16,13,13,29,29,3,3,0,0,4,4,1,1,0,0,0,0,97,97
74,5,Jamie Elliott,1,Collingwood,9,9,2,2,11,11,5,5,0,0,5,5,0,0,5,5,0,30,96,96
75,44,Tim English,1,Western Bulldogs,6,6,4,4,10,10,2,2,48,48,4,4,2,3,1,1,0,6,95,95
76,1,Rhys Stanley,1,Geelong,7,7,6,6,13,13,1,1,43,43,4,4,2,1,0,0,0,0,94,94
77,42,Sam Davidson,1,Western Bulldogs,11,11,3,3,14,14,7,7,0,0,7,7,0,0,1,1,0,6,94,94
78,16,Murphy Reid,1,Fremantle,9,9,9,9,18,18,3,3,0,0,4,4,0,0,4,4,0,24,94,94
79,28,Kane McAuliffe,1,Richmond,9,9,12,12,21,21,6,6,0,0,6,6,0,0,0,0,1,1,94,94
80,34,Matt Roberts,1,Sydney,16,16,7,7,23,23,8,8,0,0,2,2,0,0,0,0,0,0,94,94
81,16,Edward Allan,1,Collingwood,8,8,16,16,24,24,3,3,0,0,8,8,0,1,0,0,0,0,94,94
82,5,Caleb Daniel,1,North Melbourne,21,21,9,9,30,30,4,4,0,0,1,1,0,1,0,0,0,0,94,94
83,9,Ben Ainsworth,1,Gold Coast,10,10,5,5,15,15,7,7,0,0,5,5,0,0,2,2,0,12,93,93
84,33,Xavier O'Halloran,1,GWS Giants,14,14,5,5,19,19,5,5,0,0,7,7,0,1,0,0,1,1,93,93
85,11,Hunter Clark,1,St Kilda,10,10,9,9,19,19,3,3,0,0,10,10,1,2,0,0,1,1,93,93
86,5,Josh Dunkley,1,Brisbane Lions,10,10,11,11,21,21,5,5,0,0,6,6,2,0,0,0,0,0,93,93
87,44,Tom Stewart,1,Geelong,18,18,3,3,21,21,9,9,0,0,1,1,1,0,0,0,0,0,92,92
88,5,Heath Chapman,1,Fremantle,15,15,6,6,21,21,9,9,0,0,2,2,0,0,0,0,0,0,92,92
89,25,Jaxon Prior,1,Essendon,20,20,3,3,23,23,8,8,0,0,2,2,0,2,0,0,0,0,92,92
90,2,Jacob Hopper,1,Richmond,15,15,8,8,23,23,3,3,0,0,5,5,3,1,0,0,1,1,91,91
91,33,Shannon Neale,1,Geelong,10,10,6,6,16,16,3,3,4,4,1,1,3,1,5,5,0,30,89,89
92,10,Levi Ashcroft,1,Brisbane Lions,13,13,9,9,22,22,5,5,0,0,2,2,3,0,1,1,0,6,89,89
93,30,Wayne Milera,1,Adelaide,11,11,12,12,23,23,9,9,0,0,2,2,0,1,0,0,0,0,89,89
94,23,Izak Rankine,1,Adelaide,14,14,9,9,23,23,3,3,0,0,4,4,2,2,1,1,2,8,89,89
95,6,Hugh McCluggage,1,Brisbane Lions,13,13,11,11,24,24,1,1,0,0,6,6,2,1,0,0,2,2,89,89
96,16,Archie Perkins,1,Essendon,13,13,11,11,24,24,2,2,0,0,4,4,0,0,1,1,0,6,89,89
97,32,Rory Atkins,1,Port Adelaide,16,16,9,9,25,25,7,7,0,0,1,1,1,1,0,0,0,0,89,89
98,2,John Noble,1,Gold Coast,19,19,8,8,27,27,4,4,0,0,1,1,0,0,0,0,0,0,89,89
99,8,Andrew Brayshaw,1,Fremantle,8,8,13,13,21,21,3,3,0,0,8,8,0,1,0,0,0,0,88,88
100,35,Nathan Broad,1,Richmond,15,15,7,7,22,22,8,8,0,0,1,1,1,0,0,0,0,0,88,88
Totals,,,50,,644,12.9,443,8.9,1087,21.7,254,5.1,145,2.9,214,4.3,46,37,43,0.9,18,276,4792,95.8
101,14,Miles Bergman,1,Port Adelaide,13,13,10,10,23,23,6,6,0,0,2,2,0,1,1,1,0,6,88,88
102,23,Josh Weddle,1,Hawthorn,11,11,12,12,23,23,6,6,7,7,0,0,0,0,1,1,0,6,88,88
103,39,Zach Guthrie,1,Geelong,14,14,3,3,17,17,6,6,0,0,5,5,1,0,0,0,0,0,87,87
104,36,Cooper Lord,1,Carlton,11,11,10,10,21,21,5,5,0,0,4,4,0,1,1,1,0,6,87,87
105,13,Luke Ryan,1,Fremantle,19,19,3,3,22,22,7,7,0,0,0,0,3,0,0,0,0,0,87,87
106,1,Nick Vlastuin,1,Richmond,17,17,7,7,24,24,4,4,0,0,2,2,2,0,0,0,0,0,87,87
107,41,Bailey Banfield,1,Fremantle,16,16,1,1,17,17,8,8,0,0,3,3,0,0,0,0,0,0,86,86
108,38,Tristan Xerri,1,North Melbourne,5,5,12,12,17,17,1,1,31,31,3,3,1,2,1,1,0,6,86,86
109,22,Logan Evans,1,Port Adelaide,10,10,11,11,21,21,4,4,0,0,5,5,2,0,0,0,0,0,86,86
110,12,Angus Sheldrick,1,Sydney,19,19,7,7,26,26,0,0,0,0,5,5,1,2,0,0,0,0,86,86
111,43,Cooper Sharman,1,St Kilda,11,11,2,2,13,13,9,9,0,0,0,0,0,0,3,3,3,21,85,85
112,42,Mark O'Connor,1,Geelong,9,9,8,8,17,17,8,8,0,0,4,4,2,0,0,0,0,0,85,85
113,6,Caleb Windsor,1,Melbourne,15,15,9,9,24,24,3,3,0,0,3,3,1,0,0,0,0,0,85,85
114,9,Zak Butters,1,Port Adelaide,13,13,11,11,24,24,1,1,0,0,6,6,2,2,0,0,1,1,85,85
115,12,Tom Green,1,GWS Giants,14,14,11,11,25,25,1,1,0,0,5,5,1,1,0,0,0,0,85,85
116,18,Sam Walsh,1,Carlton,13,13,13,13,26,26,4,4,0,0,3,3,2,2,0,0,0,0,85,85
117,25,James Peatling,1,Adelaide,9,9,7,7,16,16,3,3,0,0,5,5,4,1,2,2,1,13,84,84
118,44,Jake Lloyd,1,Sydney,10,10,7,7,17,17,8,8,0,0,4,4,0,0,0,0,0,0,84,84
119,34,Corey Wagner,1,Fremantle,14,14,4,4,18,18,6,6,0,0,4,4,0,0,0,0,0,0,84,84
120,17,Lawson Humphries,1,Geelong,16,16,3,3,19,19,6,6,0,0,3,3,3,1,0,0,0,0,84,84
121,24,Trent Rivers,1,Melbourne,10,10,7,7,17,17,2,2,0,0,9,9,0,1,0,0,0,0,83,83
122,32,Bodhi Uwland,1,Gold Coast,14,14,5,5,19,19,9,9,0,0,1,1,0,0,0,0,0,0,83,83
123,26,Nick Haynes,1,Carlton,14,14,6,6,20,20,8,8,0,0,1,1,1,0,0,0,0,0,83,83
124,4,Judd McVee,1,Melbourne,14,14,7,7,21,21,8,8,0,0,1,1,2,1,0,0,0,0,83,83
125,24,Josh Worrell,1,Adelaide,16,16,10,10,26,26,6,6,0,0,0,0,0,1,0,0,0,0,83,83
126,13,Hugo Ralphsmith,1,Richmond,11,11,6,6,17,17,4,4,0,0,4,4,2,2,2,2,1,13,82,82
127,8,Bradley Hill,1,St Kilda,16,16,6,6,22,22,4,4,0,0,2,2,1,0,0,0,1,1,82,82
128,5,James Worpel,1,Hawthorn,13,13,10,10,23,23,5,5,0,0,3,3,1,2,0,0,1,1,82,82
129,23,Charlie Cameron,1,Brisbane Lions,11,11,3,3,14,14,5,5,0,0,3,3,0,1,3,3,0,18,81,81
130,4,Oliver Hollands,1,Carlton,9,9,8,8,17,17,3,3,0,0,6,6,1,1,1,1,1,7,81,81
131,14,Jake Soligo,1,Adelaide,12,12,7,7,19,19,3,3,0,0,5,5,1,0,0,0,1,1,81,81
132,3,Harry Sheezel,1,North Melbourne,12,12,8,8,20,20,8,8,0,0,1,1,1,0,0,0,0,0,81,81
133,13,Ryan Byrnes,1,St Kilda,8,8,12,12,20,20,8,8,0,0,2,2,1,0,0,0,0,0,81,81
134,32,Mason Wood,1,St Kilda,12,12,4,4,16,16,8,8,0,0,3,3,1,1,0,0,2,2,80,80
135,5,Jack Ross,1,Richmond,9,9,9,9,18,18,7,7,0,0,4,4,1,1,0,0,0,0,80,80
136,3,Jai Newcombe,1,Hawthorn,8,8,15,15,23,23,5,5,0,0,4,4,4,3,0,0,0,0,80,80
137,12,Jy Simpkin,1,North Melbourne,9,9,14,14,23,23,2,2,0,0,4,4,2,2,1,1,1,7,80,80
138,6,Lachie Whitfield,1,GWS Giants,8,8,19,19,27,27,5,5,0,0,3,3,0,3,0,0,0,0,80,80
139,28,Tim Membrey,1,Collingwood,8,8,2,2,10,10,7,7,2,2,2,2,0,0,3,3,2,20,79,79
140,22,Ben Long,1,Gold Coast,9,9,2,2,11,11,7,7,0,0,3,3,0,1,3,3,0,18,79,79
141,2,Darcy Jones,1,GWS Giants,8,8,8,8,16,16,3,3,0,0,7,7,1,0,0,0,1,1,79,79
142,30,Charlie Comben,1,North Melbourne,15,15,3,3,18,18,10,10,0,0,0,0,1,1,0,0,0,0,79,79
143,2,Marcus Windhager,1,St Kilda,12,12,7,7,19,19,4,4,0,0,4,4,1,0,0,0,0,0,79,79
144,20,Xavier Lindsay,1,Melbourne,13,13,9,9,22,22,4,4,0,0,3,3,1,1,0,0,0,0,79,79
145,33,Zac Bailey,1,Brisbane Lions,11,11,4,4,15,15,5,5,0,0,4,4,3,1,1,1,0,6,78,78
146,18,Tyson Stengle,1,Geelong,9,9,6,6,15,15,5,5,0,0,3,3,0,0,2,2,0,12,78,78
147,37,Kade Chandler,1,Melbourne,10,10,6,6,16,16,6,6,0,0,4,4,1,0,0,0,1,1,78,78
