Pos,Num,Player,MT,Team,K,Avg,H,Avg,D,Avg,M,Avg,HO,Avg,T,Avg,FF,FA,G,Avg,B,SC,Rat,Avg
1,6,Jackson Macrae,1,St Kilda,17,17,18,18,35,35,8,8,0,0,10,10,2,0,0,0,0,0,153,153
2,1,Connor Rozee,1,Port Adelaide,23,23,16,16,39,39,7,7,0,0,5,5,0,3,2,2,0,12,145,145
3,19,Rowan Marshall,1,St Kilda,16,16,13,13,29,29,6,6,32,32,6,6,2,3,0,0,1,1,142,142
4,3,Jai Newcombe,1,Hawthorn,16,16,16,16,32,32,5,5,0,0,11,11,5,1,0,0,1,1,142,142
5,7,Zach Merrett,1,Essendon,20,20,16,16,36,36,2,2,0,0,3,3,3,0,4,4,1,25,138,138
6,35,Nick Daicos,1,Collingwood,18,18,21,21,39,39,7,7,0,0,4,4,2,0,0,0,1,1,136,136
7,12,Jordan Dawson,1,Adelaide,22,22,11,11,33,33,8,8,0,0,6,6,1,1,0,0,0,0,134,134
8,2,Ben Keays,1,Adelaide,17,17,5,5,22,22,11,11,0,0,3,3,0,0,4,4,2,26,132,132
9,5,Matt Crouch,1,Adelaide,13,13,19,19,32,32,7,7,0,0,8,8,1,0,0,0,0,0,131,131
10,1,Chad Warner,1,Sydney,22,22,4,4,26,26,9,9,0,0,5,5,3,1,1,1,2,8,129,129
11,15,Dayne Zorko,1,Brisbane Lions,26,26,2,2,28,28,11,11,0,0,3,3,1,1,0,0,1,1,126,126
12,7,Jase Burgoyne,1,Port Adelaide,16,16,16,16,32,32,8,8,0,0,2,2,1,1,2,2,0,12,122,122
13,32,Mason Wood,1,St Kilda,17,17,9,9,26,26,10,10,0,0,3,3,0,1,2,2,1,13,121,121
14,29,George Hewett,1,Carlton,14,14,14,14,28,28,1,1,0,0,11,11,2,2,1,1,1,7,120,120
15,7,Jarrod Berry,1,Brisbane Lions,18,18,8,8,26,26,12,12,0,0,4,4,2,2,0,0,0,0,118,118
16,37,Kade Chandler,1,Melbourne,15,15,10,10,25,25,7,7,0,0,2,2,4,0,3,3,1,19,117,117
17,9,Lachie Neale,1,Brisbane Lions,21,21,14,14,35,35,8,8,0,0,1,1,1,3,1,1,0,6,117,117
18,9,Jack Steele,1,St Kilda,8,8,14,14,22,22,4,4,0,0,13,13,1,1,0,0,0,0,114,114
19,35,Jack Sinclair,1,St Kilda,18,18,7,7,25,25,3,3,0,0,6,6,1,0,2,2,0,12,114,114
20,5,Caleb Daniel,1,North Melbourne,25,25,6,6,31,31,6,6,0,0,3,3,0,1,0,0,0,0,114,114
21,6,Kane Farrell,1,Port Adelaide,17,17,14,14,31,31,8,8,0,0,1,1,0,0,1,1,1,7,114,114
22,13,Clayton Oliver,1,Melbourne,16,16,20,20,36,36,5,5,0,0,2,2,0,1,1,1,0,6,114,114
23,2,Marcus Windhager,1,St Kilda,15,15,10,10,25,25,5,5,0,0,5,5,0,0,2,2,1,13,113,113
24,5,Josh Dunkley,1,Brisbane Lions,13,13,10,10,23,23,6,6,0,0,6,6,3,0,1,1,1,7,111,111
25,3,Zak Jones,1,St Kilda,15,15,12,12,27,27,7,7,0,0,5,5,1,0,0,0,0,0,111,111
26,25,Paul Curtis,1,North Melbourne,13,13,9,9,22,22,6,6,0,0,4,4,2,1,3,3,2,20,110,110
27,21,Tom Liberatore,1,Western Bulldogs,16,16,18,18,34,34,2,2,0,0,3,3,1,0,1,1,0,6,109,109
28,28,Willem Drew,1,Port Adelaide,5,5,17,17,22,22,3,3,0,0,12,12,1,0,0,0,1,1,108,108
29,22,Logan Evans,1,Port Adelaide,19,19,5,5,24,24,11,11,0,0,0,0,2,0,1,1,0,6,108,108
30,12,Tom De Koning,1,Carlton,10,10,9,9,19,19,3,3,40,40,3,3,0,1,0,0,1,1,107,107
31,8,Lachie Schultz,1,Collingwood,11,11,6,6,17,17,6,6,0,0,7,7,2,0,2,2,1,13,106,106
32,9,Luke Jackson,1,Fremantle,6,6,14,14,20,20,3,3,28,28,5,5,1,2,1,1,0,6,104,104
33,19,Mitchell Georgiades,1,Port Adelaide,10,10,7,7,17,17,8,8,0,0,2,2,1,0,4,4,2,26,103,103
34,3,Harry Sheezel,1,North Melbourne,15,15,13,13,28,28,7,7,0,0,2,2,1,0,0,0,1,1,102,102
35,11,Tim Kelly,1,West Coast,15,15,14,14,29,29,5,5,0,0,4,4,0,1,0,0,1,1,102,102
36,44,Tim English,1,Western Bulldogs,6,6,8,8,14,14,5,5,33,33,7,7,0,3,0,0,0,0,101,101
37,25,Josh Ward,1,Hawthorn,10,10,14,14,24,24,3,3,0,0,7,7,0,0,1,1,0,6,101,101
38,14,Jake Soligo,1,Adelaide,15,15,12,12,27,27,6,6,0,0,2,2,0,2,2,2,0,12,101,101
39,7,Nasiah Wanganeen-Milera,1,St Kilda,19,19,10,10,29,29,5,5,0,0,2,2,0,0,0,0,1,1,101,101
40,10,Sam Darcy,1,Western Bulldogs,11,11,4,4,15,15,8,8,4,4,3,3,2,3,4,4,2,26,100,100
41,14,Darcy Cameron,1,Collingwood,9,9,10,10,19,19,4,4,26,26,3,3,6,1,0,0,0,0,100,100
42,5,Adam Cerra,1,Carlton,17,17,11,11,28,28,2,2,0,0,5,5,1,2,1,1,0,6,100,100
43,18,Sam Walsh,1,Carlton,10,10,12,12,22,22,0,0,0,0,12,12,0,1,0,0,0,0,99,99
44,44,Jake Lloyd,1,Sydney,18,18,7,7,25,25,10,10,0,0,1,1,0,1,0,0,0,0,99,99
45,30,Tom Atkins,1,Geelong,8,8,12,12,20,20,2,2,0,0,11,11,0,0,0,0,0,0,98,98
46,44,Jackson Mead,1,Port Adelaide,8,8,22,22,30,30,6,6,0,0,3,3,0,0,0,0,0,0,98,98
47,24,Tom Powell,1,North Melbourne,15,15,16,16,31,31,2,2,0,0,2,2,1,0,1,1,0,6,98,98
48,16,Oliver Wines,1,Port Adelaide,8,8,25,25,33,33,1,1,2,2,4,4,3,2,1,1,0,6,98,98
49,3,Christian Salem,1,Melbourne,16,16,8,8,24,24,8,8,0,0,2,2,1,0,0,0,0,0,97,97
50,6,Jye Caldwell,1,Essendon,10,10,17,17,27,27,5,5,0,0,3,3,0,0,1,1,0,6,97,97
Totals,,,50,,738,14.8,605,12.1,1343,26.9,292,5.8,165,3.3,237,4.7,61,42,50,1,27,327,5675,113.5
51,8,Josh Rachele,1,Adelaide,13,13,3,3,16,16,8,8,0,0,1,1,0,1,4,4,2,26,96,96
52,31,Bailey Dale,1,Western Bulldogs,21,21,10,10,31,31,2,2,0,0,3,3,1,2,0,0,0,0,96,96
53,34,Matt Roberts,1,Sydney,19,19,6,6,25,25,5,5,0,0,2,2,3,0,0,0,0,0,95,95
54,35,Ryan Lester,1,Brisbane Lions,14,14,5,5,19,19,9,9,0,0,3,3,3,0,0,0,0,0,94,94
55,16,Massimo D'Ambrosio,1,Hawthorn,14,14,11,11,25,25,4,4,0,0,4,4,2,0,0,0,0,0,94,94
