Pos,Num,Player,MT,Team,K,Avg,H,Avg,D,Avg,M,Avg,HO,Avg,T,Avg,FF,FA,G,Avg,B,SC,Rat,Avg
1,4,Marcus Bontempelli,1,Western Bulldogs,17,17,20,20,37,37,8,8,0,0,12,12,3,0,0,0,0,0,166,166
2,44,Darcy Wilmot,1,Brisbane Lions,23,23,8,8,31,31,14,14,0,0,4,4,1,0,0,0,0,0,144,144
3,18,Matthew Rowell,1,Gold Coast,16,16,16,16,32,32,1,1,0,0,13,13,7,5,2,2,1,13,140,140
4,8,Andrew Brayshaw,1,Fremantle,16,16,13,13,29,29,4,4,0,0,14,14,2,2,0,0,0,0,138,138
5,5,Josh Dunkley,1,Brisbane Lions,13,13,15,15,28,28,6,6,0,0,13,13,4,2,0,0,0,0,137,137
6,17,Lloyd Meek,1,Hawthorn,4,4,7,7,11,11,3,3,48,48,13,13,3,1,0,0,1,1,136,136
7,9,Jack Steele,1,St Kilda,12,12,13,13,25,25,8,8,0,0,13,13,0,3,1,1,1,7,136,136
8,7,Josh Daicos,1,Collingwood,16,16,16,16,32,32,4,4,0,0,7,7,2,1,2,2,1,13,132,132
9,14,Tim Taranto,1,Richmond,15,15,19,19,34,34,7,7,0,0,5,5,2,0,1,1,0,6,132,132
10,12,Jordan Dawson,1,Adelaide,16,16,11,11,27,27,4,4,0,0,8,8,2,0,2,2,1,13,129,129
11,2,Marcus Windhager,1,St Kilda,20,20,16,16,36,36,8,8,0,0,3,3,0,0,0,0,0,0,128,128
12,9,Lachie Neale,1,Brisbane Lions,18,18,13,13,31,31,7,7,0,0,8,8,3,3,0,0,0,0,127,127
13,43,Reilly O'Brien,1,Adelaide,10,10,7,7,17,17,8,8,42,42,6,6,1,3,0,0,0,0,126,126
14,4,Brodie Grundy,1,Sydney,7,7,13,13,20,20,2,2,46,46,6,6,6,1,0,0,0,0,126,126
15,9,Zak Butters,1,Port Adelaide,21,21,17,17,38,38,6,6,0,0,2,2,4,1,0,0,1,1,125,125
16,35,Joe Richards,1,Port Adelaide,14,14,9,9,23,23,6,6,0,0,7,7,2,0,2,2,3,15,123,123
17,7,Riley Thilthorpe,1,Adelaide,13,13,4,4,17,17,9,9,2,2,2,2,2,0,6,6,0,36,122,122
18,20,Ed Richards,1,Western Bulldogs,20,20,9,9,29,29,7,7,0,0,3,3,1,1,2,2,0,12,121,121
19,21,Archie Roberts,1,Essendon,18,18,13,13,31,31,7,7,0,0,4,4,3,0,0,0,0,0,120,120
