Pos,Num,Player,MT,Team,K,Avg,H,Avg,D,Avg,M,Avg,HO,Avg,T,Avg,FF,FA,G,Avg,B,SC,Rat,Avg
1,12,Jordan Dawson,1,Adelaide,18,18,8,8,26,26,6,6,0,0,14,14,3,2,1,1,0,6,147,147
2,35,Jack Sinclair,1,St Kilda,23,23,7,7,30,30,11,11,0,0,6,6,0,0,1,1,0,6,146,146
3,44,Callum Wilkie,1,St Kilda,25,25,4,4,29,29,16,16,0,0,2,2,0,1,0,0,0,0,136,136
4,19,Rowan Marshall,1,St Kilda,15,15,6,6,21,21,6,6,24,24,9,9,2,1,0,0,1,1,135,135
5,2,Marcus Windhager,1,St Kilda,20,20,12,12,32,32,9,9,0,0,6,6,1,1,0,0,0,0,133,133
6,7,Zach Merrett,1,Essendon,18,18,9,9,27,27,3,3,0,0,10,10,4,0,1,1,1,7,132,132
7,5,Josh Dunkley,1,Brisbane Lions,18,18,13,13,31,31,5,5,0,0,7,7,2,0,1,1,1,7,132,132
8,4,Toby Greene,1,GWS Giants,18,18,5,5,23,23,10,10,0,0,4,4,3,2,3,3,3,21,128,128
9,21,Tom Liberatore,1,Western Bulldogs,12,12,12,12,24,24,6,6,0,0,12,12,1,1,0,0,1,1,125,125
10,17,Finn Callaghan,1,GWS Giants,13,13,18,18,31,31,4,4,0,0,8,8,2,1,1,1,0,6,124,124
11,9,Zak Butters,1,Port Adelaide,20,20,9,9,29,29,8,8,0,0,4,4,3,0,0,0,1,1,122,122
12,11,Max Gawn,1,Melbourne,8,8,15,15,23,23,5,5,42,42,2,2,2,2,1,1,0,6,121,121
13,3,Bailey Smith,1,Geelong,25,25,6,6,31,31,6,6,0,0,4,4,1,1,0,0,1,1,120,120
14,4,Marcus Bontempelli,1,Western Bulldogs,17,17,16,16,33,33,5,5,0,0,5,5,2,0,0,0,0,0,120,120
15,28,Jarrod Witts,1,Gold Coast,9,9,6,6,15,15,3,3,49,49,3,3,3,0,1,1,0,6,118,118
16,21,Aliir Aliir,1,Port Adelaide,18,18,4,4,22,22,17,17,0,0,1,1,1,2,1,1,0,6,118,118
17,8,Will Ashcroft,1,Brisbane Lions,17,17,14,14,31,31,6,6,0,0,5,5,0,0,0,0,1,1,118,118
18,7,Nasiah Wanganeen-Milera,1,St Kilda,25,25,8,8,33,33,7,7,0,0,0,0,2,1,1,1,1,7,118,118
19,26,Luke Parker,1,North Melbourne,19,19,10,10,29,29,6,6,0,0,5,5,1,2,1,1,0,6,116,116
20,18,Matthew Rowell,1,Gold Coast,13,13,17,17,30,30,4,4,0,0,8,8,5,2,0,0,0,0,116,116
21,11,Touk Miller,1,Gold Coast,14,14,11,11,25,25,7,7,0,0,7,7,1,0,0,0,1,1,115,115
22,5,Isaac Heeney,1,Sydney,14,14,9,9,23,23,6,6,0,0,1,1,1,0,5,5,1,31,114,114
23,17,Lloyd Meek,1,Hawthorn,7,7,3,3,10,10,7,7,32,32,4,4,1,1,3,3,0,18,112,112
24,36,Cooper Lord,1,Carlton,13,13,11,11,24,24,1,1,0,0,12,12,3,1,0,0,0,0,112,112
25,6,Hugh McCluggage,1,Brisbane Lions,21,21,9,9,30,30,7,7,0,0,3,3,1,1,0,0,0,0,112,112
26,20,Ed Richards,1,Western Bulldogs,17,17,14,14,31,31,4,4,0,0,2,2,1,1,2,2,1,13,110,110
27,3,Harry Sheezel,1,North Melbourne,14,14,17,17,31,31,7,7,0,0,4,4,1,2,0,0,0,0,108,108
28,23,Izak Rankine,1,Adelaide,19,19,4,4,23,23,5,5,0,0,4,4,4,0,1,1,1,7,107,107
29,21,Archie Roberts,1,Essendon,18,18,15,15,33,33,7,7,0,0,1,1,1,1,0,0,0,0,107,107
30,44,Tim English,1,Western Bulldogs,11,11,7,7,18,18,8,8,23,23,2,2,2,0,0,0,2,2,106,106
31,44,Darcy Wilmot,1,Brisbane Lions,18,18,9,9,27,27,7,7,0,0,1,1,0,1,2,2,0,12,106,106
32,6,Kane Farrell,1,Port Adelaide,21,21,4,4,25,25,7,7,0,0,3,3,1,0,0,0,0,0,105,105
33,5,Jeremy Cameron,1,Geelong,13,13,2,2,15,15,7,7,0,0,2,2,3,0,4,4,5,29,104,104
34,33,Zac Bailey,1,Brisbane Lions,15,15,7,7,22,22,7,7,0,0,3,3,1,1,2,2,2,14,104,104
35,9,Luke Jackson,1,Fremantle,12,12,11,11,23,23,9,9,8,8,3,3,1,1,0,0,1,1,104,104
36,43,Reilly O'Brien,1,Adelaide,5,5,12,12,17,17,4,4,51,51,1,1,0,1,0,0,0,0,103,103
37,6,George Wardlaw,1,North Melbourne,12,12,6,6,18,18,3,3,0,0,11,11,2,0,0,0,0,0,103,103
38,1,Connor Rozee,1,Port Adelaide,10,10,9,9,19,19,7,7,0,0,6,6,1,1,2,2,0,12,103,103
39,10,Travis Boak,1,Port Adelaide,11,11,11,11,22,22,10,10,0,0,5,5,1,1,0,0,0,0,103,103
40,15,Dayne Zorko,1,Brisbane Lions,19,19,9,9,28,28,9,9,0,0,1,1,2,2,0,0,1,1,103,103
41,8,Matthew Kennedy,1,Western Bulldogs,15,15,9,9,24,24,5,5,0,0,6,6,2,1,0,0,1,1,102,102
42,4,Jarman Impey,1,Hawthorn,18,18,7,7,25,25,8,8,0,0,2,2,2,0,0,0,0,0,102,102
43,6,James Sicily,1,Hawthorn,18,18,8,8,26,26,9,9,0,0,2,2,0,1,0,0,0,0,102,102
44,9,Jack Steele,1,St Kilda,7,7,10,10,17,17,8,8,0,0,10,10,2,2,0,0,0,0,101,101
45,34,Hugo Garcia,1,St Kilda,12,12,8,8,20,20,6,6,0,0,7,7,0,1,1,1,0,6,101,101
46,1,Andrew McGrath,1,Essendon,8,8,15,15,23,23,7,7,0,0,5,5,0,0,1,1,0,6,101,101
