Pos,Num,Player,MT,Team,K,Avg,H,Avg,D,Avg,M,Avg,HO,Avg,T,Avg,FF,FA,G,Avg,B,SC,Rat,Avg
1,6,Lachie Whitfield,1,GWS Giants,27,27,12,12,39,39,10,10,0,0,2,2,0,0,0,0,0,0,143,143
2,35,Nick Daicos,1,Collingwood,21,21,17,17,38,38,6,6,0,0,3,3,1,1,1,1,0,6,131,131
3,9,Ryley Sanders,1,Western Bulldogs,11,11,21,21,32,32,11,11,0,0,4,4,2,1,1,1,1,7,130,130
4,1,Nick Vlastuin,1,Richmond,24,24,3,3,27,27,13,13,0,0,4,4,2,2,0,0,0,0,129,129
5,11,Max Gawn,1,Melbourne,12,12,16,16,28,28,7,7,31,31,0,0,3,0,0,0,2,2,125,125
6,12,Jordan Dawson,1,Adelaide,22,22,5,5,27,27,5,5,0,0,8,8,1,1,0,0,2,2,123,123
7,29,George Hewett,1,Carlton,13,13,21,21,34,34,1,1,0,0,9,9,3,2,1,1,0,6,123,123
8,37,Nic Martin,1,Essendon,13,13,13,13,26,26,12,12,0,0,4,4,2,1,1,1,0,6,122,122
9,24,Trent Rivers,1,Melbourne,19,19,7,7,26,26,10,10,0,0,4,4,2,1,1,1,0,6,122,122
10,14,Tim Taranto,1,Richmond,14,14,21,21,35,35,4,4,0,0,6,6,0,2,1,1,0,6,120,120
11,20,Peter Wright,1,Essendon,11,11,6,6,17,17,7,7,5,5,3,3,2,1,6,6,1,37,119,119
12,4,Marcus Bontempelli,1,Western Bulldogs,14,14,16,16,30,30,5,5,0,0,4,4,1,0,2,2,1,13,119,119
13,36,Kysaiah Pickett,1,Melbourne,16,16,8,8,24,24,5,5,0,0,3,3,1,2,5,5,2,32,118,118
14,3,Jai Newcombe,1,Hawthorn,7,7,21,21,28,28,6,6,0,0,9,9,1,0,0,0,0,0,118,118
15,7,Lachlan Ash,1,GWS Giants,22,22,7,7,29,29,10,10,0,0,2,2,0,0,0,0,0,0,118,118
16,38,Tristan Xerri,1,North Melbourne,2,2,12,12,14,14,1,1,43,43,11,11,2,2,0,0,0,0,116,116
17,17,Lloyd Meek,1,Hawthorn,6,6,13,13,19,19,2,2,47,47,4,4,2,0,0,0,0,0,115,115
18,9,Zak Butters,1,Port Adelaide,13,13,14,14,27,27,5,5,0,0,8,8,3,1,0,0,0,0,114,114
19,2,John Noble,1,Gold Coast,20,20,7,7,27,27,10,10,0,0,3,3,3,2,0,0,0,0,113,113
20,17,Jake Bowey,1,Melbourne,21,21,8,8,29,29,7,7,0,0,3,3,1,0,0,0,0,0,113,113
21,21,Tom Liberatore,1,Western Bulldogs,15,15,13,13,28,28,4,4,0,0,7,7,1,2,1,1,0,6,112,112
22,34,Bailey Williams,1,Western Bulldogs,16,16,14,14,30,30,9,9,0,0,1,1,1,1,1,1,1,7,112,112
23,31,Bailey Dale,1,Western Bulldogs,24,24,8,8,32,32,8,8,0,0,0,0,0,0,0,0,0,0,112,112
24,43,Reilly O'Brien,1,Adelaide,11,11,6,6,17,17,4,4,34,34,4,4,3,0,0,0,0,0,110,110
25,10,Karl Amon,1,Hawthorn,21,21,8,8,29,29,5,5,0,0,4,4,0,0,0,0,0,0,110,110
26,15,Noah Anderson,1,Gold Coast,20,20,12,12,32,32,5,5,0,0,3,3,1,1,0,0,1,1,110,110
27,8,Matthew Kennedy,1,Western Bulldogs,12,12,10,10,22,22,5,5,0,0,6,6,2,0,2,2,0,12,109,109
28,5,Adam Cerra,1,Carlton,16,16,12,12,28,28,4,4,0,0,4,4,2,0,1,1,1,7,109,109
29,12,Will Setterfield,1,Essendon,12,12,8,8,20,20,5,5,0,0,9,9,3,0,0,0,1,1,107,107
30,2,Hayden McLean,1,Sydney,13,13,3,3,16,16,9,9,8,8,3,3,1,1,2,2,4,16,106,106
31,6,Kane Farrell,1,Port Adelaide,23,23,3,3,26,26,11,11,0,0,1,1,0,2,0,0,0,0,106,106
32,8,Andrew Brayshaw,1,Fremantle,15,15,18,18,33,33,3,3,0,0,3,3,4,2,1,1,0,6,106,106
33,18,Jason Horne-Francis,1,Port Adelaide,18,18,2,2,20,20,9,9,0,0,5,5,2,1,0,0,1,1,105,105
34,17,Finn Callaghan,1,GWS Giants,13,13,14,14,27,27,4,4,0,0,7,7,1,1,0,0,0,0,105,105
35,5,James Worpel,1,Hawthorn,8,8,14,14,22,22,2,2,0,0,13,13,2,3,0,0,1,1,104,104
36,12,Tom Green,1,GWS Giants,14,14,22,22,36,36,4,4,0,0,3,3,0,2,0,0,0,0,104,104
37,4,Brodie Grundy,1,Sydney,5,5,21,21,26,26,1,1,32,32,3,3,2,1,0,0,0,0,103,103
38,44,Callum Wilkie,1,St Kilda,17,17,5,5,22,22,12,12,0,0,1,1,1,0,0,0,0,0,102,102
39,20,Ed Richards,1,Western Bulldogs,15,15,8,8,23,23,4,4,0,0,5,5,1,0,1,1,1,7,101,101
40,39,Jason Johannisen,1,Western Bulldogs,19,19,6,6,25,25,6,6,0,0,2,2,0,0,1,1,0,6,101,101
41,1,Connor Rozee,1,Port Adelaide,21,21,6,6,27,27,4,4,0,0,3,3,2,2,1,1,0,6,101,101
42,44,Tim English,1,Western Bulldogs,9,9,8,8,17,17,5,5,30,30,3,3,3,1,0,0,0,0,100,100
43,5,Christian Petracca,1,Melbourne,13,13,12,12,25,25,5,5,0,0,5,5,1,2,1,1,1,7,100,100
44,22,Ben Long,1,Gold Coast,12,12,1,1,13,13,11,11,0,0,3,3,0,1,3,3,1,19,99,99
45,23,Izak Rankine,1,Adelaide,15,15,5,5,20,20,3,3,0,0,6,6,2,0,1,1,2,8,98,98
46,15,Shai Bolton,1,Fremantle,15,15,5,5,20,20,9,9,0,0,0,0,0,1,3,3,1,19,98,98
47,25,Matt Flynn,1,West Coast,11,11,8,8,19,19,7,7,28,28,1,1,1,2,0,0,0,0,97,97
48,5,Josh Dunkley,1,Brisbane Lions,14,14,7,7,21,21,8,8,0,0,4,4,1,0,0,0,0,0,97,97
