Pos,Num,Player,MT,Team,K,Avg,H,Avg,D,Avg,M,Avg,HO,Avg,T,Avg,FF,FA,G,Avg,B,SC,Rat,Avg
1,3,Bailey Smith,1,Geelong,20,20,15,15,35,35,8,8,0,0,10,10,1,2,0,0,0,0,149,149
2,37,Nic Martin,1,Essendon,22,22,16,16,38,38,8,8,0,0,5,5,2,1,0,0,0,0,141,141
3,21,Tom Liberatore,1,Western Bulldogs,15,15,20,20,35,35,6,6,0,0,10,10,0,1,0,0,0,0,140,140
4,15,Dayne Zorko,1,Brisbane Lions,29,29,10,10,39,39,8,8,0,0,2,2,1,1,0,0,0,0,137,137
5,6,Jordan Clark,1,Fremantle,24,24,9,9,33,33,8,8,0,0,4,4,4,0,0,0,0,0,134,134
6,23,Jesse Hogan,1,GWS Giants,13,13,9,9,22,22,9,9,0,0,2,2,1,1,7,7,1,43,133,133
7,12,Tom Green,1,GWS Giants,18,18,19,19,37,37,7,7,0,0,4,4,0,1,1,1,1,7,133,133
8,20,Ed Richards,1,Western Bulldogs,19,19,12,12,31,31,8,8,0,0,4,4,2,0,1,1,2,8,131,131
9,12,Will Setterfield,1,Essendon,11,11,17,17,28,28,9,9,0,0,8,8,1,1,0,0,1,1,125,125
10,1,Andrew McGrath,1,Essendon,18,18,17,17,35,35,11,11,0,0,1,1,0,0,0,0,0,0,125,125
11,13,Luke Ryan,1,Fremantle,24,24,6,6,30,30,12,12,0,0,1,1,1,1,0,0,0,0,122,122
12,1,Connor Rozee,1,Port Adelaide,24,24,8,8,32,32,4,4,0,0,5,5,1,2,1,1,1,7,122,122
13,43,Reilly O'Brien,1,Adelaide,8,8,9,9,17,17,5,5,40,40,5,5,4,0,0,0,0,0,121,121
14,25,Jack Crisp,1,Collingwood,16,16,13,13,29,29,3,3,0,0,6,6,0,0,2,2,0,12,119,119
15,8,Andrew Brayshaw,1,Fremantle,9,9,25,25,34,34,5,5,0,0,5,5,1,0,1,1,0,6,119,119
16,31,Zach Reid,1,Essendon,18,18,9,9,27,27,14,14,0,0,1,1,0,0,0,0,0,0,118,118
17,9,Max Holmes,1,Geelong,18,18,12,12,30,30,7,7,0,0,5,5,1,1,0,0,1,1,118,118
18,22,Nick Blakey,1,Sydney,21,21,1,1,22,22,13,13,0,0,3,3,1,0,0,0,0,0,117,117
