Pos,Num,Player,MT,Team,K,Avg,H,Avg,D,Avg,M,Avg,HO,Avg,T,Avg,FF,FA,G,Avg,B,SC,Rat,Avg
1,8,Will Ashcroft,1,Brisbane Lions,20,20,12,12,32,32,4,4,0,0,8,8,1,0,1,1,0,6,135,135
2,9,Max Holmes,1,Geelong,21,21,12,12,33,33,7,7,0,0,5,5,0,0,1,1,0,6,134,134
3,33,Zac Bailey,1,Brisbane Lions,19,19,4,4,23,23,5,5,0,0,5,5,3,0,3,3,6,24,127,127
4,6,Hugh McCluggage,1,Brisbane Lions,16,16,10,10,26,26,3,3,0,0,6,6,1,1,4,4,0,24,123,123
5,15,Dayne Zorko,1,Brisbane Lions,23,23,5,5,28,28,8,8,0,0,4,4,0,1,0,0,0,0,116,116
6,3,Jaspa Fletcher,1,Brisbane Lions,16,16,13,13,29,29,8,8,0,0,2,2,0,0,0,0,0,0,106,106
7,3,Bailey Smith,1,Geelong,19,19,10,10,29,29,4,4,0,0,4,4,0,2,0,0,0,0,99,99
8,32,Darcy Fort,1,Brisbane Lions,6,6,3,3,9,9,1,1,45,45,7,7,1,1,0,0,0,0,98,98
9,17,Lawson Humphries,1,Geelong,19,19,4,4,23,23,7,7,0,0,3,3,0,0,0,0,0,0,98,98
10,28,Oliver Dempsey,1,Geelong,12,12,7,7,19,19,4,4,0,0,2,2,2,1,4,4,1,25,94,94
11,4,Callum Ah Chee,1,Brisbane Lions,12,12,5,5,17,17,7,7,0,0,2,2,1,0,0,0,2,2,78,78
12,23,Charlie Cameron,1,Brisbane Lions,7,7,3,3,10,10,4,4,0,0,3,3,0,0,4,4,1,25,76,76
13,31,Harris Andrews,1,Brisbane Lions,13,13,5,5,18,18,9,9,0,0,2,2,1,3,0,0,0,0,76,76
14,7,Shaun Mannagh,1,Geelong,9,9,7,7,16,16,5,5,0,0,3,3,0,0,1,1,0,6,74,74
15,32,Gryan Miers,1,Geelong,11,11,5,5,16,16,4,4,0,0,5,5,1,1,0,0,0,0,73,73
16,35,Ryan Lester,1,Brisbane Lions,9,9,5,5,14,14,6,6,0,0,4,4,1,0,0,0,0,0,72,72
17,1,Kai Lohmann,1,Brisbane Lions,9,9,8,8,17,17,4,4,0,0,2,2,1,2,2,2,1,13,71,71
18,44,Darcy Wilmot,1,Brisbane Lions,13,13,4,4,17,17,5,5,0,0,2,2,0,1,0,0,1,1,68,68
19,30,Tom Atkins,1,Geelong,7,7,13,13,20,20,0,0,0,0,6,6,0,1,0,0,0,0,68,68
20,5,Josh Dunkley,1,Brisbane Lions,5,5,11,11,16,16,3,3,0,0,5,5,0,0,0,0,0,0,66,66
21,9,Lachie Neale,1,Brisbane Lions,8,8,9,9,17,17,2,2,0,0,3,3,0,0,1,1,0,6,66,66
22,46,Mark Blicavs,1,Geelong,6,6,5,5,11,11,1,1,28,28,1,1,2,2,1,1,0,6,65,65
23,10,Levi Ashcroft,1,Brisbane Lions,9,9,8,8,17,17,4,4,0,0,1,1,0,0,1,1,0,6,65,65
24,13,Logan Morris,1,Brisbane Lions,8,8,1,1,9,9,4,4,0,0,4,4,1,0,1,1,1,7,62,62
25,27,Darcy Gardiner,1,Brisbane Lions,10,10,4,4,14,14,5,5,0,0,3,3,0,1,0,0,0,0,62,62
26,12,Jack Bowes,1,Geelong,10,10,6,6,16,16,2,2,0,0,2,2,2,1,1,1,0,6,61,61
27,13,Jhye Clark,1,Geelong,11,11,3,3,14,14,3,3,0,0,2,2,0,0,0,0,0,0,56,56
28,39,Zach Guthrie,1,Geelong,9,9,7,7,16,16,3,3,0,0,1,1,0,0,0,0,0,0,54,54
