Pos,Num,Player,MT,Team,K,Avg,H,Avg,D,Avg,M,Avg,HO,Avg,T,Avg,FF,FA,G,Avg,B,SC,Rat,Avg
1,6,Hugh McCluggage,1,Brisbane Lions,20,20,21,21,41,41,11,11,0,0,4,4,0,0,0,0,1,1,152,152
2,3,Bailey Smith,1,Geelong,27,27,11,11,38,38,7,7,0,0,4,4,0,0,1,1,1,7,147,147
3,32,Gryan Miers,1,Geelong,21,21,5,5,26,26,13,13,0,0,3,3,0,0,2,2,1,13,137,137
4,22,Steele Sidebottom,1,Collingwood,18,18,9,9,27,27,8,8,0,0,5,5,0,0,2,2,1,13,129,129
5,6,Jye Caldwell,1,Essendon,16,16,14,14,30,30,4,4,0,0,8,8,2,0,1,1,0,6,128,128
6,44,Callum Wilkie,1,St Kilda,22,22,9,9,31,31,15,15,0,0,2,2,0,3,0,0,0,0,128,128
7,35,Nick Daicos,1,Collingwood,16,16,16,16,32,32,7,7,0,0,6,6,0,1,1,1,0,6,128,128
8,4,Brodie Grundy,1,Sydney,11,11,12,12,23,23,6,6,35,35,5,5,3,3,0,0,0,0,124,124
9,8,Bradley Hill,1,St Kilda,23,23,3,3,26,26,13,13,0,0,0,0,0,0,1,1,0,6,120,120
10,6,Jordan Clark,1,Fremantle,24,24,6,6,30,30,6,6,0,0,4,4,2,0,0,0,0,0,120,120
11,6,Lachie Whitfield,1,GWS Giants,16,16,12,12,28,28,9,9,0,0,5,5,0,0,0,0,0,0,119,119
12,18,Matthew Rowell,1,Gold Coast,15,15,12,12,27,27,1,1,0,0,13,13,2,3,0,0,0,0,117,117
13,2,Marcus Windhager,1,St Kilda,18,18,10,10,28,28,8,8,0,0,4,4,3,0,0,0,0,0,117,117
14,7,Nasiah Wanganeen-Milera,1,St Kilda,27,27,2,2,29,29,7,7,0,0,3,3,2,1,0,0,0,0,117,117
15,9,Luke Jackson,1,Fremantle,12,12,15,15,27,27,2,2,21,21,7,7,1,2,0,0,0,0,116,116
16,37,Nic Martin,1,Essendon,16,16,13,13,29,29,7,7,0,0,2,2,1,0,2,2,0,12,116,116
17,15,Noah Anderson,1,Gold Coast,22,22,17,17,39,39,4,4,0,0,1,1,2,1,0,0,1,1,116,116
18,33,Jack Ginnivan,1,Hawthorn,18,18,13,13,31,31,4,4,0,0,1,1,1,0,3,3,0,18,115,115
19,8,Andrew Brayshaw,1,Fremantle,13,13,17,17,30,30,3,3,0,0,7,7,3,2,1,1,0,6,113,113
20,35,Jack Sinclair,1,St Kilda,23,23,2,2,25,25,7,7,0,0,4,4,2,0,0,0,0,0,112,112
21,12,Tom Green,1,GWS Giants,14,14,16,16,30,30,3,3,0,0,7,7,0,2,1,1,1,7,112,112
22,7,Lachlan Ash,1,GWS Giants,25,25,11,11,36,36,6,6,0,0,0,0,0,1,0,0,0,0,112,112
23,3,Caleb Serong,1,Fremantle,18,18,9,9,27,27,2,2,0,0,8,8,3,1,0,0,1,1,111,111
24,3,Dion Prestia,1,Richmond,15,15,16,16,31,31,2,2,0,0,5,5,1,0,1,1,1,7,111,111
25,7,Jarrod Berry,1,Brisbane Lions,17,17,8,8,25,25,9,9,0,0,3,3,3,0,0,0,1,1,110,110
26,14,Darcy Cameron,1,Collingwood,11,11,5,5,16,16,4,4,32,32,6,6,3,2,0,0,0,0,108,108
27,26,Jake Riccardi,1,GWS Giants,12,12,5,5,17,17,8,8,6,6,5,5,0,0,2,2,0,12,108,108
28,9,Max Holmes,1,Geelong,19,19,8,8,27,27,7,7,0,0,3,3,0,0,0,0,2,2,108,108
29,11,Max Gawn,1,Melbourne,13,13,9,9,22,22,5,5,30,30,3,3,4,4,0,0,1,1,107,107
30,3,Jaspa Fletcher,1,Brisbane Lions,17,17,4,4,21,21,12,12,0,0,1,1,0,0,1,1,0,6,105,105
31,9,Jack Steele,1,St Kilda,12,12,11,11,23,23,8,8,0,0,6,6,2,1,0,0,0,0,105,105
32,25,Toby Nankervis,1,Richmond,7,7,8,8,15,15,3,3,36,36,6,6,1,1,0,0,0,0,104,104
33,30,Tom McCartin,1,Sydney,18,18,2,2,20,20,11,11,0,0,3,3,1,0,0,0,0,0,104,104
34,5,Jeremy Cameron,1,Geelong,12,12,2,2,14,14,7,7,0,0,3,3,0,1,5,5,2,32,102,102
35,15,Shai Bolton,1,Fremantle,13,13,7,7,20,20,4,4,0,0,6,6,2,3,3,3,2,20,102,102
36,8,Will Ashcroft,1,Brisbane Lions,17,17,13,13,30,30,4,4,0,0,2,2,4,0,0,0,1,1,102,102
37,44,Ned Long,1,Collingwood,8,8,16,16,24,24,4,4,0,0,11,11,1,4,0,0,0,0,101,101
38,7,Josh Daicos,1,Collingwood,15,15,9,9,24,24,8,8,0,0,3,3,0,0,0,0,1,1,100,100
39,25,Matt Flynn,1,West Coast,9,9,6,6,15,15,5,5,31,31,3,3,2,0,0,0,0,0,99,99
40,1,Steven May,1,Melbourne,18,18,3,3,21,21,10,10,0,0,2,2,1,0,0,0,0,0,99,99
41,10,Scott Pendlebury,1,Collingwood,11,11,11,11,22,22,7,7,0,0,8,8,0,3,0,0,0,0,99,99
42,48,Mark Keane,1,Adelaide,21,21,2,2,23,23,10,10,0,0,2,2,3,3,0,0,0,0,99,99
43,28,Alex Neal-Bullen,1,Adelaide,14,14,11,11,25,25,6,6,0,0,4,4,1,2,1,1,0,6,99,99
44,34,Matt Roberts,1,Sydney,18,18,3,3,21,21,8,8,0,0,3,3,2,0,0,0,0,0,98,98
45,44,Isaac Cumming,1,Adelaide,16,16,5,5,21,21,5,5,0,0,3,3,0,0,2,2,0,12,97,97
46,43,Reilly O'Brien,1,Adelaide,9,9,4,4,13,13,1,1,37,37,7,7,3,4,0,0,0,0,94,94
