Pos,Num,Player,MT,Team,K,Avg,H,Avg,D,Avg,M,Avg,HO,Avg,T,Avg,FF,FA,G,Avg,B,SC,Rat,Avg
1,21,Tom Liberatore,1,Western Bulldogs,17,17,13,13,30,30,6,6,0,0,11,11,3,2,1,1,0,6,142,142
2,35,Jack Sinclair,1,St Kilda,28,28,12,12,40,40,7,7,0,0,1,1,1,0,0,0,0,0,134,134
3,12,Tom De Koning,1,Carlton,12,12,16,16,28,28,8,8,28,28,4,4,3,3,0,0,0,0,130,130
4,18,Matthew Rowell,1,Gold Coast,15,15,21,21,36,36,5,5,0,0,7,7,2,1,0,0,0,0,129,129
5,42,Sam Davidson,1,Western Bulldogs,20,20,11,11,31,31,10,10,0,0,3,3,0,0,0,0,1,1,125,125
6,19,Rowan Marshall,1,St Kilda,11,11,12,12,23,23,12,12,22,22,2,2,0,2,1,1,0,6,123,123
7,6,Hugh McCluggage,1,Brisbane Lions,17,17,13,13,30,30,4,4,0,0,8,8,6,2,0,0,0,0,121,121
8,6,Lachie Whitfield,1,GWS Giants,25,25,9,9,34,34,7,7,0,0,2,2,0,1,0,0,1,1,120,120
9,15,Dayne Zorko,1,Brisbane Lions,23,23,5,5,28,28,7,7,0,0,4,4,0,1,1,1,0,6,119,119
10,9,Max Holmes,1,Geelong,19,19,10,10,29,29,9,9,0,0,3,3,0,1,1,1,0,6,119,119
11,2,John Noble,1,Gold Coast,22,22,7,7,29,29,8,8,0,0,3,3,0,2,1,1,1,7,117,117
12,12,Jy Simpkin,1,North Melbourne,22,22,9,9,31,31,7,7,0,0,1,1,2,0,1,1,0,6,117,117
13,15,Noah Anderson,1,Gold Coast,14,14,21,21,35,35,3,3,0,0,4,4,2,0,1,1,0,6,117,117
14,29,George Hewett,1,Carlton,12,12,15,15,27,27,4,4,0,0,9,9,2,0,0,0,0,0,116,116
15,23,Izak Rankine,1,Adelaide,18,18,12,12,30,30,5,5,0,0,5,5,4,1,0,0,2,2,116,116
16,14,Jake Soligo,1,Adelaide,19,19,9,9,28,28,5,5,0,0,5,5,2,1,1,1,0,6,115,115
17,5,Caleb Daniel,1,North Melbourne,22,22,11,11,33,33,9,9,0,0,0,0,0,0,0,0,0,0,115,115
18,8,Will Ashcroft,1,Brisbane Lions,11,11,22,22,33,33,6,6,0,0,3,3,2,0,1,1,0,6,115,115
19,11,Touk Miller,1,Gold Coast,14,14,9,9,23,23,9,9,0,0,3,3,2,2,3,3,1,19,114,114
20,6,Jackson Macrae,1,St Kilda,15,15,16,16,31,31,4,4,0,0,6,6,3,1,0,0,0,0,113,113
