Pos,Num,Player,MT,Team,K,Avg,H,Avg,D,Avg,M,Avg,HO,Avg,T,Avg,FF,FA,G,Avg,B,SC,Rat,Avg
1,19,Rowan Marshall,1,St Kilda,19,19,8,8,27,27,8,8,40,40,5,5,4,3,1,1,0,6,158,158
2,38,Tristan Xerri,1,North Melbourne,14,14,5,5,19,19,1,1,51,51,12,12,1,0,0,0,0,0,155,155
3,31,Bailey Dale,1,Western Bulldogs,37,37,12,12,49,49,5,5,0,0,1,1,0,0,0,0,0,0,154,154
4,25,Toby Nankervis,1,Richmond,6,6,9,9,15,15,5,5,47,47,13,13,0,0,0,0,0,0,150,150
5,35,Jack Sinclair,1,St Kilda,30,30,8,8,38,38,7,7,0,0,3,3,0,0,0,0,0,0,139,139
6,12,Jordan Dawson,1,Adelaide,20,20,7,7,27,27,9,9,0,0,8,8,1,1,1,1,1,7,138,138
7,16,Oliver Wines,1,Port Adelaide,13,13,15,15,28,28,11,11,0,0,6,6,1,0,0,0,0,0,127,127
8,3,Jai Newcombe,1,Hawthorn,15,15,14,14,29,29,5,5,0,0,8,8,3,2,1,1,0,6,123,123
9,3,Bailey Smith,1,Geelong,19,19,11,11,30,30,8,8,0,0,5,5,2,1,0,0,1,1,123,123
10,5,Isaac Heeney,1,Sydney,21,21,17,17,38,38,2,2,0,0,1,1,1,1,2,2,5,17,122,122
11,5,Adam Cerra,1,Carlton,13,13,21,21,34,34,4,4,0,0,7,7,3,1,0,0,0,0,121,121
12,15,Shai Bolton,1,Fremantle,16,16,8,8,24,24,8,8,0,0,3,3,1,1,3,3,3,21,119,119
13,11,Max Gawn,1,Melbourne,12,12,10,10,22,22,7,7,46,46,0,0,3,3,0,0,0,0,117,117
14,1,Chad Warner,1,Sydney,22,22,8,8,30,30,4,4,0,0,3,3,1,1,2,2,0,12,116,116
15,15,Noah Anderson,1,Gold Coast,16,16,19,19,35,35,1,1,0,0,5,5,4,1,1,1,0,6,116,116
16,2,John Noble,1,Gold Coast,27,27,9,9,36,36,5,5,0,0,2,2,0,2,0,0,0,0,116,116
17,8,Matthew Kennedy,1,Western Bulldogs,16,16,15,15,31,31,5,5,0,0,3,3,0,0,1,1,2,8,113,113
18,4,Brodie Grundy,1,Sydney,5,5,14,14,19,19,1,1,47,47,3,3,3,1,1,1,0,6,111,111
19,10,Colby McKercher,1,North Melbourne,9,9,13,13,22,22,4,4,0,0,10,10,0,0,1,1,0,6,111,111
20,42,Mark O'Connor,1,Geelong,23,23,5,5,28,28,11,11,0,0,1,1,3,3,0,0,0,0,110,110
21,7,Lachlan Ash,1,GWS Giants,21,21,8,8,29,29,8,8,0,0,3,3,1,2,0,0,0,0,110,110
22,5,Jeremy Cameron,1,Geelong,12,12,4,4,16,16,8,8,1,1,2,2,1,4,7,7,1,43,109,109
23,14,Rhylee West,1,Western Bulldogs,11,11,8,8,19,19,5,5,0,0,5,5,3,1,4,4,1,25,109,109
24,15,Dayne Zorko,1,Brisbane Lions,20,20,7,7,27,27,8,8,0,0,3,3,1,1,0,0,1,1,109,109
25,1,Connor Rozee,1,Port Adelaide,22,22,10,10,32,32,7,7,0,0,2,2,0,2,0,0,0,0,109,109
26,19,Brady Hough,1,West Coast,13,13,11,11,24,24,6,6,0,0,5,5,3,0,1,1,0,6,108,108
27,21,Tom Liberatore,1,Western Bulldogs,17,17,16,16,33,33,4,4,0,0,2,2,2,1,1,1,0,6,108,108
28,3,Caleb Serong,1,Fremantle,17,17,19,19,36,36,3,3,0,0,3,3,0,1,0,0,1,1,108,108
29,33,Zac Bailey,1,Brisbane Lions,14,14,13,13,27,27,8,8,0,0,2,2,1,0,1,1,0,6,107,107
30,28,Xavier Duursma,1,Essendon,13,13,7,7,20,20,13,13,0,0,2,2,0,0,1,1,0,6,106,106
31,9,Jack Steele,1,St Kilda,9,9,7,7,16,16,3,3,0,0,14,14,2,1,0,0,0,0,105,105
32,37,Nic Martin,1,Essendon,12,12,13,13,25,25,9,9,0,0,2,2,0,0,1,1,2,8,105,105
33,6,Hugh McCluggage,1,Brisbane Lions,14,14,14,14,28,28,7,7,0,0,2,2,0,0,1,1,0,6,105,105
34,9,Patrick Cripps,1,Carlton,12,12,14,14,26,26,1,1,0,0,7,7,3,2,2,2,0,12,104,104
35,20,Ed Richards,1,Western Bulldogs,14,14,13,13,27,27,3,3,0,0,5,5,1,3,2,2,2,14,103,103
36,8,Andrew Brayshaw,1,Fremantle,9,9,21,21,30,30,3,3,0,0,6,6,1,0,0,0,0,0,103,103
37,3,Harry Sheezel,1,North Melbourne,14,14,6,6,20,20,2,2,0,0,10,10,1,0,0,0,1,1,102,102
38,17,Finn Callaghan,1,GWS Giants,11,11,13,13,24,24,4,4,0,0,8,8,1,1,0,0,1,1,102,102
39,44,Tim English,1,Western Bulldogs,7,7,19,19,26,26,8,8,17,17,1,1,0,1,0,0,1,1,102,102
40,46,Mark Blicavs,1,Geelong,9,9,7,7,16,16,5,5,17,17,7,7,0,0,0,0,0,0,101,101
41,36,Kysaiah Pickett,1,Melbourne,14,14,7,7,21,21,5,5,0,0,3,3,2,0,2,2,4,16,101,101
42,4,Marcus Bontempelli,1,Western Bulldogs,13,13,11,11,24,24,5,5,0,0,4,4,0,1,2,2,0,12,101,101
43,9,Lachie Neale,1,Brisbane Lions,14,14,16,16,30,30,6,6,0,0,3,3,0,1,0,0,0,0,101,101
44,18,Matthew Rowell,1,Gold Coast,11,11,18,18,29,29,0,0,0,0,9,9,3,3,0,0,0,0,99,99
45,9,Luke Jackson,1,Fremantle,11,11,10,10,21,21,4,4,32,32,1,1,2,2,0,0,1,1,98,98
46,9,Luke Davies-Uniacke,1,North Melbourne,11,11,16,16,27,27,3,3,0,0,5,5,0,1,1,1,1,7,98,98
47,17,Jack Graham,1,West Coast,11,11,6,6,17,17,3,3,0,0,9,9,1,0,1,1,0,6,97,97
48,28,Oliver Dempsey,1,Geelong,17,17,7,7,24,24,5,5,0,0,1,1,1,1,2,2,3,15,97,97
49,12,Will Setterfield,1,Essendon,12,12,14,14,26,26,3,3,0,0,6,6,2,1,0,0,1,1,97,97
50,24,Tom Powell,1,North Melbourne,12,12,12,12,24,24,4,4,0,0,6,6,2,1,0,0,0,0,95,95
Totals,,,50,,750,15,575,11.5,1325,26.5,264,5.3,298,6,237,4.7,65,52,43,0.9,33,291,5638,112.8
51,29,Rory Laird,1,Adelaide,11,11,16,16,27,27,5,5,0,0,4,4,2,1,0,0,0,0,95,95
52,5,Jack Ross,1,Richmond,8,8,13,13,21,21,2,2,0,0,11,11,0,2,0,0,0,0,94,94
53,33,Jack Ginnivan,1,Hawthorn,17,17,5,5,22,22,5,5,0,0,2,2,3,2,2,2,1,13,94,94
54,32,Gryan Miers,1,Geelong,17,17,10,10,27,27,6,6,0,0,1,1,1,0,0,0,0,0,94,94
55,27,Mason Redman,1,Essendon,17,17,10,10,27,27,4,4,0,0,4,4,1,2,0,0,0,0,94,94
56,29,George Hewett,1,Carlton,9,9,18,18,27,27,3,3,0,0,6,6,1,1,0,0,0,0,94,94
57,5,Josh Dunkley,1,Brisbane Lions,10,10,18,18,28,28,4,4,0,0,4,4,2,1,0,0,1,1,94,94
58,25,Matt Flynn,1,West Coast,8,8,9,9,17,17,5,5,30,30,1,1,2,2,1,1,0,6,93,93
59,15,Ed Langdon,1,Melbourne,10,10,15,15,25,25,6,6,0,0,3,3,0,1,1,1,0,6,93,93
60,8,Will Ashcroft,1,Brisbane Lions,12,12,18,18,30,30,4,4,0,0,2,2,0,0,0,0,1,1,93,93
61,14,Tim Taranto,1,Richmond,9,9,21,21,30,30,2,2,0,0,4,4,1,0,0,0,1,1,93,93
62,11,Touk Miller,1,Gold Coast,11,11,11,11,22,22,2,2,0,0,7,7,0,3,2,2,0,12,92,92
