Pos,Num,Player,MT,Team,K,Avg,H,Avg,D,Avg,M,Avg,HO,Avg,T,Avg,FF,FA,G,Avg,B,SC,Rat,Avg
1,14,Darcy Cameron,1,Collingwood,18,18,4,4,22,22,7,7,37,37,4,4,2,1,0,0,1,1,136,136
2,12,Will Day,1,Hawthorn,17,17,9,9,26,26,4,4,0,0,6,6,6,0,3,3,0,18,129,129
3,7,Lachlan Ash,1,GWS Giants,19,19,6,6,25,25,9,9,0,0,7,7,1,0,0,0,0,0,125,125
4,15,Sam Taylor,1,GWS Giants,16,16,1,1,17,17,13,13,0,0,5,5,3,0,1,1,0,6,118,118
5,22,Joshua Kelly,1,GWS Giants,11,11,25,25,36,36,7,7,0,0,5,5,0,2,0,0,0,0,118,118
6,17,Lloyd Meek,1,Hawthorn,7,7,7,7,14,14,4,4,30,30,5,5,1,0,2,2,0,12,110,110
7,17,Finn Callaghan,1,GWS Giants,13,13,20,20,33,33,4,4,0,0,2,2,0,1,2,2,2,14,110,110
8,10,Karl Amon,1,Hawthorn,21,21,6,6,27,27,6,6,0,0,1,1,2,0,1,1,2,8,107,107
9,34,Matt Roberts,1,Sydney,20,20,6,6,26,26,9,9,0,0,2,2,0,1,0,0,0,0,104,104
10,6,Lachie Whitfield,1,GWS Giants,19,19,7,7,26,26,8,8,0,0,1,1,0,0,0,0,0,0,99,99
11,1,Chad Warner,1,Sydney,16,16,5,5,21,21,5,5,0,0,2,2,1,1,2,2,1,13,92,92
12,22,Nick Blakey,1,Sydney,21,21,5,5,26,26,3,3,0,0,0,0,2,0,1,1,0,6,90,90
13,12,Harry Perryman,1,Collingwood,14,14,13,13,27,27,3,3,0,0,3,3,0,0,0,0,1,1,90,90
14,16,Brent Daniels,1,GWS Giants,12,12,9,9,21,21,4,4,0,0,4,4,2,1,1,1,1,7,88,88
15,8,Callan Ward,1,GWS Giants,13,13,10,10,23,23,6,6,0,0,1,1,1,0,1,1,0,6,88,88
16,7,Josh Daicos,1,Collingwood,18,18,10,10,28,28,3,3,0,0,1,1,1,0,0,0,0,0,88,88
17,14,Jack Scrimshaw,1,Hawthorn,12,12,6,6,18,18,8,8,0,0,3,3,1,0,0,0,0,0,85,85
18,4,Toby Greene,1,GWS Giants,11,11,7,7,18,18,5,5,0,0,2,2,4,0,1,1,2,8,82,82
19,6,James Sicily,1,Hawthorn,15,15,5,5,20,20,8,8,0,0,0,0,2,2,1,1,0,6,81,81
20,27,Harrison Himmelberg,1,GWS Giants,14,14,7,7,21,21,8,8,0,0,1,1,0,1,0,0,0,0,81,81
21,5,Isaac Heeney,1,Sydney,9,9,12,12,21,21,1,1,0,0,7,7,1,1,0,0,0,0,80,80
22,25,Jack Crisp,1,Collingwood,11,11,9,9,20,20,7,7,0,0,1,1,0,0,0,0,1,1,77,77
23,44,Jake Lloyd,1,Sydney,11,11,8,8,19,19,3,3,0,0,4,4,2,0,0,0,0,0,76,76
24,3,Jai Newcombe,1,Hawthorn,9,9,10,10,19,19,1,1,0,0,7,7,1,3,1,1,0,6,76,76
25,28,Cam Mackenzie,1,Hawthorn,6,6,10,10,16,16,4,4,0,0,7,7,0,1,0,0,0,0,75,75
26,11,Conor Nash,1,Hawthorn,8,8,12,12,20,20,2,2,0,0,5,5,1,2,1,1,0,6,75,75
27,39,Connor Idun,1,GWS Giants,10,10,5,5,15,15,6,6,0,0,4,4,0,0,0,0,0,0,74,74
28,15,Sam Wicks,1,Sydney,13,13,5,5,18,18,3,3,0,0,4,4,3,1,0,0,0,0,74,74
29,13,Dylan Moore,1,Hawthorn,10,10,8,8,18,18,3,3,0,0,1,1,2,0,2,2,1,13,74,74
