Pos,Num,Player,MT,Team,K,Avg,H,Avg,D,Avg,M,Avg,HO,Avg,T,Avg,FF,FA,G,Avg,B,SC,Rat,Avg
1,39,Zach Guthrie,1,Geelong,23,23,7,7,30,30,17,17,0,0,4,4,2,1,0,0,0,0,149,149
2,6,Hugh McCluggage,1,Brisbane Lions,12,12,14,14,26,26,6,6,0,0,12,12,2,1,2,2,0,12,141,141
3,6,Lachie Whitfield,1,GWS Giants,25,25,10,10,35,35,10,10,0,0,4,4,1,1,0,0,0,0,139,139
4,18,Sam Walsh,1,Carlton,14,14,17,17,31,31,7,7,0,0,10,10,3,1,0,0,0,0,137,137
5,10,Sam Darcy,1,Western Bulldogs,15,15,6,6,21,21,11,11,2,2,1,1,2,0,5,5,0,30,128,128
6,3,Bailey Smith,1,Geelong,20,20,8,8,28,28,7,7,0,0,8,8,1,1,0,0,0,0,127,127
7,14,Darcy Cameron,1,Collingwood,16,16,6,6,22,22,6,6,33,33,5,5,4,3,0,0,0,0,126,126
8,26,Riley Bice,1,Sydney,20,20,6,6,26,26,15,15,0,0,2,2,0,0,0,0,0,0,125,125
9,18,Jason Horne-Francis,1,Port Adelaide,13,13,15,15,28,28,6,6,0,0,6,6,2,2,3,3,0,18,125,125
10,3,Harry Sheezel,1,North Melbourne,19,19,15,15,34,34,9,9,0,0,3,3,1,1,0,0,1,1,125,125
11,2,Darcy Jones,1,GWS Giants,16,16,8,8,24,24,6,6,0,0,7,7,1,0,2,2,0,12,123,123
12,4,Toby Greene,1,GWS Giants,16,16,8,8,24,24,7,7,0,0,5,5,2,1,3,3,1,19,123,123
13,12,Tom Green,1,GWS Giants,15,15,22,22,37,37,5,5,0,0,1,1,0,0,2,2,1,13,121,121
14,3,Caleb Serong,1,Fremantle,15,15,23,23,38,38,0,0,0,0,7,7,2,0,0,0,0,0,121,121
15,8,Andrew Brayshaw,1,Fremantle,12,12,17,17,29,29,2,2,0,0,9,9,1,0,1,1,0,6,119,119
16,12,Jordan Dawson,1,Adelaide,17,17,14,14,31,31,5,5,0,0,6,6,0,0,0,0,0,0,118,118
17,23,Jesse Hogan,1,GWS Giants,10,10,2,2,12,12,10,10,0,0,1,1,1,2,9,9,0,54,117,117
18,5,Josh Dunkley,1,Brisbane Lions,9,9,21,21,30,30,3,3,0,0,10,10,1,1,0,0,0,0,116,116
19,17,Lawson Humphries,1,Geelong,20,20,3,3,23,23,13,13,0,0,2,2,2,0,0,0,0,0,115,115
20,9,Lachie Neale,1,Brisbane Lions,15,15,27,27,42,42,1,1,0,0,4,4,0,1,0,0,0,0,115,115
21,44,Tim English,1,Western Bulldogs,12,12,7,7,19,19,3,3,40,40,4,4,2,1,0,0,0,0,114,114
22,44,Jake Lloyd,1,Sydney,19,19,5,5,24,24,12,12,0,0,2,2,2,0,0,0,1,1,114,114
23,14,Miles Bergman,1,Port Adelaide,17,17,9,9,26,26,9,9,0,0,4,4,1,0,0,0,0,0,113,113
24,17,Daniel Rioli,1,Gold Coast,18,18,8,8,26,26,6,6,0,0,6,6,1,0,0,0,0,0,113,113
25,26,Luke Parker,1,North Melbourne,11,11,16,16,27,27,3,3,0,0,8,8,1,2,2,2,0,12,113,113
26,25,James Peatling,1,Adelaide,18,18,6,6,24,24,4,4,0,0,6,6,4,0,1,1,0,6,112,112
27,15,Sam Docherty,1,Carlton,20,20,7,7,27,27,9,9,0,0,2,2,2,0,0,0,0,0,111,111
28,13,Luke Ryan,1,Fremantle,23,23,3,3,26,26,6,6,0,0,4,4,0,0,0,0,0,0,109,109
29,29,George Hewett,1,Carlton,15,15,14,14,29,29,2,2,0,0,6,6,2,3,2,2,1,13,109,109
30,44,Tom Stewart,1,Geelong,21,21,3,3,24,24,11,11,0,0,1,1,2,0,0,0,0,0,108,108
31,8,Lachie Schultz,1,Collingwood,11,11,7,7,18,18,7,7,0,0,7,7,1,1,2,2,1,13,107,107
32,1,Steven May,1,Melbourne,24,24,3,3,27,27,10,10,0,0,0,0,1,1,0,0,0,0,106,106
33,7,Riley Thilthorpe,1,Adelaide,11,11,5,5,16,16,5,5,9,9,2,2,1,1,5,5,2,32,105,105
34,5,Adam Cerra,1,Carlton,14,14,9,9,23,23,9,9,0,0,5,5,1,1,0,0,0,0,105,105
35,8,Will Ashcroft,1,Brisbane Lions,16,16,8,8,24,24,4,4,0,0,4,4,1,0,2,2,0,12,105,105
36,13,Blake Acres,1,Carlton,11,11,19,19,30,30,4,4,0,0,5,5,1,0,0,0,0,0,104,104
37,13,Clayton Oliver,1,Melbourne,14,14,16,16,30,30,5,5,0,0,3,3,2,0,0,0,1,1,104,104
38,22,James Harmes,1,Western Bulldogs,11,11,13,13,24,24,4,4,0,0,7,7,1,1,1,1,0,6,103,103
39,28,Oliver Dempsey,1,Geelong,12,12,14,14,26,26,8,8,0,0,4,4,1,1,0,0,1,1,103,103
40,2,Jacob Hopper,1,Richmond,11,11,21,21,32,32,5,5,0,0,4,4,0,1,0,0,0,0,103,103
41,14,Tim Taranto,1,Richmond,14,14,15,15,29,29,2,2,0,0,5,5,1,1,1,1,0,6,102,102
42,3,Jaspa Fletcher,1,Brisbane Lions,17,17,6,6,23,23,10,10,0,0,1,1,1,1,1,1,0,6,101,101
43,32,Gryan Miers,1,Geelong,19,19,7,7,26,26,10,10,0,0,0,0,0,0,0,0,0,0,101,101
44,35,Josh Treacy,1,Fremantle,12,12,3,3,15,15,8,8,4,4,3,3,1,1,3,3,2,20,100,100
45,39,Connor Idun,1,GWS Giants,10,10,11,11,21,21,9,9,0,0,5,5,1,0,0,0,0,0,100,100
46,5,Jeremy Cameron,1,Geelong,18,18,4,4,22,22,7,7,0,0,2,2,4,1,1,1,2,8,100,100
47,27,Harrison Himmelberg,1,GWS Giants,12,12,13,13,25,25,7,7,0,0,4,4,1,0,0,0,0,0,100,100
48,10,Scott Pendlebury,1,Collingwood,8,8,21,21,29,29,3,3,0,0,7,7,0,1,0,0,0,0,100,100
49,9,Luke Davies-Uniacke,1,North Melbourne,14,14,11,11,25,25,6,6,0,0,5,5,0,1,0,0,0,0,99,99
50,3,Sam Flanders,1,Gold Coast,14,14,12,12,26,26,8,8,0,0,3,3,0,1,0,0,0,0,99,99
Totals,,,50,,769,15.4,545,10.9,1314,26.3,342,6.8,88,1.8,226,4.5,64,36,48,1,14,302,5673,113.5
51,7,Josh Daicos,1,Collingwood,16,16,15,15,31,31,5,5,0,0,3,3,0,2,0,0,0,0,99,99
52,22,Joshua Kelly,1,GWS Giants,10,10,19,19,29,29,4,4,0,0,5,5,1,1,0,0,0,0,98,98
53,44,Isaac Cumming,1,Adelaide,13,13,7,7,20,20,8,8,0,0,5,5,0,0,0,0,0,0,97,97
54,15,Jayden Short,1,Richmond,19,19,6,6,25,25,9,9,0,0,1,1,0,1,0,0,0,0,97,97
55,28,Jarrod Witts,1,Gold Coast,5,5,9,9,14,14,2,2,45,45,3,3,2,1,0,0,1,1,96,96
56,19,Mitchell Georgiades,1,Port Adelaide,11,11,3,3,14,14,8,8,0,0,3,3,1,0,3,3,2,20,96,96
57,32,Kieren Briggs,1,GWS Giants,5,5,10,10,15,15,4,4,42,42,3,3,1,2,0,0,0,0,96,96
58,14,Connor O'Sullivan,1,Geelong,13,13,10,10,23,23,13,13,1,1,0,0,0,1,0,0,0,0,96,96
59,21,Tom Liberatore,1,Western Bulldogs,17,17,13,13,30,30,4,4,0,0,2,2,2,1,0,0,0,0,96,96
60,11,Max Gawn,1,Melbourne,8,8,7,7,15,15,4,4,34,34,3,3,2,1,0,0,0,0,95,95
61,9,Will Hayward,1,Sydney,12,12,3,3,15,15,6,6,0,0,3,3,1,1,4,4,1,25,95,95
62,12,Harry Perryman,1,Collingwood,10,10,10,10,20,20,2,2,0,0,8,8,0,0,1,1,1,7,95,95
63,22,Sam Lalor,1,Richmond,8,8,16,16,24,24,2,2,0,0,4,4,4,0,2,2,1,13,95,95
64,35,Jack Sinclair,1,St Kilda,21,21,4,4,25,25,3,3,0,0,2,2,0,0,1,1,1,7,95,95
65,8,Matthew Kennedy,1,Western Bulldogs,15,15,11,11,26,26,4,4,0,0,4,4,0,0,0,0,0,0,95,95
66,7,Lachlan Ash,1,GWS Giants,17,17,14,14,31,31,5,5,0,0,1,1,0,1,0,0,0,0,95,95
67,35,Patrick Dangerfield,1,Geelong,12,12,8,8,20,20,6,6,0,0,1,1,3,1,3,3,2,20,94,94
68,9,Zak Butters,1,Port Adelaide,11,11,19,19,30,30,3,3,0,0,5,5,0,2,0,0,0,0,94,94
69,9,Ryley Sanders,1,Western Bulldogs,11,11,9,9,20,20,5,5,0,0,4,4,1,1,2,2,0,12,92,92
70,24,Tom Powell,1,North Melbourne,10,10,12,12,22,22,6,6,0,0,5,5,0,0,0,0,0,0,92,92
71,15,Noah Anderson,1,Gold Coast,16,16,8,8,24,24,3,3,0,0,4,4,1,0,0,0,2,2,92,92
72,6,Jordan Clark,1,Fremantle,18,18,8,8,26,26,5,5,0,0,3,3,1,2,0,0,0,0,92,92
73,14,Jake Soligo,1,Adelaide,15,15,11,11,26,26,2,2,0,0,6,6,1,2,0,0,0,0,92,92
74,13,Oliver Florent,1,Sydney,12,12,6,6,18,18,12,12,0,0,0,0,1,0,1,1,0,6,91,91
75,22,Steele Sidebottom,1,Collingwood,14,14,10,10,24,24,2,2,0,0,7,7,1,2,0,0,0,0,91,91
76,7,Nasiah Wanganeen-Milera,1,St Kilda,20,20,5,5,25,25,3,3,0,0,2,2,3,2,1,1,1,7,91,91
77,25,Toby Nankervis,1,Richmond,8,8,7,7,15,15,2,2,41,41,2,2,0,1,0,0,0,0,90,90
78,25,Paul Curtis,1,North Melbourne,9,9,5,5,14,14,6,6,0,0,5,5,1,0,2,2,0,12,88,88
79,25,Tom McDonald,1,Melbourne,14,14,3,3,17,17,10,10,0,0,3,3,1,1,0,0,0,0,88,88
80,7,Shaun Mannagh,1,Geelong,14,14,4,4,18,18,4,4,0,0,5,5,0,0,1,1,0,6,88,88
81,5,Caleb Daniel,1,North Melbourne,15,15,10,10,25,25,5,5,0,0,2,2,0,0,0,0,0,0,88,88
82,4,Oliver Hollands,1,Carlton,14,14,7,7,21,21,5,5,0,0,2,2,1,2,2,2,1,13,87,87
83,36,Kysaiah Pickett,1,Melbourne,12,12,10,10,22,22,5,5,0,0,4,4,0,1,0,0,3,3,87,87
84,11,Touk Miller,1,Gold Coast,10,10,14,14,24,24,3,3,0,0,3,3,2,0,1,1,0,6,87,87
85,31,Bailey Dale,1,Western Bulldogs,18,18,8,8,26,26,4,4,0,0,1,1,1,0,0,0,0,0,87,87
86,30,Tom Atkins,1,Geelong,5,5,12,12,17,17,3,3,0,0,11,11,0,2,0,0,0,0,86,86
87,8,James Rowbottom,1,Sydney,12,12,8,8,20,20,3,3,0,0,6,6,1,0,0,0,0,0,86,86
88,3,Liam Baker,1,West Coast,14,14,10,10,24,24,3,3,0,0,4,4,1,1,0,0,1,1,86,86
89,20,Mitchell Hinge,1,Adelaide,17,17,10,10,27,27,5,5,0,0,2,2,1,3,0,0,0,0,86,86
90,13,Taylor Walker,1,Adelaide,10,10,4,4,14,14,7,7,1,1,0,0,0,0,4,4,1,25,85,85
91,44,Callum Wilkie,1,St Kilda,13,13,4,4,17,17,7,7,0,0,4,4,1,0,0,0,0,0,85,85
92,12,Jy Simpkin,1,North Melbourne,13,13,9,9,22,22,4,4,0,0,4,4,0,0,0,0,0,0,85,85
93,16,Cameron Rayner,1,Brisbane Lions,9,9,13,13,22,22,4,4,0,0,6,6,1,2,0,0,1,1,85,85
94,16,Sam De Koning,1,Geelong,12,12,6,6,18,18,9,9,2,2,1,1,0,1,1,1,0,6,84,84
95,13,Oskar Baker,1,Western Bulldogs,17,17,3,3,20,20,8,8,0,0,1,1,2,1,0,0,0,0,84,84
96,1,Connor Rozee,1,Port Adelaide,12,12,8,8,20,20,2,2,0,0,6,6,5,1,0,0,0,0,84,84
97,6,Jackson Macrae,1,St Kilda,15,15,13,13,28,28,0,0,0,0,4,4,2,2,0,0,1,1,84,84
98,4,Brodie Grundy,1,Sydney,8,8,12,12,20,20,1,1,21,21,4,4,4,3,0,0,0,0,83,83
99,6,Zachary Williams,1,Carlton,14,14,7,7,21,21,5,5,0,0,3,3,0,0,0,0,0,0,83,83
100,20,Ed Richards,1,Western Bulldogs,11,11,12,12,23,23,3,3,0,0,4,4,1,0,0,0,0,0,83,83
Totals,,,50,,635,12.7,452,9,1087,21.7,238,4.8,187,3.7,174,3.5,51,45,29,0.6,20,194,4516,90.3
101,42,Adam Saad,1,Carlton,18,18,6,6,24,24,3,3,0,0,2,2,0,0,0,0,0,0,83,83
102,46,Oscar McInerney,1,Brisbane Lions,5,5,6,6,11,11,2,2,35,35,4,4,1,1,0,0,0,0,82,82
103,12,Jack Bowes,1,Geelong,12,12,6,6,18,18,6,6,0,0,3,3,1,3,2,2,0,12,82,82
104,12,Tom De Koning,1,Carlton,7,7,12,12,19,19,2,2,31,31,2,2,3,4,0,0,1,1,82,82
105,2,John Noble,1,Gold Coast,12,12,8,8,20,20,4,4,0,0,5,5,1,1,0,0,0,0,82,82
106,10,Levi Ashcroft,1,Brisbane Lions,11,11,11,11,22,22,4,4,0,0,1,1,3,0,1,1,2,8,82,82
107,34,Oisin Mullin,1,Geelong,14,14,2,2,16,16,8,8,0,0,3,3,2,1,0,0,0,0,81,81
108,32,Michael Frederick,1,Fremantle,11,11,2,2,13,13,5,5,0,0,3,3,0,1,3,3,1,19,80,80
109,44,Darcy Wilmot,1,Brisbane Lions,17,17,4,4,21,21,4,4,0,0,3,3,0,1,0,0,0,0,80,80
110,9,Dan Houston,1,Collingwood,17,17,6,6,23,23,4,4,0,0,1,1,0,0,0,0,1,1,80,80
111,13,Ryan Byrnes,1,St Kilda,14,14,3,3,17,17,7,7,0,0,3,3,1,1,0,0,0,0,79,79
112,10,Colby McKercher,1,North Melbourne,13,13,9,9,22,22,4,4,0,0,1,1,0,0,1,1,0,6,79,79
113,15,Dayne Zorko,1,Brisbane Lions,17,17,6,6,23,23,4,4,0,0,1,1,0,0,0,0,0,0,79,79
114,17,Finn Callaghan,1,GWS Giants,14,14,11,11,25,25,2,2,0,0,4,4,0,3,0,0,2,2,79,79
115,1,Rhys Stanley,1,Geelong,5,5,6,6,11,11,5,5,23,23,3,3,1,2,1,1,0,6,78,78
116,5,Jack Ross,1,Richmond,9,9,8,8,17,17,7,7,0,0,4,4,1,1,0,0,0,0,78,78
117,38,Tristan Xerri,1,North Melbourne,6,6,12,12,18,18,2,2,23,23,3,3,4,3,0,0,0,0,78,78
118,13,Darcy Tucker,1,North Melbourne,13,13,7,7,20,20,8,8,0,0,1,1,0,1,0,0,0,0,78,78
119,34,Matt Roberts,1,Sydney,13,13,7,7,20,20,6,6,0,0,1,1,0,1,1,1,0,6,78,78
120,27,Thomson Dow,1,Richmond,5,5,16,16,21,21,4,4,0,0,5,5,1,1,0,0,1,1,78,78
121,16,Oliver Wines,1,Port Adelaide,7,7,16,16,23,23,1,1,4,4,5,5,0,1,0,0,1,1,78,78
122,5,Christian Petracca,1,Melbourne,10,10,11,11,21,21,3,3,0,0,1,1,0,0,2,2,0,12,77,77
123,47,Anthony Caminiti,1,St Kilda,11,11,6,6,17,17,10,10,0,0,1,1,0,1,0,0,0,0,76,76
124,5,Isaac Heeney,1,Sydney,14,14,5,5,19,19,4,4,0,0,3,3,0,0,0,0,0,0,76,76
125,17,Jake Bowey,1,Melbourne,16,16,4,4,20,20,2,2,0,0,3,3,2,0,0,0,0,0,76,76
126,14,Liam Duggan,1,West Coast,18,18,3,3,21,21,5,5,0,0,1,1,0,1,0,0,0,0,76,76
127,25,Jack Crisp,1,Collingwood,10,10,12,12,22,22,6,6,0,0,1,1,0,0,0,0,0,0,76,76
128,35,Nick Daicos,1,Collingwood,12,12,15,15,27,27,1,1,0,0,4,4,2,4,0,0,1,1,76,76
129,19,Rowan Marshall,1,St Kilda,9,9,5,5,14,14,3,3,17,17,5,5,1,3,0,0,0,0,75,75
130,2,Sam Powell-Pepper,1,Port Adelaide,6,6,9,9,15,15,2,2,0,0,6,6,3,1,1,1,3,9,75,75
131,40,Jack Payne,1,Brisbane Lions,12,12,5,5,17,17,8,8,0,0,1,1,1,0,0,0,0,0,75,75
132,1,Jack Silvagni,1,Carlton,10,10,3,3,13,13,4,4,0,0,7,7,1,1,0,0,0,0,74,74
133,1,Nick Vlastuin,1,Richmond,14,14,2,2,16,16,5,5,0,0,4,4,0,1,0,0,0,0,74,74
134,9,Luke Jackson,1,Fremantle,5,5,11,11,16,16,2,2,30,30,0,0,1,2,1,1,0,6,74,74
135,26,Jake Riccardi,1,GWS Giants,11,11,5,5,16,16,8,8,5,5,1,1,1,3,1,1,0,6,74,74
136,18,Matthew Rowell,1,Gold Coast,12,12,5,5,17,17,2,2,0,0,8,8,1,4,0,0,1,1,74,74
137,36,Cooper Lord,1,Carlton,9,9,9,9,18,18,7,7,0,0,2,2,0,0,0,0,0,0,74,74
138,3,Christian Salem,1,Melbourne,10,10,8,8,18,18,7,7,0,0,3,3,1,2,0,0,0,0,74,74
139,31,Luke Trainor,1,Richmond,15,15,4,4,19,19,4,4,0,0,2,2,1,0,0,0,0,0,74,74
140,33,Zac Bailey,1,Brisbane Lions,10,10,3,3,13,13,2,2,0,0,3,3,1,0,3,3,0,18,73,73
141,2,Ben Keays,1,Adelaide,8,8,9,9,17,17,5,5,0,0,3,3,1,1,1,1,0,6,73,73
142,4,Aidan Corr,1,North Melbourne,12,12,6,6,18,18,5,5,0,0,3,3,1,1,0,0,0,0,73,73
143,8,Bradley Hill,1,St Kilda,10,10,8,8,18,18,6,6,0,0,2,2,0,0,0,0,1,1,73,73
144,23,Ryan Maric,1,West Coast,15,15,7,7,22,22,3,3,0,0,1,1,1,0,0,0,0,0,73,73
145,11,Daniel McStay,1,Collingwood,7,7,2,2,9,9,2,2,10,10,7,7,2,0,0,0,1,1,72,72
146,35,Joe Richards,1,Port Adelaide,4,4,12,12,16,16,4,4,0,0,6,6,0,0,0,0,0,0,72,72
147,11,Luke McDonald,1,North Melbourne,10,10,8,8,18,18,7,7,0,0,1,1,1,0,0,0,0,0,72,72
148,12,Ben Miller,1,Richmond,8,8,2,2,10,10,9,9,0,0,4,4,0,0,0,0,0,0,71,71
149,24,Jordon Sweet,1,Port Adelaide,2,2,8,8,10,10,0,0,39,39,4,4,3,3,0,0,0,0,71,71
150,22,Darcy Wilson,1,St Kilda,16,16,3,3,19,19,4,4,0,0,0,0,2,1,1,1,0,6,71,71
Totals,,,50,,546,10.9,354,7.1,900,18,222,4.4,217,4.3,145,2.9,46,55,19,0.4,16,130,3820,76.4
151,1,Jack Higgins,1,St Kilda,6,6,4,4,10,10,2,2,0,0,5,5,0,0,3,3,0,18,70,70
152,43,Cooper Sharman,1,St Kilda,9,9,4,4,13,13,4,4,1,1,3,3,3,0,1,1,1,7,70,70
153,32,Bailey J. Williams,1,West Coast,5,5,6,6,11,11,1,1,22,22,4,4,4,1,0,0,0,0,69,69
154,34,Harry Armstrong,1,Richmond,7,7,4,4,11,11,6,6,0,0,2,2,1,0,2,2,1,13,69,69
155,14,Toby Bedford,1,GWS Giants,6,6,8,8,14,14,4,4,0,0,4,4,1,0,1,1,0,6,69,69
156,40,Joel Jeffrey,1,Gold Coast,9,9,6,6,15,15,1,1,0,0,6,6,3,0,0,0,0,0,69,69
157,11,Mitch McGovern,1,Carlton,11,11,5,5,16,16,6,6,0,0,2,2,0,0,0,0,0,0,69,69
158,9,Ben Ainsworth,1,Gold Coast,10,10,6,6,16,16,6,6,0,0,2,2,0,0,0,0,1,1,69,69
159,17,James Jordon,1,Sydney,8,8,8,8,16,16,5,5,0,0,3,3,1,0,0,0,1,1,69,69
160,31,Bayley Fritsch,1,Melbourne,10,10,7,7,17,17,7,7,0,0,1,1,0,1,0,0,3,3,69,69
161,36,James Trezise,1,Richmond,9,9,12,12,21,21,4,4,0,0,2,2,1,1,0,0,0,0,69,69
162,23,Izak Rankine,1,Adelaide,8,8,13,13,21,21,2,2,0,0,7,7,0,5,0,0,0,0,69,69
163,14,Sam Day,1,Brisbane Lions,5,5,4,4,9,9,4,4,16,16,4,4,1,0,0,0,0,0,68,68
164,4,Jed Walter,1,Gold Coast,9,9,1,1,10,10,5,5,0,0,0,0,4,0,3,3,2,20,68,68
165,33,Caiden Cleary,1,Sydney,7,7,5,5,12,12,3,3,0,0,6,6,2,0,0,0,2,2,68,68
166,15,Shai Bolton,1,Fremantle,10,10,4,4,14,14,4,4,0,0,2,2,0,1,2,2,1,13,68,68
167,42,Mark O'Connor,1,Geelong,11,11,5,5,16,16,8,8,0,0,1,1,0,1,0,0,0,0,68,68
168,9,Max Holmes,1,Geelong,12,12,5,5,17,17,4,4,0,0,3,3,1,1,0,0,0,0,68,68
169,21,Aliir Aliir,1,Port Adelaide,12,12,6,6,18,18,9,9,0,0,2,2,0,5,0,0,0,0,68,68
170,7,Jarrod Berry,1,Brisbane Lions,9,9,10,10,19,19,0,0,0,0,4,4,2,1,1,1,0,6,68,68
171,30,Wayne Milera,1,Adelaide,11,11,9,9,20,20,3,3,0,0,2,2,0,0,0,0,0,0,68,68
172,36,Joel Amartey,1,Sydney,7,7,1,1,8,8,5,5,1,1,2,2,1,2,4,4,1,25,67,67
