Pos,Num,Player,MT,Team,K,Avg,H,Avg,D,Avg,M,Avg,HO,Avg,T,Avg,FF,FA,G,Avg,B,SC,Rat,Avg
1,6,Jye Caldwell,1,Essendon,18,18,18,18,36,36,4,4,0,0,11,11,2,3,1,1,1,7,146,146
2,12,Tom De Koning,1,Carlton,13,13,15,15,28,28,3,3,30,30,5,5,4,0,0,0,0,0,132,132
3,5,Josh Dunkley,1,Brisbane Lions,17,17,10,10,27,27,5,5,0,0,10,10,4,2,1,1,0,6,130,130
4,38,Tristan Xerri,1,North Melbourne,4,4,13,13,17,17,4,4,51,51,7,7,0,0,0,0,0,0,129,129
5,11,Max Gawn,1,Melbourne,12,12,12,12,24,24,3,3,46,46,2,2,6,1,0,0,1,1,127,127
6,12,Jordan Dawson,1,Adelaide,24,24,3,3,27,27,9,9,0,0,4,4,0,3,2,2,2,14,126,126
7,3,Bailey Smith,1,Geelong,19,19,13,13,32,32,5,5,0,0,5,5,1,0,1,1,1,7,126,126
8,28,Jarrod Witts,1,Gold Coast,6,6,7,7,13,13,2,2,68,68,4,4,3,0,0,0,0,0,125,125
9,14,Jake Soligo,1,Adelaide,16,16,13,13,29,29,3,3,0,0,8,8,4,0,1,1,0,6,125,125
10,12,Jy Simpkin,1,North Melbourne,19,19,11,11,30,30,4,4,0,0,7,7,2,1,1,1,1,7,125,125
11,11,Daniel McStay,1,Collingwood,10,10,11,11,21,21,7,7,10,10,5,5,1,0,3,3,2,20,124,124
12,16,Sam De Koning,1,Geelong,15,15,10,10,25,25,6,6,18,18,4,4,4,1,1,1,0,6,124,124
13,3,Christian Salem,1,Melbourne,27,27,3,3,30,30,8,8,0,0,3,3,1,0,0,0,0,0,124,124
14,25,Toby Nankervis,1,Richmond,13,13,8,8,21,21,4,4,35,35,6,6,0,5,2,2,0,12,123,123
15,24,Tom Powell,1,North Melbourne,13,13,14,14,27,27,7,7,0,0,8,8,0,0,0,0,1,1,121,121
16,38,Jack Henry,1,Geelong,20,20,4,4,24,24,14,14,0,0,1,1,3,0,0,0,0,0,117,117
17,15,Noah Anderson,1,Gold Coast,16,16,20,20,36,36,3,3,0,0,5,5,0,0,0,0,0,0,117,117
18,10,Travis Boak,1,Port Adelaide,9,9,19,19,28,28,8,8,0,0,6,6,1,2,1,1,1,7,115,115
19,5,Jack Ross,1,Richmond,14,14,14,14,28,28,5,5,0,0,4,4,1,0,2,2,0,12,114,114
20,3,Harry Sheezel,1,North Melbourne,15,15,16,16,31,31,6,6,0,0,4,4,1,0,0,0,2,2,114,114
21,7,Nasiah Wanganeen-Milera,1,St Kilda,21,21,6,6,27,27,6,6,0,0,3,3,1,0,1,1,1,7,113,113
22,4,Toby Greene,1,GWS Giants,16,16,7,7,23,23,5,5,0,0,4,4,1,1,3,3,3,21,112,112
23,15,Dayne Zorko,1,Brisbane Lions,20,20,4,4,24,24,6,6,0,0,3,3,2,0,2,2,0,12,112,112
24,1,Connor Rozee,1,Port Adelaide,19,19,16,16,35,35,3,3,0,0,4,4,1,1,0,0,0,0,112,112
25,10,Karl Amon,1,Hawthorn,21,21,7,7,28,28,10,10,0,0,2,2,2,2,0,0,0,0,111,111
26,6,Lachie Whitfield,1,GWS Giants,19,19,15,15,34,34,5,5,0,0,4,4,2,3,0,0,0,0,111,111
27,6,Jackson Macrae,1,St Kilda,13,13,21,21,34,34,3,3,0,0,5,5,2,1,0,0,0,0,109,109
28,21,Tom Liberatore,1,Western Bulldogs,13,13,15,15,28,28,3,3,0,0,8,8,0,1,0,0,1,1,108,108
29,18,Matthew Rowell,1,Gold Coast,17,17,13,13,30,30,0,0,0,0,8,8,2,1,0,0,0,0,108,108
30,23,Izak Rankine,1,Adelaide,10,10,18,18,28,28,3,3,0,0,5,5,2,1,2,2,1,13,107,107
31,29,Rory Laird,1,Adelaide,12,12,17,17,29,29,7,7,0,0,4,4,0,0,0,0,0,0,107,107
32,28,Tim Membrey,1,Collingwood,12,12,5,5,17,17,10,10,1,1,1,1,0,0,4,4,1,25,106,106
33,37,Nic Martin,1,Essendon,16,16,8,8,24,24,10,10,0,0,3,3,2,1,0,0,1,1,106,106
34,9,Max Holmes,1,Geelong,16,16,8,8,24,24,4,4,0,0,5,5,1,1,2,2,0,12,106,106
35,1,Andrew McGrath,1,Essendon,15,15,12,12,27,27,9,9,0,0,4,4,0,2,0,0,0,0,106,106
36,22,Steele Sidebottom,1,Collingwood,16,16,15,15,31,31,3,3,0,0,5,5,2,3,1,1,0,6,106,106
37,7,Jarrod Berry,1,Brisbane Lions,16,16,11,11,27,27,10,10,0,0,1,1,0,0,0,0,0,0,104,104
38,31,Bailey Dale,1,Western Bulldogs,22,22,7,7,29,29,3,3,0,0,1,1,1,1,2,2,1,13,104,104
39,12,Tom Green,1,GWS Giants,14,14,21,21,35,35,1,1,0,0,4,4,0,2,1,1,1,7,104,104
40,28,Xavier Duursma,1,Essendon,10,10,9,9,19,19,4,4,0,0,7,7,3,0,2,2,0,12,103,103
41,10,Mitch Knevitt,1,Geelong,9,9,12,12,21,21,2,2,0,0,11,11,2,0,0,0,0,0,103,103
42,5,Isaac Heeney,1,Sydney,14,14,9,9,23,23,7,7,0,0,2,2,2,0,2,2,0,12,103,103
43,27,Joel Freijah,1,Western Bulldogs,14,14,14,14,28,28,6,6,0,0,3,3,0,1,1,1,0,6,103,103
44,44,Cameron Zurhaar,1,North Melbourne,14,14,6,6,20,20,10,10,0,0,2,2,0,0,1,1,4,10,102,102
45,11,Conor Nash,1,Hawthorn,9,9,13,13,22,22,4,4,0,0,10,10,0,1,0,0,0,0,102,102
46,9,Patrick Cripps,1,Carlton,10,10,22,22,32,32,2,2,2,2,5,5,2,1,0,0,1,1,102,102
47,5,Jeremy Cameron,1,Geelong,12,12,3,3,15,15,8,8,0,0,3,3,1,1,4,4,1,25,101,101
48,29,George Hewett,1,Carlton,12,12,13,13,25,25,2,2,0,0,8,8,1,0,0,0,0,0,101,101
49,25,Jack Crisp,1,Collingwood,11,11,15,15,26,26,3,3,0,0,7,7,1,0,0,0,0,0,101,101
50,7,Josh Daicos,1,Collingwood,11,11,15,15,26,26,5,5,0,0,5,5,1,0,0,0,0,0,99,99
Totals,,,50,,734,14.7,591,11.8,1325,26.5,264,5.3,261,5.2,246,4.9,72,43,44,0.9,28,292,5656,113.1
51,2,Jaeger O'Meara,1,Fremantle,9,9,22,22,31,31,6,6,0,0,3,3,0,1,0,0,1,1,99,99
52,43,Reilly O'Brien,1,Adelaide,7,7,5,5,12,12,2,2,47,47,4,4,1,1,0,0,0,0,98,98
53,22,Joshua Kelly,1,GWS Giants,11,11,12,12,23,23,0,0,0,0,10,10,0,0,0,0,1,1,98,98
54,13,Dylan Moore,1,Hawthorn,17,17,4,4,21,21,6,6,0,0,0,0,4,1,3,3,1,19,97,97
55,17,Jack Graham,1,West Coast,11,11,12,12,23,23,3,3,0,0,10,10,0,3,0,0,0,0,97,97
56,22,Darcy Wilson,1,St Kilda,13,13,10,10,23,23,5,5,0,0,5,5,1,0,0,0,2,2,97,97
57,1,Patrick Lipinski,1,Collingwood,16,16,8,8,24,24,8,8,0,0,1,1,1,1,1,1,1,7,97,97
58,5,Adam Cerra,1,Carlton,14,14,12,12,26,26,3,3,0,0,6,6,1,1,0,0,0,0,97,97
59,16,Oliver Wines,1,Port Adelaide,8,8,26,26,34,34,3,3,1,1,4,4,1,2,0,0,0,0,97,97
60,24,Jordon Sweet,1,Port Adelaide,6,6,8,8,14,14,3,3,36,36,3,3,2,1,1,1,0,6,96,96
61,32,Tom Sparrow,1,Melbourne,14,14,7,7,21,21,4,4,0,0,5,5,1,0,1,1,1,7,96,96
62,27,Harrison Himmelberg,1,GWS Giants,15,15,7,7,22,22,9,9,0,0,2,2,2,0,0,0,0,0,96,96
63,24,Josh Worrell,1,Adelaide,16,16,9,9,25,25,6,6,0,0,3,3,0,0,0,0,0,0,96,96
64,7,Zach Merrett,1,Essendon,14,14,12,12,26,26,3,3,0,0,3,3,0,1,2,2,0,12,96,96
65,4,Brodie Grundy,1,Sydney,6,6,10,10,16,16,4,4,35,35,3,3,1,1,0,0,0,0,95,95
66,27,Thomson Dow,1,Richmond,9,9,13,13,22,22,1,1,0,0,9,9,2,0,0,0,1,1,95,95
67,44,Tom Stewart,1,Geelong,20,20,3,3,23,23,11,11,0,0,1,1,1,3,0,0,0,0,95,95
68,35,Nick Daicos,1,Collingwood,19,19,7,7,26,26,6,6,0,0,1,1,1,2,1,1,1,7,95,95
69,8,Andrew Brayshaw,1,Fremantle,8,8,18,18,26,26,1,1,0,0,6,6,1,0,1,1,1,7,95,95
70,11,Touk Miller,1,Gold Coast,12,12,14,14,26,26,4,4,0,0,2,2,1,1,2,2,1,13,95,95
71,5,Christian Petracca,1,Melbourne,13,13,14,14,27,27,2,2,0,0,3,3,0,1,2,2,1,13,95,95
72,20,Ed Richards,1,Western Bulldogs,18,18,12,12,30,30,2,2,0,0,2,2,0,1,1,1,0,6,95,95
73,32,Gryan Miers,1,Geelong,14,14,0,0,14,14,8,8,0,0,6,6,0,1,1,1,1,7,94,94
74,20,Xavier Lindsay,1,Melbourne,12,12,10,10,22,22,3,3,0,0,6,6,5,0,0,0,0,0,94,94
75,31,Connor Macdonald,1,Hawthorn,13,13,10,10,23,23,8,8,0,0,1,1,1,0,1,1,0,6,94,94
76,9,Luke Jackson,1,Fremantle,7,7,9,9,16,16,2,2,39,39,3,3,3,2,0,0,0,0,93,93
77,1,Jack Silvagni,1,Carlton,14,14,2,2,16,16,8,8,0,0,4,4,0,0,1,1,1,7,93,93
78,39,Zach Guthrie,1,Geelong,19,19,2,2,21,21,9,9,0,0,1,1,1,0,0,0,0,0,93,93
79,8,Jake Lever,1,Melbourne,13,13,9,9,22,22,9,9,0,0,3,3,0,1,0,0,0,0,93,93
80,34,Ben King,1,Gold Coast,8,8,3,3,11,11,8,8,0,0,0,0,0,0,6,6,2,38,92,92
