Pos,Num,Player,MT,Team,K,Avg,H,Avg,D,Avg,M,Avg,HO,Avg,T,Avg,FF,FA,G,Avg,B,SC,Rat,Avg
1,7,Zach Merrett,1,Essendon,24,24,16,16,40,40,6,6,0,0,5,5,2,0,0,0,1,1,145,145
2,7,Nasiah Wanganeen-Milera,1,St Kilda,33,33,10,10,43,43,6,6,0,0,2,2,0,1,0,0,3,3,145,145
3,19,Rowan Marshall,1,St Kilda,11,11,10,10,21,21,7,7,29,29,8,8,2,1,1,1,0,6,140,140
4,17,Lloyd Meek,1,Hawthorn,7,7,13,13,20,20,4,4,59,59,6,6,2,2,0,0,0,0,138,138
5,21,Tom Liberatore,1,Western Bulldogs,16,16,11,11,27,27,5,5,0,0,10,10,1,0,2,2,0,12,138,138
6,4,Marcus Bontempelli,1,Western Bulldogs,13,13,12,12,25,25,5,5,0,0,10,10,2,0,2,2,1,13,133,133
7,40,Joel Jeffrey,1,Gold Coast,19,19,13,13,32,32,10,10,0,0,3,3,1,0,1,1,0,6,132,132
8,35,Nick Daicos,1,Collingwood,22,22,14,14,36,36,7,7,0,0,2,2,1,0,1,1,2,8,132,132
9,9,Jack Steele,1,St Kilda,8,8,18,18,26,26,5,5,0,0,15,15,1,2,0,0,0,0,130,130
10,21,Errol Gulden,1,Sydney,19,19,6,6,25,25,7,7,0,0,8,8,2,1,1,1,0,6,127,127
11,39,Zach Guthrie,1,Geelong,20,20,5,5,25,25,14,14,0,0,3,3,0,0,0,0,1,1,125,125
12,40,Max Hall,1,St Kilda,16,16,11,11,27,27,6,6,0,0,4,4,1,0,3,3,1,19,124,124
13,10,Colby McKercher,1,North Melbourne,23,23,9,9,32,32,9,9,0,0,1,1,0,0,1,1,0,6,124,124
14,6,Jackson Macrae,1,St Kilda,12,12,14,14,26,26,5,5,0,0,10,10,1,1,1,1,0,6,123,123
15,15,Noah Anderson,1,Gold Coast,18,18,12,12,30,30,8,8,0,0,4,4,1,3,2,2,0,12,122,122
16,9,Max Holmes,1,Geelong,18,18,18,18,36,36,7,7,0,0,1,1,1,0,1,1,0,6,122,122
17,7,Jack Viney,1,Melbourne,11,11,19,19,30,30,4,4,0,0,9,9,1,0,0,0,0,0,120,120
18,17,Finn Callaghan,1,GWS Giants,23,23,14,14,37,37,4,4,0,0,1,1,1,0,1,1,0,6,120,120
19,9,Zak Butters,1,Port Adelaide,20,20,11,11,31,31,5,5,0,0,6,6,0,1,0,0,1,1,119,119
20,5,Jeremy Cameron,1,Geelong,16,16,3,3,19,19,11,11,0,0,1,1,0,1,4,4,5,29,117,117
21,44,Tim English,1,Western Bulldogs,11,11,2,2,13,13,7,7,29,29,4,4,0,0,2,2,1,13,116,116
22,14,Liam Duggan,1,West Coast,25,25,3,3,28,28,8,8,0,0,4,4,1,2,0,0,0,0,116,116
23,14,Darcy Cameron,1,Collingwood,10,10,10,10,20,20,8,8,31,31,4,4,0,2,0,0,0,0,115,115
24,4,Brodie Grundy,1,Sydney,9,9,11,11,20,20,3,3,33,33,5,5,5,3,1,1,0,6,113,113
25,41,Sam Banks,1,Richmond,18,18,8,8,26,26,6,6,0,0,6,6,1,0,0,0,0,0,113,113
26,2,John Noble,1,Gold Coast,20,20,9,9,29,29,4,4,0,0,5,5,4,1,0,0,0,0,111,111
27,1,Connor Rozee,1,Port Adelaide,20,20,11,11,31,31,5,5,0,0,3,3,5,1,0,0,0,0,111,111
28,44,Jake Lloyd,1,Sydney,14,14,6,6,20,20,9,9,0,0,4,4,1,0,2,2,0,12,110,110
29,30,Tom Atkins,1,Geelong,6,6,11,11,17,17,2,2,0,0,17,17,1,2,0,0,0,0,109,109
30,25,Jack Crisp,1,Collingwood,17,17,7,7,24,24,8,8,0,0,5,5,0,2,1,1,0,6,109,109
31,22,Joshua Kelly,1,GWS Giants,12,12,15,15,27,27,3,3,0,0,5,5,1,0,2,2,1,13,109,109
32,7,Rhyan Mansell,1,Richmond,13,13,9,9,22,22,8,8,0,0,2,2,1,0,3,3,0,18,108,108
33,2,Marcus Windhager,1,St Kilda,22,22,5,5,27,27,5,5,0,0,4,4,1,2,1,1,0,6,108,108
34,6,Hugh McCluggage,1,Brisbane Lions,16,16,13,13,29,29,4,4,0,0,4,4,2,1,1,1,1,7,108,108
35,34,Corey Wagner,1,Fremantle,17,17,5,5,22,22,5,5,0,0,6,6,1,0,1,1,0,6,107,107
36,19,Jack Martin,1,Geelong,15,15,10,10,25,25,9,9,0,0,3,3,0,1,1,1,0,6,107,107
37,33,Zac Bailey,1,Brisbane Lions,16,16,10,10,26,26,2,2,0,0,1,1,1,1,5,5,1,31,107,107
38,33,Xavier O'Halloran,1,GWS Giants,19,19,8,8,27,27,1,1,0,0,4,4,1,0,2,2,2,14,107,107
39,1,Rhys Stanley,1,Geelong,11,11,10,10,21,21,2,2,31,31,3,3,2,0,0,0,2,2,106,106
40,9,Lachie Neale,1,Brisbane Lions,15,15,14,14,29,29,6,6,0,0,2,2,1,0,1,1,0,6,106,106
41,25,Toby Nankervis,1,Richmond,11,11,7,7,18,18,1,1,37,37,4,4,2,2,1,1,0,6,105,105
42,4,Brayden Maynard,1,Collingwood,17,17,4,4,21,21,9,9,0,0,4,4,1,0,0,0,1,1,104,104
43,24,Tom Powell,1,North Melbourne,12,12,13,13,25,25,4,4,0,0,8,8,1,1,0,0,0,0,104,104
44,12,Tom Green,1,GWS Giants,17,17,18,18,35,35,7,7,0,0,0,0,2,2,0,0,0,0,104,104
45,32,Kieren Briggs,1,GWS Giants,7,7,3,3,10,10,6,6,38,38,5,5,0,0,0,0,0,0,103,103
46,18,Matthew Rowell,1,Gold Coast,6,6,9,9,15,15,0,0,0,0,17,17,2,1,0,0,0,0,103,103
47,1,Steven May,1,Melbourne,20,20,3,3,23,23,12,12,0,0,0,0,1,0,0,0,0,0,103,103
48,7,Lachlan Ash,1,GWS Giants,20,20,9,9,29,29,5,5,0,0,2,2,1,0,0,0,0,0,102,102
49,32,Gryan Miers,1,Geelong,19,19,10,10,29,29,5,5,0,0,2,2,0,0,0,0,2,2,102,102
50,33,Aaron Naughton,1,Western Bulldogs,11,11,3,3,14,14,9,9,0,0,1,1,1,1,5,5,2,32,100,100
Totals,,,50,,795,15.9,495,9.9,1290,25.8,298,6,287,5.7,243,4.9,60,38,50,1,28,328,5802,116
51,23,Izak Rankine,1,Adelaide,11,11,5,5,16,16,4,4,0,0,4,4,1,1,5,5,1,31,100,100
52,4,Toby Greene,1,GWS Giants,15,15,3,3,18,18,8,8,0,0,2,2,1,2,3,3,4,22,100,100
53,8,Brayden Fiorini,1,Gold Coast,10,10,10,10,20,20,3,3,0,0,9,9,2,1,1,1,0,6,100,100
54,4,Jarman Impey,1,Hawthorn,18,18,4,4,22,22,7,7,0,0,4,4,1,0,0,0,0,0,100,100
55,10,Daniel Turner,1,Melbourne,17,17,3,3,20,20,16,16,0,0,0,0,0,2,0,0,0,0,99,99
56,15,Ed Langdon,1,Melbourne,19,19,6,6,25,25,8,8,0,0,1,1,1,0,0,0,1,1,99,99
57,17,Maurice Rioli,1,Richmond,14,14,5,5,19,19,9,9,0,0,3,3,1,0,1,1,0,6,98,98
58,24,Jordon Sweet,1,Port Adelaide,3,3,10,10,13,13,3,3,45,45,4,4,0,1,0,0,1,1,97,97
59,5,Jamie Elliott,1,Collingwood,11,11,4,4,15,15,8,8,0,0,1,1,1,0,4,4,3,27,97,97
60,9,Harley Reid,1,West Coast,14,14,10,10,24,24,5,5,0,0,7,7,1,3,0,0,0,0,97,97
61,1,Chad Warner,1,Sydney,18,18,6,6,24,24,2,2,0,0,6,6,1,2,1,1,0,6,97,97
62,38,Tristan Xerri,1,North Melbourne,8,8,9,9,17,17,1,1,30,30,5,5,1,0,0,0,0,0,96,96
63,14,Jake Soligo,1,Adelaide,12,12,9,9,21,21,6,6,0,0,6,6,2,1,0,0,0,0,95,95
64,5,Isaac Heeney,1,Sydney,14,14,7,7,21,21,3,3,0,0,7,7,1,0,0,0,1,1,95,95
65,4,Oliver Hollands,1,Carlton,10,10,14,14,24,24,4,4,0,0,6,6,1,0,0,0,0,0,95,95
66,36,Kysaiah Pickett,1,Melbourne,14,14,10,10,24,24,3,3,0,0,2,2,2,0,2,2,2,14,95,95
67,14,Callum Mills,1,Sydney,18,18,8,8,26,26,5,5,0,0,2,2,2,0,0,0,0,0,95,95
68,12,Jordan Dawson,1,Adelaide,13,13,12,12,25,25,4,4,0,0,7,7,0,3,0,0,0,0,94,94
69,10,Travis Boak,1,Port Adelaide,13,13,14,14,27,27,7,7,0,0,2,2,0,1,0,0,1,1,94,94
70,27,Marc Pittonet,1,Carlton,4,4,13,13,17,17,3,3,33,33,4,4,0,1,0,0,0,0,93,93
71,27,Harrison Himmelberg,1,GWS Giants,15,15,6,6,21,21,9,9,0,0,3,3,0,1,0,0,0,0,93,93
72,10,Scott Pendlebury,1,Collingwood,12,12,10,10,22,22,4,4,0,0,7,7,0,1,0,0,0,0,93,93
73,3,Harry Sheezel,1,North Melbourne,10,10,12,12,22,22,3,3,0,0,6,6,2,1,1,1,1,7,93,93
74,17,Jake Bowey,1,Melbourne,17,17,9,9,26,26,5,5,0,0,2,2,1,0,0,0,0,0,93,93
75,5,Adam Cerra,1,Carlton,15,15,13,13,28,28,4,4,0,0,3,3,1,1,0,0,0,0,93,93
76,3,Jai Newcombe,1,Hawthorn,9,9,13,13,22,22,3,3,0,0,7,7,5,3,1,1,0,6,92,92
77,3,Christian Salem,1,Melbourne,15,15,8,8,23,23,10,10,0,0,1,1,0,1,0,0,0,0,92,92
78,35,Jack Sinclair,1,St Kilda,17,17,7,7,24,24,4,4,0,0,3,3,2,0,0,0,1,1,92,92
79,11,Touk Miller,1,Gold Coast,8,8,17,17,25,25,1,1,0,0,7,7,0,1,1,1,0,6,92,92
80,16,Massimo D'Ambrosio,1,Hawthorn,17,17,3,3,20,20,8,8,0,0,1,1,0,0,1,1,0,6,91,91
81,21,Ned Moyle,1,Gold Coast,5,5,4,4,9,9,4,4,35,35,3,3,1,0,1,1,1,7,90,90
82,22,Nick Blakey,1,Sydney,17,17,2,2,19,19,7,7,0,0,2,2,0,0,1,1,0,6,90,90
83,24,Trent Rivers,1,Melbourne,14,14,9,9,23,23,5,5,0,0,2,2,0,0,1,1,1,7,90,90
84,9,Ryan Angwin,1,GWS Giants,11,11,13,13,24,24,4,4,0,0,4,4,3,0,0,0,0,0,90,90
85,5,Caleb Daniel,1,North Melbourne,15,15,10,10,25,25,5,5,0,0,4,4,0,2,0,0,0,0,90,90
86,25,James Peatling,1,Adelaide,14,14,11,11,25,25,5,5,0,0,2,2,3,0,0,0,0,0,90,90
87,9,Luke Jackson,1,Fremantle,7,7,6,6,13,13,6,6,13,13,5,5,2,3,2,2,0,12,89,89
88,11,Max Gawn,1,Melbourne,11,11,5,5,16,16,5,5,25,25,2,2,1,1,0,0,0,0,89,89
89,2,Lachlan Cowan,1,Carlton,17,17,3,3,20,20,8,8,0,0,2,2,0,0,0,0,0,0,89,89
90,2,Jacob Hopper,1,Richmond,15,15,12,12,27,27,4,4,0,0,4,4,1,3,0,0,0,0,89,89
91,10,Sam Darcy,1,Western Bulldogs,8,8,4,4,12,12,6,6,4,4,3,3,2,2,4,4,2,26,88,88
92,12,Will Setterfield,1,Essendon,8,8,14,14,22,22,2,2,0,0,8,8,1,1,0,0,0,0,88,88
93,16,Oliver Wines,1,Port Adelaide,10,10,12,12,22,22,5,5,0,0,6,6,1,2,0,0,0,0,88,88
94,24,Josh Battle,1,Hawthorn,13,13,10,10,23,23,7,7,0,0,2,2,3,1,0,0,0,0,88,88
95,2,Ben Keays,1,Adelaide,14,14,10,10,24,24,2,2,0,0,1,1,1,0,2,2,3,15,88,88
96,6,Tom Mitchell,1,Collingwood,9,9,17,17,26,26,5,5,0,0,3,3,2,1,0,0,1,1,88,88
97,43,Reilly O'Brien,1,Adelaide,4,4,6,6,10,10,7,7,36,36,2,2,0,1,0,0,0,0,86,86
98,39,Connor Idun,1,GWS Giants,13,13,7,7,20,20,10,10,0,0,1,1,2,1,0,0,0,0,86,86
99,10,Karl Amon,1,Hawthorn,17,17,4,4,21,21,9,9,0,0,0,0,0,0,0,0,0,0,86,86
100,13,Luke Ryan,1,Fremantle,14,14,7,7,21,21,7,7,0,0,2,2,1,0,0,0,0,0,86,86
Totals,,,50,,627,12.5,426,8.5,1053,21.1,273,5.5,221,4.4,180,3.6,54,45,32,0.6,24,216,4628,92.6
101,22,Sam Durham,1,Essendon,14,14,13,13,27,27,3,3,0,0,4,4,2,3,0,0,0,0,86,86
102,33,Shannon Neale,1,Geelong,7,7,7,7,14,14,8,8,2,2,2,2,0,1,3,3,1,19,85,85
103,2,Darcy Jones,1,GWS Giants,11,11,6,6,17,17,3,3,0,0,4,4,1,0,2,2,2,14,85,85
104,3,Isaac Quaynor,1,Collingwood,10,10,8,8,18,18,9,9,0,0,3,3,0,0,0,0,0,0,85,85
105,18,Jason Horne-Francis,1,Port Adelaide,12,12,7,7,19,19,6,6,0,0,3,3,2,1,1,1,0,6,85,85
106,8,Andrew Brayshaw,1,Fremantle,11,11,13,13,24,24,4,4,0,0,3,3,2,0,0,0,0,0,85,85
107,8,Matthew Kennedy,1,Western Bulldogs,12,12,13,13,25,25,4,4,0,0,5,5,0,3,0,0,0,0,85,85
108,30,Nathan O'Driscoll,1,Fremantle,8,8,18,18,26,26,4,4,0,0,3,3,0,0,0,0,1,1,85,85
109,15,George Stevens,1,Geelong,11,11,10,10,21,21,3,3,0,0,3,3,3,0,1,1,1,7,84,84
110,15,Sam Docherty,1,Carlton,10,10,12,12,22,22,6,6,0,0,3,3,0,0,0,0,0,0,84,84
111,20,Ed Richards,1,Western Bulldogs,18,18,8,8,26,26,3,3,0,0,2,2,1,2,0,0,2,2,84,84
112,7,Josh Daicos,1,Collingwood,18,18,9,9,27,27,4,4,0,0,0,0,0,0,0,0,0,0,84,84
113,19,Brady Hough,1,West Coast,7,7,11,11,18,18,8,8,0,0,4,4,0,0,0,0,0,0,83,83
114,37,Kade Chandler,1,Melbourne,3,3,15,15,18,18,2,2,0,0,10,10,0,1,0,0,0,0,82,82
115,6,Zachary Williams,1,Carlton,15,15,4,4,19,19,2,2,0,0,1,1,1,0,3,3,0,18,82,82
116,13,Blake Acres,1,Carlton,11,11,9,9,20,20,7,7,0,0,3,3,0,1,0,0,1,1,82,82
117,7,Shaun Mannagh,1,Geelong,15,15,5,5,20,20,5,5,0,0,1,1,1,0,1,1,1,7,82,82
118,14,Tim Taranto,1,Richmond,8,8,17,17,25,25,4,4,0,0,4,4,1,2,0,0,0,0,81,81
119,41,Brody Mihocek,1,Collingwood,10,10,2,2,12,12,6,6,0,0,4,4,1,1,2,2,2,14,80,80
120,12,Jack Lukosius,1,Port Adelaide,11,11,3,3,14,14,9,9,0,0,0,0,1,2,3,3,1,19,80,80
121,3,Sam Berry,1,Adelaide,6,6,10,10,16,16,2,2,0,0,9,9,0,0,0,0,0,0,80,80
122,1,Harry Morrison,1,Hawthorn,10,10,8,8,18,18,8,8,0,0,1,1,0,0,1,1,0,6,80,80
123,6,Jye Caldwell,1,Essendon,9,9,6,6,15,15,4,4,0,0,7,7,0,2,1,1,0,6,79,79
124,32,Bodhi Uwland,1,Gold Coast,13,13,3,3,16,16,9,9,0,0,3,3,1,2,0,0,0,0,79,79
125,5,Jack Ross,1,Richmond,7,7,9,9,16,16,3,3,0,0,9,9,0,2,0,0,1,1,79,79
126,10,Isaac Kako,1,Essendon,8,8,9,9,17,17,3,3,0,0,5,5,2,0,1,1,0,6,79,79
127,21,Archie Roberts,1,Essendon,11,11,9,9,20,20,2,2,0,0,5,5,2,0,0,0,0,0,79,79
128,15,Dayne Zorko,1,Brisbane Lions,18,18,5,5,23,23,5,5,0,0,1,1,1,2,0,0,1,1,79,79
129,32,Michael Frederick,1,Fremantle,13,13,1,1,14,14,5,5,0,0,3,3,2,0,1,1,2,8,78,78
130,35,Jobe Shanahan,1,West Coast,8,8,6,6,14,14,5,5,0,0,4,4,2,1,2,2,0,12,78,78
131,44,Ned Long,1,Collingwood,5,5,11,11,16,16,3,3,0,0,7,7,1,1,1,1,0,6,78,78
132,5,Josh Dunkley,1,Brisbane Lions,8,8,9,9,17,17,4,4,0,0,5,5,1,1,1,1,0,6,78,78
133,17,Daniel Rioli,1,Gold Coast,12,12,7,7,19,19,3,3,0,0,5,5,2,1,0,0,0,0,78,78
134,11,Conor Nash,1,Hawthorn,11,11,8,8,19,19,1,1,1,1,6,6,3,1,0,0,1,1,78,78
135,2,Hayden McLean,1,Sydney,9,9,2,2,11,11,6,6,4,4,2,2,1,1,3,3,0,18,77,77
136,30,Nate Caddy,1,Essendon,10,10,2,2,12,12,5,5,0,0,1,1,5,0,3,3,1,19,77,77
137,46,Jacob Blight,1,Richmond,14,14,3,3,17,17,8,8,0,0,1,1,1,0,0,0,0,0,77,77
138,44,Darcy Wilmot,1,Brisbane Lions,15,15,3,3,18,18,7,7,0,0,1,1,1,0,0,0,0,0,77,77
139,27,Wil Powell,1,Gold Coast,10,10,10,10,20,20,5,5,0,0,4,4,2,2,0,0,0,0,77,77
140,20,Nick Larkey,1,North Melbourne,8,8,1,1,9,9,6,6,0,0,0,0,1,0,5,5,1,31,76,76
141,42,Mark O'Connor,1,Geelong,11,11,4,4,15,15,7,7,0,0,4,4,1,1,0,0,0,0,76,76
142,14,Jordan Ridley,1,Essendon,14,14,4,4,18,18,8,8,0,0,1,1,1,1,0,0,0,0,76,76
143,45,Tom McCarthy,1,West Coast,14,14,5,5,19,19,6,6,0,0,2,2,1,1,0,0,0,0,76,76
144,28,Willem Drew,1,Port Adelaide,7,7,14,14,21,21,4,4,0,0,5,5,1,2,0,0,0,0,76,76
145,29,Rory Laird,1,Adelaide,10,10,11,11,21,21,4,4,0,0,3,3,3,1,0,0,0,0,76,76
146,9,Ryley Sanders,1,Western Bulldogs,9,9,14,14,23,23,3,3,0,0,4,4,2,2,0,0,0,0,76,76
147,15,Blake Hardwick,1,Hawthorn,11,11,3,3,14,14,5,5,0,0,5,5,1,0,0,0,0,0,75,75
148,41,Bailey Banfield,1,Fremantle,11,11,4,4,15,15,5,5,0,0,5,5,2,1,0,0,0,0,75,75
149,12,Jack Bowes,1,Geelong,8,8,7,7,15,15,4,4,0,0,3,3,1,0,2,2,0,12,75,75
150,32,Darcy Fogarty,1,Adelaide,12,12,3,3,15,15,6,6,0,0,0,0,1,0,2,2,2,14,75,75
Totals,,,50,,534,10.7,381,7.6,915,18.3,246,4.9,7,0.1,173,3.5,58,42,39,0.8,21,255,3988,79.8
151,28,Xavier Duursma,1,Essendon,10,10,6,6,16,16,5,5,0,0,4,4,1,0,0,0,1,1,75,75
