Pos,Num,Player,MT,Team,K,Avg,H,Avg,D,Avg,M,Avg,HO,Avg,T,Avg,FF,FA,G,Avg,B,SC,Rat,Avg
1,15,Sam Docherty,1,Carlton,22,22,17,17,39,39,10,10,0,0,0,0,0,0,1,1,0,6,136,136
2,13,Dylan Moore,1,Hawthorn,18,18,8,8,26,26,12,12,0,0,3,3,1,0,2,2,1,13,132,132
3,6,James Sicily,1,Hawthorn,21,21,7,7,28,28,18,18,0,0,1,1,0,1,0,0,0,0,132,132
4,4,Sean Darcy,1,Fremantle,8,8,12,12,20,20,5,5,52,52,3,3,2,3,1,1,2,8,128,128
5,12,Will Day,1,Hawthorn,20,20,9,9,29,29,11,11,0,0,4,4,0,0,0,0,1,1,128,128
6,3,Caleb Serong,1,Fremantle,20,20,15,15,35,35,2,2,0,0,8,8,2,1,0,0,0,0,127,127
7,44,Tom Stewart,1,Geelong,24,24,5,5,29,29,13,13,0,0,2,2,0,1,0,0,0,0,126,126
8,22,Joshua Kelly,1,GWS Giants,18,18,12,12,30,30,3,3,0,0,9,9,0,1,1,1,0,6,126,126
9,5,Brad Crouch,1,St Kilda,18,18,14,14,32,32,6,6,0,0,6,6,4,2,0,0,0,0,122,122
10,25,Toby Nankervis,1,Richmond,8,8,12,12,20,20,2,2,39,39,7,7,2,1,0,0,0,0,120,120
11,2,Jordan de Goey,1,Collingwood,23,23,12,12,35,35,6,6,0,0,2,2,1,1,0,0,3,3,120,120
12,3,Darcy Parish,1,Essendon,17,17,18,18,35,35,7,7,0,0,2,2,1,1,1,1,0,6,120,120
13,21,Tom Liberatore,1,Western Bulldogs,13,13,16,16,29,29,6,6,0,0,9,9,0,2,0,0,0,0,119,119
14,32,Mason Wood,1,St Kilda,21,21,6,6,27,27,11,11,0,0,3,3,1,3,1,1,0,6,118,118
15,6,Sebastian Ross,1,St Kilda,15,15,9,9,24,24,5,5,0,0,9,9,3,0,0,0,0,0,117,117
16,24,Nic Newman,1,Carlton,17,17,7,7,24,24,11,11,0,0,4,4,2,0,0,0,0,0,116,116
17,5,Josh Dunkley,1,Brisbane Lions,17,17,7,7,24,24,9,9,0,0,6,6,0,0,0,0,0,0,116,116
18,15,Blake Hardwick,1,Hawthorn,19,19,4,4,23,23,11,11,0,0,4,4,1,0,0,0,0,0,115,115
19,20,Connor Rozee,1,Port Adelaide,18,18,10,10,28,28,5,5,0,0,3,3,6,0,1,1,0,6,113,113
20,44,Tim English,1,Western Bulldogs,11,11,5,5,16,16,8,8,31,31,3,3,1,0,0,0,0,0,111,111
21,13,Clayton Oliver,1,Melbourne,11,11,14,14,25,25,5,5,0,0,7,7,1,2,2,2,0,12,111,111
22,14,Tim Taranto,1,Richmond,16,16,13,13,29,29,5,5,0,0,6,6,0,1,0,0,1,1,111,111
23,11,Jackson Macrae,1,Western Bulldogs,17,17,13,13,30,30,6,6,0,0,4,4,3,1,0,0,0,0,111,111
24,9,Patrick Cripps,1,Carlton,17,17,25,25,42,42,4,4,0,0,1,1,1,3,0,0,2,2,111,111
25,9,Dylan Shiel,1,Essendon,15,15,7,7,22,22,3,3,0,0,8,8,1,1,2,2,0,12,110,110
26,7,Liam Baker,1,Richmond,17,17,15,15,32,32,6,6,0,0,4,4,1,2,0,0,0,0,110,110
27,12,Tom Green,1,GWS Giants,15,15,19,19,34,34,6,6,0,0,4,4,2,3,0,0,0,0,110,110
28,3,Harry Sheezel,1,North Melbourne,14,14,12,12,26,26,7,7,0,0,6,6,1,1,0,0,0,0,109,109
29,37,Nic Martin,1,Essendon,19,19,9,9,28,28,7,7,0,0,1,1,1,0,1,1,2,8,109,109
30,29,Jake Kelly,1,Essendon,15,15,14,14,29,29,11,11,0,0,0,0,3,0,0,0,0,0,109,109
31,31,Harris Andrews,1,Brisbane Lions,16,16,5,5,21,21,16,16,0,0,1,1,1,1,0,0,0,0,108,108
32,6,Brodie Grundy,1,Melbourne,10,10,11,11,21,21,5,5,25,25,3,3,2,0,0,0,0,0,106,106
33,11,James Aish,1,Fremantle,14,14,17,17,31,31,2,2,0,0,7,7,2,2,0,0,0,0,106,106
