Pos,Num,Player,MT,Team,K,Avg,H,Avg,D,Avg,M,Avg,HO,Avg,T,Avg,FF,FA,G,Avg,B,SC,Rat,Avg
1,4,Marcus Bontempelli,1,Western Bulldogs,16,16,16,16,32,32,6,6,0,0,11,11,0,1,3,3,1,19,158,158
2,14,Tim Taranto,1,Richmond,21,21,17,17,38,38,1,1,0,0,10,10,0,0,1,1,1,7,147,147
3,46,Oscar McInerney,1,Brisbane Lions,10,10,8,8,18,18,3,3,46,46,6,6,3,0,1,1,0,6,134,134
4,44,Tim English,1,Western Bulldogs,12,12,12,12,24,24,10,10,32,32,3,3,2,3,1,1,1,7,134,134
5,26,Luke Parker,1,Sydney,16,16,8,8,24,24,3,3,0,0,11,11,2,0,1,1,1,7,126,126
6,15,Sam Docherty,1,Carlton,20,20,12,12,32,32,9,9,0,0,4,4,0,1,0,0,0,0,124,124
7,5,Adam Cerra,1,Carlton,14,14,13,13,27,27,4,4,0,0,6,6,5,0,2,2,1,13,122,122
8,22,Joshua Kelly,1,GWS Giants,17,17,16,16,33,33,3,3,0,0,2,2,2,0,3,3,0,18,120,120
9,9,Trent Cotchin,1,Richmond,18,18,11,11,29,29,4,4,0,0,5,5,1,1,2,2,1,13,119,119
10,4,Dustin Martin,1,Richmond,22,22,13,13,35,35,2,2,0,0,3,3,1,0,0,0,3,3,114,114
11,5,Josh Dunkley,1,Brisbane Lions,12,12,16,16,28,28,3,3,0,0,8,8,4,0,0,0,0,0,113,113
12,1,Adam Treloar,1,Western Bulldogs,15,15,19,19,34,34,1,1,0,0,4,4,4,0,1,1,1,7,113,113
13,33,Zac Bailey,1,Brisbane Lions,17,17,9,9,26,26,3,3,0,0,6,6,1,2,2,2,3,15,112,112
14,9,Patrick Cripps,1,Carlton,9,9,18,18,27,27,4,4,0,0,4,4,1,0,3,3,0,18,110,110
15,3,Stephen Coniglio,1,GWS Giants,18,18,13,13,31,31,6,6,0,0,3,3,1,1,0,0,2,2,110,110
16,8,Andrew Brayshaw,1,Fremantle,12,12,17,17,29,29,6,6,0,0,5,5,3,1,0,0,1,1,109,109
17,5,Brad Crouch,1,St Kilda,17,17,16,16,33,33,4,4,0,0,3,3,1,0,0,0,1,1,109,109
18,3,Cody Weightman,1,Western Bulldogs,13,13,0,0,13,13,7,7,0,0,2,2,2,0,6,6,2,38,108,108
