Pos,Num,Player,MT,Team,K,Avg,H,Avg,D,Avg,M,Avg,HO,Avg,T,Avg,FF,FA,G,Avg,B,SC,Rat,Avg
1,13,Taylor Walker,1,Adelaide,20,20,1,1,21,21,11,11,5,5,2,2,1,1,9,9,4,58,164,164
2,20,Nick Larkey,1,North Melbourne,18,18,3,3,21,21,11,11,0,0,2,2,4,0,9,9,3,57,162,162
3,7,Isaac Smith,1,Geelong,27,27,9,9,36,36,11,11,0,0,5,5,1,0,1,1,1,7,160,160
4,14,Callum Mills,1,Sydney,16,16,14,14,30,30,8,8,0,0,12,12,1,0,1,1,0,6,155,155
5,3,Sam Flanders,1,Gold Coast,19,19,10,10,29,29,12,12,0,0,5,5,1,0,2,2,0,12,146,146
6,7,Zach Merrett,1,Essendon,21,21,15,15,36,36,11,11,0,0,5,5,1,1,0,0,2,2,146,146
7,21,Errol Gulden,1,Sydney,27,27,15,15,42,42,5,5,0,0,1,1,0,0,2,2,0,12,142,142
8,20,Connor Rozee,1,Port Adelaide,22,22,11,11,33,33,6,6,0,0,6,6,3,1,1,1,2,8,138,138
9,8,Andrew Brayshaw,1,Fremantle,18,18,15,15,33,33,5,5,0,0,8,8,0,1,1,1,0,6,134,134
10,19,Rowan Marshall,1,St Kilda,17,17,7,7,24,24,7,7,27,27,5,5,2,1,0,0,0,0,132,132
11,1,Adam Treloar,1,Western Bulldogs,18,18,15,15,33,33,6,6,0,0,4,4,1,0,2,2,0,12,131,131
12,7,Jack Viney,1,Melbourne,13,13,16,16,29,29,5,5,0,0,12,12,1,2,0,0,0,0,129,129
13,8,Bailey Scott,1,North Melbourne,24,24,9,9,33,33,10,10,0,0,2,2,0,0,0,0,0,0,128,128
14,13,Dylan Moore,1,Hawthorn,15,15,12,12,27,27,9,9,0,0,6,6,2,1,1,1,2,8,127,127
15,21,Tom Liberatore,1,Western Bulldogs,15,15,17,17,32,32,3,3,0,0,9,9,0,1,1,1,0,6,127,127
16,4,Marcus Bontempelli,1,Western Bulldogs,17,17,14,14,31,31,3,3,0,0,10,10,0,1,0,0,0,0,125,125
17,15,Jayden Laverde,1,Essendon,21,21,10,10,31,31,15,15,0,0,0,0,2,2,0,0,0,0,124,124
18,12,Jy Simpkin,1,North Melbourne,18,18,11,11,29,29,7,7,0,0,6,6,1,2,1,1,1,7,123,123
