Pos,Num,Player,MT,Team,K,Avg,H,Avg,D,Avg,M,Avg,HO,Avg,T,Avg,FF,FA,G,Avg,B,SC,Rat,Avg
1,14,Callum Mills,1,Sydney,23,23,14,14,37,37,11,11,0,0,5,5,6,0,1,1,0,6,162,162
2,5,Josh Dunkley,1,Western Bulldogs,11,11,17,17,28,28,7,7,0,0,10,10,4,0,1,1,0,6,138,138
3,4,Todd Marshall,1,Port Adelaide,12,12,2,2,14,14,11,11,4,4,7,7,1,0,5,5,1,31,137,137
4,5,Dan Houston,1,Port Adelaide,25,25,8,8,33,33,6,6,0,0,4,4,2,0,1,1,1,7,134,134
5,1,Nick Vlastuin,1,Richmond,22,22,8,8,30,30,12,12,0,0,3,3,1,0,0,0,0,0,131,131
6,13,Clayton Oliver,1,Melbourne,20,20,21,21,41,41,4,4,0,0,3,3,2,0,0,0,1,1,129,129
7,17,Jarryd Lyons,1,Brisbane Lions,25,25,5,5,30,30,1,1,0,0,10,10,3,3,1,1,0,6,128,128
8,15,Jayden Short,1,Richmond,23,23,7,7,30,30,9,9,0,0,4,4,1,0,0,0,0,0,127,127
9,21,Tom Liberatore,1,Western Bulldogs,17,17,16,16,33,33,0,0,0,0,10,10,2,0,0,0,2,2,127,127
10,31,Bailey Dale,1,Western Bulldogs,26,26,6,6,32,32,6,6,0,0,4,4,2,0,0,0,0,0,126,126
11,2,Zach Tuohy,1,Geelong,23,23,9,9,32,32,9,9,0,0,3,3,2,1,0,0,0,0,125,125
12,9,Patrick Cripps,1,Carlton,10,10,22,22,32,32,4,4,1,1,5,5,3,2,3,3,1,19,123,123
13,43,Reilly O'Brien,1,Adelaide,5,5,12,12,17,17,4,4,49,49,5,5,1,0,0,0,0,0,121,121
14,15,Sam Docherty,1,Carlton,22,22,10,10,32,32,7,7,0,0,3,3,2,0,0,0,0,0,121,121
15,5,Lachie Schultz,1,Fremantle,12,12,4,4,16,16,11,11,0,0,5,5,2,0,3,3,3,21,120,120
