Pos,Num,Player,MT,Team,K,Avg,H,Avg,D,Avg,M,Avg,HO,Avg,T,Avg,FF,FA,G,Avg,B,SC,Rat,Avg
1,6,Hugh McCluggage,1,Brisbane Lions,14,14,12,12,26,26,4,4,0,0,10,10,2,1,4,4,0,24,141,141
2,19,Thomas Lynch,1,Richmond,19,19,6,6,25,25,11,11,0,0,0,0,1,0,6,6,1,37,140,140
3,15,Ed Langdon,1,Melbourne,23,23,16,16,39,39,8,8,0,0,3,3,2,0,0,0,1,1,140,140
4,30,Charlie Curnow,1,Carlton,20,20,1,1,21,21,10,10,0,0,2,2,2,1,6,6,3,39,138,138
5,8,Andrew Brayshaw,1,Fremantle,20,20,14,14,34,34,6,6,0,0,7,7,0,0,0,0,0,0,134,134
6,46,Mark Blicavs,1,Geelong,12,12,13,13,25,25,7,7,21,21,8,8,3,2,0,0,0,0,133,133
7,15,Dayne Zorko,1,Brisbane Lions,21,21,5,5,26,26,10,10,0,0,8,8,0,1,0,0,0,0,132,132
8,3,Darcy Parish,1,Essendon,16,16,16,16,32,32,6,6,0,0,7,7,1,1,1,1,1,7,131,131
9,9,Patrick Cripps,1,Carlton,9,9,26,26,35,35,5,5,1,1,7,7,4,3,2,2,0,12,130,130
10,12,Jordan Dawson,1,Adelaide,23,23,7,7,30,30,10,10,0,0,3,3,0,1,1,1,0,6,128,128
11,4,Sean Darcy,1,Fremantle,9,9,8,8,17,17,7,7,42,42,3,3,1,0,1,1,0,6,125,125
12,22,Mitchell Duncan,1,Geelong,20,20,13,13,33,33,12,12,0,0,0,0,2,0,0,0,0,0,124,124
13,10,Angus Brayshaw,1,Melbourne,21,21,10,10,31,31,13,13,0,0,0,0,1,2,1,1,0,6,123,123
14,29,Rory Laird,1,Adelaide,14,14,19,19,33,33,5,5,0,0,7,7,2,1,0,0,0,0,122,122
15,24,David Swallow,1,Gold Coast,15,15,9,9,24,24,7,7,0,0,7,7,1,0,1,1,1,7,120,120
16,8,Jack Redden,1,West Coast,17,17,12,12,29,29,6,6,0,0,6,6,3,0,0,0,0,0,120,120
17,13,Clayton Oliver,1,Melbourne,15,15,23,23,38,38,4,4,0,0,4,4,0,0,0,0,0,0,119,119
18,25,Toby Nankervis,1,Richmond,9,9,14,14,23,23,5,5,33,33,5,5,1,2,0,0,0,0,118,118
