Pos,Num,Player,MT,Team,K,Avg,H,Avg,D,Avg,M,Avg,HO,Avg,T,Avg,FF,FA,G,Avg,B,SC,Rat,Avg
1,10,Angus Brayshaw,1,Melbourne,24,24,10,10,34,34,20,20,0,0,1,1,0,0,0,0,0,0,156,156
2,44,Tim English,1,Western Bulldogs,16,16,8,8,24,24,8,8,28,28,5,5,4,1,0,0,1,1,138,138
3,9,Patrick Cripps,1,Carlton,11,11,20,20,31,31,6,6,0,0,11,11,2,2,1,1,1,7,138,138
4,15,Sam Docherty,1,Carlton,23,23,10,10,33,33,13,13,0,0,3,3,1,1,0,0,0,0,138,138
5,5,Josh Dunkley,1,Western Bulldogs,13,13,18,18,31,31,5,5,0,0,11,11,3,2,0,0,1,1,132,132
6,5,Brad Crouch,1,St Kilda,13,13,16,16,29,29,4,4,0,0,9,9,3,0,1,1,0,6,128,128
7,14,Tim Taranto,1,GWS Giants,21,21,15,15,36,36,3,3,0,0,8,8,1,5,1,1,0,6,126,126
8,17,Jarryd Lyons,1,Brisbane Lions,24,24,4,4,28,28,8,8,0,0,2,2,1,1,2,2,0,12,122,122
9,29,George Hewett,1,Carlton,14,14,14,14,28,28,5,5,0,0,9,9,1,1,0,0,0,0,119,119
10,15,Jayden Short,1,Richmond,27,27,4,4,31,31,8,8,0,0,1,1,1,0,0,0,0,0,118,118
11,13,Clayton Oliver,1,Melbourne,20,20,18,18,38,38,8,8,0,0,1,1,1,3,0,0,1,1,117,117
12,25,Shannon Hurn,1,West Coast,20,20,7,7,27,27,12,12,0,0,1,1,2,0,0,0,0,0,116,116
13,43,Reilly O'Brien,1,Adelaide,5,5,8,8,13,13,3,3,45,45,9,9,0,2,0,0,0,0,115,115
14,12,Tom Green,1,GWS Giants,16,16,13,13,29,29,3,3,0,0,4,4,4,1,2,2,2,14,114,114
15,3,Stephen Coniglio,1,GWS Giants,16,16,16,16,32,32,3,3,0,0,5,5,2,0,0,0,3,3,114,114
16,7,Lachlan Hunter,1,Western Bulldogs,18,18,10,10,28,28,7,7,0,0,3,3,4,0,0,0,1,1,112,112
17,18,Sam Walsh,1,Carlton,18,18,14,14,32,32,8,8,0,0,1,1,2,0,0,0,0,0,112,112
18,16,Oliver Wines,1,Port Adelaide,13,13,17,17,30,30,4,4,0,0,7,7,0,1,0,0,1,1,111,111
19,9,Blake Acres,1,Fremantle,16,16,6,6,22,22,10,10,0,0,5,5,0,2,1,1,0,6,110,110
20,9,Changkuoth Jiath,1,Hawthorn,20,20,7,7,27,27,8,8,0,0,3,3,3,1,0,0,0,0,110,110
