Pos,Num,Player,MT,Team,K,Avg,H,Avg,D,Avg,M,Avg,HO,Avg,T,Avg,FF,FA,G,Avg,B,SC,Rat,Avg
1,11,Max Gawn,1,Melbourne,18,18,7,7,25,25,12,12,33,33,2,2,0,4,1,1,1,7,140,140
2,6,Zachary Williams,1,Carlton,31,31,5,5,36,36,5,5,0,0,5,5,2,1,0,0,0,0,137,137
3,2,Ben Keays,1,Adelaide,19,19,8,8,27,27,3,3,0,0,12,12,1,1,1,1,0,6,134,134
4,6,Bailey Smith,1,Western Bulldogs,20,20,16,16,36,36,7,7,0,0,4,4,1,0,0,0,1,1,131,131
5,9,Jack Steele,1,St Kilda,15,15,18,18,33,33,10,10,0,0,4,4,2,2,1,1,1,7,130,130
6,11,Jackson Macrae,1,Western Bulldogs,14,14,20,20,34,34,5,5,0,0,6,6,3,0,1,1,0,6,130,130
7,5,Josh Dunkley,1,Western Bulldogs,16,16,21,21,37,37,11,11,1,1,1,1,1,0,0,0,0,0,129,129
8,10,Travis Boak,1,Port Adelaide,18,18,17,17,35,35,8,8,0,0,4,4,2,1,0,0,0,0,127,127
9,17,Will Brodie,1,Fremantle,18,18,19,19,37,37,4,4,0,0,5,5,3,0,0,0,0,0,127,127
10,35,Nick Daicos,1,Collingwood,19,19,13,13,32,32,7,7,0,0,5,5,1,0,0,0,1,1,126,126
11,46,Mark Blicavs,1,Geelong,9,9,13,13,22,22,7,7,20,20,8,8,3,2,0,0,2,2,125,125
12,15,Jayden Short,1,Richmond,29,29,6,6,35,35,6,6,0,0,1,1,1,1,1,1,0,6,125,125
13,26,Riley Bonner,1,Port Adelaide,23,23,14,14,37,37,9,9,0,0,1,1,3,2,0,0,0,0,125,125
14,4,Brodie Grundy,1,Collingwood,14,14,5,5,19,19,5,5,33,33,6,6,3,1,0,0,0,0,124,124
15,29,Rory Laird,1,Adelaide,14,14,24,24,38,38,8,8,0,0,3,3,3,2,0,0,0,0,123,123
16,2,Jaidyn Stephenson,1,North Melbourne,16,16,8,8,24,24,7,7,0,0,8,8,4,0,0,0,1,1,122,122
17,7,Isaac Smith,1,Geelong,19,19,10,10,29,29,10,10,0,0,2,2,0,0,1,1,0,6,121,121
18,14,Lachie Weller,1,Gold Coast,24,24,7,7,31,31,8,8,0,0,1,1,1,0,1,1,0,6,121,121
19,5,Brad Crouch,1,St Kilda,15,15,14,14,29,29,5,5,0,0,7,7,2,0,0,0,0,0,118,118
20,29,George Hewett,1,Carlton,10,10,19,19,29,29,7,7,0,0,5,5,3,1,1,1,0,6,115,115
21,8,Bradley Hill,1,St Kilda,16,16,7,7,23,23,9,9,0,0,1,1,0,1,4,4,0,24,114,114
22,3,Dion Prestia,1,Richmond,15,15,15,15,30,30,7,7,0,0,3,3,0,0,1,1,0,6,114,114
23,35,Jack Sinclair,1,St Kilda,17,17,18,18,35,35,6,6,0,0,2,2,0,0,0,0,0,0,113,113
24,15,Noah Anderson,1,Gold Coast,25,25,10,10,35,35,2,2,0,0,1,1,1,0,1,1,0,6,112,112
25,3,Darcy Parish,1,Essendon,14,14,24,24,38,38,3,3,0,0,3,3,1,0,0,0,0,0,112,112
26,5,Isaac Heeney,1,Sydney,13,13,4,4,17,17,3,3,0,0,11,11,2,1,2,2,0,12,111,111
27,8,Andrew Brayshaw,1,Fremantle,14,14,12,12,26,26,5,5,0,0,6,6,2,1,1,1,0,6,110,110
28,12,Jy Simpkin,1,North Melbourne,18,18,15,15,33,33,3,3,0,0,4,4,1,2,1,1,0,6,110,110
29,30,Nathan O'Driscoll,1,Fremantle,14,14,6,6,20,20,5,5,0,0,6,6,2,0,2,2,2,14,109,109
30,1,Thomas Jonas,1,Port Adelaide,17,17,7,7,24,24,11,11,0,0,4,4,1,2,0,0,0,0,109,109
31,26,Tom Hawkins,1,Geelong,9,9,5,5,14,14,7,7,4,4,3,3,1,0,5,5,3,33,108,108
32,12,Max King,1,St Kilda,14,14,3,3,17,17,11,11,0,0,1,1,3,2,4,4,1,25,107,107
33,3,Ryan Burton,1,Port Adelaide,23,23,3,3,26,26,9,9,0,0,2,2,2,2,0,0,1,1,107,107
34,7,Josh Daicos,1,Collingwood,15,15,13,13,28,28,6,6,0,0,4,4,2,2,1,1,0,6,107,107
35,27,Justin McInerney,1,Sydney,18,18,12,12,30,30,6,6,0,0,1,1,3,1,1,1,1,7,107,107
36,14,Tim Taranto,1,GWS Giants,17,17,15,15,32,32,4,4,0,0,4,4,3,2,0,0,1,1,107,107
37,4,Marcus Bontempelli,1,Western Bulldogs,15,15,18,18,33,33,5,5,1,1,1,1,0,1,1,1,3,9,107,107
38,14,Callum Mills,1,Sydney,15,15,13,13,28,28,7,7,0,0,4,4,1,1,0,0,0,0,106,106
