Pos,Num,Player,MT,Team,K,Avg,H,Avg,D,Avg,M,Avg,HO,Avg,T,Avg,FF,FA,G,Avg,B,SC,Rat,Avg
1,11,Max Gawn,1,Melbourne,17,17,10,10,27,27,7,7,34,34,3,3,8,0,1,1,0,6,152,152
2,13,Luke Ryan,1,Fremantle,28,28,3,3,31,31,11,11,0,0,5,5,1,0,0,0,0,0,144,144
3,3,Christian Salem,1,Melbourne,24,24,8,8,32,32,14,14,0,0,1,1,1,1,0,0,1,1,133,133
4,35,Nick Daicos,1,Collingwood,21,21,14,14,35,35,4,4,0,0,7,7,3,1,0,0,2,2,133,133
5,13,Darcy Tucker,1,North Melbourne,22,22,7,7,29,29,12,12,0,0,4,4,0,0,0,0,0,0,132,132
6,14,Jordan Ridley,1,Essendon,24,24,7,7,31,31,12,12,0,0,1,1,0,0,1,1,0,6,132,132
7,6,Jordan Clark,1,Fremantle,23,23,12,12,35,35,8,8,0,0,4,4,1,2,0,0,0,0,128,128
8,10,Karl Amon,1,Hawthorn,21,21,8,8,29,29,11,11,0,0,4,4,0,1,0,0,0,0,125,125
9,38,Lachlan Sholl,1,Adelaide,22,22,12,12,34,34,9,9,0,0,1,1,0,1,1,1,0,6,124,124
10,12,Jordan Dawson,1,Adelaide,23,23,9,9,32,32,9,9,0,0,1,1,1,3,2,2,1,13,123,123
11,9,Jack Steele,1,St Kilda,15,15,18,18,33,33,10,10,0,0,2,2,0,1,1,1,0,6,122,122
12,32,Kieren Briggs,1,GWS Giants,11,11,12,12,23,23,1,1,44,44,7,7,1,4,0,0,0,0,121,121
13,38,Tristan Xerri,1,North Melbourne,9,9,13,13,22,22,3,3,34,34,6,6,2,1,0,0,1,1,120,120
14,4,Brodie Grundy,1,Sydney,7,7,8,8,15,15,3,3,46,46,7,7,2,1,0,0,0,0,119,119
15,21,Errol Gulden,1,Sydney,20,20,5,5,25,25,5,5,0,0,7,7,0,0,1,1,0,6,119,119
16,14,Darcy Cameron,1,Collingwood,14,14,7,7,21,21,4,4,35,35,3,3,2,0,0,0,0,0,117,117
