Pos,Num,Player,MT,Team,K,Avg,H,Avg,D,Avg,M,Avg,HO,Avg,T,Avg,FF,FA,G,Avg,B,SC,Rat,Avg
1,19,Rowan Marshall,1,St Kilda,20,20,11,11,31,31,7,7,39,39,9,9,4,4,0,0,1,1,171,171
2,15,Dayne Zorko,1,Brisbane Lions,25,25,10,10,35,35,15,15,0,0,0,0,2,0,1,1,0,6,148,148
3,15,Noah Anderson,1,Gold Coast,18,18,24,24,42,42,3,3,0,0,4,4,2,0,2,2,1,13,142,142
4,6,Jordan Clark,1,Fremantle,24,24,5,5,29,29,8,8,0,0,8,8,3,0,0,0,0,0,141,141
5,5,Dan Houston,1,Port Adelaide,16,16,6,6,22,22,8,8,0,0,10,10,0,2,3,3,0,18,136,136
6,15,Blake Hardwick,1,Hawthorn,18,18,5,5,23,23,6,6,0,0,4,4,4,0,5,5,0,30,132,132
7,18,Matthew Rowell,1,Gold Coast,16,16,19,19,35,35,0,0,0,0,10,10,3,1,1,1,0,6,132,132
8,2,Jake Waterman,1,West Coast,14,14,3,3,17,17,13,13,0,0,2,2,0,0,5,5,1,31,126,126
9,13,Luke Ryan,1,Fremantle,23,23,4,4,27,27,13,13,0,0,2,2,1,0,0,0,1,1,126,126
10,6,Alex Sexton,1,Gold Coast,19,19,13,13,32,32,10,10,0,0,3,3,1,0,0,0,0,0,126,126
11,5,Isaac Heeney,1,Sydney,14,14,10,10,24,24,4,4,0,0,8,8,3,1,3,3,1,19,125,125
12,27,Harrison Himmelberg,1,GWS Giants,19,19,11,11,30,30,12,12,0,0,3,3,1,1,0,0,0,0,125,125
13,8,James Rowbottom,1,Sydney,11,11,8,8,19,19,2,2,0,0,16,16,1,1,1,1,0,6,123,123
14,9,Lachie Neale,1,Brisbane Lions,18,18,18,18,36,36,11,11,0,0,0,0,1,1,0,0,1,1,122,122
15,3,Sam Flanders,1,Gold Coast,19,19,18,18,37,37,7,7,0,0,2,2,3,1,0,0,0,0,122,122
16,16,Zac Fisher,1,North Melbourne,22,22,9,9,31,31,11,11,0,0,1,1,0,0,0,0,0,0,121,121
17,9,John Noble,1,Collingwood,19,19,10,10,29,29,11,11,0,0,1,1,0,0,1,1,0,6,120,120
18,3,Joe Daniher,1,Brisbane Lions,18,18,2,2,20,20,11,11,2,2,2,2,1,1,3,3,2,20,119,119
19,3,Harry Sheezel,1,North Melbourne,17,17,15,15,32,32,9,9,0,0,4,4,1,2,0,0,0,0,119,119
20,5,Matt Crouch,1,Adelaide,9,9,25,25,34,34,4,4,0,0,7,7,2,0,0,0,0,0,119,119
21,25,Jack Crisp,1,Collingwood,16,16,9,9,25,25,3,3,0,0,10,10,0,1,1,1,0,6,118,118
22,35,Jack Sinclair,1,St Kilda,21,21,8,8,29,29,9,9,0,0,3,3,0,0,0,0,0,0,118,118
23,7,Josh Daicos,1,Collingwood,19,19,11,11,30,30,7,7,0,0,4,4,2,0,0,0,0,0,118,118
24,24,Nic Newman,1,Carlton,24,24,8,8,32,32,8,8,0,0,3,3,0,2,0,0,0,0,118,118
25,1,Chad Warner,1,Sydney,15,15,13,13,28,28,4,4,0,0,4,4,1,1,3,3,2,20,117,117
26,12,Jordan Dawson,1,Adelaide,16,16,13,13,29,29,5,5,0,0,7,7,0,0,0,0,0,0,117,117
27,9,Luke Jackson,1,Fremantle,3,3,22,22,25,25,3,3,39,39,6,6,3,4,0,0,0,0,116,116
28,21,Errol Gulden,1,Sydney,24,24,4,4,28,28,10,10,0,0,3,3,0,2,0,0,0,0,116,116
