"","venue_name","match_id","match_home_team","match_away_team","match_date","match_local_time","match_attendance","match_round","match_home_team_goals","match_home_team_behinds","match_home_team_score","match_away_team_goals","match_away_team_behinds","match_away_team_score","match_margin","match_winner","match_weather_temp_c","match_weather_type","player_id","player_first_name","player_last_name","player_height_cm","player_weight_kg","player_is_retired","player_team","guernsey_number","kicks","marks","handballs","disposals","effective_disposals","disposal_efficiency_percentage","goals","behinds","hitouts","tackles","rebounds","inside_fifties","clearances","clangers","free_kicks_for","free_kicks_against","brownlow_votes","contested_possessions","uncontested_possessions","contested_marks","marks_inside_fifty","one_percenters","bounces","goal_assists","time_on_ground_percentage","afl_fantasy_score","supercoach_score","centre_clearances","stoppage_clearances","score_involvements","metres_gained","turnovers","intercepts","tackles_inside_fifty","contest_def_losses","contest_def_one_on_ones","contest_off_one_on_ones","contest_off_wins","def_half_pressure_acts","effective_kicks","f50_ground_ball_gets","ground_ball_gets","hitouts_to_advantage","hitout_win_percentage","intercept_marks","marks_on_lead","pressure_acts","rating_points","ruck_contests","score_launches","shots_at_goal","spoils","subbed","player_position","date"
"2875","Marvel Stadium",16911,"Essendon","North Melbourne","2025-05-01","19:30:00",0,"8",9,11,65,9,8,62,3,"Essendon",18,"MOSTLY_SUNNY",12857,"Harrison","Jones",196,0,NA,"Essendon",23,4,1,3,7,6,86,0,0,0,1,0,2,0,1,3,0,0,3,6,0,0,0,0,0,59,28,NA,0,0,1,106,2,1,0,0,0,0,0,3,4,0,0,0,0,0,0,10,1.2,0,0,0,0,NA,"INT",2025-05-01
"2876","Marvel Stadium",16911,"Essendon","North Melbourne","2025-05-01","19:30:00",0,"8",9,11,65,9,8,62,3,"Essendon",18,"MOSTLY_SUNNY",12867,"Tom","Powell",184,0,NA,"North Melbourne",24,14,2,14,28,20,71,0,0,0,9,1,7,6,5,1,1,0,10,18,0,2,2,0,0,82,110,NA,1,5,3,391,3,3,0,0,0,0,0,9,9,0,8,0,0,1,0,16,13.1,0,2,1,0,NA,"HBFR",2025-05-01
"2877","Marvel Stadium",16911,"Essendon","North Melbourne","2025-05-01","19:30:00",0,"8",9,11,65,9,8,62,3,"Essendon",18,"MOSTLY_SUNNY",12874,"Jaxon","Prior",189,0,NA,"Essendon",25,7,3,6,13,11,85,0,0,0,3,1,1,0,3,2,2,0,4,9,0,0,3,0,0,80,50,NA,0,0,2,96,1,3,0,0,1,0,0,7,7,0,2,0,0,0,0,9,1,0,0,0,2,NA,"HBFR",2025-05-01
"2878","Marvel Stadium",16911,"Essendon","North Melbourne","2025-05-01","19:30:00",0,"8",9,11,65,9,8,62,3,"Essendon",18,"MOSTLY_SUNNY",12878,"Will","Phillips",181,0,NA,"North Melbourne",29,5,1,10,15,11,73,0,0,0,9,1,0,5,3,0,2,0,10,5,0,0,0,0,0,60,68,NA,1,4,2,88,1,3,2,0,0,0,0,11,1,0,8,0,0,1,0,20,10.4,0,1,0,0,NA,"INT",2025-05-01
"2879","Marvel Stadium",16911,"Essendon","North Melbourne","2025-05-01","19:30:00",0,"8",9,11,65,9,8,62,3,"Essendon",18,"MOSTLY_SUNNY",12880,"Archie","Perkins",188,0,NA,"Essendon",16,9,6,6,15,12,80,3,1,0,2,1,3,1,2,0,1,0,2,14,0,3,1,1,0,86,81,NA,0,1,6,352,2,0,0,0,0,0,0,5,7,0,2,0,0,0,1,17,13.4,0,0,4,1,NA,"WR",2025-05-01
"2880","Marvel Stadium",16911,"Essendon","North Melbourne","2025-05-01","19:30:00",0,"8",9,11,65,9,8,62,3,"Essendon",18,"MOSTLY_SUNNY",12891,"Zach","Reid",202,0,NA,"Essendon",31,12,6,3,15,12,80,0,0,0,7,2,0,0,1,2,0,0,7,8,0,0,9,0,0,100,90,NA,0,0,2,290,3,7,0,0,3,0,0,3,10,0,4,0,0,0,0,7,12.4,0,0,0,9,NA,"CHB",2025-05-01
"2881","Marvel Stadium",16911,"Essendon","North Melbourne","2025-05-01","19:30:00",0,"8",9,11,65,9,8,62,3,"Essendon",18,"MOSTLY_SUNNY",12926,"Sam","Durham",185,0,NA,"Essendon",22,10,3,15,25,22,88,0,0,0,4,2,2,5,2,0,0,0,10,14,0,0,2,0,1,79,85,NA,2,3,6,320,1,3,0,0,0,0,0,11,7,1,9,0,0,1,0,21,23.3,0,1,0,0,NA,"R",2025-05-01
"2882","Marvel Stadium",16911,"Essendon","North Melbourne","2025-05-01","19:30:00",0,"8",9,11,65,9,8,62,3,"Essendon",18,"MOSTLY_SUNNY",12939,"Charlie","Comben",199,0,NA,"North Melbourne",30,7,3,5,12,11,92,0,0,0,0,2,2,0,5,1,4,0,3,7,1,0,6,0,0,97,29,NA,0,0,0,167,1,4,0,0,1,0,0,4,6,0,1,0,0,1,0,6,4.5,0,0,0,6,NA,"BPL",2025-05-01
"2883","Marvel Stadium",16911,"Essendon","North Melbourne","2025-05-01","19:30:00",0,"8",9,11,65,9,8,62,3,"Essendon",18,"MOSTLY_SUNNY",12950,"Nic","Martin",192,0,NA,"Essendon",37,11,5,10,21,17,81,1,0,0,3,1,2,0,2,0,2,0,4,16,0,1,1,3,0,86,80,NA,0,0,7,366,5,3,0,0,0,0,0,4,8,1,4,0,0,0,0,6,11.6,0,1,1,1,NA,"HFFR",2025-05-01
"2884","Marvel Stadium",16911,"Essendon","North Melbourne","2025-05-01","19:30:00",0,"8",9,11,65,9,8,62,3,"Essendon",18,"MOSTLY_SUNNY",12972,"Ben","Hobbs",183,0,NA,"Essendon",8,8,3,4,12,7,58,1,2,0,4,1,3,1,2,1,1,0,4,9,0,1,0,1,1,76,63,NA,0,1,6,270,2,0,0,0,0,0,0,3,3,0,2,0,0,0,2,16,8,0,0,3,0,NA,"RR",2025-05-01
"2885","Marvel Stadium",16911,"Essendon","North Melbourne","2025-05-01","19:30:00",0,"8",9,11,65,9,8,62,3,"Essendon",18,"MOSTLY_SUNNY",13005,"Jackson","Archer",187,0,NA,"North Melbourne",34,1,0,0,1,1,100,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,1,0,0,36,4,NA,0,0,0,9,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0.3,0,0,0,1,NA,"BPR",2025-05-01
"2886","Marvel Stadium",16911,"Essendon","North Melbourne","2025-05-01","19:30:00",0,"8",9,11,65,9,8,62,3,"Essendon",18,"MOSTLY_SUNNY",13020,"Jye","Menzie",180,0,NA,"Essendon",29,1,1,3,4,2,50,0,0,0,0,1,0,0,2,0,1,0,1,3,0,0,1,0,0,47,9,NA,0,0,1,30,2,1,0,0,0,0,0,5,0,0,1,0,0,0,0,8,0.7,0,0,1,0,NA,"SUB",2025-05-01
"2887","Marvel Stadium",16911,"Essendon","North Melbourne","2025-05-01","19:30:00",0,"8",9,11,65,9,8,62,3,"Essendon",18,"MOSTLY_SUNNY",13021,"Kallan","Dawson",196,0,NA,"North Melbourne",42,3,4,5,8,6,75,0,0,0,2,2,0,0,2,1,2,0,2,6,0,0,3,0,0,89,34,NA,0,0,1,164,1,1,0,0,1,0,0,4,2,0,1,0,0,0,0,6,2.2,0,0,0,2,NA,"FB",2025-05-01
"2888","Marvel Stadium",16911,"Essendon","North Melbourne","2025-05-01","19:30:00",0,"8",9,11,65,9,8,62,3,"Essendon",18,"MOSTLY_SUNNY",13030,"Harry","Sheezel",185,0,NA,"North Melbourne",3,21,9,11,32,23,72,0,0,0,5,4,2,0,5,2,0,0,1,29,1,0,2,0,0,90,134,NA,0,0,3,591,8,2,0,0,0,0,0,14,14,0,0,0,0,1,1,22,3.7,0,0,0,0,NA,"HFFR",2025-05-01
"2889","Marvel Stadium",16911,"Essendon","North Melbourne","2025-05-01","19:30:00",0,"8",9,11,65,9,8,62,3,"Essendon",18,"MOSTLY_SUNNY",13087,"Elijah","Tsatas",187,0,NA,"Essendon",5,6,1,10,16,10,63,0,0,0,0,2,0,5,4,2,2,0,9,7,0,0,1,0,0,60,37,NA,2,3,2,118,4,2,0,0,0,0,0,4,2,0,6,0,0,0,0,12,7,0,2,0,0,NA,"INT",2025-05-01
"2890","Marvel Stadium",16911,"Essendon","North Melbourne","2025-05-01","19:30:00",0,"8",9,11,65,9,8,62,3,"Essendon",18,"MOSTLY_SUNNY",13104,"Zane","Duursma",190,0,NA,"North Melbourne",7,5,2,4,9,6,67,1,2,0,0,0,2,1,1,0,0,0,4,5,1,1,0,0,0,65,37,NA,0,1,4,116,1,1,0,0,0,0,0,1,2,1,3,0,0,0,0,7,5.2,0,1,3,0,NA,"WL",2025-05-01
"2891","Marvel Stadium",16911,"Essendon","North Melbourne","2025-05-01","19:30:00",0,"8",9,11,65,9,8,62,3,"Essendon",18,"MOSTLY_SUNNY",13105,"Colby","McKercher",182,0,NA,"North Melbourne",10,6,3,5,11,8,73,1,0,0,2,0,2,0,1,0,1,0,2,10,0,0,0,2,0,84,48,NA,0,0,4,175,3,1,0,0,0,0,0,5,3,2,2,0,0,0,1,18,7.4,0,1,1,0,NA,"WR",2025-05-01
"2892","Marvel Stadium",16911,"Essendon","North Melbourne","2025-05-01","19:30:00",0,"8",9,11,65,9,8,62,3,"Essendon",18,"MOSTLY_SUNNY",13129,"Riley","Hardeman",184,0,NA,"North Melbourne",17,12,7,3,15,14,93,0,0,0,2,2,1,0,1,2,0,0,3,13,0,0,4,1,0,79,73,NA,0,0,1,270,2,4,0,0,0,0,0,6,11,0,0,0,0,1,0,7,6.5,0,0,0,3,NA,"INT",2025-05-01
"2893","Marvel Stadium",16911,"Essendon","North Melbourne","2025-05-01","19:30:00",0,"8",9,11,65,9,8,62,3,"Essendon",18,"MOSTLY_SUNNY",13149,"Nate","Caddy",193,0,NA,"Essendon",30,9,5,6,15,8,53,2,3,0,0,0,2,0,1,2,0,0,6,8,0,2,0,0,0,73,71,NA,0,0,5,229,3,0,0,0,0,1,0,2,5,1,4,0,0,0,3,6,5,0,0,5,0,NA,"INT",2025-05-01
"2894","Marvel Stadium",16911,"Essendon","North Melbourne","2025-05-01","19:30:00",0,"8",9,11,65,9,8,62,3,"Essendon",18,"MOSTLY_SUNNY",13169,"Archie","Roberts",184,0,NA,"Essendon",21,11,6,15,26,21,81,0,0,0,3,3,1,2,3,1,0,0,8,17,0,0,0,0,0,93,94,NA,0,2,3,225,5,8,0,0,0,0,0,6,7,0,7,0,0,0,1,9,7,0,2,0,0,NA,"CHF",2025-05-01
"2895","Marvel Stadium",16911,"Essendon","North Melbourne","2025-05-01","19:30:00",0,"8",9,11,65,9,8,62,3,"Essendon",18,"MOSTLY_SUNNY",13180,"Isaac","Kako",176,0,NA,"Essendon",10,5,1,7,12,9,75,1,0,0,0,1,4,0,1,0,0,0,5,7,0,0,0,3,0,80,38,NA,0,0,6,254,0,1,0,0,0,0,0,2,2,4,5,0,0,0,0,11,11,0,0,2,0,NA,"FPR",2025-05-01
"2896","Marvel Stadium",16911,"Essendon","North Melbourne","2025-05-01","19:30:00",0,"8",9,11,65,9,8,62,3,"Essendon",18,"MOSTLY_SUNNY",13186,"Jacob","Konstanty",177,0,NA,"North Melbourne",41,4,1,1,5,3,60,0,1,0,2,0,1,0,2,0,1,0,2,3,0,1,1,0,1,62,23,NA,0,0,2,145,1,0,1,0,0,0,0,2,2,1,2,0,0,0,0,14,0.5,0,0,2,1,NA,"INT",2025-05-01
"2897","Marvel Stadium",16911,"Essendon","North Melbourne","2025-05-01","19:30:00",0,"8",9,11,65,9,8,62,3,"Essendon",18,"MOSTLY_SUNNY",13187,"Finn","O'Sullivan",183,0,NA,"North Melbourne",2,8,2,3,11,11,100,0,0,0,4,4,3,0,1,0,1,0,2,5,0,0,1,0,0,68,49,NA,0,0,2,240,4,6,0,0,1,0,0,13,8,0,2,0,0,1,0,18,6.1,0,0,0,1,NA,"INT",2025-05-01
"2898","Marvel Stadium",16911,"Essendon","North Melbourne","2025-05-01","19:30:00",0,"8",9,11,65,9,8,62,3,"Essendon",18,"MOSTLY_SUNNY",13220,"Finnbar","Maley",197,0,NA,"North Melbourne",39,5,3,3,8,3,38,1,1,0,2,0,2,0,1,1,1,0,5,3,3,2,2,0,0,78,43,NA,0,0,3,125,2,1,2,0,0,2,0,1,1,0,1,0,0,0,0,5,4.4,0,0,3,2,NA,"FPR",2025-05-01
"2899","Marvel Stadium",16912,"St Kilda","Fremantle","2025-05-02","19:40:00",0,"8",14,10,94,5,3,33,61,"St Kilda",21,"SUNNY",12066,"Bradley","Hill",182,0,FALSE,"St Kilda",8,11,0,10,21,16,76,1,0,0,1,3,4,1,3,1,1,0,6,15,0,0,3,0,1,91,61,NA,0,1,5,251,2,2,0,0,1,0,0,4,6,1,4,0,0,0,0,8,15.2,0,1,1,0,NA,"CHF",2025-05-02
"2900","Marvel Stadium",16912,"St Kilda","Fremantle","2025-05-02","19:40:00",0,"8",14,10,94,5,3,33,61,"St Kilda",21,"SUNNY",12172,"Jack","Macrae",192,0,FALSE,"St Kilda",6,19,6,19,38,27,71,0,0,0,8,2,5,14,5,3,3,0,25,15,0,0,2,0,1,82,139,NA,5,9,10,287,3,5,0,0,1,0,0,5,11,2,16,0,0,0,0,14,20.1,0,3,0,0,NA,"RR",2025-05-02
"2901","Marvel Stadium",16912,"St Kilda","Fremantle","2025-05-02","19:40:00",0,"8",14,10,94,5,3,33,61,"St Kilda",21,"SUNNY",12194,"Jimmy","Webster",188,0,FALSE,"St Kilda",29,14,7,7,21,18,86,0,0,0,2,3,1,0,3,0,1,0,6,15,0,0,2,0,0,82,82,NA,0,0,2,231,2,7,0,0,0,0,0,6,12,0,6,0,0,2,1,8,8,0,1,0,2,NA,"BPR",2025-05-02
"2902","Marvel Stadium",16912,"St Kilda","Fremantle","2025-05-02","19:40:00",0,"8",14,10,94,5,3,33,61,"St Kilda",21,"SUNNY",12337,"Jack","Sinclair",181,0,FALSE,"St Kilda",35,10,2,9,19,19,100,0,0,0,1,2,2,1,0,1,0,0,6,11,0,0,0,0,0,82,59,NA,0,1,4,172,1,5,0,0,0,0,0,4,10,1,5,0,0,1,0,6,11.3,0,2,0,0,NA,"HBFR",2025-05-02
"2903","Marvel Stadium",16912,"St Kilda","Fremantle","2025-05-02","19:40:00",0,"8",14,10,94,5,3,33,61,"St Kilda",21,"SUNNY",12361,"Alex","Pearce",201,0,FALSE,"Fremantle",25,11,6,7,18,16,89,0,0,0,3,3,3,0,3,3,1,0,8,10,4,0,5,0,0,96,77,NA,0,0,2,301,3,10,0,1,4,0,0,9,9,0,3,0,0,4,0,10,19.1,0,2,0,4,NA,"FB",2025-05-02
"2904","Marvel Stadium",16912,"St Kilda","Fremantle","2025-05-02","19:40:00",0,"8",14,10,94,5,3,33,61,"St Kilda",21,"SUNNY",12377,"Jack","Steele",187,0,FALSE,"St Kilda",9,12,2,10,22,17,77,1,0,0,11,0,4,4,1,4,1,0,8,14,0,1,0,0,0,81,113,NA,1,3,6,277,2,2,0,0,0,0,0,10,9,0,5,0,0,0,0,16,12.1,0,2,1,0,NA,"R",2025-05-02
"2905","Marvel Stadium",16912,"St Kilda","Fremantle","2025-05-02","19:40:00",0,"8",14,10,94,5,3,33,61,"St Kilda",21,"SUNNY",12426,"Dougal","Howard",199,0,FALSE,"St Kilda",20,9,7,2,11,11,100,0,0,0,1,2,0,0,1,2,0,0,2,8,0,0,4,0,0,75,58,NA,0,0,2,246,1,3,0,0,2,0,0,4,9,0,0,0,0,0,0,5,5.4,0,0,0,4,NA,"BPL",2025-05-02
"2906","Marvel Stadium",16912,"St Kilda","Fremantle","2025-05-02","19:40:00",0,"8",14,10,94,5,3,33,61,"St Kilda",21,"SUNNY",12461,"Corey","Wagner",181,0,FALSE,"Fremantle",34,9,0,4,13,10,77,0,0,0,16,2,3,1,3,1,2,0,6,7,0,0,2,0,1,76,94,NA,0,1,3,230,1,3,3,0,0,0,0,15,7,1,5,0,0,0,0,24,13.9,0,0,0,0,NA,"INT",2025-05-02
"2907","Marvel Stadium",16912,"St Kilda","Fremantle","2025-05-02","19:40:00",0,"8",14,10,94,5,3,33,61,"St Kilda",21,"SUNNY",12542,"Shai","Bolton",176,0,FALSE,"Fremantle",15,3,1,4,7,3,43,0,0,0,2,0,2,1,6,0,2,0,4,3,1,1,0,1,0,86,22,NA,0,1,1,86,2,1,1,0,0,0,0,3,0,0,3,0,0,0,0,8,-1.9,0,0,2,0,NA,"HFFR",2025-05-02
"2908","Marvel Stadium",16912,"St Kilda","Fremantle","2025-05-02","19:40:00",0,"8",14,10,94,5,3,33,61,"St Kilda",21,"SUNNY",12550,"Luke","Ryan",186,0,FALSE,"Fremantle",13,19,7,5,24,22,92,0,0,0,3,6,3,0,3,1,1,0,4,14,0,0,2,0,0,82,98,NA,0,0,0,602,6,7,0,0,2,0,0,6,17,0,3,0,0,1,0,7,9.8,0,0,0,2,NA,"BPL",2025-05-02
"2909","Marvel Stadium",16912,"St Kilda","Fremantle","2025-05-02","19:40:00",0,"8",14,10,94,5,3,33,61,"St Kilda",21,"SUNNY",12552,"Brennan","Cox",195,0,FALSE,"Fremantle",36,11,10,3,14,12,86,0,0,0,0,7,0,0,3,1,2,0,7,9,4,0,5,0,0,83,64,NA,0,0,1,247,3,8,0,1,1,0,0,4,9,0,2,0,0,5,1,7,10.4,0,1,0,5,NA,"BPR",2025-05-02
"2910","Marvel Stadium",16912,"St Kilda","Fremantle","2025-05-02","19:40:00",0,"8",14,10,94,5,3,33,61,"St Kilda",21,"SUNNY",12555,"Sean","Darcy",203,0,FALSE,"Fremantle",4,6,2,2,8,6,75,0,0,32,4,4,1,2,1,2,1,0,5,2,1,0,0,0,0,68,75,NA,0,2,2,52,0,2,2,0,0,1,1,6,5,0,1,5,50.8,1,0,14,5.6,63,2,0,0,NA,"RK",2025-05-02
"2911","Marvel Stadium",16912,"St Kilda","Fremantle","2025-05-02","19:40:00",0,"8",14,10,94,5,3,33,61,"St Kilda",21,"SUNNY",12572,"Rowan","Marshall",201,0,FALSE,"St Kilda",19,7,2,6,13,7,54,0,2,38,5,1,2,3,4,1,3,0,8,7,0,0,2,0,1,87,91,NA,2,1,8,125,1,1,0,0,0,0,0,3,3,0,2,11,39.6,0,2,8,11.9,96,5,2,0,NA,"RK",2025-05-02
"2912","Marvel Stadium",16912,"St Kilda","Fremantle","2025-05-02","19:40:00",0,"8",14,10,94,5,3,33,61,"St Kilda",21,"SUNNY",12596,"Andrew","Brayshaw",185,0,FALSE,"Fremantle",8,12,4,6,18,13,72,0,0,0,7,2,4,1,6,2,4,0,6,14,0,0,2,0,0,84,78,NA,0,1,5,343,4,5,1,0,0,0,0,11,9,1,5,0,0,1,1,19,7.3,0,0,0,1,NA,"R",2025-05-02
"2913","Marvel Stadium",16912,"St Kilda","Fremantle","2025-05-02","19:40:00",0,"8",14,10,94,5,3,33,61,"St Kilda",21,"SUNNY",12616,"Jack","Higgins",178,0,FALSE,"St Kilda",1,6,2,6,12,8,67,1,0,0,2,0,3,0,1,3,0,0,8,5,0,1,0,0,3,81,53,NA,0,0,6,176,1,2,1,0,0,1,0,1,4,4,5,0,0,0,1,8,10.9,0,1,3,0,NA,"FPR",2025-05-02
"2914","Marvel Stadium",16912,"St Kilda","Fremantle","2025-05-02","19:40:00",0,"8",14,10,94,5,3,33,61,"St Kilda",21,"SUNNY",12657,"Quinton","Narkle",182,0,FALSE,"Fremantle",19,5,2,2,7,7,100,1,0,0,2,1,0,0,0,0,0,0,1,6,0,0,0,0,0,48,39,NA,0,0,3,121,0,1,0,0,0,0,0,3,5,1,1,0,0,1,0,6,8.7,0,0,1,0,NA,"SUB",2025-05-02
"2915","Marvel Stadium",16912,"St Kilda","Fremantle","2025-05-02","19:40:00",0,"8",14,10,94,5,3,33,61,"St Kilda",21,"SUNNY",12679,"Sam","Switkowski",179,0,FALSE,"Fremantle",39,3,3,4,7,5,71,0,0,0,3,1,2,0,1,0,1,0,1,6,0,0,2,0,0,84,35,NA,0,0,1,96,2,1,0,0,0,1,0,5,1,0,1,0,0,0,1,16,0.7,0,0,0,1,NA,"CHF",2025-05-02
"2916","Marvel Stadium",16912,"St Kilda","Fremantle","2025-05-02","19:40:00",0,"8",14,10,94,5,3,33,61,"St Kilda",21,"SUNNY",12688,"Jordan","Clark",185,0,FALSE,"Fremantle",6,9,2,7,16,12,75,0,0,0,4,4,1,0,5,1,1,0,3,10,0,0,3,0,0,96,61,NA,0,0,1,318,3,6,0,0,0,0,0,11,6,0,3,0,0,0,0,17,7,0,0,0,1,NA,"HBFR",2025-05-02
"2917","Marvel Stadium",16912,"St Kilda","Fremantle","2025-05-02","19:40:00",0,"8",14,10,94,5,3,33,61,"St Kilda",21,"SUNNY",12701,"Callum","Wilkie",191,0,FALSE,"St Kilda",44,20,14,4,24,20,83,0,0,0,3,0,0,0,2,1,0,0,5,19,0,0,3,1,0,97,123,NA,0,0,7,298,2,8,0,1,3,0,0,3,16,0,4,0,0,2,1,5,9.7,0,3,0,2,NA,"FB",2025-05-02
"2918","Marvel Stadium",16912,"St Kilda","Fremantle","2025-05-02","19:40:00",0,"8",14,10,94,5,3,33,61,"St Kilda",21,"SUNNY",12721,"Liam","Stocker",184,0,FALSE,"St Kilda",14,10,6,1,11,7,64,0,0,0,2,3,1,2,2,1,0,0,4,6,1,0,2,0,0,87,59,NA,0,2,2,293,4,4,1,0,0,0,0,2,6,0,2,0,0,2,1,3,5.3,0,1,0,1,NA,"C",2025-05-02
"2919","Marvel Stadium",16912,"St Kilda","Fremantle","2025-05-02","19:40:00",0,"8",14,10,94,5,3,33,61,"St Kilda",21,"SUNNY",12777,"Hayden","Young",189,0,NA,"Fremantle",26,3,1,5,8,5,63,1,0,0,4,0,1,0,2,0,2,0,2,6,0,0,0,0,0,27,38,NA,0,0,1,63,1,1,3,0,0,1,0,1,3,0,1,0,0,0,0,7,2.4,0,0,1,0,NA,"C",2025-05-02
"2920","Marvel Stadium",16912,"St Kilda","Fremantle","2025-05-02","19:40:00",0,"8",14,10,94,5,3,33,61,"St Kilda",21,"SUNNY",12779,"Luke","Jackson",199,0,NA,"Fremantle",9,5,3,6,11,10,91,0,0,16,3,1,0,2,1,2,0,0,8,3,2,0,2,0,0,72,66,NA,1,1,2,47,1,0,0,0,0,2,0,1,5,0,4,1,48.5,0,0,8,7.6,33,0,0,2,NA,"FPL",2025-05-02
"2921","Marvel Stadium",16912,"St Kilda","Fremantle","2025-05-02","19:40:00",0,"8",14,10,94,5,3,33,61,"St Kilda",21,"SUNNY",12786,"Caleb","Serong",180,0,NA,"Fremantle",3,4,1,11,15,11,73,0,0,0,8,2,1,8,3,2,2,0,12,4,0,0,1,0,0,85,65,NA,2,6,2,159,2,1,0,0,0,0,0,13,2,1,7,0,0,0,0,26,10.8,0,2,0,0,NA,"RR",2025-05-02
"2922","Marvel Stadium",16912,"St Kilda","Fremantle","2025-05-02","19:40:00",0,"8",14,10,94,5,3,33,61,"St Kilda",21,"SUNNY",12803,"Michael","Frederick",183,0,NA,"Fremantle",32,5,4,5,10,7,70,0,1,0,4,1,2,0,4,0,1,0,2,8,0,1,2,0,0,80,51,NA,0,0,2,173,3,2,0,0,0,0,0,9,4,1,2,0,0,1,0,14,0.2,0,0,1,1,NA,"HFFL",2025-05-02
"2923","Marvel Stadium",16912,"St Kilda","Fremantle","2025-05-02","19:40:00",0,"8",14,10,94,5,3,33,61,"St Kilda",21,"SUNNY",12804,"Ryan","Byrnes",181,0,NA,"St Kilda",13,11,2,5,16,7,44,0,0,0,5,2,6,2,5,0,0,0,6,11,0,1,3,0,3,79,69,NA,0,2,6,410,5,0,0,0,1,1,0,2,3,2,5,0,0,0,0,15,11,0,0,1,1,NA,"WR",2025-05-02
"2924","Marvel Stadium",16912,"St Kilda","Fremantle","2025-05-02","19:40:00",0,"8",14,10,94,5,3,33,61,"St Kilda",21,"SUNNY",12821,"Jeremy","Sharp",189,0,NA,"Fremantle",14,11,3,6,17,10,59,0,0,0,1,0,3,1,3,1,0,0,1,16,0,0,0,2,0,92,59,NA,0,1,2,369,4,0,0,0,0,1,0,4,5,0,0,0,0,0,0,5,2,0,0,0,0,NA,"WL",2025-05-02
"2925","Marvel Stadium",16912,"St Kilda","Fremantle","2025-05-02","19:40:00",0,"8",14,10,94,5,3,33,61,"St Kilda",21,"SUNNY",12876,"Heath","Chapman",193,0,NA,"Fremantle",5,8,3,0,8,6,75,0,0,0,3,4,0,0,5,0,2,0,0,7,0,0,3,0,0,80,39,NA,0,0,0,279,3,3,0,0,0,0,0,9,6,0,0,0,0,1,0,10,1.5,0,0,0,2,NA,"HBFL",2025-05-02
"2926","Marvel Stadium",16912,"St Kilda","Fremantle","2025-05-02","19:40:00",0,"8",14,10,94,5,3,33,61,"St Kilda",21,"SUNNY",12888,"Josh","Treacy",195,0,NA,"Fremantle",35,4,4,2,6,3,50,0,0,0,0,1,1,0,2,0,0,0,3,3,3,0,1,0,1,86,28,NA,0,0,1,78,2,0,0,0,0,3,1,3,1,0,0,0,0,0,1,7,3.2,0,0,0,0,NA,"FF",2025-05-02
"2927","Marvel Stadium",16912,"St Kilda","Fremantle","2025-05-02","19:40:00",0,"8",14,10,94,5,3,33,61,"St Kilda",21,"SUNNY",12930,"Cooper","Sharman",193,0,NA,"St Kilda",43,12,9,4,16,11,69,4,2,0,2,0,3,0,2,1,0,0,6,10,2,5,2,1,1,79,106,NA,0,0,8,265,3,2,1,0,0,1,0,3,9,2,3,0,0,1,1,13,14.8,0,0,7,1,NA,"FPL",2025-05-02
"2928","Marvel Stadium",16912,"St Kilda","Fremantle","2025-05-02","19:40:00",0,"8",14,10,94,5,3,33,61,"St Kilda",21,"SUNNY",12945,"Mitch","Owens",191,0,NA,"St Kilda",10,11,5,7,18,10,56,3,0,0,2,0,5,4,7,3,3,0,12,10,1,3,4,0,1,85,82,NA,2,2,6,317,8,1,0,0,0,2,1,1,5,2,6,0,0,0,1,4,17,12,1,5,1,NA,"HFFR",2025-05-02
"2929","Marvel Stadium",16912,"St Kilda","Fremantle","2025-05-02","19:40:00",0,"8",14,10,94,5,3,33,61,"St Kilda",21,"SUNNY",12947,"Nasiah","Wanganeen-Milera",187,0,NA,"St Kilda",7,20,10,8,28,22,79,0,0,0,0,5,4,2,5,0,1,0,5,22,0,0,0,1,0,90,103,NA,0,2,3,577,5,6,0,0,0,0,0,5,15,0,5,0,0,2,1,7,15.3,0,0,0,0,NA,"CHB",2025-05-02
"2930","Marvel Stadium",16912,"St Kilda","Fremantle","2025-05-02","19:40:00",0,"8",14,10,94,5,3,33,61,"St Kilda",21,"SUNNY",12968,"Marcus","Windhager",185,0,NA,"St Kilda",2,12,6,9,21,17,81,0,1,0,0,2,6,1,1,0,0,0,3,18,0,1,1,0,0,83,73,NA,0,1,3,494,1,1,0,0,0,0,0,2,8,0,3,0,0,0,0,5,7.7,0,1,1,0,NA,"HBFL",2025-05-02
"2931","Marvel Stadium",16912,"St Kilda","Fremantle","2025-05-02","19:40:00",0,"8",14,10,94,5,3,33,61,"St Kilda",21,"SUNNY",12983,"Jye","Amiss",196,0,NA,"Fremantle",24,5,5,3,8,6,75,2,0,0,1,0,1,0,2,2,2,0,2,6,0,1,0,0,0,82,48,NA,0,0,3,177,3,0,1,0,0,1,0,1,4,0,0,0,0,0,1,5,4.6,0,0,2,0,NA,"FPR",2025-05-02
"2932","Marvel Stadium",16912,"St Kilda","Fremantle","2025-05-02","19:40:00",0,"8",14,10,94,5,3,33,61,"St Kilda",21,"SUNNY",13041,"Anthony","Caminiti",196,0,NA,"St Kilda",47,6,3,6,12,9,75,1,1,0,2,0,2,0,1,2,0,0,5,7,0,1,1,0,1,94,56,NA,0,0,7,170,2,1,1,0,1,2,1,2,4,2,3,0,0,0,1,11,12,0,0,3,0,NA,"FF",2025-05-02
