"","venue_name","match_id","match_home_team","match_away_team","match_date","match_local_time","match_attendance","match_round","match_home_team_goals","match_home_team_behinds","match_home_team_score","match_away_team_goals","match_away_team_behinds","match_away_team_score","match_margin","match_winner","match_weather_temp_c","match_weather_type","player_id","player_first_name","player_last_name","player_height_cm","player_weight_kg","player_is_retired","player_team","guernsey_number","kicks","marks","handballs","disposals","effective_disposals","disposal_efficiency_percentage","goals","behinds","hitouts","tackles","rebounds","inside_fifties","clearances","clangers","free_kicks_for","free_kicks_against","brownlow_votes","contested_possessions","uncontested_possessions","contested_marks","marks_inside_fifty","one_percenters","bounces","goal_assists","time_on_ground_percentage","afl_fantasy_score","supercoach_score","centre_clearances","stoppage_clearances","score_involvements","metres_gained","turnovers","intercepts","tackles_inside_fifty","contest_def_losses","contest_def_one_on_ones","contest_off_one_on_ones","contest_off_wins","def_half_pressure_acts","effective_kicks","f50_ground_ball_gets","ground_ball_gets","hitouts_to_advantage","hitout_win_percentage","intercept_marks","marks_on_lead","pressure_acts","rating_points","ruck_contests","score_launches","shots_at_goal","spoils","subbed","player_position","date"
"3688","TIO Stadium",16929,"Gold Coast","Hawthorn","2025-05-15","19:00:00",0,"10",16,8,104,15,6,96,8,"Gold Coast",34,"SUNNY",12409,"Daniel","Rioli",179,0,FALSE,"Gold Coast",17,11,4,10,21,16,76,0,0,0,5,2,1,1,0,0,0,0,5,15,0,0,1,5,0,87,85,NA,0,1,2,472,4,3,0,0,0,0,0,12,8,0,5,0,0,1,0,17,11.6,0,1,0,1,NA,"HBFR",2025-05-15
"3689","TIO Stadium",16929,"Gold Coast","Hawthorn","2025-05-15","19:00:00",0,"10",16,8,104,15,6,96,8,"Gold Coast",34,"SUNNY",12453,"Sam","Collins",194,0,FALSE,"Gold Coast",25,12,10,3,15,12,80,0,0,0,2,3,1,0,5,0,2,0,5,11,1,0,11,0,0,95,74,NA,0,0,5,193,2,11,0,0,2,0,0,5,9,0,3,0,0,6,0,7,16.8,0,3,0,9,NA,"BPR",2025-05-15
"3690","TIO Stadium",16929,"Gold Coast","Hawthorn","2025-05-15","19:00:00",0,"10",16,8,104,15,6,96,8,"Gold Coast",34,"SUNNY",12477,"Blake","Hardwick",183,0,FALSE,"Hawthorn",15,4,3,7,11,10,91,3,0,0,2,1,2,0,1,0,1,0,7,3,1,2,0,0,0,83,58,NA,0,0,3,174,1,2,1,1,1,0,0,2,4,3,6,0,0,0,1,10,17.2,0,0,3,0,NA,"HFFL",2025-05-15
"3691","TIO Stadium",16929,"Gold Coast","Hawthorn","2025-05-15","19:00:00",0,"10",16,8,104,15,6,96,8,"Gold Coast",34,"SUNNY",12489,"Brayden","Fiorini",187,0,FALSE,"Gold Coast",8,9,5,7,16,13,81,0,0,0,4,0,3,1,2,0,0,0,6,10,2,0,4,0,0,86,72,NA,1,0,3,266,3,3,1,0,0,0,0,4,7,0,4,0,0,1,0,11,12.9,0,2,0,2,NA,"WR",2025-05-15
"3692","TIO Stadium",16929,"Gold Coast","Hawthorn","2025-05-15","19:00:00",0,"10",16,8,104,15,6,96,8,"Gold Coast",34,"SUNNY",12491,"Mabior","Chol",200,0,FALSE,"Hawthorn",18,6,6,4,10,7,70,3,0,1,3,0,2,0,2,0,0,0,6,4,2,2,0,0,0,80,75,NA,0,0,4,223,2,1,0,0,0,2,0,3,4,1,4,0,25,0,2,16,14.8,4,0,3,0,NA,"FF",2025-05-15
"3693","TIO Stadium",16929,"Gold Coast","Hawthorn","2025-05-15","19:00:00",0,"10",16,8,104,15,6,96,8,"Gold Coast",34,"SUNNY",12506,"Ben","Ainsworth",178,0,FALSE,"Gold Coast",9,5,1,3,8,7,88,2,0,0,4,0,2,0,3,0,2,0,3,6,0,0,2,0,0,74,46,NA,0,0,3,87,2,2,1,0,0,0,0,1,4,1,2,0,0,0,1,10,10.7,0,0,2,1,NA,"HFFL",2025-05-15
"3694","TIO Stadium",16929,"Gold Coast","Hawthorn","2025-05-15","19:00:00",0,"10",16,8,104,15,6,96,8,"Gold Coast",34,"SUNNY",12529,"Ben","Long",186,0,FALSE,"Gold Coast",22,9,3,1,10,7,70,4,1,0,0,0,2,1,2,2,0,0,6,4,1,2,3,0,0,90,65,NA,0,1,6,258,4,1,0,0,0,3,2,0,6,1,1,0,0,0,0,9,12.8,0,0,5,2,NA,"FPL",2025-05-15
"3695","TIO Stadium",16929,"Gold Coast","Hawthorn","2025-05-15","19:00:00",0,"10",16,8,104,15,6,96,8,"Gold Coast",34,"SUNNY",12565,"Josh","Battle",193,0,FALSE,"Hawthorn",24,6,4,7,13,10,77,0,0,0,1,2,0,0,5,1,3,0,5,7,0,0,6,0,0,79,40,NA,0,0,2,130,2,6,0,1,3,0,0,3,4,0,4,0,0,1,0,6,3.4,0,1,0,6,NA,"BPL",2025-05-15
"3696","TIO Stadium",16929,"Gold Coast","Hawthorn","2025-05-15","19:00:00",0,"10",16,8,104,15,6,96,8,"Gold Coast",34,"SUNNY",12571,"Jack","Scrimshaw",194,0,FALSE,"Hawthorn",14,11,6,5,16,12,75,0,0,0,4,6,0,1,2,0,1,0,7,10,1,0,4,2,0,81,74,NA,0,1,1,351,2,6,0,1,2,0,0,5,8,0,5,0,0,1,0,11,12.8,0,0,0,3,NA,"HBFR",2025-05-15
"3697","TIO Stadium",16929,"Gold Coast","Hawthorn","2025-05-15","19:00:00",0,"10",16,8,104,15,6,96,8,"Gold Coast",34,"SUNNY",12585,"Harry","Morrison",184,0,FALSE,"Hawthorn",1,12,4,5,17,11,65,1,0,0,5,1,3,2,2,1,0,0,8,9,2,0,0,0,1,83,85,NA,0,2,3,356,4,3,1,0,0,0,0,11,7,0,5,0,0,1,0,19,16,0,1,1,0,NA,"WR",2025-05-15
"3698","TIO Stadium",16929,"Gold Coast","Hawthorn","2025-05-15","19:00:00",0,"10",16,8,104,15,6,96,8,"Gold Coast",34,"SUNNY",12626,"James","Worpel",186,0,FALSE,"Hawthorn",5,11,2,9,20,12,60,0,1,0,6,1,3,4,9,2,4,0,10,12,0,0,2,0,1,78,72,NA,1,3,5,338,3,2,0,0,0,0,0,14,4,2,8,0,0,0,0,30,7.7,3,2,1,0,NA,"R",2025-05-15
"3699","TIO Stadium",16929,"Gold Coast","Hawthorn","2025-05-15","19:00:00",0,"10",16,8,104,15,6,96,8,"Gold Coast",34,"SUNNY",12658,"Wil","Powell",188,0,FALSE,"Gold Coast",27,10,6,8,18,17,94,0,0,0,2,7,2,0,1,2,1,0,9,7,1,0,1,3,0,90,71,NA,0,0,2,572,3,8,0,1,2,0,0,6,9,0,7,0,0,1,1,6,12.9,0,2,0,1,NA,"CHB",2025-05-15
"3700","TIO Stadium",16929,"Gold Coast","Hawthorn","2025-05-15","19:00:00",0,"10",16,8,104,15,6,96,8,"Gold Coast",34,"SUNNY",12710,"Dylan","Moore",177,0,FALSE,"Hawthorn",13,11,4,6,17,11,65,1,1,0,5,0,4,5,5,3,0,0,9,8,0,0,0,0,1,88,87,NA,1,4,4,257,2,1,1,0,0,0,0,10,6,1,6,0,0,0,3,17,7.8,0,2,4,0,NA,"HFFR",2025-05-15
"3701","TIO Stadium",16929,"Gold Coast","Hawthorn","2025-05-15","19:00:00",0,"10",16,8,104,15,6,96,8,"Gold Coast",34,"SUNNY",12728,"Ben","King",202,0,FALSE,"Gold Coast",34,4,2,2,6,4,67,2,1,0,0,0,0,0,1,1,1,0,5,2,1,2,1,0,0,81,33,NA,0,0,6,174,2,1,0,0,0,2,0,0,2,3,3,0,0,0,0,2,10.4,0,1,4,1,NA,"FPR",2025-05-15
"3702","TIO Stadium",16929,"Gold Coast","Hawthorn","2025-05-15","19:00:00",0,"10",16,8,104,15,6,96,8,"Gold Coast",34,"SUNNY",12743,"John","Noble",180,0,FALSE,"Gold Coast",2,27,5,9,36,23,64,0,0,0,2,7,8,3,7,0,2,0,7,26,0,0,2,2,0,83,116,NA,0,3,2,1001,13,4,0,0,1,0,0,6,21,0,7,0,0,1,0,9,8.9,0,0,0,2,NA,"HBFL",2025-05-15
"3703","TIO Stadium",16929,"Gold Coast","Hawthorn","2025-05-15","19:00:00",0,"10",16,8,104,15,6,96,8,"Gold Coast",34,"SUNNY",12753,"Changkuoth","Jiath",185,0,FALSE,"Hawthorn",9,6,1,6,12,10,83,0,0,0,1,4,1,1,1,0,1,0,5,8,0,0,3,0,0,87,34,NA,0,1,1,355,3,4,0,0,0,0,0,7,6,0,4,0,0,0,0,10,9.6,0,0,0,2,NA,"INT",2025-05-15
"3704","TIO Stadium",16929,"Gold Coast","Hawthorn","2025-05-15","19:00:00",0,"10",16,8,104,15,6,96,8,"Gold Coast",34,"SUNNY",12767,"Noah","Anderson",192,0,FALSE,"Gold Coast",15,16,1,19,35,29,83,1,0,0,5,3,10,12,1,4,1,0,16,19,0,0,1,1,3,88,116,NA,6,6,7,865,3,3,0,0,0,0,0,10,13,1,8,0,0,0,0,14,30.3,0,1,1,0,NA,"R",2025-05-15
"3705","TIO Stadium",16929,"Gold Coast","Hawthorn","2025-05-15","19:00:00",0,"10",16,8,104,15,6,96,8,"Gold Coast",34,"SUNNY",12769,"Matt","Rowell",180,0,FALSE,"Gold Coast",18,11,0,18,29,24,83,0,0,0,9,1,5,9,5,3,3,0,14,13,0,0,1,0,1,86,99,NA,3,6,8,378,2,2,0,0,1,0,0,12,7,0,10,0,0,0,0,30,19.3,0,1,0,0,NA,"C",2025-05-15
"3706","TIO Stadium",16929,"Gold Coast","Hawthorn","2025-05-15","19:00:00",0,"10",16,8,104,15,6,96,8,"Gold Coast",34,"SUNNY",12825,"Sam","Flanders",183,0,NA,"Gold Coast",3,3,1,10,13,11,85,1,1,0,2,0,2,1,1,0,0,0,3,10,0,0,0,0,1,78,47,NA,1,0,7,125,1,1,2,0,0,0,0,3,2,0,3,0,0,0,0,11,6.4,0,1,2,0,NA,"INT",2025-05-15
"3707","TIO Stadium",16929,"Gold Coast","Hawthorn","2025-05-15","19:00:00",0,"10",16,8,104,15,6,96,8,"Gold Coast",34,"SUNNY",12846,"Finn","Maginness",189,0,NA,"Hawthorn",20,6,0,8,14,7,50,0,0,0,0,0,3,0,4,0,0,0,7,8,0,0,1,0,0,84,34,NA,0,0,1,238,5,3,0,0,0,0,0,4,2,0,7,0,0,0,0,14,4.7,0,0,1,1,NA,"INT",2025-05-15
"3708","TIO Stadium",16929,"Gold Coast","Hawthorn","2025-05-15","19:00:00",0,"10",16,8,104,15,6,96,8,"Gold Coast",34,"SUNNY",12903,"Malcolm","Rosas",180,0,NA,"Gold Coast",41,6,1,3,9,4,44,1,1,0,1,0,4,0,1,2,0,0,3,7,0,0,1,1,0,73,40,NA,0,0,5,254,2,0,1,0,0,0,0,2,1,0,0,0,0,0,1,10,5.8,0,0,2,0,NA,"INT",2025-05-15
"3709","TIO Stadium",16929,"Gold Coast","Hawthorn","2025-05-15","19:00:00",0,"10",16,8,104,15,6,96,8,"Gold Coast",34,"SUNNY",12907,"Ned","Reeves",210,0,NA,"Hawthorn",7,4,0,2,6,3,50,0,0,34,3,1,0,1,0,1,0,0,3,1,0,0,5,0,1,80,63,NA,0,1,3,29,0,0,0,0,1,0,0,4,2,0,1,7,42,0,0,8,8.6,81,2,0,3,NA,"RK",2025-05-15
"3710","TIO Stadium",16929,"Gold Coast","Hawthorn","2025-05-15","19:00:00",0,"10",16,8,104,15,6,96,8,"Gold Coast",34,"SUNNY",12913,"Jai","Newcombe",187,0,NA,"Hawthorn",3,15,5,14,29,20,69,1,0,0,8,1,2,4,3,3,2,0,10,18,0,0,1,2,0,83,123,NA,2,2,7,433,3,2,1,0,0,2,1,13,7,1,7,0,0,0,1,24,19.4,0,2,1,0,NA,"RR",2025-05-15
"3711","TIO Stadium",16929,"Gold Coast","Hawthorn","2025-05-15","19:00:00",0,"10",16,8,104,15,6,96,8,"Gold Coast",34,"SUNNY",12928,"Jack","Ginnivan",185,0,NA,"Hawthorn",33,17,5,5,22,12,55,2,1,0,2,0,8,1,4,3,2,0,8,14,0,1,1,0,1,83,94,NA,0,1,5,609,9,1,1,0,0,1,0,4,9,2,5,0,0,0,1,16,12.3,0,0,3,0,NA,"FPR",2025-05-15
"3712","TIO Stadium",16929,"Gold Coast","Hawthorn","2025-05-15","19:00:00",0,"10",16,8,104,15,6,96,8,"Gold Coast",34,"SUNNY",12932,"Joel","Jeffrey",192,0,NA,"Gold Coast",40,6,5,6,12,9,75,0,0,0,3,6,1,1,2,0,1,0,2,13,0,0,3,0,0,69,54,NA,0,1,0,291,4,3,0,0,0,0,0,6,4,0,1,0,0,1,0,10,4.2,0,0,0,2,NA,"INT",2025-05-15
"3713","TIO Stadium",16929,"Gold Coast","Hawthorn","2025-05-15","19:00:00",0,"10",16,8,104,15,6,96,8,"Gold Coast",34,"SUNNY",12953,"Connor","Macdonald",185,0,NA,"Hawthorn",31,10,3,5,15,10,67,0,1,0,5,0,6,0,1,1,0,0,3,12,0,0,1,0,1,77,71,NA,0,0,4,412,3,2,2,0,0,0,0,7,6,0,2,0,0,0,0,18,9.2,0,0,1,0,NA,"FPL",2025-05-15
"3714","TIO Stadium",16929,"Gold Coast","Hawthorn","2025-05-15","19:00:00",0,"10",16,8,104,15,6,96,8,"Gold Coast",34,"SUNNY",12954,"Josh","Ward",183,0,NA,"Hawthorn",25,13,4,10,23,17,74,0,0,0,1,2,4,3,2,0,0,0,9,14,0,0,2,0,2,72,75,NA,2,1,8,388,4,4,0,0,0,0,0,8,8,0,7,0,0,0,0,18,12.2,0,4,0,0,NA,"C",2025-05-15
"3715","TIO Stadium",16929,"Gold Coast","Hawthorn","2025-05-15","19:00:00",0,"10",16,8,104,15,6,96,8,"Gold Coast",34,"SUNNY",12999,"Massimo","D'Ambrosio",178,0,NA,"Hawthorn",16,8,4,4,12,7,58,0,1,0,1,1,3,3,2,0,0,0,6,7,0,1,0,0,1,80,49,NA,1,2,3,341,2,1,1,0,0,0,0,5,4,1,6,0,0,0,0,11,5,0,1,1,0,NA,"WL",2025-05-15
"3716","TIO Stadium",16929,"Gold Coast","Hawthorn","2025-05-15","19:00:00",0,"10",16,8,104,15,6,96,8,"Gold Coast",34,"SUNNY",13019,"Mac","Andrew",202,0,NA,"Gold Coast",1,6,3,3,9,8,89,0,0,0,0,1,0,0,3,1,1,0,2,7,0,0,6,0,0,92,31,NA,0,0,1,198,0,2,0,0,3,0,0,7,5,0,1,0,0,0,0,7,5,0,0,0,5,NA,"BPL",2025-05-15
"3717","TIO Stadium",16929,"Gold Coast","Hawthorn","2025-05-15","19:00:00",0,"10",16,8,104,15,6,96,8,"Gold Coast",34,"SUNNY",13037,"Bodhi","Uwland",188,0,NA,"Gold Coast",32,14,9,8,22,21,96,0,0,0,1,6,0,1,4,2,2,0,3,18,0,0,4,0,0,84,85,NA,0,1,3,473,2,8,0,0,0,0,0,4,14,0,0,0,0,3,0,6,6.1,0,1,0,3,NA,"FB",2025-05-15
"3718","TIO Stadium",16929,"Gold Coast","Hawthorn","2025-05-15","19:00:00",0,"10",16,8,104,15,6,96,8,"Gold Coast",34,"SUNNY",13039,"Cam","Mackenzie",188,0,NA,"Hawthorn",28,7,0,6,13,7,54,0,0,0,4,1,4,5,1,1,0,0,10,3,0,0,0,0,1,68,50,NA,3,2,1,286,1,3,0,0,0,0,0,5,3,0,7,0,0,0,0,14,9.8,0,0,1,0,NA,"INT",2025-05-15
"3719","TIO Stadium",16929,"Gold Coast","Hawthorn","2025-05-15","19:00:00",0,"10",16,8,104,15,6,96,8,"Gold Coast",34,"SUNNY",13050,"Bailey","Humphrey",186,0,NA,"Gold Coast",19,8,0,11,19,12,63,1,0,0,7,1,4,2,4,0,0,0,11,9,0,0,5,0,0,83,80,NA,0,2,7,463,5,4,0,0,0,0,0,19,4,4,9,0,0,0,0,28,21.2,0,1,1,1,NA,"RR",2025-05-15
"3720","TIO Stadium",16929,"Gold Coast","Hawthorn","2025-05-15","19:00:00",0,"10",16,8,104,15,6,96,8,"Gold Coast",34,"SUNNY",13051,"Ned","Moyle",206,0,NA,"Gold Coast",21,1,1,3,4,3,75,0,0,13,1,1,0,0,0,1,0,0,3,1,0,0,1,0,0,46,30,NA,0,0,0,-47,0,2,0,0,0,1,1,0,1,0,2,4,54.2,1,0,5,4.7,24,0,0,1,NA,"INT",2025-05-15
"3721","TIO Stadium",16929,"Gold Coast","Hawthorn","2025-05-15","19:00:00",0,"10",16,8,104,15,6,96,8,"Gold Coast",34,"SUNNY",13059,"Josh","Weddle",191,0,NA,"Hawthorn",23,10,4,9,19,13,68,0,1,2,1,4,0,1,4,4,0,0,11,8,0,1,2,1,0,92,71,NA,0,1,4,267,5,11,0,0,1,0,0,9,4,0,7,0,10.5,2,0,11,9.1,19,2,1,1,NA,"CHB",2025-05-15
"3722","TIO Stadium",16929,"Gold Coast","Hawthorn","2025-05-15","19:00:00",0,"10",16,8,104,15,6,96,8,"Gold Coast",34,"SUNNY",13069,"Bailey","Macdonald",182,0,NA,"Hawthorn",42,3,0,2,5,5,100,0,0,0,0,2,1,0,1,1,0,0,1,5,0,0,1,2,0,26,14,NA,0,0,1,173,1,3,0,0,0,0,0,4,3,0,0,0,0,0,0,6,5,0,0,0,0,NA,"SUB",2025-05-15
"3723","TIO Stadium",16929,"Gold Coast","Hawthorn","2025-05-15","19:00:00",0,"10",16,8,104,15,6,96,8,"Gold Coast",34,"SUNNY",13103,"Nick","Watson",170,0,NA,"Hawthorn",34,9,4,3,12,8,67,3,0,0,4,0,3,0,4,2,3,0,6,6,1,3,1,1,0,80,72,NA,0,0,5,252,5,2,3,0,0,2,1,0,5,1,4,0,0,0,2,10,15.8,0,1,4,0,NA,"CHF",2025-05-15
"3724","TIO Stadium",16929,"Gold Coast","Hawthorn","2025-05-15","19:00:00",0,"10",16,8,104,15,6,96,8,"Gold Coast",34,"SUNNY",13114,"Jed","Walter",195,0,NA,"Gold Coast",4,2,2,2,4,2,50,0,1,0,2,0,1,0,2,0,0,0,4,0,2,1,1,0,1,71,25,NA,0,0,3,89,1,0,2,0,0,1,0,0,1,2,2,0,0,0,0,8,1.5,0,0,1,1,NA,"FF",2025-05-15
"3725","TIO Stadium",16929,"Gold Coast","Hawthorn","2025-05-15","19:00:00",0,"10",16,8,104,15,6,96,8,"Gold Coast",34,"SUNNY",13119,"Sam","Clohesy",189,0,NA,"Gold Coast",33,11,7,12,23,16,70,1,0,0,1,3,6,1,2,0,0,0,6,17,0,1,0,0,2,76,88,NA,0,1,3,584,7,6,0,0,0,0,0,4,6,1,6,0,0,2,0,11,11.7,0,2,1,0,NA,"WL",2025-05-15
"3726","TIO Stadium",16929,"Gold Coast","Hawthorn","2025-05-15","19:00:00",0,"10",16,8,104,15,6,96,8,"Gold Coast",34,"SUNNY",13137,"Calsher","Dear",195,0,NA,"Hawthorn",35,3,1,2,5,4,80,0,0,0,0,0,0,0,2,0,1,0,0,6,0,0,1,0,0,54,13,NA,0,0,1,86,1,0,0,0,0,3,0,0,2,0,0,0,0,0,0,6,2.8,0,0,0,0,NA,"INT",2025-05-15
"3727","SCG",16930,"Sydney","Carlton","2025-05-16","19:40:00",0,"10",11,12,78,9,8,62,16,"Sydney",21,"RAIN",12096,"Nick","Haynes",192,0,FALSE,"Carlton",26,11,6,7,18,17,94,0,0,0,1,7,0,2,0,0,0,0,7,9,0,0,8,0,0,90,69,NA,1,1,3,379,1,10,0,0,2,0,0,8,10,0,6,0,0,2,0,9,19.4,0,1,0,7,NA,"HBFL",2025-05-16
"3728","SCG",16930,"Sydney","Carlton","2025-05-16","19:40:00",0,"10",11,12,78,9,8,62,16,"Sydney",21,"RAIN",12148,"Dane","Rampe",187,0,FALSE,"Sydney",24,6,0,2,8,6,75,0,0,0,1,2,1,0,1,0,1,0,2,3,0,0,5,0,0,91,23,NA,0,0,1,184,3,5,0,0,0,0,0,3,4,0,2,0,0,0,0,5,5,0,1,0,5,NA,"HBFR",2025-05-16
"3729","SCG",16930,"Sydney","Carlton","2025-05-16","19:40:00",0,"10",11,12,78,9,8,62,16,"Sydney",21,"RAIN",12223,"Brodie","Grundy",202,0,FALSE,"Sydney",4,5,1,14,19,15,79,1,0,47,3,1,4,8,3,3,1,0,12,7,0,0,6,1,0,80,111,NA,0,8,3,204,3,0,0,0,0,0,0,8,4,1,6,11,54.7,0,0,13,20.4,86,2,1,6,NA,"RK",2025-05-16
"3730","SCG",16930,"Sydney","Carlton","2025-05-16","19:40:00",0,"10",11,12,78,9,8,62,16,"Sydney",21,"RAIN",12269,"Patrick","Cripps",195,0,FALSE,"Carlton",9,12,1,14,26,13,50,2,0,0,7,0,5,7,7,3,2,0,19,5,1,0,2,0,1,87,104,NA,1,6,6,311,3,2,1,0,0,2,1,13,4,3,11,0,0,0,0,23,20.1,3,0,3,0,NA,"C",2025-05-16
"3731","SCG",16930,"Sydney","Carlton","2025-05-16","19:40:00",0,"10",11,12,78,9,8,62,16,"Sydney",21,"RAIN",12275,"Jake","Lloyd",182,0,FALSE,"Sydney",44,15,8,8,23,17,74,0,0,0,2,3,3,2,3,0,1,0,7,17,0,0,5,0,0,88,90,NA,1,1,1,415,5,5,1,0,1,0,0,3,10,0,6,0,0,1,0,8,9.4,0,0,0,3,NA,"WR",2025-05-16
"3732","SCG",16930,"Sydney","Carlton","2025-05-16","19:40:00",0,"10",11,12,78,9,8,62,16,"Sydney",21,"RAIN",12330,"Adam","Saad",178,0,FALSE,"Carlton",42,14,1,7,21,13,62,0,0,0,3,5,0,1,4,0,0,0,7,10,0,0,2,1,0,84,71,NA,0,1,1,374,5,5,0,0,0,0,0,14,7,0,6,0,0,0,0,17,9.5,0,0,0,1,NA,"BPR",2025-05-16
"3733","SCG",16930,"Sydney","Carlton","2025-05-16","19:40:00",0,"10",11,12,78,9,8,62,16,"Sydney",21,"RAIN",12331,"Isaac","Heeney",185,0,FALSE,"Sydney",5,21,2,17,38,20,53,2,5,0,1,2,5,9,4,1,1,0,18,16,0,1,0,0,0,86,122,NA,3,6,10,453,4,1,0,0,1,1,0,6,8,5,12,0,0,1,0,19,16.7,0,0,8,0,NA,"C",2025-05-16
"3734","SCG",16930,"Sydney","Carlton","2025-05-16","19:40:00",0,"10",11,12,78,9,8,62,16,"Sydney",21,"RAIN",12370,"Joel","Hamling",194,0,FALSE,"Sydney",29,1,0,2,3,3,100,1,0,0,2,0,1,0,1,0,0,0,1,3,0,0,7,0,0,100,21,NA,0,0,2,54,0,2,0,0,0,1,0,1,1,0,0,0,0,0,0,6,3.2,0,0,1,5,NA,"HFFR",2025-05-16
"3735","SCG",16930,"Sydney","Carlton","2025-05-16","19:40:00",0,"10",11,12,78,9,8,62,16,"Sydney",21,"RAIN",12410,"Jacob","Weitering",195,0,FALSE,"Carlton",23,12,4,1,13,10,77,0,0,0,1,6,0,0,0,0,0,0,2,9,0,0,6,0,0,100,54,NA,0,0,2,273,0,5,0,0,1,0,0,5,9,0,1,0,0,0,0,5,5.4,0,0,0,4,NA,"FB",2025-05-16
"3736","SCG",16930,"Sydney","Carlton","2025-05-16","19:40:00",0,"10",11,12,78,9,8,62,16,"Sydney",21,"RAIN",12415,"Mitch","McGovern",190,0,FALSE,"Carlton",11,14,3,6,20,16,80,0,0,0,1,5,1,0,4,1,0,0,4,11,0,0,5,1,0,85,68,NA,0,0,4,549,5,6,0,0,0,0,0,14,10,0,3,0,0,1,0,14,10.3,0,2,0,3,NA,"CHB",2025-05-16
"3737","SCG",16930,"Sydney","Carlton","2025-05-16","19:40:00",0,"10",11,12,78,9,8,62,16,"Sydney",21,"RAIN",12417,"George","Hewett",187,0,FALSE,"Carlton",29,9,3,18,27,21,78,0,0,0,6,1,3,7,2,1,1,0,14,14,0,0,1,1,1,83,94,NA,0,7,6,238,1,4,1,0,0,0,0,7,3,0,12,0,0,1,0,19,16.5,0,4,1,0,NA,"R",2025-05-16
"3738","SCG",16930,"Sydney","Carlton","2025-05-16","19:40:00",0,"10",11,12,78,9,8,62,16,"Sydney",21,"RAIN",12424,"Marc","Pittonet",202,0,FALSE,"Carlton",27,9,3,3,12,6,50,0,0,24,7,0,2,7,4,2,3,0,10,2,2,0,4,0,1,81,87,NA,3,4,3,188,4,2,0,0,0,0,0,9,3,0,4,4,28.2,2,0,16,12.5,85,2,0,3,NA,"RK",2025-05-16
"3739","SCG",16930,"Sydney","Carlton","2025-05-16","19:40:00",0,"10",11,12,78,9,8,62,16,"Sydney",21,"RAIN",12428,"Charlie","Curnow",194,0,FALSE,"Carlton",30,14,9,1,15,9,60,3,1,0,1,0,6,0,7,2,4,0,3,11,0,5,3,0,0,92,84,NA,0,0,6,403,6,2,0,0,0,2,0,3,8,1,1,0,0,0,6,9,14,0,0,5,3,NA,"FF",2025-05-16
"3740","SCG",16930,"Sydney","Carlton","2025-05-16","19:40:00",0,"10",11,12,78,9,8,62,16,"Sydney",21,"RAIN",12466,"Jack","Silvagni",194,0,FALSE,"Carlton",1,3,3,2,5,5,100,0,0,0,1,0,1,0,0,2,0,0,2,3,0,0,6,0,0,43,28,NA,0,0,1,6,0,4,0,0,0,0,0,4,3,0,0,0,0,2,0,4,3.8,0,1,0,5,NA,"FPL",2025-05-16
"3741","SCG",16930,"Sydney","Carlton","2025-05-16","19:40:00",0,"10",11,12,78,9,8,62,16,"Sydney",21,"RAIN",12475,"Aaron","Francis",192,0,FALSE,"Sydney",10,3,1,0,3,2,67,0,0,0,2,1,0,0,3,0,2,0,0,1,0,0,1,0,0,37,14,NA,0,0,1,86,1,1,0,0,0,0,0,3,2,0,0,0,0,0,0,3,0.6,0,1,0,1,NA,"FF",2025-05-16
"3742","SCG",16930,"Sydney","Carlton","2025-05-16","19:40:00",0,"10",11,12,78,9,8,62,16,"Sydney",21,"RAIN",12501,"Oliver","Florent",184,0,FALSE,"Sydney",13,6,2,5,11,7,64,0,1,0,5,2,3,0,4,1,2,0,5,6,0,0,1,0,0,43,50,NA,0,0,3,214,2,5,0,0,0,0,0,3,3,0,4,0,0,0,0,7,6.2,0,2,1,1,NA,"SUB",2025-05-16
"3743","SCG",16930,"Sydney","Carlton","2025-05-16","19:40:00",0,"10",11,12,78,9,8,62,16,"Sydney",21,"RAIN",12516,"Will","Hayward",186,0,FALSE,"Sydney",9,5,3,13,18,15,83,1,0,0,3,0,2,0,2,1,1,0,8,10,0,1,1,0,0,90,66,NA,0,0,5,145,3,1,0,0,0,0,0,4,4,2,7,0,0,0,0,16,13.5,0,0,1,1,NA,"FPL",2025-05-16
"3744","SCG",16930,"Sydney","Carlton","2025-05-16","19:40:00",0,"10",11,12,78,9,8,62,16,"Sydney",21,"RAIN",12567,"Lewis","Young",202,0,FALSE,"Carlton",33,4,1,5,9,5,56,0,0,1,2,0,1,0,2,0,0,0,3,7,0,0,5,0,1,85,34,NA,0,0,2,67,2,3,0,0,0,1,0,2,3,1,2,0,50,1,0,5,6.4,2,0,0,4,NA,"HBFR",2025-05-16
"3745","SCG",16930,"Sydney","Carlton","2025-05-16","19:40:00",0,"10",11,12,78,9,8,62,16,"Sydney",21,"RAIN",12575,"Harry","McKay",200,0,FALSE,"Carlton",10,11,7,5,16,10,63,2,1,3,4,0,2,3,7,1,3,0,9,9,2,3,3,0,0,84,88,NA,1,2,4,363,9,3,1,0,0,0,0,4,7,2,2,0,20,1,3,11,10.2,15,1,4,0,NA,"CHF",2025-05-16
"3746","SCG",16930,"Sydney","Carlton","2025-05-16","19:40:00",0,"10",11,12,78,9,8,62,16,"Sydney",21,"RAIN",12610,"Adam","Cerra",188,0,FALSE,"Carlton",5,13,4,21,34,21,62,0,0,0,7,2,6,2,7,3,1,0,20,16,0,0,4,0,0,76,121,NA,1,1,6,383,7,7,0,0,0,0,0,15,9,0,15,0,0,0,0,23,10.9,0,1,0,1,NA,"INT",2025-05-16
