Season,Round,Date,First.name,Surname,Player,Team,Position,Opponent,Venue,match_weather_temp_c,Is_Raining,Time.on.Ground,Substitute,Fantasy.Points,Kicks,Handballs,Marks,Tackles,Hit.Outs,Frees.For,Frees.Against,Goals,Behinds,Contested.Possessions,Uncontested.Possessions
2025,1,2025-03-09,Aaron,Cadman,Aaron Cadman,GWS,FWD,Greater Western Sydney,Sydney Showground,27,1,93,,20,3,2,1,2,0,3,3,0,2,4,2
2025,2,2025-03-16,Aaron,Cadman,Aaron Cadman,GWS,FWD,Melbourne,M.C.G.,26,1,83,,45,5,4,4,1,0,0,2,2,0,4,3
2025,4,2025-03-29,Aaron,Cadman,Aaron Cadman,GWS,FWD,Hawthorn,York Park,26,0,76,,45,4,3,1,4,0,1,0,1,1,3,3
2025,5,2025-04-06,Aaron,Cadman,Aaron Cadman,GWS,FWD,Greater Western Sydney,Sydney Showground,27,0,66,,47,6,2,5,0,0,1,0,1,3,4,6
2025,6,2025-04-13,Aaron,Cadman,Aaron Cadman,GWS,FWD,St Kilda,Norwood Oval,34,0,59,,65,8,1,7,2,0,0,1,2,1,3,7
2025,7,2025-04-19,Aaron,Cadman,Aaron Cadman,GWS,FWD,Adelaide,Adelaide Oval,29,1,76,,39,5,5,2,1,0,1,0,0,3,6,4
2025,8,2025-04-26,Aaron,Cadman,Aaron Cadman,GWS,FWD,Greater Western Sydney,Manuka Oval,23,1,74,,55,8,3,4,1,0,3,0,1,0,4,7
2025,9,2025-05-04,Aaron,Cadman,Aaron Cadman,GWS,FWD,Sydney,S.C.G.,23,0,82,,67,8,4,6,1,0,1,0,2,0,5,7
2025,10,2025-05-11,Aaron,Cadman,Aaron Cadman,GWS,FWD,Geelong,Kardinia Park,23,0,68,,54,7,2,3,3,0,0,0,1,2,4,5
2025,11,2025-05-17,Aaron,Cadman,Aaron Cadman,GWS,FWD,Greater Western Sydney,Sydney Showground,22,1,74,,31,5,0,3,0,0,1,0,1,0,3,2
2025,12,2025-05-24,Aaron,Cadman,Aaron Cadman,GWS,FWD,Carlton,Docklands,19,1,62,,43,6,2,2,1,0,2,1,2,0,3,4
2025,13,2025-05-31,Aaron,Cadman,Aaron Cadman,GWS,FWD,Greater Western Sydney,Sydney Showground,20,0,71,,75,8,2,7,4,0,0,1,2,1,3,7
2025,14,2025-06-07,Aaron,Cadman,Aaron Cadman,GWS,FWD,Greater Western Sydney,Manuka Oval,11,1,83,,61,6,4,5,4,0,0,1,1,1,5,5
2025,15,2025-06-14,Aaron,Cadman,Aaron Cadman,GWS,FWD,Brisbane Lions,Gabba,21,0,84,,122,15,4,13,1,0,1,2,5,1,9,10
2025,16,2025-06-22,Aaron,Cadman,Aaron Cadman,GWS,FWD,Greater Western Sydney,Sydney Showground,19,0,77,,56,6,1,3,2,0,0,0,3,1,2,5
2025,18,2025-07-04,Aaron,Cadman,Aaron Cadman,GWS,FWD,West Coast,Perth Stadium,19,0,87,,68,10,1,7,1,0,1,1,2,1,3,8
2025,19,2025-07-12,Aaron,Cadman,Aaron Cadman,GWS,FWD,Greater Western Sydney,Sydney Showground,19,0,81,,104,13,2,8,1,0,2,2,6,1,8,8
2025,20,2025-07-17,Aaron,Cadman,Aaron Cadman,GWS,FWD,Essendon,Docklands,14,1,85,,50,8,1,5,1,0,1,1,1,1,3,6
2025,21,2025-07-25,Aaron,Cadman,Aaron Cadman,GWS,FWD,Greater Western Sydney,Sydney Showground,18,0,75,,78,8,3,7,2,0,0,0,3,1,10,3
2025,22,2025-07-31,Aaron,Cadman,Aaron Cadman,GWS,FWD,Western Bulldogs,Docklands,14,0,86,,53,7,1,4,1,0,1,0,2,1,2,6
2025,23,2025-08-10,Aaron,Cadman,Aaron Cadman,GWS,FWD,Greater Western Sydney,Manuka Oval,15,0,89,,81,6,6,7,2,0,1,1,4,0,6,7
2025,24,2025-08-16,Aaron,Cadman,Aaron Cadman,GWS,FWD,Gold Coast,Carrara,23,0,92,,82,12,1,4,5,0,3,1,2,0,6,6
2025,25,2025-08-24,Aaron,Cadman,Aaron Cadman,GWS,FWD,Greater Western Sydney,Sydney Showground,19,0,92,,26,3,3,3,0,0,1,0,0,1,3,4
2025,EF,2025-09-06,Aaron,Cadman,Aaron Cadman,GWS,FWD,Greater Western Sydney,Sydney Showground,21,0,74,,39,6,4,2,1,0,2,0,0,1,4,8
2025,7,2025-04-20,Aaron,Francis,Aaron Francis,Sydney,MID,Port Adelaide,S.C.G.,29,0,33,On,67,7,7,4,0,0,1,0,3,1,5,8
2025,8,2025-04-27,Aaron,Francis,Aaron Francis,Sydney,MID,Gold Coast,Carrara,28,0,72,,65,11,4,7,1,0,1,1,0,1,4,11
2025,9,2025-05-04,Aaron,Francis,Aaron Francis,Sydney,MID,Greater Western Sydney,S.C.G.,23,0,76,,50,8,3,5,1,0,0,2,1,1,4,9
2025,10,2025-05-10,Aaron,Francis,Aaron Francis,Sydney,MID,Essendon,Docklands,20,0,71,,25,4,4,3,0,0,0,2,0,2,3,6
2025,11,2025-05-16,Aaron,Francis,Aaron Francis,Sydney,MID,Carlton,S.C.G.,21,1,37,Off,14,3,0,1,2,0,0,2,0,0,0,1
2025,14,2025-06-07,Aaron,Francis,Aaron Francis,Sydney,MID,Richmond,M.C.G.,15,1,77,,56,7,3,6,1,0,1,0,1,0,3,8
2025,16,2025-06-21,Aaron,Francis,Aaron Francis,Sydney,MID,Port Adelaide,Adelaide Oval,19,0,54,Off,24,3,2,3,1,0,1,1,0,0,2,4
2025,17,2025-06-27,Aaron,Francis,Aaron Francis,Sydney,MID,Western Bulldogs,S.C.G.,17,0,78,,28,1,6,0,4,0,0,1,0,0,3,5
2025,19,2025-07-13,Aaron,Francis,Aaron Francis,Sydney,MID,St Kilda,Docklands,16,1,39,Off,22,5,0,0,1,0,2,0,0,1,3,1
2025,21,2025-07-25,Aaron,Francis,Aaron Francis,Sydney,MID,Greater Western Sydney,Sydney Showground,18,0,80,On,47,6,4,4,1,0,3,0,0,2,8,6
2025,2,2025-03-15,Aaron,Naughton,Aaron Naughton,Footscray,FWD,Western Bulldogs,Docklands,34,0,88,,89,8,9,8,1,0,0,0,3,1,9,9
2025,3,2025-03-21,Aaron,Naughton,Aaron Naughton,Footscray,FWD,Western Bulldogs,M.C.G.,20,1,83,,33,4,7,4,0,0,1,2,0,0,6,6
2025,4,2025-03-28,Aaron,Naughton,Aaron Naughton,Footscray,FWD,Carlton,Docklands,30,0,80,,47,3,3,4,3,1,0,0,1,1,3,4
2025,5,2025-04-06,Aaron,Naughton,Aaron Naughton,Footscray,FWD,Fremantle,Perth Stadium,29,0,83,,55,7,2,3,3,0,2,0,1,1,6,5
2025,6,2025-04-12,Aaron,Naughton,Aaron Naughton,Footscray,FWD,Western Bulldogs,Norwood Oval,34,0,85,,64,7,1,6,1,0,0,0,3,1,1,7
2025,7,2025-04-20,Aaron,Naughton,Aaron Naughton,Footscray,FWD,Western Bulldogs,Docklands,24,1,81,,93,10,2,7,4,0,1,0,3,3,5,7
2025,8,2025-04-26,Aaron,Naughton,Aaron Naughton,Footscray,FWD,Greater Western Sydney,Manuka Oval,23,1,88,,64,9,5,5,2,1,2,2,1,1,9,5
2025,9,2025-05-03,Aaron,Naughton,Aaron Naughton,Footscray,FWD,Western Bulldogs,Eureka Stadium,18,0,84,,95,12,7,7,1,0,1,0,3,1,6,10
2025,10,2025-05-10,Aaron,Naughton,Aaron Naughton,Footscray,FWD,Gold Coast,Marrara Oval,33,0,84,,30,5,3,2,1,0,1,1,0,1,5,5
2025,11,2025-05-17,Aaron,Naughton,Aaron Naughton,Footscray,FWD,Western Bulldogs,Docklands,14,1,81,,66,7,4,5,4,0,0,1,1,3,2,7
2025,12,2025-05-22,Aaron,Naughton,Aaron Naughton,Footscray,FWD,Geelong,Kardinia Park,17,0,90,,69,6,4,4,3,0,0,0,3,1,5,5
2025,14,2025-06-05,Aaron,Naughton,Aaron Naughton,Footscray,FWD,Western Bulldogs,Docklands,15,0,84,,45,8,1,5,1,0,0,0,0,0,2,7
2025,15,2025-06-12,Aaron,Naughton,Aaron Naughton,Footscray,FWD,St Kilda,Docklands,15,0,76,,53,7,1,3,1,1,1,1,3,0,7,2
2025,16,2025-06-22,Aaron,Naughton,Aaron Naughton,Footscray,FWD,Western Bulldogs,Docklands,16,0,87,,32,4,4,2,2,0,0,3,1,1,6,3
2025,17,2025-06-27,Aaron,Naughton,Aaron Naughton,Footscray,FWD,Sydney,S.C.G.,17,0,85,,121,14,4,12,4,0,2,1,3,2,9,10
2025,18,2025-07-03,Aaron,Naughton,Aaron Naughton,Footscray,FWD,North Melbourne,Docklands,14,1,85,,100,11,3,9,1,0,1,1,5,2,4,10
2025,19,2025-07-12,Aaron,Naughton,Aaron Naughton,Footscray,FWD,Western Bulldogs,Docklands,17,0,76,,73,11,0,5,0,1,2,3,5,1,7,4
2025,20,2025-07-18,Aaron,Naughton,Aaron Naughton,Footscray,FWD,Brisbane Lions,Gabba,22,1,90,,80,10,0,6,4,0,3,0,2,1,5,7
2025,21,2025-07-25,Aaron,Naughton,Aaron Naughton,Footscray,FWD,Essendon,Docklands,13,1,85,,111,11,4,6,1,0,5,0,7,1,8,7
2025,22,2025-07-31,Aaron,Naughton,Aaron Naughton,Footscray,FWD,Western Bulldogs,Docklands,14,0,82,,113,12,8,8,1,1,3,1,5,2,14,8
2025,23,2025-08-10,Aaron,Naughton,Aaron Naughton,Footscray,FWD,Melbourne,M.C.G.,18,0,86,,99,10,7,7,1,1,1,1,5,1,6,12
2025,24,2025-08-17,Aaron,Naughton,Aaron Naughton,Footscray,FWD,Western Bulldogs,Docklands,13,1,83,,56,6,1,3,2,0,0,0,3,1,2,4
2025,25,2025-08-24,Aaron,Naughton,Aaron Naughton,Footscray,FWD,Western Bulldogs,Docklands,15,0,87,,64,7,2,3,4,1,0,0,2,1,3,3
2025,2,2025-03-13,Adam,Cerra,Adam Cerra,Carlton,MID,Richmond,M.C.G.,25,0,83,,97,14,12,3,6,0,1,1,0,0,12,13
2025,3,2025-03-20,Adam,Cerra,Adam Cerra,Carlton,MID,Hawthorn,M.C.G.,31,1,73,,100,17,11,2,5,0,1,2,1,0,12,17
2025,4,2025-03-28,Adam,Cerra,Adam Cerra,Carlton,MID,Western Bulldogs,Docklands,30,0,75,,83,16,10,2,4,0,2,3,0,0,14,12
2025,5,2025-04-03,Adam,Cerra,Adam Cerra,Carlton,MID,Collingwood,M.C.G.,21,1,78,,105,14,9,9,5,0,1,1,0,0,7,17
2025,6,2025-04-12,Adam,Cerra,Adam Cerra,Carlton,MID,West Coast,Adelaide Oval,34,0,78,,101,10,17,5,5,0,2,0,0,0,14,13
2025,7,2025-04-18,Adam,Cerra,Adam Cerra,Carlton,MID,North Melbourne,Docklands,30,0,78,,109,16,12,4,4,0,2,0,1,1,12,17
2025,8,2025-04-27,Adam,Cerra,Adam Cerra,Carlton,MID,Geelong,M.C.G.,18,1,80,,91,14,11,4,4,0,2,1,0,0,9,18
2025,9,2025-05-03,Adam,Cerra,Adam Cerra,Carlton,MID,Adelaide,Adelaide Oval,25,0,79,,82,13,9,5,3,0,1,1,0,0,9,13
2025,10,2025-05-09,Adam,Cerra,Adam Cerra,Carlton,MID,St Kilda,M.C.G.,19,0,85,,72,12,6,5,2,0,1,0,0,0,8,10
2025,11,2025-05-16,Adam,Cerra,Adam Cerra,Carlton,MID,Sydney,S.C.G.,21,1,76,,121,13,21,4,7,0,3,1,0,0,20,16
2025,12,2025-05-24,Adam,Cerra,Adam Cerra,Carlton,MID,Greater Western Sydney,Docklands,19,1,83,,108,14,9,5,6,0,2,0,1,1,10,13
2025,14,2025-06-08,Adam,Cerra,Adam Cerra,Carlton,MID,Essendon,M.C.G.,12,1,70,,107,14,10,5,7,0,2,0,0,0,15,9
2025,15,2025-06-15,Adam,Cerra,Adam Cerra,Carlton,MID,West Coast,Perth Stadium,21,1,82,,120,16,14,9,5,0,0,1,0,0,7,23
2025,16,2025-06-21,Adam,Cerra,Adam Cerra,Carlton,MID,North Melbourne,M.C.G.,15,0,84,,109,16,9,5,8,0,1,2,0,1,6,20
2025,17,2025-06-26,Adam,Cerra,Adam Cerra,Carlton,MID,Port Adelaide,Adelaide Oval,15,0,78,,59,7,10,0,5,0,1,1,0,0,7,10
2025,18,2025-07-04,Adam,Cerra,Adam Cerra,Carlton,MID,Collingwood,M.C.G.,15,0,76,,93,15,13,4,3,0,1,1,0,0,11,17
2025,19,2025-07-10,Adam,Cerra,Adam Cerra,Carlton,MID,Brisbane Lions,Docklands,12,1,76,,91,14,11,2,5,0,1,0,0,0,10,15
2025,20,2025-07-19,Adam,Cerra,Adam Cerra,Carlton,MID,Melbourne,M.C.G.,15,0,78,,73,11,9,3,2,0,2,1,1,0,12,9
2025,21,2025-07-24,Adam,Cerra,Adam Cerra,Carlton,MID,Hawthorn,M.C.G.,16,0,72,,85,13,6,5,3,0,1,0,1,0,10,9
2025,2,2025-03-13,Adam,Saad,Adam Saad,Carlton,DEF,Richmond,M.C.G.,25,0,82,,72,15,6,3,1,0,2,0,0,0,9,9
2025,3,2025-03-20,Adam,Saad,Adam Saad,Carlton,DEF,Hawthorn,M.C.G.,31,1,84,,55,11,2,2,3,0,0,0,0,0,3,4
2025,4,2025-03-28,Adam,Saad,Adam Saad,Carlton,DEF,Western Bulldogs,Docklands,30,0,86,,79,15,4,5,3,0,1,1,0,1,3,12
2025,5,2025-04-03,Adam,Saad,Adam Saad,Carlton,DEF,Collingwood,M.C.G.,21,1,75,,83,18,6,3,2,0,0,0,0,0,7,10
2025,6,2025-04-12,Adam,Saad,Adam Saad,Carlton,DEF,West Coast,Adelaide Oval,34,0,78,,91,19,6,7,0,0,1,0,0,0,6,18
2025,7,2025-04-18,Adam,Saad,Adam Saad,Carlton,DEF,North Melbourne,Docklands,30,0,81,,43,11,3,2,1,0,0,2,0,0,0,12
2025,8,2025-04-27,Adam,Saad,Adam Saad,Carlton,DEF,Geelong,M.C.G.,18,1,85,,83,12,9,4,4,0,1,0,0,0,9,15
2025,9,2025-05-03,Adam,Saad,Adam Saad,Carlton,DEF,Adelaide,Adelaide Oval,25,0,84,,74,11,8,5,3,0,1,1,0,0,3,13
2025,10,2025-05-09,Adam,Saad,Adam Saad,Carlton,DEF,St Kilda,M.C.G.,19,0,85,,60,13,7,2,2,0,2,3,0,0,4,13
2025,11,2025-05-16,Adam,Saad,Adam Saad,Carlton,DEF,Sydney,S.C.G.,21,1,84,,71,14,7,1,3,0,0,0,0,0,7,10
2025,12,2025-05-24,Adam,Saad,Adam Saad,Carlton,DEF,Greater Western Sydney,Docklands,19,1,81,,64,12,8,2,2,0,1,1,0,0,7,11
2025,14,2025-06-08,Adam,Saad,Adam Saad,Carlton,DEF,Essendon,M.C.G.,12,1,84,,72,13,3,1,4,0,2,0,1,0,7,7
2025,15,2025-06-15,Adam,Saad,Adam Saad,Carlton,DEF,West Coast,Perth Stadium,21,1,88,,98,18,7,6,3,0,0,0,0,0,4,16
2025,16,2025-06-21,Adam,Saad,Adam Saad,Carlton,DEF,North Melbourne,M.C.G.,15,0,79,,70,10,8,2,4,0,2,0,0,0,6,9
2025,17,2025-06-26,Adam,Saad,Adam Saad,Carlton,DEF,Port Adelaide,Adelaide Oval,15,0,40,Off,12,3,1,0,1,0,0,1,0,0,1,1
2025,20,2025-07-19,Adam,Saad,Adam Saad,Carlton,DEF,Melbourne,M.C.G.,15,0,91,,49,11,6,1,1,0,0,1,0,0,6,7
2025,21,2025-07-24,Adam,Saad,Adam Saad,Carlton,DEF,Hawthorn,M.C.G.,16,0,79,,83,14,4,4,5,0,1,0,0,0,7,8
2025,22,2025-08-03,Adam,Saad,Adam Saad,Carlton,DEF,Fremantle,Perth Stadium,17,1,78,,70,10,6,1,6,0,1,0,0,0,3,8
2025,23,2025-08-09,Adam,Saad,Adam Saad,Carlton,DEF,Gold Coast,Docklands,17,0,79,,76,15,7,2,3,0,2,1,0,0,5,13
2025,24,2025-08-16,Adam,Saad,Adam Saad,Carlton,DEF,Port Adelaide,Docklands,12,1,85,,26,5,4,1,0,0,0,0,0,0,3,5
2025,25,2025-08-21,Adam,Saad,Adam Saad,Carlton,DEF,Essendon,M.C.G.,20,0,83,,76,14,2,7,2,0,1,0,0,0,3,9
2025,9,2025-05-03,Adam,Treloar,Adam Treloar,Footscray,FWD,Western Bulldogs,Eureka Stadium,18,0,71,,90,14,13,2,2,0,2,0,1,0,7,20
2025,14,2025-06-05,Adam,Treloar,Adam Treloar,Footscray,FWD,Western Bulldogs,Docklands,15,0,67,,60,9,11,3,1,0,1,1,0,0,9,10
2025,15,2025-06-12,Adam,Treloar,Adam Treloar,Footscray,FWD,St Kilda,Docklands,15,0,69,,94,16,12,5,1,0,0,1,1,0,6,20
2025,16,2025-06-22,Adam,Treloar,Adam Treloar,Footscray,FWD,Western Bulldogs,Docklands,16,0,31,Off,35,5,5,2,1,0,0,0,0,0,1,9
2025,2,2025-03-15,Aidan,Corr,Aidan Corr,North Melbourne,DEF,Western Bulldogs,Docklands,34,0,94,,82,13,5,4,5,0,1,0,0,0,5,11
2025,3,2025-03-23,Aidan,Corr,Aidan Corr,North Melbourne,DEF,Melbourne,Docklands,23,0,87,,63,14,3,7,0,0,0,2,0,0,3,13
2025,4,2025-03-30,Aidan,Corr,Aidan Corr,North Melbourne,DEF,Adelaide,Adelaide Oval,25,0,95,,53,12,2,4,1,0,0,1,0,0,2,7
2025,5,2025-04-05,Aidan,Corr,Aidan Corr,North Melbourne,DEF,Sydney,Docklands,18,1,87,,73,12,6,5,3,0,1,1,0,0,4,11
2025,6,2025-04-12,Aidan,Corr,Aidan Corr,North Melbourne,DEF,Gold Coast,Barossa Oval,32,0,93,,43,10,4,2,1,0,1,2,0,0,5,4
2025,7,2025-04-18,Aidan,Corr,Aidan Corr,North Melbourne,DEF,Carlton,Docklands,30,0,90,,70,12,6,7,1,0,0,1,0,0,5,11
2025,10,2025-05-11,Aidan,Corr,Aidan Corr,North Melbourne,DEF,Brisbane Lions,Bellerive Oval,18,0,91,,49,7,5,4,1,0,2,0,0,0,5,7
2025,11,2025-05-18,Aidan,Corr,Aidan Corr,North Melbourne,DEF,Richmond,M.C.G.,15,1,92,,32,6,2,3,3,0,1,4,0,0,3,5
2025,12,2025-05-24,Aidan,Corr,Aidan Corr,North Melbourne,DEF,Collingwood,Docklands,19,1,86,,65,12,2,7,1,0,0,0,0,0,0,12
2025,25,2025-08-23,Aidan,Corr,Aidan Corr,North Melbourne,DEF,Adelaide,Docklands,16,0,76,,19,2,2,0,2,0,1,0,0,0,4,1
2025,2,2025-03-16,Aidan,Johnson,Aidan Johnson,Melbourne,MID,Greater Western Sydney,M.C.G.,26,1,71,,43,5,2,1,5,5,0,4,1,2,4,2
2025,4,2025-03-29,Aidan,Johnson,Aidan Johnson,Melbourne,MID,Gold Coast,M.C.G.,23,1,76,,30,2,3,1,4,5,0,2,0,0,2,3
2025,11,2025-05-18,Aidan,Johnson,Aidan Johnson,Melbourne,MID,Brisbane Lions,Gabba,25,1,56,,35,4,1,0,2,7,0,0,1,0,4,0
2025,12,2025-05-25,Aidan,Johnson,Aidan Johnson,Melbourne,MID,Sydney,M.C.G.,18,0,63,,13,1,5,0,2,1,0,3,0,0,5,2
2025,13,2025-06-01,Aidan,Johnson,Aidan Johnson,Melbourne,MID,St Kilda,Traeger Park,20,0,46,Off,33,3,1,3,2,1,0,1,1,1,2,2
2025,14,2025-06-08,Alex,Cincotta,Alex Cincotta,Carlton,DEF,Essendon,M.C.G.,12,1,83,,18,0,3,2,3,0,0,2,0,0,1,2
2025,15,2025-06-15,Alex,Cincotta,Alex Cincotta,Carlton,DEF,West Coast,Perth Stadium,21,1,86,,64,6,8,1,5,0,1,0,1,0,7,5
2025,16,2025-06-21,Alex,Cincotta,Alex Cincotta,Carlton,DEF,North Melbourne,M.C.G.,15,0,86,,33,0,7,1,4,0,0,0,0,0,3,4
2025,17,2025-06-26,Alex,Cincotta,Alex Cincotta,Carlton,DEF,Port Adelaide,Adelaide Oval,15,0,88,,37,7,1,2,2,0,0,0,0,0,1,6
2025,19,2025-07-10,Alex,Cincotta,Alex Cincotta,Carlton,DEF,Brisbane Lions,Docklands,12,1,83,,38,3,4,1,6,0,0,2,0,0,4,3
2025,21,2025-07-26,Alex,Davies,Alex Davies,Gold Coast,MID,Brisbane Lions,Carrara,22,1,81,,111,10,20,1,10,0,1,1,0,0,16,18
2025,22,2025-08-02,Alex,Davies,Alex Davies,Gold Coast,MID,Richmond,Carrara,19,1,81,,53,3,11,2,7,0,0,4,0,0,6,10
2025,23,2025-08-09,Alex,Davies,Alex Davies,Gold Coast,MID,Carlton,Docklands,17,0,76,,82,9,9,2,8,0,2,1,0,0,9,8
2025,24,2025-08-16,Alex,Davies,Alex Davies,Gold Coast,MID,Greater Western Sydney,Carrara,23,0,59,,21,5,6,0,2,0,1,5,0,0,7,7
2025,25,2025-08-22,Alex,Davies,Alex Davies,Gold Coast,MID,Port Adelaide,Adelaide Oval,18,0,63,,49,8,7,0,4,0,0,2,0,1,8,4
2025,1,2025-08-27,Alex,Davies,Alex Davies,Gold Coast,MID,Essendon,Carrara,25,0,76,,56,6,11,2,1,0,0,0,1,0,7,9
2025,EF,2025-09-06,Alex,Davies,Alex Davies,Gold Coast,MID,Fremantle,Perth Stadium,17,1,67,,74,4,15,0,7,0,1,1,1,0,14,4
2025,SF,2025-09-13,Alex,Davies,Alex Davies,Gold Coast,MID,Brisbane Lions,Gabba,23,1,68,,50,3,9,1,5,0,0,0,0,0,8,6
2025,24,2025-08-15,Alex,Dodson,Alex Dodson,St Kilda,FWD,Essendon,Docklands,15,1,48,Off,22,3,5,2,0,2,0,2,0,1,0,6
2025,2,2025-03-16,Alex,Neal-Bullen,Alex Neal-Bullen,Adelaide,FWD,St Kilda,Adelaide Oval,26,1,79,,78,10,11,3,4,0,0,2,1,1,5,16
2025,3,2025-03-22,Alex,Neal-Bullen,Alex Neal-Bullen,Adelaide,FWD,Essendon,M.C.G.,21,0,84,,85,9,9,5,4,0,0,1,2,0,5,13
2025,4,2025-03-30,Alex,Neal-Bullen,Alex Neal-Bullen,Adelaide,FWD,North Melbourne,Adelaide Oval,25,0,85,,59,8,4,3,3,0,2,1,1,1,4,10
2025,5,2025-04-05,Alex,Neal-Bullen,Alex Neal-Bullen,Adelaide,FWD,Gold Coast,Carrara,27,1,81,,62,7,13,2,5,0,1,4,0,0,10,12
2025,6,2025-04-10,Alex,Neal-Bullen,Alex Neal-Bullen,Adelaide,FWD,Geelong,Adelaide Oval,30,0,83,,48,7,5,4,2,0,0,1,0,0,6,7
2025,7,2025-04-19,Alex,Neal-Bullen,Alex Neal-Bullen,Adelaide,FWD,Greater Western Sydney,Adelaide Oval,29,1,89,,72,9,11,3,3,0,2,2,1,0,9,12
2025,8,2025-04-25,Alex,Neal-Bullen,Alex Neal-Bullen,Adelaide,FWD,Fremantle,Perth Stadium,22,0,84,,85,13,6,4,4,0,1,1,1,2,7,12
2025,9,2025-05-03,Alex,Neal-Bullen,Alex Neal-Bullen,Adelaide,FWD,Carlton,Adelaide Oval,25,0,82,,73,5,13,4,2,0,0,0,2,0,8,11
2025,10,2025-05-10,Alex,Neal-Bullen,Alex Neal-Bullen,Adelaide,FWD,Port Adelaide,Adelaide Oval,23,0,82,,77,9,6,1,7,0,0,0,1,1,10,6
2025,11,2025-05-17,Alex,Neal-Bullen,Alex Neal-Bullen,Adelaide,FWD,Collingwood,M.C.G.,14,1,79,,44,5,4,3,3,0,0,0,0,0,0,8
2025,12,2025-05-25,Alex,Neal-Bullen,Alex Neal-Bullen,Adelaide,FWD,West Coast,Adelaide Oval,21,0,73,,64,6,8,1,5,0,1,0,1,0,9,5
2025,13,2025-05-31,Alex,Neal-Bullen,Alex Neal-Bullen,Adelaide,FWD,Sydney,S.C.G.,20,0,80,,99,14,11,6,4,0,1,2,1,0,9,18
2025,14,2025-06-06,Alex,Neal-Bullen,Alex Neal-Bullen,Adelaide,FWD,Brisbane Lions,Adelaide Oval,17,1,85,,60,9,4,3,4,0,0,0,0,0,3,10
2025,15,2025-06-13,Alex,Neal-Bullen,Alex Neal-Bullen,Adelaide,FWD,Hawthorn,York Park,14,0,71,,46,7,4,1,3,0,2,0,0,0,6,4
2025,17,2025-06-29,Alex,Neal-Bullen,Alex Neal-Bullen,Adelaide,FWD,Richmond,M.C.G.,13,1,85,,50,8,8,4,1,0,0,2,0,0,8,9
2025,18,2025-07-06,Alex,Neal-Bullen,Alex Neal-Bullen,Adelaide,FWD,Melbourne,Adelaide Oval,16,0,78,,65,10,4,1,6,0,0,0,0,0,5,10
2025,19,2025-07-12,Alex,Neal-Bullen,Alex Neal-Bullen,Adelaide,FWD,Western Bulldogs,Docklands,17,0,79,,46,6,5,1,4,0,1,1,0,1,3,8
2025,20,2025-07-20,Alex,Neal-Bullen,Alex Neal-Bullen,Adelaide,FWD,Gold Coast,Adelaide Oval,17,0,84,,135,20,11,7,4,0,3,2,3,1,9,23
2025,21,2025-07-26,Alex,Neal-Bullen,Alex Neal-Bullen,Adelaide,FWD,Port Adelaide,Adelaide Oval,14,1,80,,108,13,5,1,12,0,2,0,1,0,7,8
2025,22,2025-08-01,Alex,Neal-Bullen,Alex Neal-Bullen,Adelaide,FWD,Hawthorn,Adelaide Oval,15,0,86,,91,13,5,5,5,0,2,1,1,2,4,12
2025,23,2025-08-10,Alex,Neal-Bullen,Alex Neal-Bullen,Adelaide,FWD,West Coast,Perth Stadium,17,1,77,,55,10,3,1,5,0,1,2,0,1,4,9
2025,24,2025-08-16,Alex,Neal-Bullen,Alex Neal-Bullen,Adelaide,FWD,Collingwood,Adelaide Oval,14,1,82,,61,9,11,1,2,0,1,0,0,0,12,7
2025,25,2025-08-23,Alex,Neal-Bullen,Alex Neal-Bullen,Adelaide,FWD,North Melbourne,Docklands,16,0,76,,33,2,7,2,1,0,0,1,1,0,4,6
2025,QF,2025-09-04,Alex,Neal-Bullen,Alex Neal-Bullen,Adelaide,FWD,Collingwood,Adelaide Oval,17,1,83,,92,13,4,5,7,0,2,0,0,0,5,11
2025,SF,2025-09-12,Alex,Neal-Bullen,Alex Neal-Bullen,Adelaide,FWD,Hawthorn,Adelaide Oval,16,0,81,,70,11,3,6,3,0,1,0,0,0,5,9
2025,2,2025-03-15,Alex,Pearce,Alex Pearce,Fremantle,DEF,Geelong,Kardinia Park,32,0,93,,48,9,2,4,2,0,3,2,0,0,6,5
2025,3,2025-03-23,Alex,Pearce,Alex Pearce,Fremantle,DEF,Sydney,Perth Stadium,34,0,93,,43,6,5,5,0,0,0,0,0,0,7,4
2025,4,2025-03-30,Alex,Pearce,Alex Pearce,Fremantle,DEF,West Coast,Perth Stadium,31,1,88,,38,7,1,5,0,0,0,0,0,0,2,6
2025,5,2025-04-06,Alex,Pearce,Alex Pearce,Fremantle,DEF,Western Bulldogs,Perth Stadium,29,0,91,,48,4,9,5,3,0,0,3,0,0,8,5
2025,6,2025-04-13,Alex,Pearce,Alex Pearce,Fremantle,DEF,Richmond,Barossa Oval,33,0,91,,73,11,3,7,2,0,2,1,1,0,6,8
2025,7,2025-04-19,Alex,Pearce,Alex Pearce,Fremantle,DEF,Melbourne,M.C.G.,28,0,97,,31,4,8,3,1,0,2,4,0,0,9,4
2025,8,2025-04-25,Alex,Pearce,Alex Pearce,Fremantle,DEF,Adelaide,Perth Stadium,22,0,95,,43,4,6,4,3,0,1,2,0,0,6,5
2025,9,2025-05-02,Alex,Pearce,Alex Pearce,Fremantle,DEF,St Kilda,Docklands,21,0,96,,77,11,7,6,3,0,3,1,0,0,8,10
