Season,Round,Date,First.name,Surname,Player,Team,Position,Opponent,Venue,match_weather_temp_c,Is_Raining,Time.on.Ground,Substitute,Fantasy.Points,Kicks,Handballs,Marks,Tackles,Hit.Outs,Frees.For,Frees.Against,Goals,Behinds,Contested.Possessions,Uncontested.Possessions
2025,9,2025-05-03,Harry,Petty,Harry Petty,Melbourne,MID,West Coast,Perth Stadium,NA,0,36,Off,17,2,2,2,1,2,1,2,0,0,2,2
2025,11,2025-05-18,Harry,Petty,Harry Petty,Melbourne,MID,Brisbane Lions,Gabba,NA,0,71,,57,8,2,7,2,0,1,1,0,2,4,6
2025,12,2025-05-25,Harry,Petty,Harry Petty,Melbourne,MID,Sydney,M.C.G.,NA,0,74,,35,3,4,1,2,0,1,0,1,0,5,2
2025,13,2025-06-01,Harry,Petty,Harry Petty,Melbourne,MID,St Kilda,Traeger Park,NA,0,75,,50,6,2,3,3,1,2,1,1,1,2,5
2025,14,2025-06-09,Harry,Petty,Harry Petty,Melbourne,MID,Collingwood,M.C.G.,NA,0,74,,42,6,3,3,2,0,3,3,1,1,9,2
2025,15,2025-06-15,Harry,Petty,Harry Petty,Melbourne,MID,Port Adelaide,Adelaide Oval,NA,0,80,,33,5,2,3,0,0,1,1,1,1,4,3
2025,17,2025-06-28,Harry,Petty,Harry Petty,Melbourne,MID,Gold Coast,Carrara,NA,0,22,,21,2,2,0,1,1,2,1,1,1,3,2
2025,21,2025-07-27,Harry,Petty,Harry Petty,Melbourne,MID,St Kilda,Docklands,NA,0,80,,37,3,2,4,2,3,1,0,0,0,2,4
2025,22,2025-08-02,Harry,Petty,Harry Petty,Melbourne,MID,West Coast,Docklands,NA,0,76,,93,9,2,8,4,4,1,1,3,2,6,6
2025,23,2025-08-10,Harry,Petty,Harry Petty,Melbourne,MID,Western Bulldogs,M.C.G.,NA,0,78,,88,11,4,7,2,4,1,0,2,1,6,11
2025,24,2025-08-16,Harry,Petty,Harry Petty,Melbourne,MID,Hawthorn,M.C.G.,NA,0,79,,57,8,3,4,0,1,5,1,2,0,5,6
2025,25,2025-08-22,Harry,Petty,Harry Petty,Melbourne,MID,Collingwood,M.C.G.,NA,0,77,,40,3,2,4,2,1,0,0,1,0,4,3
2025,12,2025-05-24,Harry,Rowston,Harry Rowston,GWS,MID,Carlton,Docklands,19,1,7,On,12,2,0,2,0,0,0,0,0,0,0,2
2025,15,2025-06-14,Harry,Rowston,Harry Rowston,GWS,MID,Brisbane Lions,Gabba,21,0,62,,75,12,6,2,6,0,0,1,0,0,4,12
2025,16,2025-06-22,Harry,Rowston,Harry Rowston,GWS,MID,Greater Western Sydney,Sydney Showground,19,0,70,,83,11,9,4,5,0,3,1,0,0,8,12
2025,18,2025-07-04,Harry,Rowston,Harry Rowston,GWS,MID,West Coast,Perth Stadium,19,0,75,,55,10,2,4,2,0,0,0,0,1,3,8
2025,19,2025-07-12,Harry,Rowston,Harry Rowston,GWS,MID,Greater Western Sydney,Sydney Showground,19,0,72,,58,14,6,1,0,0,0,0,0,1,6,12
2025,20,2025-07-17,Harry,Rowston,Harry Rowston,GWS,MID,Essendon,Docklands,14,1,22,On,16,4,2,1,0,0,0,1,0,0,0,6
2025,22,2025-07-31,Harry,Rowston,Harry Rowston,GWS,MID,Western Bulldogs,Docklands,14,0,45,On,20,3,2,3,1,0,0,2,0,0,0,5
2025,23,2025-08-10,Harry,Rowston,Harry Rowston,GWS,MID,Greater Western Sydney,Manuka Oval,15,0,36,On,32,5,2,3,1,0,0,0,0,0,3,4
2025,24,2025-08-16,Harry,Rowston,Harry Rowston,GWS,MID,Gold Coast,Carrara,23,0,82,,91,9,3,6,4,0,0,0,4,0,3,9
2025,25,2025-08-24,Harry,Rowston,Harry Rowston,GWS,MID,Greater Western Sydney,Sydney Showground,19,0,73,,77,12,0,4,8,0,0,3,1,0,5,9
2025,24,2025-08-16,Harry,Schoenberg,Harry Schoenberg,Adelaide,MID,Collingwood,Adelaide Oval,14,1,18,On,23,1,4,1,2,0,1,0,0,0,2,3
2025,2,2025-03-16,Harry,Sharp,Harry Sharp,Melbourne,MID,Greater Western Sydney,M.C.G.,26,1,64,,45,7,2,1,2,0,2,0,1,1,3,5
2025,3,2025-03-23,Harry,Sharp,Harry Sharp,Melbourne,MID,North Melbourne,Docklands,23,0,83,,46,6,4,5,1,0,0,0,0,1,3,8
2025,4,2025-03-29,Harry,Sharp,Harry Sharp,Melbourne,MID,Gold Coast,M.C.G.,23,1,71,,58,9,3,3,1,0,0,0,2,0,2,10
2025,5,2025-04-04,Harry,Sharp,Harry Sharp,Melbourne,MID,Geelong,Kardinia Park,19,0,59,Off,21,3,2,2,2,0,0,2,0,0,1,4
2025,6,2025-04-12,Harry,Sharp,Harry Sharp,Melbourne,MID,Essendon,Adelaide Oval,34,0,35,On,20,2,1,2,0,0,0,0,1,0,2,2
2025,7,2025-04-19,Harry,Sharp,Harry Sharp,Melbourne,MID,Fremantle,M.C.G.,28,0,40,On,18,0,3,1,3,0,0,1,0,0,2,1
2025,8,2025-04-24,Harry,Sharp,Harry Sharp,Melbourne,MID,Richmond,M.C.G.,26,0,24,On,17,4,0,1,0,0,2,0,0,0,2,3
2025,9,2025-05-03,Harry,Sharp,Harry Sharp,Melbourne,MID,West Coast,Perth Stadium,22,1,44,On,25,3,1,1,1,0,0,0,1,1,1,3
2025,10,2025-05-10,Harry,Sharp,Harry Sharp,Melbourne,MID,Hawthorn,M.C.G.,20,0,72,,51,4,4,2,5,0,1,1,1,1,2,7
2025,11,2025-05-18,Harry,Sharp,Harry Sharp,Melbourne,MID,Brisbane Lions,Gabba,25,1,52,Off,38,5,5,4,0,0,0,0,0,1,1,9
2025,12,2025-05-25,Harry,Sharp,Harry Sharp,Melbourne,MID,Sydney,M.C.G.,18,0,33,On,38,5,2,1,1,0,0,0,2,0,2,5
2025,13,2025-06-01,Harry,Sharp,Harry Sharp,Melbourne,MID,St Kilda,Traeger Park,20,0,71,,39,5,5,3,1,0,0,0,0,1,5,5
2025,17,2025-06-28,Harry,Sharp,Harry Sharp,Melbourne,MID,Gold Coast,Carrara,20,1,60,On,37,4,4,2,3,0,1,1,0,1,1,8
2025,18,2025-07-06,Harry,Sharp,Harry Sharp,Melbourne,MID,Adelaide,Adelaide Oval,16,0,25,On,4,0,2,0,0,0,0,0,0,0,1,1
2025,20,2025-07-19,Harry,Sharp,Harry Sharp,Melbourne,MID,Carlton,M.C.G.,15,0,74,,52,6,4,6,2,0,0,0,0,0,3,8
2025,22,2025-08-02,Harry,Sharp,Harry Sharp,Melbourne,MID,West Coast,Docklands,15,0,18,On,9,2,0,1,0,0,0,0,0,0,0,2
2025,24,2025-08-16,Harry,Sharp,Harry Sharp,Melbourne,MID,Hawthorn,M.C.G.,12,1,71,,31,6,2,1,2,0,1,2,0,3,3,7
2025,25,2025-08-22,Harry,Sharp,Harry Sharp,Melbourne,MID,Collingwood,M.C.G.,19,0,13,On,2,0,1,0,0,0,0,0,0,0,0,1
2025,2,2025-03-15,Harry,Sheezel,Harry Sheezel,North Melbourne,FWD,Western Bulldogs,Docklands,34,0,85,,114,15,16,6,4,0,1,0,0,2,9,22
2025,3,2025-03-23,Harry,Sheezel,Harry Sheezel,North Melbourne,FWD,Melbourne,Docklands,23,0,89,,102,15,13,7,2,0,1,0,0,1,14,15
2025,4,2025-03-30,Harry,Sheezel,Harry Sheezel,North Melbourne,FWD,Adelaide,Adelaide Oval,25,0,84,,90,11,15,2,5,0,1,0,0,0,8,16
2025,5,2025-04-05,Harry,Sheezel,Harry Sheezel,North Melbourne,FWD,Sydney,Docklands,18,1,92,,125,19,15,9,3,0,1,1,0,1,9,26
2025,6,2025-04-12,Harry,Sheezel,Harry Sheezel,North Melbourne,FWD,Gold Coast,Barossa Oval,32,0,85,,100,12,15,4,4,0,0,0,1,0,8,20
2025,7,2025-04-18,Harry,Sheezel,Harry Sheezel,North Melbourne,FWD,Carlton,Docklands,30,0,83,,91,9,23,0,6,0,0,2,0,0,11,22
2025,8,2025-04-26,Harry,Sheezel,Harry Sheezel,North Melbourne,FWD,Port Adelaide,Adelaide Oval,23,0,92,,95,20,10,4,1,0,2,1,0,0,9,18
2025,9,2025-05-01,Harry,Sheezel,Harry Sheezel,North Melbourne,FWD,Essendon,Docklands,18,0,90,,134,21,11,9,5,0,2,0,0,0,1,29
2025,10,2025-05-11,Harry,Sheezel,Harry Sheezel,North Melbourne,FWD,Brisbane Lions,Bellerive Oval,18,0,90,,103,18,11,7,3,0,0,2,0,0,5,21
2025,11,2025-05-18,Harry,Sheezel,Harry Sheezel,North Melbourne,FWD,Richmond,M.C.G.,15,1,83,,102,14,6,2,10,0,1,0,0,1,11,9
2025,12,2025-05-24,Harry,Sheezel,Harry Sheezel,North Melbourne,FWD,Collingwood,Docklands,19,1,85,,81,12,8,8,1,0,1,0,0,0,9,11
2025,14,2025-06-08,Harry,Sheezel,Harry Sheezel,North Melbourne,FWD,West Coast,Hands Oval,20,0,78,,119,13,15,7,7,0,0,0,0,1,6,21
2025,15,2025-06-14,Harry,Sheezel,Harry Sheezel,North Melbourne,FWD,Fremantle,Perth Stadium,20,1,83,,131,15,17,9,6,0,1,2,1,0,14,19
2025,16,2025-06-21,Harry,Sheezel,Harry Sheezel,North Melbourne,FWD,Carlton,M.C.G.,15,0,86,,116,16,14,9,3,0,1,2,1,0,5,26
2025,17,2025-06-28,Harry,Sheezel,Harry Sheezel,North Melbourne,FWD,Hawthorn,York Park,14,0,88,,65,8,12,3,2,0,2,1,0,1,6,14
2025,18,2025-07-03,Harry,Sheezel,Harry Sheezel,North Melbourne,FWD,Western Bulldogs,Docklands,14,1,87,,93,10,12,3,6,0,2,1,1,1,9,12
2025,19,2025-07-13,Harry,Sheezel,Harry Sheezel,North Melbourne,FWD,Melbourne,M.C.G.,16,1,88,,113,14,15,6,6,0,2,1,0,0,8,21
2025,20,2025-07-19,Harry,Sheezel,Harry Sheezel,North Melbourne,FWD,Sydney,S.C.G.,19,0,87,,102,13,14,5,5,0,1,3,1,2,7,20
2025,21,2025-07-26,Harry,Sheezel,Harry Sheezel,North Melbourne,FWD,Geelong,Docklands,14,1,85,,111,15,12,7,5,0,1,0,0,0,5,20
2025,22,2025-08-03,Harry,Sheezel,Harry Sheezel,North Melbourne,FWD,St Kilda,Docklands,18,0,85,,117,17,16,5,3,0,1,0,1,0,7,24
2025,23,2025-08-10,Harry,Sheezel,Harry Sheezel,North Melbourne,FWD,Greater Western Sydney,Manuka Oval,15,0,82,,108,14,17,7,4,0,1,2,0,0,15,17
2025,24,2025-08-17,Harry,Sheezel,Harry Sheezel,North Melbourne,FWD,Richmond,Bellerive Oval,11,0,86,,186,25,29,7,5,0,1,1,2,2,16,38
2025,25,2025-08-23,Harry,Sheezel,Harry Sheezel,North Melbourne,FWD,Adelaide,Docklands,16,0,87,,113,15,17,7,3,0,1,0,0,0,7,23
2025,2,2025-03-15,Harvey,Gallagher,Harvey Gallagher,Footscray,FWD,Western Bulldogs,Docklands,34,0,82,,63,10,6,4,2,0,1,0,0,0,2,14
2025,3,2025-03-21,Harvey,Gallagher,Harvey Gallagher,Footscray,FWD,Western Bulldogs,M.C.G.,20,1,77,,62,11,5,5,1,0,0,0,0,0,1,14
2025,4,2025-03-28,Harvey,Gallagher,Harvey Gallagher,Footscray,FWD,Carlton,Docklands,30,0,77,,35,9,0,4,1,0,1,3,0,0,2,7
2025,5,2025-04-06,Harvey,Gallagher,Harvey Gallagher,Footscray,FWD,Fremantle,Perth Stadium,29,0,45,On,28,5,4,0,1,0,1,0,0,0,4,5
2025,10,2025-05-10,Harvey,Gallagher,Harvey Gallagher,Footscray,FWD,Gold Coast,Marrara Oval,33,0,23,On,21,4,1,1,1,0,0,0,0,0,1,3
2025,2,2025-03-16,Harvey,Langford,Harvey Langford,Melbourne,MID,Greater Western Sydney,M.C.G.,26,1,21,On,16,3,2,1,0,0,0,0,0,0,2,2
2025,4,2025-03-29,Harvey,Langford,Harvey Langford,Melbourne,MID,Gold Coast,M.C.G.,23,1,66,,75,10,16,3,1,0,2,3,1,1,15,12
2025,5,2025-04-04,Harvey,Langford,Harvey Langford,Melbourne,MID,Geelong,Kardinia Park,19,0,63,,36,4,7,0,1,0,0,0,1,0,6,5
2025,6,2025-04-12,Harvey,Langford,Harvey Langford,Melbourne,MID,Essendon,Adelaide Oval,34,0,73,,77,11,12,5,1,0,1,0,0,0,8,15
2025,7,2025-04-19,Harvey,Langford,Harvey Langford,Melbourne,MID,Fremantle,M.C.G.,28,0,86,,64,10,7,2,2,0,0,2,2,0,5,13
2025,8,2025-04-24,Harvey,Langford,Harvey Langford,Melbourne,MID,Richmond,M.C.G.,26,0,78,,74,11,10,4,2,0,0,0,0,1,8,13
2025,9,2025-05-03,Harvey,Langford,Harvey Langford,Melbourne,MID,West Coast,Perth Stadium,22,1,78,,78,14,11,4,0,0,1,0,0,1,9,15
2025,10,2025-05-10,Harvey,Langford,Harvey Langford,Melbourne,MID,Hawthorn,M.C.G.,20,0,82,,95,16,6,6,1,0,1,2,3,0,7,15
2025,11,2025-05-18,Harvey,Langford,Harvey Langford,Melbourne,MID,Brisbane Lions,Gabba,25,1,79,,74,11,8,7,1,0,0,0,0,0,0,17
2025,12,2025-05-25,Harvey,Langford,Harvey Langford,Melbourne,MID,Sydney,M.C.G.,18,0,85,,67,11,10,3,1,0,0,0,0,1,9,12
2025,13,2025-06-01,Harvey,Langford,Harvey Langford,Melbourne,MID,St Kilda,Traeger Park,20,0,73,,36,6,4,2,1,0,0,0,0,0,5,6
2025,14,2025-06-09,Harvey,Langford,Harvey Langford,Melbourne,MID,Collingwood,M.C.G.,14,1,84,,55,11,8,3,0,0,0,1,0,0,5,14
2025,15,2025-06-15,Harvey,Langford,Harvey Langford,Melbourne,MID,Port Adelaide,Adelaide Oval,16,1,83,,50,8,11,2,1,0,0,2,0,0,7,12
2025,17,2025-06-28,Harvey,Langford,Harvey Langford,Melbourne,MID,Gold Coast,Carrara,20,1,72,,53,8,11,2,1,0,0,1,0,0,9,10
2025,18,2025-07-06,Harvey,Langford,Harvey Langford,Melbourne,MID,Adelaide,Adelaide Oval,16,0,78,,61,9,8,2,3,0,0,0,0,0,6,10
2025,19,2025-07-13,Harvey,Langford,Harvey Langford,Melbourne,MID,North Melbourne,M.C.G.,16,1,81,,89,13,11,5,3,0,1,0,0,0,7,17
2025,20,2025-07-19,Harvey,Langford,Harvey Langford,Melbourne,MID,Carlton,M.C.G.,15,0,82,,65,10,10,6,0,0,0,1,0,0,5,13
2025,21,2025-07-27,Harvey,Langford,Harvey Langford,Melbourne,MID,St Kilda,Docklands,14,1,76,,41,7,3,1,1,0,1,0,1,0,3,7
2025,22,2025-08-02,Harvey,Langford,Harvey Langford,Melbourne,MID,West Coast,Docklands,15,0,86,,72,10,6,2,1,0,2,0,3,0,6,10
2025,23,2025-08-10,Harvey,Langford,Harvey Langford,Melbourne,MID,Western Bulldogs,M.C.G.,18,0,79,,62,7,7,4,2,0,1,0,1,0,6,8
2025,24,2025-08-16,Harvey,Langford,Harvey Langford,Melbourne,MID,Hawthorn,M.C.G.,12,1,84,,45,4,7,0,3,0,0,0,1,1,6,5
2025,25,2025-08-22,Harvey,Langford,Harvey Langford,Melbourne,MID,Collingwood,M.C.G.,19,0,74,,95,14,12,7,1,0,1,1,1,0,10,16
2025,6,2025-04-13,Harvey,Thomas,Harvey Thomas,GWS,MID,St Kilda,Norwood Oval,34,0,80,,56,6,7,2,3,0,0,0,1,0,3,10
2025,7,2025-04-19,Harvey,Thomas,Harvey Thomas,GWS,MID,Adelaide,Adelaide Oval,29,1,83,,50,6,4,2,3,0,0,0,1,0,2,8
2025,8,2025-04-26,Harvey,Thomas,Harvey Thomas,GWS,MID,Greater Western Sydney,Manuka Oval,23,1,84,,67,8,7,2,4,0,1,0,1,0,7,7
2025,9,2025-05-04,Harvey,Thomas,Harvey Thomas,GWS,MID,Sydney,S.C.G.,23,0,81,,36,6,5,1,2,0,0,1,0,0,2,9
2025,10,2025-05-11,Harvey,Thomas,Harvey Thomas,GWS,MID,Geelong,Kardinia Park,23,0,80,,54,6,0,2,6,0,0,0,1,0,3,2
2025,11,2025-05-17,Harvey,Thomas,Harvey Thomas,GWS,MID,Greater Western Sydney,Sydney Showground,22,1,44,On,9,3,0,0,0,0,0,0,0,0,1,2
2025,12,2025-05-24,Harvey,Thomas,Harvey Thomas,GWS,MID,Carlton,Docklands,19,1,80,,50,7,13,3,0,0,0,2,0,0,9,12
2025,13,2025-05-31,Harvey,Thomas,Harvey Thomas,GWS,MID,Greater Western Sydney,Sydney Showground,20,0,84,,38,5,4,3,3,0,0,2,0,0,1,9
2025,14,2025-06-07,Harvey,Thomas,Harvey Thomas,GWS,MID,Greater Western Sydney,Manuka Oval,11,1,83,,52,4,5,4,3,0,0,0,1,0,4,4
2025,15,2025-06-14,Harvey,Thomas,Harvey Thomas,GWS,MID,Brisbane Lions,Gabba,21,0,86,,58,7,7,4,4,0,1,2,0,0,3,11
2025,16,2025-06-22,Harvey,Thomas,Harvey Thomas,GWS,MID,Greater Western Sydney,Sydney Showground,19,0,85,,68,6,6,2,6,0,1,0,1,1,5,7
2025,18,2025-07-04,Harvey,Thomas,Harvey Thomas,GWS,MID,West Coast,Perth Stadium,19,0,25,On,28,5,1,3,1,0,1,1,0,0,1,5
2025,19,2025-07-12,Harvey,Thomas,Harvey Thomas,GWS,MID,Greater Western Sydney,Sydney Showground,19,0,7,On,3,1,0,1,0,0,0,1,0,0,0,1
2025,22,2025-07-31,Harvey,Thomas,Harvey Thomas,GWS,MID,Western Bulldogs,Docklands,14,0,88,,57,7,4,5,3,0,1,0,0,0,2,9
2025,23,2025-08-10,Harvey,Thomas,Harvey Thomas,GWS,MID,Greater Western Sydney,Manuka Oval,15,0,73,,84,13,6,6,3,0,0,1,1,0,4,15
2025,24,2025-08-16,Harvey,Thomas,Harvey Thomas,GWS,MID,Gold Coast,Carrara,23,0,78,,94,14,9,8,3,0,0,1,0,1,6,17
2025,25,2025-08-24,Harvey,Thomas,Harvey Thomas,GWS,MID,Greater Western Sydney,Sydney Showground,19,0,79,,66,6,7,6,2,0,1,0,1,1,4,9
2025,EF,2025-09-06,Harvey,Thomas,Harvey Thomas,GWS,MID,Greater Western Sydney,Sydney Showground,21,0,84,,59,4,10,0,5,0,1,0,1,0,8,7
2025,3,2025-03-23,Hayden,McLean,Hayden McLean,Sydney,FWD,Fremantle,Perth Stadium,34,0,78,,59,6,3,1,5,1,1,1,2,1,5,4
2025,5,2025-04-05,Hayden,McLean,Hayden McLean,Sydney,FWD,North Melbourne,Docklands,18,1,76,,41,4,4,3,1,2,0,0,1,0,4,4
2025,6,2025-04-11,Hayden,McLean,Hayden McLean,Sydney,FWD,Collingwood,Adelaide Oval,29,0,76,,69,7,3,6,1,2,0,0,3,0,1,8
2025,7,2025-04-20,Hayden,McLean,Hayden McLean,Sydney,FWD,Port Adelaide,S.C.G.,29,0,85,,106,13,3,9,3,8,1,1,2,4,6,9
2025,8,2025-04-27,Hayden,McLean,Hayden McLean,Sydney,FWD,Gold Coast,Carrara,28,0,84,,42,3,8,1,1,6,1,1,1,0,7,5
2025,9,2025-05-04,Hayden,McLean,Hayden McLean,Sydney,FWD,Greater Western Sydney,S.C.G.,23,0,76,,36,4,6,2,1,4,1,3,1,0,7,3
2025,10,2025-05-10,Hayden,McLean,Hayden McLean,Sydney,FWD,Essendon,Docklands,20,0,69,,37,4,3,2,2,0,1,1,1,1,5,2
2025,12,2025-05-25,Hayden,McLean,Hayden McLean,Sydney,FWD,Melbourne,M.C.G.,18,0,73,,28,2,5,4,0,0,0,2,1,0,5,2
2025,13,2025-05-31,Hayden,McLean,Hayden McLean,Sydney,FWD,Adelaide,S.C.G.,20,0,76,,43,7,4,1,0,0,2,1,2,0,5,6
2025,14,2025-06-07,Hayden,McLean,Hayden McLean,Sydney,FWD,Richmond,M.C.G.,15,1,75,,63,6,8,5,2,1,1,1,1,1,7,7
2025,16,2025-06-21,Hayden,McLean,Hayden McLean,Sydney,FWD,Port Adelaide,Adelaide Oval,19,0,72,,37,3,3,3,1,1,1,0,1,1,4,3
2025,17,2025-06-27,Hayden,McLean,Hayden McLean,Sydney,FWD,Western Bulldogs,S.C.G.,17,0,88,,75,7,3,4,6,9,2,0,0,1,4,7
2025,18,2025-07-06,Hayden,McLean,Hayden McLean,Sydney,FWD,Fremantle,S.C.G.,21,1,80,,77,9,2,6,2,4,1,1,3,0,3,8
2025,19,2025-07-13,Hayden,McLean,Hayden McLean,Sydney,FWD,St Kilda,Docklands,16,1,81,,45,4,2,2,3,6,1,1,1,1,4,3
2025,20,2025-07-19,Hayden,McLean,Hayden McLean,Sydney,FWD,North Melbourne,S.C.G.,19,0,83,,66,9,3,6,0,9,3,1,1,0,7,5
2025,21,2025-07-25,Hayden,McLean,Hayden McLean,Sydney,FWD,Greater Western Sydney,Sydney Showground,18,0,2,Off,0,0,0,0,0,0,0,0,0,0,0,0
2025,23,2025-08-09,Hayden,McLean,Hayden McLean,Sydney,FWD,Brisbane Lions,Gabba,19,1,81,,41,3,7,3,1,7,0,1,0,1,5,4
2025,24,2025-08-17,Hayden,McLean,Hayden McLean,Sydney,FWD,Geelong,S.C.G.,17,0,78,,67,8,1,6,1,8,1,1,2,1,3,7
2025,25,2025-08-23,Hayden,McLean,Hayden McLean,Sydney,FWD,West Coast,Perth Stadium,20,0,78,,61,7,3,4,2,4,1,1,2,0,4,6
2025,6,2025-04-13,Hayden,Young,Hayden Young,Fremantle,MID,Richmond,Barossa Oval,33,0,69,,90,13,5,3,5,0,0,0,2,0,8,10
2025,7,2025-04-19,Hayden,Young,Hayden Young,Fremantle,MID,Melbourne,M.C.G.,28,0,76,,90,13,12,5,4,0,2,2,0,0,10,16
2025,8,2025-04-25,Hayden,Young,Hayden Young,Fremantle,MID,Adelaide,Perth Stadium,22,0,75,,75,10,10,3,3,0,1,1,1,0,8,14
2025,9,2025-05-02,Hayden,Young,Hayden Young,Fremantle,MID,St Kilda,Docklands,21,0,27,Off,38,3,5,1,4,0,0,2,1,0,2,6
2025,20,2025-07-20,Hayden,Young,Hayden Young,Fremantle,MID,Collingwood,M.C.G.,15,0,28,On,39,6,5,1,2,0,0,0,0,0,5,6
2025,21,2025-07-26,Hayden,Young,Hayden Young,Fremantle,MID,West Coast,Perth Stadium,16,0,57,Off,98,15,8,4,1,0,3,0,3,0,9,14
2025,22,2025-08-03,Hayden,Young,Hayden Young,Fremantle,MID,Carlton,Perth Stadium,17,1,8,Off,13,1,1,0,2,0,0,0,0,0,2,0
2025,25,2025-08-24,Hayden,Young,Hayden Young,Fremantle,MID,Western Bulldogs,Docklands,15,0,65,,57,9,7,0,4,0,0,0,0,0,11,7
2025,EF,2025-09-06,Hayden,Young,Hayden Young,Fremantle,MID,Gold Coast,Perth Stadium,17,1,74,,86,14,14,1,3,0,1,0,0,0,16,14
2025,2,2025-03-15,Heath,Chapman,Heath Chapman,Fremantle,MID,Geelong,Kardinia Park,32,0,41,On,15,3,3,0,0,0,0,0,0,0,1,4
2025,3,2025-03-23,Heath,Chapman,Heath Chapman,Fremantle,MID,Sydney,Perth Stadium,34,0,75,,57,8,4,4,3,0,1,0,0,0,4,10
2025,4,2025-03-30,Heath,Chapman,Heath Chapman,Fremantle,MID,West Coast,Perth Stadium,31,1,87,,47,10,2,5,1,0,0,2,0,0,3,9
2025,5,2025-04-06,Heath,Chapman,Heath Chapman,Fremantle,MID,Western Bulldogs,Perth Stadium,29,0,80,,65,8,7,7,1,0,2,0,0,0,2,13
2025,6,2025-04-13,Heath,Chapman,Heath Chapman,Fremantle,MID,Richmond,Barossa Oval,33,0,87,,103,18,8,10,1,0,2,1,0,0,3,21
2025,8,2025-04-25,Heath,Chapman,Heath Chapman,Fremantle,MID,Adelaide,Perth Stadium,22,0,74,,27,5,2,2,1,0,1,1,0,0,1,6
2025,9,2025-05-02,Heath,Chapman,Heath Chapman,Fremantle,MID,St Kilda,Docklands,21,0,80,,39,8,0,3,3,0,0,2,0,0,0,7
2025,10,2025-05-08,Heath,Chapman,Heath Chapman,Fremantle,MID,Collingwood,Perth Stadium,30,0,88,,69,11,6,6,2,0,1,1,0,0,6,12
2025,11,2025-05-17,Heath,Chapman,Heath Chapman,Fremantle,MID,Greater Western Sydney,Sydney Showground,22,1,80,,53,10,5,4,1,0,0,1,0,0,8,5
2025,12,2025-05-24,Heath,Chapman,Heath Chapman,Fremantle,MID,Port Adelaide,Perth Stadium,17,1,71,,92,15,6,9,2,0,0,0,0,0,6,14
2025,13,2025-05-31,Heath,Chapman,Heath Chapman,Fremantle,MID,Gold Coast,Carrara,21,1,79,,58,7,6,1,6,0,1,1,0,0,6,7
2025,15,2025-06-14,Heath,Chapman,Heath Chapman,Fremantle,MID,North Melbourne,Perth Stadium,20,1,83,,51,5,8,5,2,0,0,1,0,0,6,7
2025,16,2025-06-19,Heath,Chapman,Heath Chapman,Fremantle,MID,Essendon,Perth Stadium,21,1,78,,81,15,7,4,2,0,2,0,0,0,5,16
2025,17,2025-06-29,Heath,Chapman,Heath Chapman,Fremantle,MID,St Kilda,Perth Stadium,20,0,80,,29,7,2,2,1,0,0,2,0,0,1,7
2025,18,2025-07-06,Heath,Chapman,Heath Chapman,Fremantle,MID,Sydney,S.C.G.,21,1,81,,62,8,5,6,3,0,1,1,0,0,6,8
2025,19,2025-07-12,Heath,Chapman,Heath Chapman,Fremantle,MID,Hawthorn,Perth Stadium,19,1,82,,65,8,4,4,5,0,1,0,0,0,4,7
2025,20,2025-07-20,Heath,Chapman,Heath Chapman,Fremantle,MID,Collingwood,M.C.G.,15,0,81,,59,7,3,5,4,0,1,0,0,0,3,7
2025,21,2025-07-26,Heath,Chapman,Heath Chapman,Fremantle,MID,West Coast,Perth Stadium,16,0,85,,32,4,6,3,2,0,0,3,0,0,6,5
2025,22,2025-08-03,Heath,Chapman,Heath Chapman,Fremantle,MID,Carlton,Perth Stadium,17,1,92,,43,6,2,4,3,0,0,1,0,0,2,6
2025,23,2025-08-09,Heath,Chapman,Heath Chapman,Fremantle,MID,Port Adelaide,Adelaide Oval,16,1,79,,39,8,2,4,1,0,1,2,0,0,2,9
2025,24,2025-08-15,Heath,Chapman,Heath Chapman,Fremantle,MID,Brisbane Lions,Perth Stadium,17,0,77,,42,4,3,4,3,0,0,0,0,0,2,6
2025,25,2025-08-24,Heath,Chapman,Heath Chapman,Fremantle,MID,Western Bulldogs,Docklands,15,0,80,,51,9,5,3,1,0,1,0,0,0,3,11
2025,EF,2025-09-06,Heath,Chapman,Heath Chapman,Fremantle,MID,Gold Coast,Perth Stadium,17,1,88,,60,7,8,5,2,0,0,0,0,0,1,13
2025,8,2025-04-27,Henry,Hustwaite,Henry Hustwaite,Hawthorn,MID,West Coast,Docklands,18,1,75,,74,12,12,2,2,0,0,0,0,0,7,17
2025,9,2025-05-04,Henry,Hustwaite,Henry Hustwaite,Hawthorn,MID,Richmond,M.C.G.,23,0,74,,87,4,15,5,8,0,0,1,0,1,6,13
2025,10,2025-05-10,Henry,Hustwaite,Henry Hustwaite,Hawthorn,MID,Melbourne,M.C.G.,20,0,35,Off,30,4,4,1,3,0,1,2,0,0,4,5
2025,15,2025-06-13,Henry,Hustwaite,Henry Hustwaite,Hawthorn,MID,Adelaide,York Park,14,0,27,Off,15,3,1,0,1,0,0,0,0,0,1,3
2025,22,2025-08-02,Henry,Smith,Henry Smith,Brisbane Lions,FWD,Collingwood,M.C.G.,15,0,73,,66,3,2,4,5,5,1,1,3,0,1,6
2025,23,2025-08-09,Henry,Smith,Henry Smith,Brisbane Lions,FWD,Sydney,Gabba,19,1,60,,18,2,0,1,0,8,1,2,1,0,3,2
