"round.roundNumber","venue.name","home.team.club.name","away.team.club.name","player.jumperNumber","player.player.position","player.player.player.givenName","player.player.player.surname","player.player.player.playerId"
0,"SCG","Sydney Swans","Hawthorn",3,"INT","Taylor","Adams","CD_I291776"
0,"SCG","Sydney Swans","Hawthorn",36,"FF","Joel","Amartey","CD_I1008091"
0,"SCG","Sydney Swans","Hawthorn",22,"BPL","Nick","Blakey","CD_I1006028"
0,"SCG","Sydney Swans","Hawthorn",16,"HFFL","Braeden","Campbell","CD_I1013133"
0,"SCG","Sydney Swans","Hawthorn",13,"INT","Oliver","Florent","CD_I998103"
0,"SCG","Sydney Swans","Hawthorn",4,"RK","Brodie","Grundy","CD_I293957"
0,"SCG","Sydney Swans","Hawthorn",40,"SUB","Tom","Hanily","CD_I1027687"
0,"SCG","Sydney Swans","Hawthorn",9,"FPL","Will","Hayward","CD_I997100"
0,"SCG","Sydney Swans","Hawthorn",5,"C","Isaac","Heeney","CD_I298539"
0,"SCG","Sydney Swans","Hawthorn",17,"FPR","James","Jordon","CD_I1013409"
0,"SCG","Sydney Swans","Hawthorn",44,"WL","Jake","Lloyd","CD_I295342"
0,"SCG","Sydney Swans","Hawthorn",30,"CHF","Tom","McCartin","CD_I1008198"
0,"SCG","Sydney Swans","Hawthorn",27,"WR","Justin","McInerney","CD_I1011936"
0,"SCG","Sydney Swans","Hawthorn",43,"FB","Lewis","Melican","CD_I996743"
0,"SCG","Sydney Swans","Hawthorn",11,"HFFR","Tom","Papley","CD_I996765"
0,"SCG","Sydney Swans","Hawthorn",25,"HBFR","Ben","Paton","CD_I1004985"
0,"SCG","Sydney Swans","Hawthorn",24,"CHB","Dane","Rampe","CD_I290307"
0,"SCG","Sydney Swans","Hawthorn",34,"HBFL","Matt","Roberts","CD_I1012210"
0,"SCG","Sydney Swans","Hawthorn",8,"R","James","Rowbottom","CD_I1006126"
0,"SCG","Sydney Swans","Hawthorn",12,"INT","Angus","Sheldrick","CD_I1020339"
0,"SCG","Sydney Swans","Hawthorn",1,"RR","Chad","Warner","CD_I1012014"
0,"SCG","Sydney Swans","Hawthorn",37,"INT","Corey","Warner","CD_I1018424"
0,"SCG","Sydney Swans","Hawthorn",15,"BPR","Sam","Wicks","CD_I1006232"
0,"SCG","Sydney Swans","Hawthorn",10,"R","Karl","Amon","CD_I297354"
0,"SCG","Sydney Swans","Hawthorn",37,"BPL","Tom","Barrass","CD_I990290"
0,"SCG","Sydney Swans","Hawthorn",24,"HBFR","Josh","Battle","CD_I998134"
0,"SCG","Sydney Swans","Hawthorn",18,"FF","Mabior","Chol","CD_I994077"
0,"SCG","Sydney Swans","Hawthorn",16,"HFFL","Massimo","D'Ambrosio","CD_I1005144"
0,"SCG","Sydney Swans","Hawthorn",12,"FPR","Will","Day","CD_I1008550"
0,"SCG","Sydney Swans","Hawthorn",8,"SUB","Sam","Frost","CD_I293738"
0,"SCG","Sydney Swans","Hawthorn",33,"FPL","Jack","Ginnivan","CD_I1012857"
0,"SCG","Sydney Swans","Hawthorn",15,"FB","Blake","Hardwick","CD_I993794"
0,"SCG","Sydney Swans","Hawthorn",4,"CHB","Jarman","Impey","CD_I296254"
0,"SCG","Sydney Swans","Hawthorn",31,"WR","Connor","Macdonald","CD_I1017094"
0,"SCG","Sydney Swans","Hawthorn",28,"INT","Cam","Mackenzie","CD_I1023482"
0,"SCG","Sydney Swans","Hawthorn",20,"INT","Finn","Maginness","CD_I1009421"
0,"SCG","Sydney Swans","Hawthorn",17,"RK","Lloyd","Meek","CD_I1000980"
0,"SCG","Sydney Swans","Hawthorn",13,"WL","Dylan","Moore","CD_I1006314"
0,"SCG","Sydney Swans","Hawthorn",1,"CHF","Harry","Morrison","CD_I1000963"
0,"SCG","Sydney Swans","Hawthorn",11,"INT","Conor","Nash","CD_I1007124"
0,"SCG","Sydney Swans","Hawthorn",3,"C","Jai","Newcombe","CD_I1020895"
0,"SCG","Sydney Swans","Hawthorn",14,"INT","Jack","Scrimshaw","CD_I998114"
0,"SCG","Sydney Swans","Hawthorn",6,"BPR","James","Sicily","CD_I297566"
0,"SCG","Sydney Swans","Hawthorn",34,"HFFR","Nick","Watson","CD_I1023473"
0,"SCG","Sydney Swans","Hawthorn",23,"HBFL","Josh","Weddle","CD_I1027935"
0,"SCG","Sydney Swans","Hawthorn",5,"RR","James","Worpel","CD_I1002222"
0,"ENGIE Stadium","GWS GIANTS","Collingwood",7,"HBFR","Lachie","Ash","CD_I1009253"
0,"ENGIE Stadium","GWS GIANTS","Collingwood",14,"HFFL","Toby","Bedford","CD_I1008139"
0,"ENGIE Stadium","GWS GIANTS","Collingwood",32,"RK","Kieren","Briggs","CD_I1008436"
0,"ENGIE Stadium","GWS GIANTS","Collingwood",46,"INT","Callum","Brown","CD_I1014038"
0,"ENGIE Stadium","GWS GIANTS","Collingwood",44,"CHB","Jack","Buckley","CD_I1009708"
0,"ENGIE Stadium","GWS GIANTS","Collingwood",5,"FF","Aaron","Cadman","CD_I1019038"
0,"ENGIE Stadium","GWS GIANTS","Collingwood",17,"R","Finn","Callaghan","CD_I1023266"
0,"ENGIE Stadium","GWS GIANTS","Collingwood",3,"RR","Stephen","Coniglio","CD_I291969"
0,"ENGIE Stadium","GWS GIANTS","Collingwood",16,"HFFR","Brent","Daniels","CD_I1002251"
0,"ENGIE Stadium","GWS GIANTS","Collingwood",4,"CHF","Toby","Greene","CD_I295344"
0,"ENGIE Stadium","GWS GIANTS","Collingwood",35,"INT","Max","Gruzewski","CD_I1027921"
0,"ENGIE Stadium","GWS GIANTS","Collingwood",27,"BPR","Harry","Himmelberg","CD_I993107"
0,"ENGIE Stadium","GWS GIANTS","Collingwood",39,"BPL","Connor","Idun","CD_I1008083"
0,"ENGIE Stadium","GWS GIANTS","Collingwood",2,"FPL","Darcy","Jones","CD_I1020650"
0,"ENGIE Stadium","GWS GIANTS","Collingwood",25,"FPR","Lachlan","Keeffe","CD_I290314"
0,"ENGIE Stadium","GWS GIANTS","Collingwood",22,"WL","Josh","Kelly","CD_I296347"
0,"ENGIE Stadium","GWS GIANTS","Collingwood",30,"INT","James","Leake","CD_I1032119"
0,"ENGIE Stadium","GWS GIANTS","Collingwood",33,"WR","Xavier","O'Halloran","CD_I1006135"
0,"ENGIE Stadium","GWS GIANTS","Collingwood",18,"INT","Conor","Stone","CD_I1015862"
0,"ENGIE Stadium","GWS GIANTS","Collingwood",15,"FB","Sam","Taylor","CD_I1005247"
0,"ENGIE Stadium","GWS GIANTS","Collingwood",8,"C","Callan","Ward","CD_I280109"
0,"ENGIE Stadium","GWS GIANTS","Collingwood",10,"SUB","Jacob","Wehr","CD_I1004530"
0,"ENGIE Stadium","GWS GIANTS","Collingwood",6,"HBFL","Lachie","Whitfield","CD_I294305"
0,"ENGIE Stadium","GWS GIANTS","Collingwood",16,"INT","Edward","Allan","CD_I1022915"
0,"ENGIE Stadium","GWS GIANTS","Collingwood",14,"RK","Darcy","Cameron","CD_I990291"
0,"ENGIE Stadium","GWS GIANTS","Collingwood",25,"RR","Jack","Crisp","CD_I293871"
0,"ENGIE Stadium","GWS GIANTS","Collingwood",7,"HBFR","Josh","Daicos","CD_I1005054"
0,"ENGIE Stadium","GWS GIANTS","Collingwood",35,"R","Nick","Daicos","CD_I1023261"
0,"ENGIE Stadium","GWS GIANTS","Collingwood",5,"HFFR","Jamie","Elliott","CD_I293801"
0,"ENGIE Stadium","GWS GIANTS","Collingwood",23,"HFFL","Bobby","Hill","CD_I1006148"
0,"ENGIE Stadium","GWS GIANTS","Collingwood",32,"FF","Will","Hoskin-Elliott","CD_I291720"
0,"ENGIE Stadium","GWS GIANTS","Collingwood",38,"INT","Jeremy","Howe","CD_I291313"
0,"ENGIE Stadium","GWS GIANTS","Collingwood",1,"WR","Patrick","Lipinski","CD_I1003130"
0,"ENGIE Stadium","GWS GIANTS","Collingwood",44,"SUB","Ned","Long","CD_I1017124"
0,"ENGIE Stadium","GWS GIANTS","Collingwood",4,"BPL","Brayden","Maynard","CD_I992010"
0,"ENGIE Stadium","GWS GIANTS","Collingwood",31,"INT","Beau","McCreery","CD_I1004757"
0,"ENGIE Stadium","GWS GIANTS","Collingwood",26,"HBFL","Reef","McInnes","CD_I1013278"
0,"ENGIE Stadium","GWS GIANTS","Collingwood",11,"FPL","Daniel","McStay","CD_I297504"
0,"ENGIE Stadium","GWS GIANTS","Collingwood",28,"INT","Tim","Membrey","CD_I294596"
0,"ENGIE Stadium","GWS GIANTS","Collingwood",41,"CHF","Brody","Mihocek","CD_I291849"
0,"ENGIE Stadium","GWS GIANTS","Collingwood",30,"FB","Darcy","Moore","CD_I298288"
0,"ENGIE Stadium","GWS GIANTS","Collingwood",10,"C","Scott","Pendlebury","CD_I260257"
0,"ENGIE Stadium","GWS GIANTS","Collingwood",12,"CHB","Harry","Perryman","CD_I998205"
0,"ENGIE Stadium","GWS GIANTS","Collingwood",3,"BPR","Isaac","Quaynor","CD_I1008089"
0,"ENGIE Stadium","GWS GIANTS","Collingwood",8,"FPR","Lachie","Schultz","CD_I1000860"
0,"ENGIE Stadium","GWS GIANTS","Collingwood",22,"WL","Steele","Sidebottom","CD_I280965"
1,"MCG","Richmond","Carlton",34,"INT","Harry","Armstrong","CD_I1028525"
1,"MCG","Richmond","Carlton",41,"WL","Sam","Banks","CD_I1013197"
1,"MCG","Richmond","Carlton",43,"FPL","Jacob","Bauer","CD_I1021152"
1,"MCG","Richmond","Carlton",46,"FB","Jacob","Blight","CD_I1013229"
1,"MCG","Richmond","Carlton",35,"BPR","Nathan","Broad","CD_I295203"
1,"MCG","Richmond","Carlton",30,"INT","Tom","Brown","CD_I1017086"
1,"MCG","Richmond","Carlton",44,"CHF","Seth","Campbell","CD_I1023275"
1,"MCG","Richmond","Carlton",27,"INT","Thomson","Dow","CD_I1009226"
1,"MCG","Richmond","Carlton",48,"HFFR","Steely","Green","CD_I1023056"
1,"MCG","Richmond","Carlton",2,"R","Jacob","Hopper","CD_I993903"
1,"MCG","Richmond","Carlton",22,"FPR","Sam","Lalor","CD_I1028491"
1,"MCG","Richmond","Carlton",19,"FF","Tom","Lynch","CD_I293813"
1,"MCG","Richmond","Carlton",7,"HFFL","Rhyan","Mansell","CD_I1008478"
1,"MCG","Richmond","Carlton",33,"C","Kamdyn","McIntosh","CD_I294592"
1,"MCG","Richmond","Carlton",12,"BPL","Ben","Miller","CD_I1002403"
1,"MCG","Richmond","Carlton",25,"RK","Toby","Nankervis","CD_I298174"
1,"MCG","Richmond","Carlton",5,"INT","Jack","Ross","CD_I1006133"
1,"MCG","Richmond","Carlton",15,"HBFL","Jayden","Short","CD_I992049"
1,"MCG","Richmond","Carlton",40,"SUB","Tyler","Sonsie","CD_I1017114"
1,"MCG","Richmond","Carlton",14,"RR","Tim","Taranto","CD_I998172"
1,"MCG","Richmond","Carlton",31,"HBFR","Luke","Trainor","CD_I1028521"
1,"MCG","Richmond","Carlton",36,"WR","James","Trezise","CD_I1031829"
1,"MCG","Richmond","Carlton",1,"CHB","Nick","Vlastuin","CD_I294674"
1,"MCG","Richmond","Carlton",13,"WL","Blake","Acres","CD_I296294"
1,"MCG","Richmond","Carlton",21,"WR","Lucas","Camporeale","CD_I1022452"
1,"MCG","Richmond","Carlton",5,"RR","Adam","Cerra","CD_I1002239"
1,"MCG","Richmond","Carlton",46,"CHF","Matthew","Cottrell","CD_I1008154"
1,"MCG","Richmond","Carlton",2,"HBFR","Lachlan","Cowan","CD_I1021353"
1,"MCG","Richmond","Carlton",9,"C","Patrick","Cripps","CD_I990704"
1,"MCG","Richmond","Carlton",12,"RK","Tom","De Koning","CD_I1004912"
1,"MCG","Richmond","Carlton",15,"SUB","Sam","Docherty","CD_I295518"
1,"MCG","Richmond","Carlton",44,"FPL","Francis","Evans","CD_I1017255"
1,"MCG","Richmond","Carlton",8,"INT","Lachie","Fogarty","CD_I1002228"
1,"MCG","Richmond","Carlton",26,"HBFL","Nick","Haynes","CD_I295265"
1,"MCG","Richmond","Carlton",29,"R","George","Hewett","CD_I294036"
1,"MCG","Richmond","Carlton",4,"INT","Oliver","Hollands","CD_I1023495"
1,"MCG","Richmond","Carlton",17,"HFFR","Brodie","Kemp","CD_I1009241"
1,"MCG","Richmond","Carlton",36,"INT","Cooper","Lord","CD_I1032108"
1,"MCG","Richmond","Carlton",11,"BPR","Mitch","McGovern","CD_I297255"
1,"MCG","Richmond","Carlton",10,"FPR","Harry","McKay","CD_I1000953"
1,"MCG","Richmond","Carlton",3,"INT","Jesse","Motlop","CD_I1017700"
1,"MCG","Richmond","Carlton",42,"CHB","Adam","Saad","CD_I295461"
1,"MCG","Richmond","Carlton",1,"BPL","Jack","Silvagni","CD_I1001028"
1,"MCG","Richmond","Carlton",18,"HFFL","Sam","Walsh","CD_I1006094"
1,"MCG","Richmond","Carlton",23,"FB","Jacob","Weitering","CD_I993832"
1,"MCG","Richmond","Carlton",6,"FF","Zac","Williams","CD_I294685"
1,"MCG","Hawthorn","Essendon",10,"R","Karl","Amon","CD_I297354"
1,"MCG","Hawthorn","Essendon",37,"BPL","Tom","Barrass","CD_I990290"
1,"MCG","Hawthorn","Essendon",24,"HBFR","Josh","Battle","CD_I998134"
1,"MCG","Hawthorn","Essendon",18,"FF","Mabior","Chol","CD_I994077"
1,"MCG","Hawthorn","Essendon",16,"BPR","Massimo","D'Ambrosio","CD_I1005144"
1,"MCG","Hawthorn","Essendon",12,"FPR","Will","Day","CD_I1008550"
1,"MCG","Hawthorn","Essendon",8,"SUB","Sam","Frost","CD_I293738"
1,"MCG","Hawthorn","Essendon",33,"FPL","Jack","Ginnivan","CD_I1012857"
1,"MCG","Hawthorn","Essendon",15,"FB","Blake","Hardwick","CD_I993794"
1,"MCG","Hawthorn","Essendon",4,"CHB","Jarman","Impey","CD_I296254"
1,"MCG","Hawthorn","Essendon",31,"HFFL","Connor","Macdonald","CD_I1017094"
1,"MCG","Hawthorn","Essendon",28,"INT","Cam","Mackenzie","CD_I1023482"
1,"MCG","Hawthorn","Essendon",20,"INT","Finn","Maginness","CD_I1009421"
1,"MCG","Hawthorn","Essendon",17,"RK","Lloyd","Meek","CD_I1000980"
1,"MCG","Hawthorn","Essendon",13,"WL","Dylan","Moore","CD_I1006314"
1,"MCG","Hawthorn","Essendon",1,"CHF","Harry","Morrison","CD_I1000963"
1,"MCG","Hawthorn","Essendon",11,"C","Conor","Nash","CD_I1007124"
1,"MCG","Hawthorn","Essendon",3,"RR","Jai","Newcombe","CD_I1020895"
1,"MCG","Hawthorn","Essendon",14,"INT","Jack","Scrimshaw","CD_I998114"
1,"MCG","Hawthorn","Essendon",6,"WR","James","Sicily","CD_I297566"
1,"MCG","Hawthorn","Essendon",25,"INT","Josh","Ward","CD_I1017110"
1,"MCG","Hawthorn","Essendon",34,"HFFR","Nick","Watson","CD_I1023473"
1,"MCG","Hawthorn","Essendon",23,"HBFL","Josh","Weddle","CD_I1027935"
1,"MCG","Hawthorn","Essendon",24,"INT","Nick","Bryan","CD_I1011954"
1,"MCG","Hawthorn","Essendon",30,"HFFL","Nate","Caddy","CD_I1027899"
1,"MCG","Hawthorn","Essendon",6,"C","Jye","Caldwell","CD_I1006103"
1,"MCG","Hawthorn","Essendon",2,"FF","Sam","Draper","CD_I1005577"
1,"MCG","Hawthorn","Essendon",22,"RR","Sam","Durham","CD_I1015810"
1,"MCG","Hawthorn","Essendon",28,"INT","Xavier","Duursma","CD_I1006096"
1,"MCG","Hawthorn","Essendon",11,"SUB","Jade","Gresham","CD_I298421"
1,"MCG","Hawthorn","Essendon",8,"INT","Ben","Hobbs","CD_I1017088"
1,"MCG","Hawthorn","Essendon",23,"FPL","Harrison","Jones","CD_I1011755"
1,"MCG","Hawthorn","Essendon",10,"FPR","Isaac","Kako","CD_I1028554"
1,"MCG","Hawthorn","Essendon",4,"CHF","Kyle","Langford","CD_I298630"
1,"MCG","Hawthorn","Essendon",37,"WL","Nic","Martin","CD_I1012013"
1,"MCG","Hawthorn","Essendon",1,"BPL","Andrew","McGrath","CD_I998102"
1,"MCG","Hawthorn","Essendon",32,"FB","Ben","McKay","CD_I1002143"
1,"MCG","Hawthorn","Essendon",7,"R","Zach","Merrett","CD_I992016"
1,"MCG","Hawthorn","Essendon",16,"HFFR","Archie","Perkins","CD_I1015873"
1,"MCG","Hawthorn","Essendon",25,"HBFR","Jaxon","Prior","CD_I1009386"
1,"MCG","Hawthorn","Essendon",27,"HBFL","Mason","Redman","CD_I997078"
1,"MCG","Hawthorn","Essendon",31,"CHB","Zach","Reid","CD_I1012817"
1,"MCG","Hawthorn","Essendon",14,"BPR","Jordan","Ridley","CD_I1001026"
1,"MCG","Hawthorn","Essendon",21,"WR","Archie","Roberts","CD_I1023515"
1,"MCG","Hawthorn","Essendon",9,"RK","Dylan","Shiel","CD_I291783"
1,"MCG","Hawthorn","Essendon",5,"INT","Elijah","Tsatas","CD_I1023785"
1,"GMHBA Stadium","Geelong Cats","Fremantle",30,"RR","Tom","Atkins","CD_I994386"
1,"GMHBA Stadium","Geelong Cats","Fremantle",46,"CHB","Mark","Blicavs","CD_I296733"
1,"GMHBA Stadium","Geelong Cats","Fremantle",12,"INT","Jack","Bowes","CD_I998260"
1,"GMHBA Stadium","Geelong Cats","Fremantle",5,"FF","Jeremy","Cameron","CD_I293845"
1,"GMHBA Stadium","Geelong Cats","Fremantle",13,"SUB","Jhye","Clark","CD_I1023537"
1,"GMHBA Stadium","Geelong Cats","Fremantle",45,"HFFL","Brad","Close","CD_I999326"
1,"GMHBA Stadium","Geelong Cats","Fremantle",35,"FPR","Patrick","Dangerfield","CD_I270917"
1,"GMHBA Stadium","Geelong Cats","Fremantle",16,"RK","Sam","De Koning","CD_I1009229"
1,"GMHBA Stadium","Geelong Cats","Fremantle",28,"WR","Oliver","Dempsey","CD_I1025034"
1,"GMHBA Stadium","Geelong Cats","Fremantle",39,"HBFL","Zach","Guthrie","CD_I1004870"
1,"GMHBA Stadium","Geelong Cats","Fremantle",38,"FB","Jack","Henry","CD_I1000937"
1,"GMHBA Stadium","Geelong Cats","Fremantle",36,"INT","Oliver","Henry","CD_I1012860"
1,"GMHBA Stadium","Geelong Cats","Fremantle",9,"C","Max","Holmes","CD_I1015889"
1,"GMHBA Stadium","Geelong Cats","Fremantle",17,"BPR","Lawson","Humphries","CD_I1013464"
1,"GMHBA Stadium","Geelong Cats","Fremantle",10,"INT","Mitch","Knevitt","CD_I1021103"
1,"GMHBA Stadium","Geelong Cats","Fremantle",32,"CHF","Gryan","Miers","CD_I1004938"
1,"GMHBA Stadium","Geelong Cats","Fremantle",34,"INT","Oisin","Mullin","CD_I1024982"
1,"GMHBA Stadium","Geelong Cats","Fremantle",33,"FPL","Shannon","Neale","CD_I1016433"
1,"GMHBA Stadium","Geelong Cats","Fremantle",42,"R","Mark","O'Connor","CD_I1007102"
1,"GMHBA Stadium","Geelong Cats","Fremantle",14,"BPL","Connor","O'Sullivan","CD_I1027877"
1,"GMHBA Stadium","Geelong Cats","Fremantle",3,"WL","Bailey","Smith","CD_I1006130"
1,"GMHBA Stadium","Geelong Cats","Fremantle",18,"HFFR","Tyson","Stengle","CD_I997230"
1,"GMHBA Stadium","Geelong Cats","Fremantle",44,"HBFR","Tom","Stewart","CD_I291800"
1,"GMHBA Stadium","Geelong Cats","Fremantle",24,"FPR","Jye","Amiss","CD_I1020594"
1,"GMHBA Stadium","Geelong Cats","Fremantle",41,"INT","Bailey","Banfield","CD_I998180"
1,"GMHBA Stadium","Geelong Cats","Fremantle",8,"R","Andrew","Brayshaw","CD_I1002232"
1,"GMHBA Stadium","Geelong Cats","Fremantle",5,"SUB","Heath","Chapman","CD_I1013224"
1,"GMHBA Stadium","Geelong Cats","Fremantle",6,"HBFR","Jordan","Clark","CD_I1006152"
1,"GMHBA Stadium","Geelong Cats","Fremantle",36,"INT","Brennan","Cox","CD_I997033"
1,"GMHBA Stadium","Geelong Cats","Fremantle",37,"BPR","Joshua","Draper","CD_I1020668"
1,"GMHBA Stadium","Geelong Cats","Fremantle",32,"CHF","Michael","Frederick","CD_I999321"
1,"GMHBA Stadium","Geelong Cats","Fremantle",9,"FPL","Luke","Jackson","CD_I1009399"
1,"GMHBA Stadium","Geelong Cats","Fremantle",44,"WL","Matthew","Johnson","CD_I1016825"
1,"GMHBA Stadium","Geelong Cats","Fremantle",30,"INT","Nathan","O'Driscoll","CD_I1013220"
1,"GMHBA Stadium","Geelong Cats","Fremantle",2,"C","Jaeger","O'Meara","CD_I294613"
1,"GMHBA Stadium","Geelong Cats","Fremantle",25,"FB","Alex","Pearce","CD_I298409"
1,"GMHBA Stadium","Geelong Cats","Fremantle",16,"HFFL","Murphy","Reid","CD_I1028513"
1,"GMHBA Stadium","Geelong Cats","Fremantle",18,"RK","Liam","Reidy","CD_I1023346"
1,"GMHBA Stadium","Geelong Cats","Fremantle",13,"HBFL","Luke","Ryan","CD_I998659"
1,"GMHBA Stadium","Geelong Cats","Fremantle",3,"RR","Caleb","Serong","CD_I1009420"
1,"GMHBA Stadium","Geelong Cats","Fremantle",14,"WR","Jeremy","Sharp","CD_I1009380"
1,"GMHBA Stadium","Geelong Cats","Fremantle",39,"HFFR","Sam","Switkowski","CD_I992059"
1,"GMHBA Stadium","Geelong Cats","Fremantle",35,"FF","Josh","Treacy","CD_I1012819"
1,"GMHBA Stadium","Geelong Cats","Fremantle",34,"BPL","Corey","Wagner","CD_I993940"
1,"GMHBA Stadium","Geelong Cats","Fremantle",31,"CHB","Brandon","Walker","CD_I1009410"
1,"GMHBA Stadium","Geelong Cats","Fremantle",23,"INT","Karl","Worner","CD_I1021015"
1,"SCG","Sydney Swans","Brisbane Lions",36,"FF","Joel","Amartey","CD_I1008091"
1,"SCG","Sydney Swans","Brisbane Lions",26,"SUB","Riley","Bice","CD_I1008224"
1,"SCG","Sydney Swans","Brisbane Lions",22,"BPL","Nick","Blakey","CD_I1006028"
1,"SCG","Sydney Swans","Brisbane Lions",16,"INT","Braeden","Campbell","CD_I1013133"
1,"SCG","Sydney Swans","Brisbane Lions",13,"WR","Oliver","Florent","CD_I998103"
1,"SCG","Sydney Swans","Brisbane Lions",4,"RK","Brodie","Grundy","CD_I293957"
1,"SCG","Sydney Swans","Brisbane Lions",29,"HBFR","Joel","Hamling","CD_I295222"
1,"SCG","Sydney Swans","Brisbane Lions",40,"HFFL","Tom","Hanily","CD_I1027687"
1,"SCG","Sydney Swans","Brisbane Lions",9,"FPL","Will","Hayward","CD_I997100"
1,"SCG","Sydney Swans","Brisbane Lions",5,"C","Isaac","Heeney","CD_I298539"
1,"SCG","Sydney Swans","Brisbane Lions",17,"FPR","James","Jordon","CD_I1013409"
1,"SCG","Sydney Swans","Brisbane Lions",44,"WL","Jake","Lloyd","CD_I295342"
1,"SCG","Sydney Swans","Brisbane Lions",30,"CHF","Tom","McCartin","CD_I1008198"
1,"SCG","Sydney Swans","Brisbane Lions",27,"INT","Justin","McInerney","CD_I1011936"
1,"SCG","Sydney Swans","Brisbane Lions",43,"FB","Lewis","Melican","CD_I996743"
1,"SCG","Sydney Swans","Brisbane Lions",11,"HFFR","Tom","Papley","CD_I996765"
1,"SCG","Sydney Swans","Brisbane Lions",25,"INT","Ben","Paton","CD_I1004985"
1,"SCG","Sydney Swans","Brisbane Lions",24,"CHB","Dane","Rampe","CD_I290307"
1,"SCG","Sydney Swans","Brisbane Lions",34,"HBFL","Matt","Roberts","CD_I1012210"
1,"SCG","Sydney Swans","Brisbane Lions",8,"R","James","Rowbottom","CD_I1006126"
1,"SCG","Sydney Swans","Brisbane Lions",1,"RR","Chad","Warner","CD_I1012014"
1,"SCG","Sydney Swans","Brisbane Lions",37,"INT","Corey","Warner","CD_I1018424"
1,"SCG","Sydney Swans","Brisbane Lions",15,"BPR","Sam","Wicks","CD_I1006232"
1,"SCG","Sydney Swans","Brisbane Lions",4,"HFFL","Callum","Ah Chee","CD_I298437"
1,"SCG","Sydney Swans","Brisbane Lions",31,"CHB","Harris","Andrews","CD_I996059"
1,"SCG","Sydney Swans","Brisbane Lions",43,"INT","Noah","Answerth","CD_I1005053"
1,"SCG","Sydney Swans","Brisbane Lions",10,"INT","Levi","Ashcroft","CD_I1028560"
1,"SCG","Sydney Swans","Brisbane Lions",8,"WL","Will","Ashcroft","CD_I1023517"
1,"SCG","Sydney Swans","Brisbane Lions",33,"C","Zac","Bailey","CD_I1002312"
1,"SCG","Sydney Swans","Brisbane Lions",7,"WR","Jarrod","Berry","CD_I998133"
1,"SCG","Sydney Swans","Brisbane Lions",5,"RR","Josh","Dunkley","CD_I993834"
1,"SCG","Sydney Swans","Brisbane Lions",3,"INT","Jaspa","Fletcher","CD_I1023708"
1,"SCG","Sydney Swans","Brisbane Lions",32,"INT","Darcy","Fort","CD_I298211"
1,"SCG","Sydney Swans","Brisbane Lions",30,"CHF","Eric","Hipwood","CD_I993953"
1,"SCG","Sydney Swans","Brisbane Lions",35,"BPR","Ryan","Lester","CD_I291548"
1,"SCG","Sydney Swans","Brisbane Lions",1,"FPR","Kai","Lohmann","CD_I1014026"
1,"SCG","Sydney Swans","Brisbane Lions",6,"HFFR","Hugh","McCluggage","CD_I1000978"
1,"SCG","Sydney Swans","Brisbane Lions",46,"RK","Oscar","McInerney","CD_I1005521"
1,"SCG","Sydney Swans","Brisbane Lions",26,"SUB","Conor","McKenna","CD_I997846"
1,"SCG","Sydney Swans","Brisbane Lions",13,"FF","Logan","Morris","CD_I1028019"
1,"SCG","Sydney Swans","Brisbane Lions",9,"R","Lachie","Neale","CD_I293535"
1,"SCG","Sydney Swans","Brisbane Lions",40,"FB","Jack","Payne","CD_I1002347"
1,"SCG","Sydney Swans","Brisbane Lions",16,"FPL","Cam","Rayner","CD_I1002235"
1,"SCG","Sydney Swans","Brisbane Lions",37,"HBFL","Brandon","Starcevich","CD_I1002401"
1,"SCG","Sydney Swans","Brisbane Lions",44,"HBFR","Darcy","Wilmot","CD_I1017067"
1,"SCG","Sydney Swans","Brisbane Lions",15,"BPL","Dayne","Zorko","CD_I261224"
1,"Marvel Stadium","Western Bulldogs","North Melbourne",29,"HBFL","Lachlan","Bramble","CD_I1000864"
1,"Marvel Stadium","Western Bulldogs","North Melbourne",36,"BPR","Luke","Cleary","CD_I1015929"
1,"Marvel Stadium","Western Bulldogs","North Melbourne",31,"HBFR","Bailey","Dale","CD_I996708"
1,"Marvel Stadium","Western Bulldogs","North Melbourne",10,"FF","Sam","Darcy","CD_I1017126"
1,"Marvel Stadium","Western Bulldogs","North Melbourne",42,"INT","Sam","Davidson","CD_I1036123"
1,"Marvel Stadium","Western Bulldogs","North Melbourne",26,"HFFL","Josh","Dolan","CD_I1034235"
1,"Marvel Stadium","Western Bulldogs","North Melbourne",15,"INT","Taylor","Duryea","CD_I290085"
1,"Marvel Stadium","Western Bulldogs","North Melbourne",44,"RK","Tim","English","CD_I1004592"
1,"Marvel Stadium","Western Bulldogs","North Melbourne",27,"FB","Joel","Freijah","CD_I1027704"
1,"Marvel Stadium","Western Bulldogs","North Melbourne",12,"HFFR","Harvey","Gallagher","CD_I1017087"
1,"Marvel Stadium","Western Bulldogs","North Melbourne",22,"FPR","James","Harmes","CD_I297899"
1,"Marvel Stadium","Western Bulldogs","North Melbourne",32,"SUB","Arthur","Jones","CD_I1020586"
1,"Marvel Stadium","Western Bulldogs","North Melbourne",8,"INT","Matthew","Kennedy","CD_I1001398"
1,"Marvel Stadium","Western Bulldogs","North Melbourne",21,"C","Tom","Liberatore","CD_I290799"
1,"Marvel Stadium","Western Bulldogs","North Melbourne",7,"CHB","Rory","Lobb","CD_I990740"
1,"Marvel Stadium","Western Bulldogs","North Melbourne",30,"INT","Lachlan","McNeil","CD_I1009015"
