"round.roundNumber","venue.name","home.team.club.name","away.team.club.name","player.jumperNumber","player.player.position","player.player.player.givenName","player.player.player.surname","player.player.player.playerId"
3,"Marvel Stadium","Essendon","Port Adelaide",21,"WL","Archie","Roberts","CD_I1023515"
3,"Marvel Stadium","Essendon","Port Adelaide",9,"INT","Dylan","Shiel","CD_I291783"
3,"Marvel Stadium","Essendon","Port Adelaide",21,"FB","Aliir","Aliir","CD_I294469"
3,"Marvel Stadium","Essendon","Port Adelaide",14,"HBFL","Miles","Bergman","CD_I1009191"
3,"Marvel Stadium","Essendon","Port Adelaide",5,"INT","Joe","Berry","CD_I1028529"
3,"Marvel Stadium","Essendon","Port Adelaide",10,"WR","Travis","Boak","CD_I250365"
3,"Marvel Stadium","Essendon","Port Adelaide",7,"CHB","Jase","Burgoyne","CD_I1013462"
3,"Marvel Stadium","Essendon","Port Adelaide",33,"HFFL","Darcy","Byrne-Jones","CD_I991930"
3,"Marvel Stadium","Essendon","Port Adelaide",37,"SUB","Tom","Cochrane","CD_I1022371"
3,"Marvel Stadium","Essendon","Port Adelaide",28,"INT","Willem","Drew","CD_I1000972"
3,"Marvel Stadium","Essendon","Port Adelaide",22,"INT","Logan","Evans","CD_I1019938"
3,"Marvel Stadium","Essendon","Port Adelaide",6,"HBFR","Kane","Farrell","CD_I1002253"
3,"Marvel Stadium","Essendon","Port Adelaide",19,"FF","Mitch","Georgiades","CD_I1010174"
3,"Marvel Stadium","Essendon","Port Adelaide",18,"RR","Jason","Horne-Francis","CD_I1011640"
3,"Marvel Stadium","Essendon","Port Adelaide",44,"INT","Jackson","Mead","CD_I1005326"
3,"Marvel Stadium","Essendon","Port Adelaide",31,"WL","Christian","Moraes","CD_I1028563"
3,"Marvel Stadium","Essendon","Port Adelaide",2,"FPL","Sam","Powell-Pepper","CD_I993979"
3,"Marvel Stadium","Essendon","Port Adelaide",27,"BPL","Esava","Ratugolea","CD_I1002220"
3,"Marvel Stadium","Essendon","Port Adelaide",35,"CHF","Joe","Richards","CD_I1008239"
3,"Marvel Stadium","Essendon","Port Adelaide",15,"R","Willie","Rioli","CD_I296225"
3,"Marvel Stadium","Essendon","Port Adelaide",1,"C","Connor","Rozee","CD_I1001299"
3,"Marvel Stadium","Essendon","Port Adelaide",8,"BPR","Josh","Sinn","CD_I1017078"
3,"Marvel Stadium","Essendon","Port Adelaide",13,"FPR","Ivan","Soldo","CD_I998529"
3,"Marvel Stadium","Essendon","Port Adelaide",24,"RK","Jordon","Sweet","CD_I992330"
3,"Marvel Stadium","Essendon","Port Adelaide",16,"HFFR","Ollie","Wines","CD_I294318"
3,"Marvel Stadium","Carlton","Western Bulldogs",13,"WL","Blake","Acres","CD_I296294"
3,"Marvel Stadium","Carlton","Western Bulldogs",37,"SUB","Jordan","Boyd","CD_I1002795"
3,"Marvel Stadium","Carlton","Western Bulldogs",5,"RR","Adam","Cerra","CD_I1002239"
3,"Marvel Stadium","Carlton","Western Bulldogs",46,"WR","Matthew","Cottrell","CD_I1008154"
3,"Marvel Stadium","Carlton","Western Bulldogs",2,"INT","Lachlan","Cowan","CD_I1021353"
3,"Marvel Stadium","Carlton","Western Bulldogs",9,"C","Patrick","Cripps","CD_I990704"
3,"Marvel Stadium","Carlton","Western Bulldogs",30,"FF","Charlie","Curnow","CD_I996731"
3,"Marvel Stadium","Carlton","Western Bulldogs",12,"RK","Tom","De Koning","CD_I1004912"
3,"Marvel Stadium","Carlton","Western Bulldogs",15,"FPR","Sam","Docherty","CD_I295518"
3,"Marvel Stadium","Carlton","Western Bulldogs",44,"INT","Francis","Evans","CD_I1017255"
3,"Marvel Stadium","Carlton","Western Bulldogs",8,"INT","Lachie","Fogarty","CD_I1002228"
3,"Marvel Stadium","Carlton","Western Bulldogs",26,"BPR","Nick","Haynes","CD_I295265"
3,"Marvel Stadium","Carlton","Western Bulldogs",29,"R","George","Hewett","CD_I294036"
3,"Marvel Stadium","Carlton","Western Bulldogs",4,"HBFR","Oliver","Hollands","CD_I1023495"
3,"Marvel Stadium","Carlton","Western Bulldogs",17,"FPL","Brodie","Kemp","CD_I1009241"
3,"Marvel Stadium","Carlton","Western Bulldogs",11,"CHB","Mitch","McGovern","CD_I297255"
3,"Marvel Stadium","Carlton","Western Bulldogs",3,"HFFL","Jesse","Motlop","CD_I1017700"
3,"Marvel Stadium","Carlton","Western Bulldogs",42,"HBFL","Adam","Saad","CD_I295461"
3,"Marvel Stadium","Carlton","Western Bulldogs",1,"CHF","Jack","Silvagni","CD_I1001028"
3,"Marvel Stadium","Carlton","Western Bulldogs",18,"INT","Sam","Walsh","CD_I1006094"
3,"Marvel Stadium","Carlton","Western Bulldogs",23,"FB","Jacob","Weitering","CD_I993832"
3,"Marvel Stadium","Carlton","Western Bulldogs",6,"HFFR","Zac","Williams","CD_I294685"
3,"Marvel Stadium","Carlton","Western Bulldogs",33,"BPL","Lewis","Young","CD_I997316"
3,"Marvel Stadium","Carlton","Western Bulldogs",13,"INT","Oskar","Baker","CD_I1008855"
3,"Marvel Stadium","Carlton","Western Bulldogs",29,"HBFL","Lachlan","Bramble","CD_I1000864"
3,"Marvel Stadium","Carlton","Western Bulldogs",31,"HBFR","Bailey","Dale","CD_I996708"
3,"Marvel Stadium","Carlton","Western Bulldogs",10,"FF","Sam","Darcy","CD_I1017126"
3,"Marvel Stadium","Carlton","Western Bulldogs",42,"WR","Sam","Davidson","CD_I1036123"
3,"Marvel Stadium","Carlton","Western Bulldogs",26,"SUB","Josh","Dolan","CD_I1034235"
3,"Marvel Stadium","Carlton","Western Bulldogs",44,"RK","Tim","English","CD_I1004592"
3,"Marvel Stadium","Carlton","Western Bulldogs",27,"RR","Joel","Freijah","CD_I1027704"
3,"Marvel Stadium","Carlton","Western Bulldogs",12,"BPR","Harvey","Gallagher","CD_I1017087"
3,"Marvel Stadium","Carlton","Western Bulldogs",22,"INT","James","Harmes","CD_I297899"
3,"Marvel Stadium","Carlton","Western Bulldogs",19,"FB","Liam","Jones","CD_I281078"
3,"Marvel Stadium","Carlton","Western Bulldogs",8,"HFFR","Matthew","Kennedy","CD_I1001398"
3,"Marvel Stadium","Carlton","Western Bulldogs",24,"BPL","Buku","Khamis","CD_I998782"
3,"Marvel Stadium","Carlton","Western Bulldogs",21,"C","Tom","Liberatore","CD_I290799"
3,"Marvel Stadium","Carlton","Western Bulldogs",7,"CHB","Rory","Lobb","CD_I990740"
3,"Marvel Stadium","Carlton","Western Bulldogs",30,"INT","Lachlan","McNeil","CD_I1009015"
3,"Marvel Stadium","Carlton","Western Bulldogs",33,"CHF","Aaron","Naughton","CD_I1002404"
3,"Marvel Stadium","Carlton","Western Bulldogs",18,"INT","James","O'Donnell","CD_I1032966"
3,"Marvel Stadium","Carlton","Western Bulldogs",20,"R","Ed","Richards","CD_I1008280"
3,"Marvel Stadium","Carlton","Western Bulldogs",9,"HFFL","Ryley","Sanders","CD_I1017939"
3,"Marvel Stadium","Carlton","Western Bulldogs",23,"FPL","Laitham","Vandermeer","CD_I1005000"
3,"Marvel Stadium","Carlton","Western Bulldogs",14,"FPR","Rhylee","West","CD_I1006127"
3,"Marvel Stadium","Carlton","Western Bulldogs",34,"WL","Bailey","Williams","CD_I992351"
3,"MCG","Melbourne","Gold Coast SUNS",14,"WL","Jack","Billings","CD_I296351"
3,"MCG","Melbourne","Gold Coast SUNS",17,"HBFR","Jake","Bowey","CD_I1012825"
3,"MCG","Melbourne","Gold Coast SUNS",37,"FPR","Kade","Chandler","CD_I1005330"
3,"MCG","Melbourne","Gold Coast SUNS",31,"INT","Bayley","Fritsch","CD_I1001438"
3,"MCG","Melbourne","Gold Coast SUNS",11,"RK","Max","Gawn","CD_I290528"
3,"MCG","Melbourne","Gold Coast SUNS",43,"HFFL","Jack","Henderson","CD_I1008183"
3,"MCG","Melbourne","Gold Coast SUNS",22,"INT","Blake","Howes","CD_I1017122"
3,"MCG","Melbourne","Gold Coast SUNS",42,"CHF","Aidan","Johnson","CD_I1024173"
3,"MCG","Melbourne","Gold Coast SUNS",15,"R","Ed","Langdon","CD_I298264"
3,"MCG","Melbourne","Gold Coast SUNS",19,"FPL","Harvey","Langford","CD_I1028546"
3,"MCG","Melbourne","Gold Coast SUNS",20,"WR","Xavier","Lindsay","CD_I1028531"
3,"MCG","Melbourne","Gold Coast SUNS",1,"FB","Steven","May","CD_I281085"
3,"MCG","Melbourne","Gold Coast SUNS",25,"BPL","Tom","McDonald","CD_I291533"
3,"MCG","Melbourne","Gold Coast SUNS",18,"SUB","Jake","Melksham","CD_I280824"
3,"MCG","Melbourne","Gold Coast SUNS",13,"C","Clayton","Oliver","CD_I996701"
3,"MCG","Melbourne","Gold Coast SUNS",5,"RR","Christian","Petracca","CD_I298210"
3,"MCG","Melbourne","Gold Coast SUNS",35,"CHB","Harrison","Petty","CD_I1008893"
3,"MCG","Melbourne","Gold Coast SUNS",24,"INT","Trent","Rivers","CD_I1009378"
3,"MCG","Melbourne","Gold Coast SUNS",3,"BPR","Christian","Salem","CD_I296359"
3,"MCG","Melbourne","Gold Coast SUNS",30,"INT","Harry","Sharp","CD_I1007099"
3,"MCG","Melbourne","Gold Coast SUNS",32,"HBFL","Tom","Sparrow","CD_I999391"
3,"MCG","Melbourne","Gold Coast SUNS",2,"FF","Jacob","van Rooyen","CD_I1017720"
3,"MCG","Melbourne","Gold Coast SUNS",7,"HFFR","Jack","Viney","CD_I291902"
3,"MCG","Melbourne","Gold Coast SUNS",15,"R","Noah","Anderson","CD_I1009199"
3,"MCG","Melbourne","Gold Coast SUNS",1,"BPL","Mac","Andrew","CD_I1017396"
3,"MCG","Melbourne","Gold Coast SUNS",35,"CHF","Connor","Budarick","CD_I1008454"
3,"MCG","Melbourne","Gold Coast SUNS",33,"WR","Sam","Clohesy","CD_I1013257"
3,"MCG","Melbourne","Gold Coast SUNS",25,"BPR","Sam","Collins","CD_I295446"
3,"MCG","Melbourne","Gold Coast SUNS",3,"INT","Sam","Flanders","CD_I1009260"
3,"MCG","Melbourne","Gold Coast SUNS",26,"HFFL","Will","Graham","CD_I1026960"
3,"MCG","Melbourne","Gold Coast SUNS",7,"INT","Nick","Holman","CD_I297456"
3,"MCG","Melbourne","Gold Coast SUNS",19,"RR","Bailey","Humphrey","CD_I1023500"
3,"MCG","Melbourne","Gold Coast SUNS",40,"INT","Joel","Jeffrey","CD_I1005992"
3,"MCG","Melbourne","Gold Coast SUNS",34,"FPL","Ben","King","CD_I1006144"
3,"MCG","Melbourne","Gold Coast SUNS",22,"FF","Ben","Long","CD_I993917"
3,"MCG","Melbourne","Gold Coast SUNS",11,"HFFR","Touk","Miller","CD_I298272"
3,"MCG","Melbourne","Gold Coast SUNS",2,"HBFL","John","Noble","CD_I1000072"
3,"MCG","Melbourne","Gold Coast SUNS",27,"FB","Wil","Powell","CD_I1007881"
3,"MCG","Melbourne","Gold Coast SUNS",20,"FPR","Ethan","Read","CD_I1027033"
3,"MCG","Melbourne","Gold Coast SUNS",17,"HBFR","Daniel","Rioli","CD_I1000981"
3,"MCG","Melbourne","Gold Coast SUNS",29,"SUB","Jake","Rogers","CD_I1018123"
3,"MCG","Melbourne","Gold Coast SUNS",18,"C","Matt","Rowell","CD_I1009208"
3,"MCG","Melbourne","Gold Coast SUNS",32,"CHB","Bodhi","Uwland","CD_I1017665"
3,"MCG","Melbourne","Gold Coast SUNS",4,"INT","Jed","Walter","CD_I1023736"
3,"MCG","Melbourne","Gold Coast SUNS",14,"WL","Lachie","Weller","CD_I298524"
3,"MCG","Melbourne","Gold Coast SUNS",28,"RK","Jarrod","Witts","CD_I291975"
3,"Marvel Stadium","St Kilda","Richmond",13,"HBFL","Ryan","Byrnes","CD_I1011994"
3,"Marvel Stadium","St Kilda","Richmond",47,"FF","Anthony","Caminiti","CD_I1023784"
3,"Marvel Stadium","St Kilda","Richmond",4,"INT","Lance","Collard","CD_I1017959"
3,"Marvel Stadium","St Kilda","Richmond",34,"RR","Hugo","Garcia","CD_I1027790"
3,"Marvel Stadium","St Kilda","Richmond",40,"INT","Max","Hall","CD_I1020855"
3,"Marvel Stadium","St Kilda","Richmond",24,"SUB","Angus","Hastie","CD_I1027872"
3,"Marvel Stadium","St Kilda","Richmond",1,"HFFL","Jack","Higgins","CD_I1002227"
3,"Marvel Stadium","St Kilda","Richmond",8,"CHF","Bradley","Hill","CD_I295584"
3,"Marvel Stadium","St Kilda","Richmond",3,"HBFR","Zak","Jones","CD_I991988"
3,"Marvel Stadium","St Kilda","Richmond",17,"BPL","Isaac","Keeler","CD_I1015323"
3,"Marvel Stadium","St Kilda","Richmond",6,"R","Jack","Macrae","CD_I295467"
3,"Marvel Stadium","St Kilda","Richmond",19,"RK","Rowan","Marshall","CD_I992468"
3,"Marvel Stadium","St Kilda","Richmond",45,"INT","Liam","O'Connell","CD_I1035198"
3,"Marvel Stadium","St Kilda","Richmond",10,"HFFR","Mitch","Owens","CD_I1023272"
3,"Marvel Stadium","St Kilda","Richmond",43,"FPL","Cooper","Sharman","CD_I1018018"
3,"Marvel Stadium","St Kilda","Richmond",35,"C","Jack","Sinclair","CD_I994389"
3,"Marvel Stadium","St Kilda","Richmond",5,"INT","Tobie","Travaglia","CD_I1028538"
3,"Marvel Stadium","St Kilda","Richmond",7,"CHB","Nasiah","Wanganeen-Milera","CD_I1015507"
3,"Marvel Stadium","St Kilda","Richmond",29,"BPR","Jimmy","Webster","CD_I290757"
3,"Marvel Stadium","St Kilda","Richmond",44,"FB","Callum","Wilkie","CD_I296422"
3,"Marvel Stadium","St Kilda","Richmond",22,"WL","Darcy","Wilson","CD_I1027875"
3,"Marvel Stadium","St Kilda","Richmond",2,"WR","Marcus","Windhager","CD_I1023270"
3,"Marvel Stadium","St Kilda","Richmond",32,"FPR","Mason","Wood","CD_I295340"
3,"Marvel Stadium","St Kilda","Richmond",9,"EMERG","Jack","Steele","CD_I296205"
3,"Marvel Stadium","St Kilda","Richmond",34,"INT","Harry","Armstrong","CD_I1028525"
3,"Marvel Stadium","St Kilda","Richmond",43,"FPL","Jacob","Bauer","CD_I1021152"
3,"Marvel Stadium","St Kilda","Richmond",46,"FB","Jacob","Blight","CD_I1013229"
3,"Marvel Stadium","St Kilda","Richmond",35,"BPL","Nathan","Broad","CD_I295203"
3,"Marvel Stadium","St Kilda","Richmond",30,"INT","Tom","Brown","CD_I1017086"
3,"Marvel Stadium","St Kilda","Richmond",44,"CHF","Seth","Campbell","CD_I1023275"
3,"Marvel Stadium","St Kilda","Richmond",27,"WL","Thomson","Dow","CD_I1009226"
3,"Marvel Stadium","St Kilda","Richmond",48,"HFFR","Steely","Green","CD_I1023056"
3,"Marvel Stadium","St Kilda","Richmond",2,"R","Jacob","Hopper","CD_I993903"
3,"Marvel Stadium","St Kilda","Richmond",22,"FPR","Sam","Lalor","CD_I1028491"
3,"Marvel Stadium","St Kilda","Richmond",19,"FF","Tom","Lynch","CD_I293813"
3,"Marvel Stadium","St Kilda","Richmond",7,"HFFL","Rhyan","Mansell","CD_I1008478"
3,"Marvel Stadium","St Kilda","Richmond",33,"C","Kamdyn","McIntosh","CD_I294592"
3,"Marvel Stadium","St Kilda","Richmond",12,"BPR","Ben","Miller","CD_I1002403"
3,"Marvel Stadium","St Kilda","Richmond",25,"RK","Toby","Nankervis","CD_I298174"
3,"Marvel Stadium","St Kilda","Richmond",5,"INT","Jack","Ross","CD_I1006133"
3,"Marvel Stadium","St Kilda","Richmond",15,"CHB","Jayden","Short","CD_I992049"
3,"Marvel Stadium","St Kilda","Richmond",49,"SUB","Kaleb","Smith","CD_I1022999"
3,"Marvel Stadium","St Kilda","Richmond",40,"INT","Tyler","Sonsie","CD_I1017114"
3,"Marvel Stadium","St Kilda","Richmond",14,"RR","Tim","Taranto","CD_I998172"
3,"Marvel Stadium","St Kilda","Richmond",31,"HBFL","Luke","Trainor","CD_I1028521"
3,"Marvel Stadium","St Kilda","Richmond",36,"WR","James","Trezise","CD_I1031829"
3,"Marvel Stadium","St Kilda","Richmond",1,"HBFR","Nick","Vlastuin","CD_I294674"
3,"University of Tasmania Stadium","Hawthorn","GWS GIANTS",10,"WL","Karl","Amon","CD_I297354"
3,"University of Tasmania Stadium","Hawthorn","GWS GIANTS",37,"BPL","Tom","Barrass","CD_I990290"
3,"University of Tasmania Stadium","Hawthorn","GWS GIANTS",24,"WR","Josh","Battle","CD_I998134"
3,"University of Tasmania Stadium","Hawthorn","GWS GIANTS",22,"SUB","Luke","Breust","CD_I280744"
3,"University of Tasmania Stadium","Hawthorn","GWS GIANTS",18,"FF","Mabior","Chol","CD_I994077"
3,"University of Tasmania Stadium","Hawthorn","GWS GIANTS",16,"HBFR","Massimo","D'Ambrosio","CD_I1005144"
3,"University of Tasmania Stadium","Hawthorn","GWS GIANTS",12,"FPR","Will","Day","CD_I1008550"
3,"University of Tasmania Stadium","Hawthorn","GWS GIANTS",33,"HFFR","Jack","Ginnivan","CD_I1012857"
3,"University of Tasmania Stadium","Hawthorn","GWS GIANTS",19,"FPL","Jack","Gunston","CD_I291351"
3,"University of Tasmania Stadium","Hawthorn","GWS GIANTS",15,"FB","Blake","Hardwick","CD_I993794"
3,"University of Tasmania Stadium","Hawthorn","GWS GIANTS",4,"CHB","Jarman","Impey","CD_I296254"
3,"University of Tasmania Stadium","Hawthorn","GWS GIANTS",9,"INT","Changkuoth","Jiath","CD_I998390"
3,"University of Tasmania Stadium","Hawthorn","GWS GIANTS",28,"INT","Cam","Mackenzie","CD_I1023482"
3,"University of Tasmania Stadium","Hawthorn","GWS GIANTS",20,"INT","Finn","Maginness","CD_I1009421"
3,"University of Tasmania Stadium","Hawthorn","GWS GIANTS",17,"RK","Lloyd","Meek","CD_I1000980"
3,"University of Tasmania Stadium","Hawthorn","GWS GIANTS",13,"R","Dylan","Moore","CD_I1006314"
3,"University of Tasmania Stadium","Hawthorn","GWS GIANTS",1,"HFFL","Harry","Morrison","CD_I1000963"
3,"University of Tasmania Stadium","Hawthorn","GWS GIANTS",11,"C","Conor","Nash","CD_I1007124"
3,"University of Tasmania Stadium","Hawthorn","GWS GIANTS",3,"RR","Jai","Newcombe","CD_I1020895"
3,"University of Tasmania Stadium","Hawthorn","GWS GIANTS",6,"BPR","James","Sicily","CD_I297566"
3,"University of Tasmania Stadium","Hawthorn","GWS GIANTS",25,"INT","Josh","Ward","CD_I1017110"
3,"University of Tasmania Stadium","Hawthorn","GWS GIANTS",34,"CHF","Nick","Watson","CD_I1023473"
3,"University of Tasmania Stadium","Hawthorn","GWS GIANTS",23,"HBFL","Josh","Weddle","CD_I1027935"
3,"University of Tasmania Stadium","Hawthorn","GWS GIANTS",7,"HBFR","Lachie","Ash","CD_I1009253"
3,"University of Tasmania Stadium","Hawthorn","GWS GIANTS",14,"RR","Toby","Bedford","CD_I1008139"
3,"University of Tasmania Stadium","Hawthorn","GWS GIANTS",32,"RK","Kieren","Briggs","CD_I1008436"
3,"University of Tasmania Stadium","Hawthorn","GWS GIANTS",44,"CHB","Jack","Buckley","CD_I1009708"
3,"University of Tasmania Stadium","Hawthorn","GWS GIANTS",5,"FPR","Aaron","Cadman","CD_I1019038"
3,"University of Tasmania Stadium","Hawthorn","GWS GIANTS",17,"WL","Finn","Callaghan","CD_I1023266"
3,"University of Tasmania Stadium","Hawthorn","GWS GIANTS",3,"WR","Stephen","Coniglio","CD_I291969"
3,"University of Tasmania Stadium","Hawthorn","GWS GIANTS",16,"HFFR","Brent","Daniels","CD_I1002251"
3,"University of Tasmania Stadium","Hawthorn","GWS GIANTS",12,"R","Tom","Green","CD_I1009528"
3,"University of Tasmania Stadium","Hawthorn","GWS GIANTS",4,"HFFL","Toby","Greene","CD_I295344"
3,"University of Tasmania Stadium","Hawthorn","GWS GIANTS",27,"BPR","Harry","Himmelberg","CD_I993107"
3,"University of Tasmania Stadium","Hawthorn","GWS GIANTS",23,"FF","Jesse","Hogan","CD_I296324"
3,"University of Tasmania Stadium","Hawthorn","GWS GIANTS",39,"BPL","Connor","Idun","CD_I1008083"
3,"University of Tasmania Stadium","Hawthorn","GWS GIANTS",2,"FPL","Darcy","Jones","CD_I1020650"
3,"University of Tasmania Stadium","Hawthorn","GWS GIANTS",25,"INT","Lachlan","Keeffe","CD_I290314"
3,"University of Tasmania Stadium","Hawthorn","GWS GIANTS",22,"C","Josh","Kelly","CD_I296347"
3,"University of Tasmania Stadium","Hawthorn","GWS GIANTS",33,"INT","Xavier","O'Halloran","CD_I1006135"
3,"University of Tasmania Stadium","Hawthorn","GWS GIANTS",18,"INT","Conor","Stone","CD_I1015862"
3,"University of Tasmania Stadium","Hawthorn","GWS GIANTS",20,"CHF","Jake","Stringer","CD_I293884"
3,"University of Tasmania Stadium","Hawthorn","GWS GIANTS",15,"FB","Sam","Taylor","CD_I1005247"
3,"University of Tasmania Stadium","Hawthorn","GWS GIANTS",8,"INT","Callan","Ward","CD_I280109"
3,"University of Tasmania Stadium","Hawthorn","GWS GIANTS",10,"SUB","Jacob","Wehr","CD_I1004530"
3,"University of Tasmania Stadium","Hawthorn","GWS GIANTS",6,"HBFL","Lachie","Whitfield","CD_I294305"
3,"Gabba","Brisbane Lions","Geelong Cats",4,"WL","Callum","Ah Chee","CD_I298437"
3,"Gabba","Brisbane Lions","Geelong Cats",31,"CHB","Harris","Andrews","CD_I996059"
3,"Gabba","Brisbane Lions","Geelong Cats",43,"HBFL","Noah","Answerth","CD_I1005053"
3,"Gabba","Brisbane Lions","Geelong Cats",10,"INT","Levi","Ashcroft","CD_I1028560"
3,"Gabba","Brisbane Lions","Geelong Cats",8,"INT","Will","Ashcroft","CD_I1023517"
3,"Gabba","Brisbane Lions","Geelong Cats",33,"C","Zac","Bailey","CD_I1002312"
3,"Gabba","Brisbane Lions","Geelong Cats",7,"WR","Jarrod","Berry","CD_I998133"
3,"Gabba","Brisbane Lions","Geelong Cats",23,"HFFL","Charlie","Cameron","CD_I990609"
3,"Gabba","Brisbane Lions","Geelong Cats",14,"FF","Sam","Day","CD_I291753"
3,"Gabba","Brisbane Lions","Geelong Cats",5,"RR","Josh","Dunkley","CD_I993834"
3,"Gabba","Brisbane Lions","Geelong Cats",3,"INT","Jaspa","Fletcher","CD_I1023708"
3,"Gabba","Brisbane Lions","Geelong Cats",32,"RK","Darcy","Fort","CD_I298211"
3,"Gabba","Brisbane Lions","Geelong Cats",30,"CHF","Eric","Hipwood","CD_I993953"
3,"Gabba","Brisbane Lions","Geelong Cats",35,"BPR","Ryan","Lester","CD_I291548"
3,"Gabba","Brisbane Lions","Geelong Cats",1,"INT","Kai","Lohmann","CD_I1014026"
3,"Gabba","Brisbane Lions","Geelong Cats",6,"HFFR","Hugh","McCluggage","CD_I1000978"
3,"Gabba","Brisbane Lions","Geelong Cats",13,"FPR","Logan","Morris","CD_I1028019"
3,"Gabba","Brisbane Lions","Geelong Cats",9,"R","Lachie","Neale","CD_I293535"
3,"Gabba","Brisbane Lions","Geelong Cats",40,"FB","Jack","Payne","CD_I1002347"
3,"Gabba","Brisbane Lions","Geelong Cats",16,"FPL","Cam","Rayner","CD_I1002235"
3,"Gabba","Brisbane Lions","Geelong Cats",38,"SUB","Bruce","Reville","CD_I1009317"
3,"Gabba","Brisbane Lions","Geelong Cats",44,"HBFR","Darcy","Wilmot","CD_I1017067"
3,"Gabba","Brisbane Lions","Geelong Cats",15,"BPL","Dayne","Zorko","CD_I261224"
3,"Gabba","Brisbane Lions","Geelong Cats",30,"R","Tom","Atkins","CD_I994386"
3,"Gabba","Brisbane Lions","Geelong Cats",46,"BPR","Mark","Blicavs","CD_I296733"
3,"Gabba","Brisbane Lions","Geelong Cats",12,"INT","Jack","Bowes","CD_I998260"
3,"Gabba","Brisbane Lions","Geelong Cats",5,"FF","Jeremy","Cameron","CD_I293845"
3,"Gabba","Brisbane Lions","Geelong Cats",13,"INT","Jhye","Clark","CD_I1023537"
3,"Gabba","Brisbane Lions","Geelong Cats",40,"INT","Ted","Clohesy","CD_I1023542"
3,"Gabba","Brisbane Lions","Geelong Cats",45,"WL","Brad","Close","CD_I999326"
3,"Gabba","Brisbane Lions","Geelong Cats",35,"C","Patrick","Dangerfield","CD_I270917"
3,"Gabba","Brisbane Lions","Geelong Cats",16,"RK","Sam","De Koning","CD_I1009229"
3,"Gabba","Brisbane Lions","Geelong Cats",28,"WR","Oliver","Dempsey","CD_I1025034"
3,"Gabba","Brisbane Lions","Geelong Cats",39,"CHB","Zach","Guthrie","CD_I1004870"
3,"Gabba","Brisbane Lions","Geelong Cats",38,"FB","Jack","Henry","CD_I1000937"
3,"Gabba","Brisbane Lions","Geelong Cats",36,"FPR","Oliver","Henry","CD_I1012860"
3,"Gabba","Brisbane Lions","Geelong Cats",9,"RR","Max","Holmes","CD_I1015889"
3,"Gabba","Brisbane Lions","Geelong Cats",17,"INT","Lawson","Humphries","CD_I1013464"
3,"Gabba","Brisbane Lions","Geelong Cats",10,"SUB","Mitch","Knevitt","CD_I1021103"
3,"Gabba","Brisbane Lions","Geelong Cats",32,"CHF","Gryan","Miers","CD_I1004938"
3,"Gabba","Brisbane Lions","Geelong Cats",34,"HBFR","Oisin","Mullin","CD_I1024982"
3,"Gabba","Brisbane Lions","Geelong Cats",33,"FPL","Shannon","Neale","CD_I1016433"
3,"Gabba","Brisbane Lions","Geelong Cats",42,"HBFL","Mark","O'Connor","CD_I1007102"
3,"Gabba","Brisbane Lions","Geelong Cats",14,"BPL","Connor","O'Sullivan","CD_I1027877"
3,"Gabba","Brisbane Lions","Geelong Cats",3,"HFFL","Bailey","Smith","CD_I1006130"
3,"Gabba","Brisbane Lions","Geelong Cats",18,"HFFR","Tyson","Stengle","CD_I997230"
3,"Adelaide Oval","Adelaide Crows","North Melbourne",35,"FB","James","Borlase","CD_I1009029"
3,"Adelaide Oval","Adelaide Crows","North Melbourne",5,"INT","Matt","Crouch","CD_I297401"
3,"Adelaide Oval","Adelaide Crows","North Melbourne",44,"WL","Isaac","Cumming","CD_I1001396"
3,"Adelaide Oval","Adelaide Crows","North Melbourne",6,"INT","Daniel","Curtin","CD_I1024023"
3,"Adelaide Oval","Adelaide Crows","North Melbourne",12,"C","Jordan","Dawson","CD_I992242"
3,"Adelaide Oval","Adelaide Crows","North Melbourne",34,"SUB","Sid","Draper","CD_I1022607"
3,"Adelaide Oval","Adelaide Crows","North Melbourne",32,"FPL","Darcy","Fogarty","CD_I999331"
3,"Adelaide Oval","Adelaide Crows","North Melbourne",20,"INT","Mitchell","Hinge","CD_I1004863"
3,"Adelaide Oval","Adelaide Crows","North Melbourne",48,"CHB","Mark","Keane","CD_I1013974"
3,"Adelaide Oval","Adelaide Crows","North Melbourne",2,"HFFL","Ben","Keays","CD_I993946"
3,"Adelaide Oval","Adelaide Crows","North Melbourne",29,"BPR","Rory","Laird","CD_I293222"
3,"Adelaide Oval","Adelaide Crows","North Melbourne",16,"HBFR","Max","Michalanney","CD_I1015370"
3,"Adelaide Oval","Adelaide Crows","North Melbourne",30,"HBFL","Wayne","Milera","CD_I990882"
3,"Adelaide Oval","Adelaide Crows","North Melbourne",28,"FPR","Alex","Neal-Bullen","CD_I296420"
3,"Adelaide Oval","Adelaide Crows","North Melbourne",43,"RK","Reilly","O'Brien","CD_I297523"
3,"Adelaide Oval","Adelaide Crows","North Melbourne",25,"R","James","Peatling","CD_I1006013"
3,"Adelaide Oval","Adelaide Crows","North Melbourne",8,"INT","Josh","Rachele","CD_I1017051"
3,"Adelaide Oval","Adelaide Crows","North Melbourne",23,"HFFR","Izak","Rankine","CD_I1001195"
3,"Adelaide Oval","Adelaide Crows","North Melbourne",38,"WR","Lachlan","Sholl","CD_I1006136"
3,"Adelaide Oval","Adelaide Crows","North Melbourne",14,"RR","Jake","Soligo","CD_I1017109"
