Pos,Num,Player,MT,Team,K,Avg,H,Avg,D,Avg,M,Avg,HO,Avg,T,Avg,FF,FA,G,Avg,B,SC,Rat,Avg
1,7,Jack Ziebell,1,North Melbourne,32,32,5,5,37,37,14,14,0,0,5,5,2,0,0,0,0,0,170,170
2,11,Jackson Macrae,1,Western Bulldogs,25,25,15,15,40,40,8,8,0,0,6,6,2,1,1,1,1,7,159,159
3,2,Ben Keays,1,Adelaide,15,15,16,16,31,31,8,8,0,0,13,13,3,2,1,1,0,6,156,156
4,3,Darcy Parish,1,Essendon,24,24,18,18,42,42,6,6,0,0,3,3,0,0,2,2,0,12,150,150
5,22,Mitchell Duncan,1,Geelong,20,20,6,6,26,26,13,13,0,0,2,2,2,0,4,4,1,25,146,146
6,7,Lachlan Ash,1,GWS Giants,23,23,12,12,35,35,15,15,0,0,2,2,0,0,0,0,0,0,146,146
7,12,Josh P. Kennedy,1,Sydney,14,14,28,28,42,42,6,6,0,0,7,7,1,0,0,0,1,1,146,146
8,3,Caleb Serong,1,Fremantle,24,24,11,11,35,35,7,7,0,0,7,7,1,1,0,0,2,2,143,143
9,21,Dyson Heppell,1,Essendon,20,20,9,9,29,29,13,13,0,0,7,7,0,1,0,0,0,0,142,142
10,14,Callum Mills,1,Sydney,18,18,16,16,34,34,10,10,0,0,7,7,1,1,0,0,0,0,142,142
11,11,Touk Miller,1,Gold Coast,19,19,17,17,36,36,4,4,0,0,9,9,3,0,0,0,0,0,142,142
12,6,Sebastian Ross,1,St Kilda,19,19,12,12,31,31,10,10,0,0,8,8,0,1,0,0,1,1,141,141
13,3,Christian Salem,1,Melbourne,24,24,15,15,39,39,7,7,0,0,3,3,0,0,1,1,0,6,141,141
14,5,Christian Petracca,1,Melbourne,16,16,22,22,38,38,3,3,0,0,7,7,1,0,1,1,1,7,137,137
15,15,Karl Amon,1,Port Adelaide,22,22,12,12,34,34,15,15,0,0,0,0,0,0,0,0,1,1,136,136
16,39,Nick Holman,1,Gold Coast,14,14,9,9,23,23,7,7,0,0,13,13,2,2,1,1,0,6,135,135
17,21,Tom Liberatore,1,Western Bulldogs,18,18,9,9,27,27,3,3,0,0,10,10,1,1,2,2,0,12,131,131
18,35,Edward Curnow,1,Carlton,24,24,6,6,30,30,4,4,0,0,7,7,1,0,1,1,0,6,131,131
19,22,Steele Sidebottom,1,Collingwood,18,18,12,12,30,30,3,3,0,0,12,12,1,2,0,0,0,0,130,130
20,16,Oliver Wines,1,Port Adelaide,16,16,20,20,36,36,7,7,0,0,5,5,3,1,0,0,0,0,129,129
21,1,Thomas Jonas,1,Port Adelaide,22,22,4,4,26,26,15,15,0,0,2,2,0,0,0,0,0,0,127,127
22,5,Dan Houston,1,Port Adelaide,22,22,10,10,32,32,8,8,0,0,4,4,1,0,0,0,0,0,127,127
23,15,Sam Docherty,1,Carlton,21,21,7,7,28,28,7,7,0,0,7,7,0,0,0,0,0,0,126,126
24,7,Zach Merrett,1,Essendon,16,16,18,18,34,34,6,6,0,0,6,6,1,1,0,0,1,1,125,125
25,19,Rowan Marshall,1,St Kilda,13,13,3,3,16,16,8,8,23,23,7,7,1,1,1,1,0,6,124,124
26,4,Brodie Grundy,1,Collingwood,12,12,7,7,19,19,1,1,40,40,7,7,5,3,1,1,1,7,124,124
27,13,Clayton Oliver,1,Melbourne,15,15,21,21,36,36,4,4,0,0,6,6,3,1,0,0,1,1,124,124
28,18,Sam Walsh,1,Carlton,15,15,18,18,33,33,9,9,0,0,4,4,1,3,1,1,1,7,123,123
29,29,Shai Bolton,1,Richmond,18,18,10,10,28,28,9,9,0,0,4,4,0,1,1,1,2,8,122,122
30,8,Andrew Brayshaw,1,Fremantle,14,14,17,17,31,31,8,8,0,0,6,6,0,1,0,0,0,0,121,121
31,14,Darcy Cameron,1,Collingwood,15,15,7,7,22,22,10,10,9,9,1,1,2,1,3,3,1,19,120,120
32,33,Darcy Byrne-Jones,1,Port Adelaide,18,18,9,9,27,27,8,8,0,0,5,5,4,0,0,0,0,0,120,120
33,15,Noah Anderson,1,Gold Coast,18,18,16,16,34,34,7,7,0,0,3,3,0,0,0,0,1,1,120,120
34,10,Harry McKay,1,Carlton,12,12,3,3,15,15,9,9,0,0,3,3,2,1,6,6,2,38,118,118
35,3,Ryan Burton,1,Port Adelaide,19,19,9,9,28,28,11,11,0,0,2,2,0,0,0,0,0,0,116,116
36,1,Adam Treloar,1,Western Bulldogs,16,16,19,19,35,35,3,3,0,0,5,5,0,2,1,1,0,6,115,115
37,20,Peter Wright,1,Essendon,10,10,6,6,16,16,10,10,11,11,6,6,1,2,2,2,0,12,114,114
38,24,David Swallow,1,Gold Coast,18,18,13,13,31,31,7,7,0,0,3,3,3,1,0,0,1,1,114,114
39,44,Jake Lloyd,1,Sydney,16,16,19,19,35,35,4,4,0,0,4,4,0,0,0,0,0,0,114,114
40,16,David Mundy,1,Fremantle,13,13,17,17,30,30,4,4,0,0,3,3,1,1,3,3,0,18,113,113
41,10,Travis Boak,1,Port Adelaide,15,15,12,12,27,27,5,5,0,0,5,5,1,0,1,1,1,7,112,112
42,15,Dayne Zorko,1,Brisbane Lions,14,14,6,6,20,20,3,3,0,0,11,11,3,2,1,1,1,7,111,111
43,18,Callum Sinclair,1,Sydney,7,7,6,6,13,13,4,4,54,54,3,3,2,1,0,0,0,0,110,110
44,29,Cameron Guthrie,1,Geelong,11,11,24,24,35,35,5,5,0,0,3,3,2,0,0,0,0,0,110,110
45,10,Jaeger O'Meara,1,Hawthorn,13,13,18,18,31,31,6,6,0,0,5,5,1,4,1,1,1,7,109,109
46,29,Rory Laird,1,Adelaide,15,15,17,17,32,32,5,5,0,0,5,5,1,2,0,0,0,0,109,109
47,4,Sean Darcy,1,Fremantle,6,6,9,9,15,15,3,3,27,27,8,8,1,1,1,1,0,6,108,108
48,43,Reilly O'Brien,1,Adelaide,8,8,12,12,20,20,5,5,40,40,1,1,1,0,0,0,0,0,108,108
49,6,Hugh McCluggage,1,Brisbane Lions,22,22,11,11,33,33,6,6,0,0,3,3,0,4,0,0,2,2,108,108
50,11,Max Gawn,1,Melbourne,8,8,14,14,22,22,6,6,30,30,2,2,2,1,0,0,0,0,107,107
Totals,,,50,,847,16.9,632,12.6,1479,29.6,359,7.2,234,4.7,267,5.3,63,47,37,0.7,24,246,6352,127
51,7,Nathan Fyfe,1,Fremantle,16,16,18,18,34,34,7,7,0,0,3,3,1,5,0,0,4,4,107,107
52,15,Jayden Laverde,1,Essendon,17,17,4,4,21,21,13,13,0,0,0,0,2,0,1,1,0,6,106,106
53,9,Jack Steele,1,St Kilda,13,13,14,14,27,27,3,3,0,0,7,7,2,0,0,0,0,0,106,106
54,9,Ben Ainsworth,1,Gold Coast,14,14,6,6,20,20,9,9,0,0,2,2,0,1,3,3,1,19,105,105
55,30,Tom Atkins,1,Geelong,14,14,8,8,22,22,9,9,0,0,6,6,2,2,0,0,0,0,105,105
56,7,Liam Baker,1,Richmond,16,16,11,11,27,27,7,7,0,0,3,3,1,0,0,0,1,1,105,105
57,26,Luke Parker,1,Sydney,15,15,21,21,36,36,2,2,0,0,5,5,1,3,0,0,0,0,105,105
58,21,Aliir Aliir,1,Port Adelaide,15,15,6,6,21,21,12,12,0,0,3,3,2,1,0,0,0,0,104,104
59,7,Isaac Smith,1,Geelong,16,16,7,7,23,23,7,7,0,0,6,6,0,1,0,0,0,0,104,104
60,4,Brandon Ellis,1,Gold Coast,18,18,6,6,24,24,8,8,0,0,4,4,1,1,0,0,0,0,104,104
61,14,Tim Taranto,1,GWS Giants,18,18,10,10,28,28,6,6,0,0,2,2,0,1,1,1,1,7,104,104
62,25,Jack Crisp,1,Collingwood,14,14,16,16,30,30,5,5,0,0,3,3,0,1,1,1,0,6,104,104
63,11,Paul Seedsman,1,Adelaide,20,20,7,7,27,27,5,5,0,0,3,3,1,2,1,1,1,7,103,103
64,13,Isaac Cumming,1,GWS Giants,15,15,7,7,22,22,7,7,0,0,6,6,1,1,0,0,0,0,102,102
65,24,Tom Powell,1,North Melbourne,15,15,10,10,25,25,8,8,0,0,3,3,0,0,0,0,1,1,102,102
66,4,Marcus Bontempelli,1,Western Bulldogs,13,13,13,13,26,26,2,2,0,0,6,6,4,1,1,1,0,6,102,102
67,34,Jacob Koschitzke,1,Hawthorn,11,11,3,3,14,14,9,9,0,0,1,1,1,1,5,5,3,33,101,101
68,44,Tom Stewart,1,Geelong,18,18,9,9,27,27,8,8,0,0,2,2,3,2,0,0,0,0,101,101
69,6,Luke Jackson,1,Melbourne,5,5,13,13,18,18,5,5,12,12,5,5,0,0,2,2,0,12,100,100
70,3,Tom Mitchell,1,Hawthorn,9,9,16,16,25,25,5,5,0,0,7,7,1,1,0,0,0,0,100,100
71,5,Josh Dunkley,1,Western Bulldogs,11,11,18,18,29,29,5,5,0,0,3,3,2,0,0,0,2,2,100,100
72,38,Jack Henry,1,Geelong,15,15,4,4,19,19,10,10,2,2,2,2,0,0,1,1,0,6,99,99
