Pos,Num,Player,MT,Team,K,Avg,H,Avg,D,Avg,M,Avg,HO,Avg,T,Avg,FF,FA,G,Avg,B,SC,Rat,Avg
1,4,Brandon Ellis,1,Gold Coast,26,26,9,9,35,35,16,16,0,0,5,5,2,1,1,1,0,6,169,169
2,3,Zak Jones,1,St Kilda,18,18,19,19,37,37,8,8,0,0,6,6,1,1,2,2,1,13,151,151
3,43,Aaron Hall,1,North Melbourne,25,25,8,8,33,33,12,12,0,0,4,4,0,0,0,0,0,0,143,143
4,11,Tim Kelly,1,West Coast,21,21,21,21,42,42,0,0,0,0,9,9,1,1,0,0,2,2,141,141
5,14,Tim Taranto,1,GWS Giants,21,21,14,14,35,35,6,6,0,0,7,7,3,0,0,0,0,0,140,140
6,41,Brody Mihocek,1,Collingwood,20,20,4,4,24,24,12,12,0,0,1,1,2,0,4,4,2,26,136,136
7,11,Touk Miller,1,Gold Coast,18,18,16,16,34,34,8,8,0,0,5,5,0,0,0,0,0,0,130,130
8,3,Tom Mitchell,1,Hawthorn,13,13,25,25,38,38,7,7,0,0,5,5,0,1,0,0,1,1,128,128
9,18,Sam Walsh,1,Carlton,21,21,12,12,33,33,6,6,0,0,5,5,1,2,1,1,1,7,127,127
10,10,Ben Cunnington,1,North Melbourne,19,19,16,16,35,35,1,1,0,0,6,6,4,2,2,2,0,12,126,126
11,16,Oliver Wines,1,Port Adelaide,15,15,22,22,37,37,7,7,0,0,3,3,0,1,1,1,1,7,126,126
12,1,Hugh Greenwood,1,Gold Coast,14,14,12,12,26,26,5,5,0,0,10,10,0,1,1,1,0,6,124,124
13,14,Bachar Houli,1,Richmond,21,21,10,10,31,31,10,10,0,0,1,1,1,0,1,1,0,6,124,124
14,5,James Worpel,1,Hawthorn,20,20,13,13,33,33,3,3,0,0,7,7,1,0,0,0,0,0,124,124
15,22,Joshua Kelly,1,GWS Giants,16,16,11,11,27,27,10,10,0,0,4,4,1,1,1,1,1,7,121,121
16,4,Brodie Grundy,1,Collingwood,10,10,11,11,21,21,3,3,37,37,4,4,2,1,1,1,0,6,119,119
