Pos,Num,Player,MT,Team,K,Avg,H,Avg,D,Avg,M,Avg,HO,Avg,T,Avg,FF,FA,G,Avg,B,SC,Rat,Avg
1,7,Zach Merrett,1,Essendon,23,23,18,18,41,41,5,5,0,0,8,8,3,1,0,0,1,1,153,153
2,15,Dayne Zorko,1,Brisbane Lions,18,18,6,6,24,24,10,10,0,0,12,12,1,1,0,0,0,0,142,142
3,3,Tom Mitchell,1,Hawthorn,16,16,24,24,40,40,11,11,0,0,3,3,1,1,0,0,0,0,139,139
4,4,Marcus Bontempelli,1,Western Bulldogs,16,16,13,13,29,29,4,4,0,0,7,7,2,0,3,3,1,19,135,135
5,6,Bailey Smith,1,Western Bulldogs,17,17,14,14,31,31,5,5,0,0,5,5,2,1,2,2,2,14,127,127
6,37,Brayden Maynard,1,Collingwood,22,22,5,5,27,27,8,8,0,0,6,6,2,1,0,0,0,0,123,123
7,6,Lachie Whitfield,1,GWS Giants,20,20,12,12,32,32,6,6,0,0,6,6,0,1,0,0,0,0,123,123
8,18,Sam Walsh,1,Carlton,19,19,19,19,38,38,7,7,0,0,4,4,0,3,0,0,0,0,123,123
9,22,Todd Goldstein,1,North Melbourne,10,10,11,11,21,21,2,2,44,44,3,3,4,0,0,0,1,1,119,119
10,10,Travis Boak,1,Port Adelaide,17,17,12,12,29,29,3,3,0,0,8,8,3,2,1,1,0,6,119,119
11,4,Brodie Grundy,1,Collingwood,8,8,14,14,22,22,7,7,27,27,3,3,0,2,2,2,0,12,118,118
12,13,Taylor Adams,1,Collingwood,19,19,13,13,32,32,4,4,0,0,6,6,3,2,0,0,0,0,116,116
13,46,Oscar McInerney,1,Brisbane Lions,12,12,6,6,18,18,6,6,35,35,4,4,4,2,0,0,0,0,115,115
14,2,Ben Keays,1,Adelaide,17,17,13,13,30,30,4,4,0,0,4,4,2,0,1,1,2,8,115,115
15,29,Rory Laird,1,Adelaide,20,20,13,13,33,33,4,4,0,0,4,4,4,1,0,0,0,0,115,115
16,3,Darcy Parish,1,Essendon,13,13,24,24,37,37,5,5,0,0,4,4,0,1,0,0,0,0,115,115
17,9,Jack Steele,1,St Kilda,13,13,12,12,25,25,4,4,0,0,9,9,3,0,0,0,0,0,114,114
18,4,Kyle Langford,1,Essendon,16,16,13,13,29,29,6,6,0,0,6,6,1,1,0,0,0,0,114,114
19,5,Christian Petracca,1,Melbourne,15,15,11,11,26,26,6,6,0,0,4,4,0,0,2,2,0,12,113,113
20,23,Jacob Weitering,1,Carlton,18,18,4,4,22,22,16,16,2,2,0,0,0,0,0,0,0,0,112,112
21,10,Ben Cunnington,1,North Melbourne,17,17,11,11,28,28,6,6,0,0,5,5,4,1,0,0,0,0,112,112
22,11,Touk Miller,1,Gold Coast,19,19,13,13,32,32,6,6,0,0,5,5,0,3,0,0,0,0,112,112
23,29,Cameron Guthrie,1,Geelong,20,20,14,14,34,34,6,6,0,0,2,2,1,1,0,0,0,0,112,112
24,24,Nic Newman,1,Carlton,15,15,6,6,21,21,11,11,0,0,5,5,1,0,0,0,0,0,111,111
25,14,Callum Mills,1,Sydney,18,18,12,12,30,30,6,6,0,0,4,4,2,1,0,0,0,0,111,111
26,17,Daniel Howe,1,Hawthorn,18,18,13,13,31,31,9,9,0,0,1,1,0,0,0,0,0,0,111,111
27,11,Jackson Macrae,1,Western Bulldogs,19,19,13,13,32,32,4,4,0,0,3,3,1,1,1,1,0,6,111,111
28,25,Shannon Hurn,1,West Coast,22,22,4,4,26,26,8,8,0,0,3,3,0,0,0,0,0,0,110,110
29,25,Jack Crisp,1,Collingwood,18,18,12,12,30,30,9,9,0,0,3,3,2,3,0,0,0,0,110,110
30,12,Jy Simpkin,1,North Melbourne,20,20,10,10,30,30,4,4,0,0,4,4,2,2,1,1,0,6,110,110
31,15,Taylor Duryea,1,Western Bulldogs,17,17,4,4,21,21,8,8,0,0,6,6,2,0,0,0,0,0,109,109
