Pos,Num,Player,MT,Team,K,Avg,H,Avg,D,Avg,M,Avg,HO,Avg,T,Avg,FF,FA,G,Avg,B,SC,Rat,Avg
1,11,Touk Miller,1,Gold Coast,13,13,22,22,35,35,2,2,0,0,14,14,1,1,2,2,0,12,155,155
2,5,Christian Petracca,1,Melbourne,22,22,11,11,33,33,8,8,0,0,6,6,1,1,3,3,1,19,153,153
3,2,Jaidyn Stephenson,1,North Melbourne,22,22,16,16,38,38,10,10,0,0,4,4,0,0,1,1,0,6,150,150
4,4,Brodie Grundy,1,Collingwood,12,12,10,10,22,22,5,5,40,40,5,5,1,0,1,1,1,7,139,139
5,9,Jack Steele,1,St Kilda,13,13,19,19,32,32,6,6,0,0,7,7,2,0,2,2,1,13,138,138
6,2,Jacob Hopper,1,GWS Giants,27,27,14,14,41,41,3,3,0,0,5,5,1,2,0,0,0,0,133,133
7,18,Sam Walsh,1,Carlton,14,14,22,22,36,36,8,8,0,0,2,2,1,0,2,2,1,13,132,132
8,13,Taylor Adams,1,Collingwood,16,16,15,15,31,31,2,2,0,0,10,10,4,1,1,1,0,6,131,131
9,15,Karl Amon,1,Port Adelaide,22,22,6,6,28,28,8,8,0,0,5,5,2,0,1,1,0,6,130,130
10,44,Tim English,1,Western Bulldogs,10,10,12,12,22,22,8,8,21,21,6,6,2,2,1,1,2,8,127,127
11,4,Brandon Ellis,1,Gold Coast,12,12,29,29,41,41,6,6,0,0,4,4,0,1,0,0,0,0,125,125
12,29,Chris Burgess,1,Gold Coast,16,16,1,1,17,17,4,4,38,38,4,4,4,1,1,1,0,6,123,123
13,4,Sean Darcy,1,Fremantle,11,11,14,14,25,25,9,9,27,27,2,2,2,1,0,0,0,0,122,122
14,24,David Swallow,1,Gold Coast,14,14,13,13,27,27,4,4,0,0,9,9,3,1,1,1,0,6,122,122
15,12,Jy Simpkin,1,North Melbourne,23,23,9,9,32,32,8,8,0,0,2,2,1,1,0,0,1,1,118,118
16,25,Jack Crisp,1,Collingwood,17,17,16,16,33,33,10,10,0,0,1,1,0,0,0,0,1,1,118,118
17,2,Jordan de Goey,1,Collingwood,18,18,11,11,29,29,10,10,0,0,2,2,0,1,1,1,0,6,117,117
18,3,Tom Mitchell,1,Hawthorn,17,17,22,22,39,39,2,2,0,0,5,5,2,2,0,0,0,0,117,117
19,14,Callum Mills,1,Sydney,21,21,10,10,31,31,9,9,0,0,3,3,0,2,0,0,0,0,116,116
20,9,Lachie Neale,1,Brisbane Lions,13,13,18,18,31,31,4,4,0,0,7,7,3,1,0,0,1,1,116,116
21,44,Jake Lloyd,1,Sydney,27,27,6,6,33,33,9,9,0,0,1,1,1,3,0,0,0,0,116,116
22,29,Rory Laird,1,Adelaide,12,12,21,21,33,33,7,7,0,0,5,5,0,1,0,0,0,0,116,116
23,7,Zach Merrett,1,Essendon,18,18,17,17,35,35,4,4,0,0,3,3,3,0,0,0,0,0,115,115
24,8,Andrew Brayshaw,1,Fremantle,12,12,20,20,32,32,9,9,0,0,3,3,2,1,0,0,0,0,114,114
25,8,Brayden Fiorini,1,Gold Coast,17,17,8,8,25,25,3,3,0,0,9,9,0,0,0,0,1,1,113,113
26,10,Ben Cunnington,1,North Melbourne,14,14,11,11,25,25,8,8,0,0,5,5,1,1,1,1,1,7,113,113
27,11,Paul Seedsman,1,Adelaide,15,15,12,12,27,27,10,10,0,0,3,3,1,0,0,0,1,1,113,113
28,19,Nick Hind,1,Essendon,23,23,1,1,24,24,10,10,0,0,2,2,3,0,0,0,0,0,112,112
29,22,Joshua Kelly,1,GWS Giants,15,15,12,12,27,27,1,1,0,0,10,10,0,0,0,0,0,0,112,112
30,11,Max Gawn,1,Melbourne,15,15,3,3,18,18,5,5,31,31,2,2,1,0,0,0,2,2,108,108
31,3,Christian Salem,1,Melbourne,21,21,5,5,26,26,8,8,0,0,2,2,3,0,0,0,0,0,108,108
32,34,Jordan Dawson,1,Sydney,18,18,8,8,26,26,6,6,0,0,2,2,0,2,3,3,0,18,108,108
33,7,Nathan Fyfe,1,Fremantle,12,12,19,19,31,31,6,6,0,0,3,3,0,1,1,1,1,7,108,108
34,44,Tom Stewart,1,Geelong,21,21,4,4,25,25,12,12,0,0,0,0,0,0,0,0,0,0,107,107
35,6,Bailey Smith,1,Western Bulldogs,16,16,11,11,27,27,6,6,0,0,3,3,0,0,1,1,1,7,107,107
36,16,David Mundy,1,Fremantle,18,18,12,12,30,30,4,4,0,0,3,3,2,3,2,2,0,12,107,107
37,15,Jayden Short,1,Richmond,22,22,9,9,31,31,2,2,0,0,4,4,1,0,0,0,0,0,107,107
38,13,Jack Lukosius,1,Gold Coast,22,22,2,2,24,24,8,8,0,0,3,3,0,0,0,0,0,0,106,106
39,11,Tim Kelly,1,West Coast,16,16,9,9,25,25,4,4,0,0,6,6,1,1,1,1,0,6,106,106
40,16,Oliver Wines,1,Port Adelaide,14,14,19,19,33,33,3,3,0,0,2,2,1,0,1,1,1,7,105,105
41,8,Jake Kelly,1,Adelaide,18,18,1,1,19,19,12,12,0,0,3,3,0,0,0,0,0,0,104,104
42,6,Hugh McCluggage,1,Brisbane Lions,16,16,10,10,26,26,6,6,0,0,4,4,1,0,0,0,0,0,103,103
43,4,Shaun Higgins,1,Geelong,13,13,12,12,25,25,7,7,0,0,3,3,0,0,1,1,0,6,102,102
44,33,Brodie Smith,1,Adelaide,24,24,4,4,28,28,8,8,0,0,1,1,0,2,0,0,0,0,102,102
45,31,Tom Hickey,1,Sydney,11,11,6,6,17,17,4,4,36,36,3,3,2,2,0,0,0,0,101,101
46,28,Tim Membrey,1,St Kilda,16,16,1,1,17,17,14,14,1,1,0,0,1,2,2,2,1,13,101,101
47,29,Cameron Guthrie,1,Geelong,13,13,15,15,28,28,5,5,0,0,5,5,0,1,0,0,0,0,101,101
48,25,Tom McDonald,1,Melbourne,12,12,7,7,19,19,8,8,2,2,3,3,1,3,3,3,2,20,100,100
49,5,Jamie Elliott,1,Collingwood,13,13,8,8,21,21,6,6,0,0,5,5,1,4,3,3,0,18,100,100
50,14,Jordan Ridley,1,Essendon,19,19,4,4,23,23,11,11,0,0,1,1,1,1,0,0,0,0,100,100
Totals,,,50,,836,16.7,567,11.3,1403,28.1,332,6.6,196,3.9,202,4,57,46,36,0.7,20,236,5797,115.9
51,15,Jack Billings,1,St Kilda,17,17,7,7,24,24,7,7,0,0,2,2,2,1,1,1,1,7,100,100
52,7,Jack Ziebell,1,North Melbourne,22,22,5,5,27,27,6,6,0,0,1,1,2,0,0,0,0,0,100,100
53,7,Luke Dunstan,1,St Kilda,18,18,11,11,29,29,4,4,0,0,2,2,4,0,0,0,0,0,100,100
54,3,Caleb Serong,1,Fremantle,15,15,15,15,30,30,3,3,0,0,4,4,0,0,0,0,0,0,100,100
55,37,Rory Lobb,1,Fremantle,10,10,3,3,13,13,8,8,5,5,2,2,2,1,4,4,3,27,99,99
56,14,Tim Taranto,1,GWS Giants,10,10,8,8,18,18,2,2,0,0,12,12,2,1,0,0,0,0,99,99
57,25,Jake Stringer,1,Essendon,14,14,9,9,23,23,3,3,0,0,6,6,2,1,1,1,1,7,99,99
58,2,Zach Tuohy,1,Geelong,16,16,8,8,24,24,8,8,0,0,0,0,2,1,2,2,0,12,99,99
59,11,Jackson Macrae,1,Western Bulldogs,12,12,13,13,25,25,1,1,1,1,8,8,4,1,0,0,0,0,99,99
60,25,Shannon Hurn,1,West Coast,20,20,5,5,25,25,10,10,0,0,1,1,1,2,0,0,0,0,99,99
61,27,Mason Redman,1,Essendon,18,18,7,7,25,25,11,11,0,0,0,0,0,1,0,0,1,1,99,99
62,16,Lachlan Bramble,1,Hawthorn,18,18,9,9,27,27,6,6,0,0,2,2,1,0,0,0,0,0,99,99
63,10,Daniel Rich,1,Brisbane Lions,23,23,4,4,27,27,8,8,0,0,0,0,0,1,0,0,1,1,99,99
64,35,Caleb Daniel,1,Western Bulldogs,17,17,13,13,30,30,3,3,0,0,2,2,2,1,1,1,0,6,99,99
65,9,Nick Naitanui,1,West Coast,11,11,9,9,20,20,2,2,37,37,1,1,0,0,0,0,0,0,98,98
66,13,Clayton Oliver,1,Melbourne,14,14,17,17,31,31,4,4,0,0,4,4,2,3,0,0,1,1,98,98
67,22,Todd Goldstein,1,North Melbourne,8,8,4,4,12,12,6,6,31,31,3,3,1,3,2,2,0,12,97,97
68,44,Cameron Zurhaar,1,North Melbourne,14,14,2,2,16,16,6,6,0,0,5,5,4,3,2,2,6,18,97,97
69,21,Ben Long,1,St Kilda,11,11,6,6,17,17,9,9,0,0,4,4,2,0,1,1,1,7,97,97
70,15,Dayne Zorko,1,Brisbane Lions,12,12,5,5,17,17,3,3,0,0,5,5,6,1,3,3,1,19,97,97
71,26,Luke Parker,1,Sydney,13,13,14,14,27,27,3,3,0,0,4,4,1,1,1,1,0,6,96,96
72,4,Toby Greene,1,GWS Giants,14,14,7,7,21,21,2,2,0,0,4,4,0,1,3,3,2,20,95,95
73,4,Marcus Bontempelli,1,Western Bulldogs,12,12,15,15,27,27,2,2,0,0,5,5,2,0,0,0,0,0,94,94
74,10,Travis Boak,1,Port Adelaide,10,10,15,15,25,25,4,4,0,0,6,6,3,2,0,0,0,0,93,93
75,3,Jack Bowes,1,Gold Coast,20,20,6,6,26,26,6,6,0,0,1,1,2,1,0,0,0,0,93,93
76,39,Nick Holman,1,Gold Coast,6,6,5,5,11,11,5,5,0,0,12,12,1,0,0,0,0,0,92,92
77,43,Aaron Hall,1,North Melbourne,20,20,4,4,24,24,8,8,0,0,0,0,0,0,0,0,0,0,92,92
78,32,Jack Newnes,1,Carlton,13,13,11,11,24,24,4,4,0,0,5,5,1,1,0,0,1,1,92,92
79,2,Ben Keays,1,Adelaide,13,13,12,12,25,25,7,7,0,0,5,5,0,4,0,0,0,0,92,92
80,36,Harry Perryman,1,GWS Giants,15,15,11,11,26,26,3,3,0,0,4,4,0,0,0,0,0,0,92,92
81,41,Shane Mumford,1,GWS Giants,1,1,6,6,7,7,0,0,53,53,6,6,2,1,0,0,0,0,91,91
82,12,Tom De Koning,1,Carlton,10,10,5,5,15,15,6,6,14,14,4,4,3,0,0,0,0,0,91,91
83,16,Archie Perkins,1,Essendon,12,12,6,6,18,18,4,4,0,0,2,2,2,0,3,3,3,21,91,91
